,PN96_RS14735
SBRG_BHIN_Growth_Late_1,0.4105970970000001
SBRG_BHIN_Growth_Late_2,0.352108351
SBRG_BHIN_Growth_Mid_1,1.117719546
SBRG_BHIN_Growth_Mid_2,-0.2747449980000001
SBRG_BHIN_Growth_Stat_1,-0.1216994329999998
SBRG_BHIN_Growth_Stat_2,-0.056958614
SBRG_LBv2_Growth_Late_1,-0.2162418959999996
SBRG_LBv2_Growth_Late_2,-0.8235301550000003
SBRG_LBv2_Growth_Mid_1,0.1234621149999997
SBRG_LBv2_Growth_Mid_2,-0.1234621149999997
SBRG_LBv2_Growth_Stat_1,-2.626472235
SBRG_LBv2_Growth_Stat_2,-3.161608212
SBRG_MHB_Rich_Mid_1,0.7671633829999998
SBRG_MHB_Rich_Mid_2,0.5401538129999999
SBRG_NBO_Rich_Mid_1,0.8049253639999998
SBRG_NBO_Rich_Mid_2,0.5157245220000002
SBRG_M9Na_Arabinose_Mid_1,-0.5355785219999998
SBRG_M9Na_Arabinose_Mid_2,-0.1582685399999999
SBRG_M9Na_Galactose_Mid_1,0.2205704690000001
SBRG_M9Na_Galactose_Mid_2,0.2279365230000003
SBRG_M9Na_GlcNAcGrowth_Late_1,-0.6092668510000001
SBRG_M9Na_GlcNAcGrowth_Late_2,-0.493300112
SBRG_M9Na_GlcNAcGrowth_Mid_1,-0.1142988420000001
SBRG_M9Na_GlcNAcGrowth_Mid_2,-0.0943891810000003
SBRG_M9Na_GlcNAcGrowth_Stat_1,-2.122679417
SBRG_M9Na_GlcNAcGrowth_Stat_2,-2.351222041
SBRG_M9Na_GlcNAc_Mid_1,-0.4532775070000001
SBRG_M9Na_GlcNAc_Mid_2,-0.9681003180000004
SBRG_M9Na_Gluconate_Mid_1,-0.73972762
SBRG_M9Na_Gluconate_Mid_2,-0.0369700330000002
SBRG_M9Na_Glucosamine_Mid_1,-2.437344683
SBRG_M9Na_Glucosamine_Mid_2,-2.101623636
SBRG_M9Na_Glycerol_Mid_1,-0.4797496859999999
SBRG_M9Na_Glycerol_Mid_2,-0.315890199
SBRG_M9Na_Maltose_Mid_1,-0.451090959
SBRG_M9Na_Maltose_Mid_2,-0.2922278360000003
SBRG_M9Na_Mannitol_Mid_1,-0.6460477940000002
SBRG_M9Na_Mannitol_Mid_2,-0.3175393609999997
SBRG_M9Na_Trehalose_Mid_1,-0.1038730230000002
SBRG_M9Na_Trehalose_Mid_2,-0.8326831500000003
SBRG_M9Na_ethanol_Mid_1,-2.128834325
