,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-3.700743415417188e-17,0.854031542531692,3.0,0.0,0.0973466716,1.0,0.8011870026,2.0,-0.8985336742000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,20.337254603999998,2.5793457893736886,3.0,3.0,21.8122481737,4.0,21.8405880622,5.0,17.3589275761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,22.10948022366667,0.6240499126378064,3.0,6.0,21.7110561267,7.0,21.7887096064,8.0,22.8286749379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,4.761947450116991e-12,1.9550473887273951,21.0,9.0,0.9803637171,10.0,2.0086747848,11.0,-2.0001332474,12.0,2.5962188579000003,13.0,0.302347158,14.0,-2.0450549005,15.0,0.4769233812,16.0,-1.0069832013,17.0,-3.8896724504,18.0,4.0750218465,19.0,3.4242618652,20.0,0.18791974050000002,21.0,-0.8758514046,22.0,-1.6155973343999999,23.0,-0.3254247819,24.0,1.0895957686,25.0,-0.9425087159000001,26.0,0.8168092514,27.0,0.0471626797,28.0,-1.5831292587,29.0,-1.7209437557
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,1.4449994313428574,2.850949068152822,21.0,30.0,-0.2318254582,31.0,4.6309748882,32.0,4.2778106039,33.0,3.466489717,34.0,4.1653859978,35.0,3.4121167338,36.0,0.4577162199,37.0,3.1441635071,38.0,-0.6976860164,39.0,2.2860456354,40.0,1.4834066129,41.0,3.1293571827,42.0,2.9310659475,43.0,1.9577429186000002,44.0,4.2189904195,45.0,2.3908412572,46.0,-6.7532599705,47.0,2.032878549,48.0,-1.789169406,49.0,-2.423089521,50.0,-1.7449677602
5,WT_vs_Del_ccpA__THY_None_WT_exponential,9.25185853854297e-18,0.41399241252172536,3.0,51.0,0.32601999670000004,52.0,-0.4657853919,53.0,0.1397653952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,11.145657857000002,0.20236714459892338,4.0,54.0,10.9880481063,55.0,11.361044272200001,56.0,11.2748140925,57.0,10.958724957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-1.3877787807814457e-17,0.3517408374233691,4.0,58.0,0.1945194993,59.0,-0.19806510670000002,60.0,0.3852378884,61.0,-0.381692281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,2.7468031736,0.15480171428771433,4.0,62.0,2.7705326423,63.0,2.5213648036,64.0,2.8386596952,65.0,2.8566555533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,2.021853272675,0.45032103294021414,4.0,66.0,1.7598343341,67.0,1.9775809076000002,68.0,1.6795970924999999,69.0,2.6704007565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,0.6288469424500001,1.3392201529627012,4.0,70.0,1.8703075243,71.0,1.6947864565000001,72.0,-0.6680886268,73.0,-0.3816175842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,0.0,0.5388333284208022,6.0,74.0,-0.7797542339,75.0,0.151826671,76.0,0.0407784124,86.0,-0.4697489537,88.0,0.3873905252,90.0,0.669507579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,11.73894035065,1.5968100591503889,6.0,77.0,13.1633870449,78.0,13.010519705,79.0,12.9798370896,87.0,10.8150678894,89.0,11.2741560886,91.0,9.1906742864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,1.2370073854666666,0.3268976810438029,3.0,80.0,1.1580883661999999,82.0,1.5961400644000001,84.0,0.9567937258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,18.745405056266666,0.33741123650260013,3.0,81.0,19.1335796037,83.0,18.522391444,85.0,18.5802441211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,0.6964166129633385,3.0,92.0,0.5010948539,93.0,-0.7952253679,94.0,0.294130514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-1.9761894170666665,1.1416245370533298,3.0,95.0,-2.0109217053,96.0,-3.1000514862,97.0,-0.8175950597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-4.345145234933333,1.5197096949885616,3.0,98.0,-3.5739302234,99.0,-6.0958308013,100.0,-3.3656746801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-5.481045928366666,0.7598663219778329,3.0,101.0,-6.3156305948,102.0,-4.8292367446,103.0,-5.2982704457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,9.149137060933333,0.030271934879449833,3.0,104.0,9.1264642958,105.0,9.1835136113,106.0,9.1374332757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,6.499053032766667,0.41060450093919565,3.0,107.0,6.9654134028,108.0,6.3398800105,109.0,6.191865685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,3.038126683633333,0.6390272179110574,3.0,110.0,2.6872915863999998,111.0,3.7757202155,112.0,2.651368249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,1.1773712846333335,0.8386192467344886,3.0,113.0,0.6563746909,114.0,0.7309720267,115.0,2.1447671363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
