sample,BSU34250
LBexp_1,9.0561
LBexp_2,9.2954
LBexp_3,9.1397
LBtran_1,9.6272
LBtran_2,10.0102
LBtran_3,9.9872
LBstat_1,7.3863
LBstat_2,7.6183
LBstat_3,7.6686
LBGexp_1,8.152000000000001
LBGexp_2,8.2464
LBGexp_3,8.2505
LBGtran_2,8.9504
LBGtran_3,9.4572
LBGstat_1,7.4731
LBGstat_2,7.5821
LBGstat_3,7.8688
S0_1,10.3647
S0_2,10.162
S0_3,10.2126
S1_1,9.6994
S1_2,9.2556
S1_3,9.493
S2_1,10.3396
S2_2,10.7392
S2_3,10.1471
S3_1,11.3665
S3_2,11.1746
S4_1,10.6356
S4_2,10.5124
S4_3,9.7154
S5_1,8.7156
S5_2,9.0476
S5_3,9.2543
S6_1,7.5618
S6_2,7.0947
S6_3,7.9883
S6/t_1,7.9752
S6/t_2,7.3426
S6_4,7.9165
S6_5,8.0641
S6_6,8.089
S7_4,8.3666
S7_5,8.285
S7_6,8.5904
S8_4,8.1974
S8_5,8.4247
G135_1,7.7522
G135_3,7.5057
G150_1,7.8436
G150_2,7.8721
G150_3,7.997999999999998
G180_1,7.5967
G180_2,7.5572
G180_3,7.1735
C30_1,8.3247
C30_2,8.8458
C90_1,8.6329
C90_2,8.7378
BI_1,10.469
BI_2,10.549
BC_2,7.1214
BC/t_1,7.3766
BC/t_2,8.1486
BC_1,7.2963
Sw_1,7.0325
Sw_2,7.1175
BT_1,11.8612
BT_2,11.1524
B36_1,10.2146
B36_2,10.0166
B60_1,8.8703
B60_2,8.3933
M9exp_1,10.1672
M9exp_2,9.8244
M9exp_3,10.0699
M9tran_1,10.6401
M9tran_2,10.7882
M9tran_3,10.7017
M9stat_1,7.9918
M9stat_2,7.9618
M9stat_3,7.7228
M+G_1,10.2268
M+G_2,10.1782
M+G_3,10.0599
Glu_1,9.2573
Glu_2,8.9948
Glu_3,9.4173
Fru_1,7.8039
Fru_2,10.1446
Fru_3,9.3134
Mal_1,9.8416
Mal_2,9.196
Mal_3,9.6206
G+S_2,10.7326
G+S_3,10.9239
Pyr_1,8.5598
Pyr_2,8.7117
Pyr_3,8.4574
Gly_1,8.2743
Gly_2,8.5689
Gly_3,8.2449
Glucon_1,8.3417
Glucon_2,7.8786
Glucon_3,8.4829
aero_1,10.733
aero_2,10.3224
aero_3,10.8589
nit_1,9.4936
nit_2,9.7696
nit_3,9.3318
ferm_1,8.9276
ferm_2,9.126
ferm_3,9.3343
T-5.40H_1,8.3349
T-4.40H_1,8.5802
T-3.40H_1,8.8697
T-2.40H_1,9.2813
T-1.40H_1,9.5279
T-1.10H_1,9.7831
T-0.40H_1,9.3825
T0.0H_1,9.8664
T0.30H_1,8.6888
T1.0H_1,9.0007
T1.30H_1,8.2033
T2.0H_1,8.2372
T2.30H_1,8.2198
T3.0H_1,7.7029
T3.30H_1,7.8984
T4.0H_1,7.6775
T5.0H_1,7.7017
HPh_1,10.5154
HPh_2,9.9254
HPh_3,9.49
LPh_1,10.1536
LPh_2,10.6146
LPh_3,9.9027
LPhT_1,7.6707
LPhT_2,7.3903
LPhT_3,7.5615
SMMPr_1,9.8045
SMMPr_2,10.1186
SMMPr_3,10.0429
HiTm_1,8.0518
HiTm_2,7.7577
HiTm_3,7.8
LoTm_1,10.328
LoTm_2,10.3348
LoTm_3,10.306
HiOs_1,7.4696
HiOs_2,7.555
HiOs_3,7.4681
BMM_1,11.4601
BMM_2,11.0229
BMM_3,10.2377
Heat_1,11.9092
Heat_2,11.7002
Heat_3,11.2294
Cold_1,11.7278
Cold_2,11.0099
Cold_3,10.0108
Etha_1,10.0281
Etha_2,9.575
Etha_3,9.9338
SMM_1,9.5341
SMM_2,9.571
SMM_3,9.5018
Salt_1,8.3442
Salt_2,8.1327
Salt_3,8.2347
Mt0_1,9.645
Mt0_3,8.9059
M0t45_1,9.9926
M0t45_2,10.3156
M0t45_3,9.5
M0t90_1,9.1693
M0t90_2,9.9602
M0t90_3,9.7764
M40t45_1,10.1328
M40t45_2,10.8275
M40t45_3,9.4784
M40t90_1,9.7823
M40t90_2,10.4682
M40t90_3,10.2814
dia0_1,9.112
dia0_2,9.3407
dia0_3,9.9333
dia5_1,8.7723
dia5_2,8.9791
dia5_3,8.8233
dia15_1,8.2968
dia15_2,8.6347
dia15_3,7.7267
Diami_1,8.6444
Diami_2,8.9126
Diami_3,9.1027
Paraq_1,8.9242
Paraq_2,9.3095
Paraq_3,8.0203
H2O2_1,8.2665
H2O2_2,8.6452
H2O2_3,8.587
