,SACI_RS05880
SRX5495523,0.5818155002543497
SRX5495524,0.15203565005361952
SRX5495525,-0.050678887478553314
SRX5495526,0.3030693191486762
SRX6762909,0.13785409472495758
SRX6762910,-0.13785409472495758
SRX6762911,0.3783767281770922
SRX6762912,-0.05298974159844772
SRX3467357,-0.07563798341281025
SRX3467358,0.07563798341281025
SRX3467359,-0.5433950686593203
SRX3467360,0.11154781806567016
SRX3565164,0.2778453830209102
SRX3565165,-0.6863835679984147
SRX3565166,0.2141361537322366
SRX3565167,-0.5639331190681665
SRX3565168,-0.6785058425569641
SRX3565169,-0.3856919486865715
SRX3565170,0.0201850171833664
SRX3565171,-0.28411571385337986
SRX3565172,-0.8201453036639101
SRX3565173,0.3805919473649704
SRX3565174,-0.6224657167770715
SRX3565176,0.06760614483650773
SRX3565177,-0.5244808750100791
SRX3565178,0.0787247237098514
SRX3565179,-0.11216631008892276
SRX3565180,-0.09868240776123828
SRX3565181,-0.4041342512769672
SRX3565182,0.08489203434875314
SRX3565183,0.22948722123183615
SRX3565184,0.1929727249961992
SRX3565185,-0.036897818061343735
SRX3565186,-0.8084947543420116
SRX3565187,0.385553906261424
SRX3565188,0.007182238854086087
SRX3565191,-0.04498530201140039
SRX3565192,-0.01906138539906177
SRX3565193,0.06365012399687231
SRX3565194,0.4705686913978191
SRX3565195,-0.3432283028641461
SRX3565197,-0.20215576106317806
SRX3565198,-0.13424487290503873
SRX3565199,-0.1514958297285176
SRX3565200,0.0161449064365895
SRX3565201,-0.3116518145093972
SRX3565202,-0.04136218522291468
SRX3565203,-0.0011606432552015988
SRX3565204,0.2565082098188736
SRX3565205,-0.1436380400700079
SRX3565206,-0.17916297525967284
SRX3565208,-0.06457354224778111
SRX3565209,-0.08528726706978773
SRX3565210,0.044862572988226816
SRX3565211,-0.0651975303811918
SRX4001511,-0.14933397246805846
SRX4001513,0.14933397246805935
SRX4001514,-0.11172047202724933
SRX4001515,-0.4538038563152842
SRX4001516,-0.1652804080609762
SRX4001517,-0.2434104155372081
SRX4001518,-0.18585606477040967
SRX4001519,-0.29692574988087195
SRX4001520,-0.38042410384582137
SRX4001521,-0.17576270683867354
SRX4001522,-0.30045049107142674
SRX4001523,-0.3808002581878975
SRX4001524,0.17674780818167246
SRX4001525,-0.19621920713452035
SRX4001526,-0.9035142680226746
SRX4001528,-0.6314458444830926
SRX3823521,0.017569687880051532
SRX3823522,-0.060258985465091015
SRX3823523,0.04268929758503859
SRX3823524,-0.2480895079631633
SRX3823525,-0.3507964377864159
SRX3823526,-0.6198113064766568
SRX3823527,-0.4524571210083028
SRX3823528,-0.3585246062677818
SRX3823529,-0.4475224766997474
SRX3823530,-0.023880079161171075
SRX3823531,0.2816484272440736
SRX3823532,0.2189258544189263
SRX3823533,0.06363934796249815
SRX3823534,-0.06523634577712834
SRX3823536,0.3622040910610771
SRX3823537,0.1893825350934435
SRX3823538,0.04451915751521618
SRX3823539,0.4433655659923055
SRX5653264,0.17718344506086492
SRX5653265,0.2162648943556702
SRX5653266,0.4574095549624877
SRX5653267,-0.02905738678519932
SRX5653268,0.0833876718285822
SRX5653269,-0.054330285043382005
