,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X
0,algU_regulon__empty_vector,-3.333333377838107e-11,0.11512524680927615,3.0,0.0,0.1297447883,2.0,-0.0899430918,4.0,-0.0398016966,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,1.0748946632666667,0.17857577823372786,3.0,1.0,1.2308087983,3.0,1.1138024555000001,5.0,0.880072736,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,1.067901324025,0.13308634811238543,4.0,6.0,1.0972893707,20.0,1.1186558678,40.0,0.8753753966000001,63.0,1.180284661,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,0.9690453591249999,0.25925405859983514,4.0,7.0,0.7735776783,33.0,0.7568681061,81.0,1.3057662905,82.0,1.0399693616,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,5.759652110475,1.4480998479696638,4.0,8.0,4.6622643013000005,51.0,7.4596131139,65.0,6.4621844375,76.0,4.4545465892,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,5.2135549433333335,2.074067042024136,3.0,9.0,4.1823337014,22.0,3.8572170721,49.0,7.6011140565,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,0.70420703875,0.16034589946901934,2.0,10.0,0.5908253659,26.0,0.8175887116,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,4.324601049200001,0.8150003285788348,3.0,11.0,4.3182991243,54.0,3.5127699567,83.0,5.1427340666,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,6.03700596805,0.9878891825773354,4.0,12.0,5.2250858915,48.0,7.3386103563,64.0,6.2688668405,78.0,5.3154607839,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,0.5999790631,0.20522041910899785,4.0,13.0,0.6566632508,38.0,0.8113828898000001,67.0,0.3201509785,72.0,0.6117191333,,,,,,,,,,,,,,,,,,,,
