,-0.07704444186388806,-0.05778333139791605,-0.03852222093194403,-0.019261110465972016,0.0,0.01926111046597201,0.03852222093194403,0.057783331397916055,0.07704444186388806,0.09630555232986007,0.11556666279583208,0.13482777326180412,0.15408888372777613,0.17334999419374816,0.19261110465972017,0.21187221512569218,0.2311333255916642,0.2503944360576362,0.26965554652360824,0.28891665698958024
thresh,-0.08667499709687407,0.08667499709687407,1,,,,,,,,,,,,,,,,,
unreg,2,1,40,724,2499,519,61,17,2,10,5,1,1,1,1,1,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],"['ydiL' 'STM0080' 'ydhA' 'yegS' 'yggE' 'STM1249' 'hslJ' 'STM3657'
 'STM1494' 'yiaD']",['rcsA' 'STM1841' 'yhdV' 'ygdR' 'yddX'],['eco'],['ypfG'],['ypeC'],['ygaC'],['ycfJ'],['yaiY'],[],[],[]
