,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,AB0057_PGcoculture__PGAB,-0.0503528701,0.17604171115004288,3.0,0.0,0.1479300918,1.0,-0.11071827170000001,2.0,-0.1882704304,,
1,AB0057_PGcoculture__AB ,-8.673617379884035e-19,0.04170130816932186,4.0,3.0,0.0358174093,4.0,-0.0045528842,5.0,-0.0570124902,6.0,0.025747965100000002
2,AB0057_PGcoculture__ABPG,0.9423343957000001,0.20484064148646952,4.0,7.0,1.0729520935,8.0,1.0201726421,9.0,0.6368201234,10.0,1.0393927238
3,AB5075_AZI__AZI_000,0.0,0.06181351496397097,2.0,11.0,0.0437087556,17.0,-0.0437087556,,,,
4,AB5075_AZI__preculture,1.2724967771000002,0.031275478030192566,2.0,12.0,1.2946118797000001,13.0,1.2503816745,,,,
5,AB5075_AZI__AZI_040,1.24341864675,0.06601169030181545,2.0,14.0,1.1967413329,18.0,1.2900959606,,,,
6,AB5075_AZI__AZI_028,0.6372288375,0.10572241857807572,2.0,15.0,0.5624717984000001,19.0,0.7119858766,,,,
7,AB5075_AZI__AZI_003,0.0794597121,0.02526757807359564,2.0,16.0,0.0973265879,20.0,0.0615928363,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,-0.13298585263333332,0.26895945640821683,3.0,21.0,-0.0239877629,28.0,-0.4393355507,29.0,0.0643657557,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,0.0,0.31483396541686803,3.0,22.0,-0.3591521837,23.0,0.1308143498,24.0,0.2283378339,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,-0.03880609800000001,0.33385397695617947,3.0,25.0,-0.4234792873,26.0,0.1316585739,27.0,0.1754024194,,
11,AB5075_VIR-O_LSO__VIR-O,0.0,0.044623337838508546,3.0,30.0,-0.0249337156,32.0,0.0515177816,34.0,-0.026584066,,
12,AB5075_VIR-O_LSO__LSO,-0.19016345036666668,0.034638433920167196,3.0,31.0,-0.22619770360000002,33.0,-0.15711400690000002,35.0,-0.1871786406,,
13,AB5075_Zinc__Control,-9.25185853854297e-18,0.3967249865287479,3.0,36.0,0.2296557452,37.0,-0.45809801980000003,38.0,0.2284422746,,
14,AB5075_Zinc__Zinc,0.88559903115,0.011804804270145722,2.0,39.0,0.8772517740000001,40.0,0.8939462883,,,,
15,AB5075_biofilm+abx__planktonic,0.0,1.2312584857086963,3.0,41.0,1.4005601826,42.0,-0.4885707627,44.0,-0.9119894199,,
16,AB5075_biofilm+abx__biofilm,2.6635044126666667,0.5249518379416068,3.0,43.0,3.2344451197,45.0,2.201697835,46.0,2.5543702833,,
17,AB5075_biofilm+abx__cip_biofilm,3.388004391833333,0.1474018552746243,3.0,47.0,3.3745427639,48.0,3.5416753139,50.0,3.2477950977,,
18,AB5075_biofilm+abx__tet_biofilm,2.1452543466,0.26031349157567457,3.0,49.0,2.1721512929,51.0,1.8725366512,52.0,2.3910750957,,
19,AB5075_gigAB__kan_gigB,-2.6113768723999997,0.19326750219906788,3.0,53.0,-2.5619784303,54.0,-2.8245493617,55.0,-2.4476028252,,
20,AB5075_gigAB__gigB,-1.5041947703333332,0.16070194916707006,3.0,56.0,-1.4479853364,57.0,-1.3791476309,58.0,-1.6854513437,,
21,AB5075_gigAB__kan_gigA,-2.6381511267666666,0.2946533525787868,3.0,59.0,-2.2985325115,60.0,-2.8257085416,61.0,-2.7902123272,,
22,AB5075_gigAB__gigA,-1.8536267610333332,0.3138702592750642,3.0,62.0,-1.7164407685,63.0,-2.2127357504,64.0,-1.6317037642,,
23,AB5075_gigAB__kan_WT,-0.9550660583,0.04526380668048395,3.0,65.0,-0.9085028837,66.0,-0.9989076863,67.0,-0.9577876049,,
24,AB5075_gigAB__WT,-4.625929269271485e-18,0.12079126855802477,3.0,68.0,-0.0016518224,69.0,-0.11995688630000001,70.0,0.1216087087,,
25,AB5075_med__CA-MHB,0.57672216365,0.2948997195304611,2.0,71.0,0.3681965722,72.0,0.7852477551,,,,
26,AB5075_med__CA-MHB_pH6,0.3781918019,0.08508041939443439,2.0,73.0,0.4383527434,74.0,0.3180308604,,,,
27,AB5075_med__RPMI+_pH7,0.22176271945,0.17230697525704616,2.0,75.0,0.3436021501,76.0,0.09992328880000001,,,,
28,AB5075_med__RPMI+_pH6,0.23934662815000002,0.3358500240253643,2.0,77.0,0.0018647987,78.0,0.47682845760000003,,,,
29,AB5075_med__RPMI+_-HCO3,0.27020481045,0.20117091553174068,2.0,79.0,0.412454129,80.0,0.1279554919,,,,
30,AB5075_med__LB,0.0,0.04782937683506326,2.0,81.0,-0.033820476700000004,82.0,0.033820476700000004,,,,
31,AB5075_med__M9+AA,0.29977150365,0.22721133289148066,2.0,83.0,0.1391088294,84.0,0.4604341779,,,,
32,AB5075_med__M9-AA,0.2848358563,0.1426857721979367,2.0,85.0,0.18394177920000002,86.0,0.3857299334,,,,
33,AYE_adeB__WT,3.333333309171969e-11,0.022064710770110702,3.0,87.0,0.0224732846,88.0,-0.0216320774,89.0,-0.0008412071,,
34,AYE_adeB__adeB,0.25689107013333334,0.11333656618596376,3.0,90.0,0.38711317440000004,91.0,0.18051813960000002,92.0,0.2030418964,,
35,COL__0ug/ml,0.0,0.6377712023115578,2.0,93.0,0.450972342,94.0,-0.450972342,,,,
36,COL__0.25ug/ml,-0.3462171865,0.4891737311860765,2.0,95.0,-0.000319124,96.0,-0.692115249,,,,
37,COL__1ug/ml,0.250131443,0.35545420251554755,2.0,97.0,0.5014755200000001,98.0,-0.001212634,,,,
38,H2O2__0ug/ml,0.0,0.1816679671554589,2.0,99.0,-0.1284586515,100.0,0.1284586515,,,,
39,H2O2__1.25ug/ml,0.3526715084,0.2636398023042274,2.0,101.0,0.5390930004,102.0,0.1662500164,,,,
40,H2O2__2.5ug/ml,-0.37483082265,0.1805607491640175,2.0,103.0,-0.2471550925,104.0,-0.5025065528,,,,
41,H2O2__5ug/ml,-0.41838837965,0.16970792932947615,2.0,105.0,-0.29838675200000003,106.0,-0.5383900073,,,,
42,MRP__0ug/ml,0.0,0.07352618739245816,2.0,107.0,0.0519908657,108.0,-0.0519908657,,,,
43,MRP__25ug/ml,-0.007860861149999999,0.03242555602638337,2.0,109.0,-0.0307891917,110.0,0.0150674694,,,,
44,MRP__100ug/ml,0.07147928715,0.027528539207806884,2.0,111.0,0.0520136704,112.0,0.0909449039,,,,
45,MRP__200ug/ml,-0.008066738950000001,0.040369058973101904,2.0,113.0,0.0204784964,114.0,-0.0366119743,,,,
46,growth__2h,0.0,0.6304660738112595,2.0,115.0,-0.4458068361,116.0,0.4458068361,,,,
47,growth__4h,-0.43369093505,0.5469978794446874,2.0,117.0,-0.8204768449000001,118.0,-0.0469050252,,,,
48,growth__6h,-1.4898723250500001,0.9839420901642408,2.0,119.0,-2.1856244493,120.0,-0.7941202008,,,,
49,growth__8h,-1.07527411675,0.4021601126110231,2.0,121.0,-1.3596442595,122.0,-0.790903974,,,,
50,growth__10h,-0.5943755634000001,0.26917855713476097,2.0,123.0,-0.7847135465,124.0,-0.40403758030000003,,,,
51,mutants__WT,0.0,0.3060904671806557,2.0,125.0,-0.216438645,126.0,0.216438645,,,,
