,PSPTO_RS28085
SRX1828913,-0.3231888214
SRX1828914,-0.4166874688
SRX1828915,0.2213292105
SRX1828916,-0.6560119234
SRX1828917,0.1018596108
SRX1828918,0.08101759680000001
SRX3983989,-0.8503937338
SRX3983990,0.2693240517
SRX3983993,-2.3826733817
SRX3983994,-2.348291981
SRX3983995,-0.6266556085
SRX3983996,-1.3488183556
SRX3983997,-2.2853194893
SRX3983998,-0.6670563861000001
SRX3983999,-0.7818244763000001
SRX3984000,-0.5828219345
SRX3984001,-2.2662586752
SRX3984002,-2.5372326906
SRX3984003,-2.8683250937
SRX3984004,-0.46005602230000003
SRX3984005,-0.6162542879
SRX3984006,-3.1183214738
SRX3984007,-2.5669946202
SRX3984008,-0.5553797449
SRX3984009,-0.46136967230000003
SRX3984010,-3.2388345287
SRX3984011,-0.8065232219
SRX3984012,-0.3343533782
SRX3984013,-0.1650918147
SRX3984014,-0.8594693791
SRX3984015,-2.9490238921
SRX3984016,-0.4285791326
SRX3984017,-2.3002745495
SRX3984019,0.1657200805
SRX3984020,-2.6722604183
SRX3984021,-1.8600763480000002
SRX3984022,-2.685974827
SRX3984023,0.1340975641
SRX3984024,-0.48132424770000004
SRX3984025,-0.6776354952
SRX3984026,-1.2812178091
SRX3984027,-0.6145574473000001
SRX3984028,-0.39769847550000004
SRX3984029,-0.3570285769
SRX3984031,-2.6996071285000003
SRX3984032,-2.6404740021
SRX3984034,0.08477373910000001
SRX3984035,-2.6057003549
SRX3984036,-2.8341995512000002
SRX3984037,-5.8128699628
SRX3984038,-3.4600530455
SRX3984039,-1.9226708529
SRX3984040,-0.9399828908000001
SRX3984041,-2.4086743875
SRX3984042,-1.2050344697
SRX3984043,-1.6099368425
SRX3984045,-0.3039246645
SRX3984046,0.07902021570000001
SRX3984047,-2.7974868759
SRX3984048,-2.9374298584
SRX3984049,-3.3838452247
SRX3984050,-3.1377620899
SRX3984051,-2.6118367894
SRX3984052,-0.31067318800000004
SRX3984056,-2.3112443860000003
SRX3984057,-1.1636162647
SRX3984058,-3.0677268548
SRX3984059,-0.6116604141
SRX3984061,-0.2223585729
SRX3984062,-0.1533290951
SRX3984063,-0.2030245577
SRX3984064,0.11425658820000001
SRX3984065,-0.6270020712000001
SRX3984066,-0.6720515618
SRX3984067,-0.3038764899
SRX3984068,-0.0888965892
SRX3984069,-2.9746582156
SRX3984070,-2.5321553767
SRX3984071,-2.8675038224
SRX3984073,-0.36854282590000004
SRX3984074,-0.4482066518
SRX3984077,0.2177773527
SRX3984078,0.1482918034
SRX3984079,-1.5742134238
SRX3984080,-0.2978915189
SRX3984082,-0.2594510425
SRX3984084,-2.849338888
SRX6997963,-0.1373562358
SRX6997964,0.08331725
SRX6997965,-0.2999307811
SRX6997967,0.1113385753
SRX6997968,-1.0531952308
SRX6997969,-0.0805763508
SRX6997971,0.0260176605
SRX6997972,0.43712872350000004
SRX6997973,0.40228988250000003
SRX3159100,-0.2583543332
SRX3159101,0.2898819742
SRX3159102,-0.12091389150000001
SRX3159103,0.0893862504
SRX3159000,-1.0190121077
SRX3159001,-0.7608825847
SRX3159002,-0.0141878375
SRX3159003,-0.9037360090000001
SRX3159004,-0.0706121811
SRX3159005,0.1064416945
SRX3159006,-0.19573645250000002
SRX3159007,-1.9803368949000002
SRX3159008,-2.0790482378
SRX3159009,-1.0177537043
SRX3159010,-0.1358095722
SRX3159012,-0.06897892330000001
SRX3159013,-1.3489514242
SRX3159014,-0.9737941016
SRX3159015,-0.34765141250000003
SRX3159016,-0.5457410304
SRX3159017,-0.9115648458000001
SRX3159018,-0.38466619890000003
SRX3159019,0.591693168
SRX3159020,0.30233016300000004
SRX3159021,-0.4451076479
SRX3159022,-0.9469258113000001
SRX3159023,-0.8534496787
SRX3159024,-1.7012263649000001
SRX3159025,-0.7778621229
SRX3159026,1.2476892366
SRX3159027,0.25866946420000003
SRX3159028,-2.1351026371
SRX3159029,-2.1815017782
SRX3159030,-0.7938092689
SRX3159034,-0.3269442188
SRX3159036,-0.36714260590000003
SRX3159037,0.6724723162
SRX3159041,0.19444344930000002
SRX3159042,-0.2386614562
SRX3159043,0.3184241369
SRX3159045,-0.6679018703
SRX3159047,-0.1835296921
SRX3159048,-0.41863795670000004
SRX3159049,-0.19915948420000001
SRX3159050,-0.1876689732
SRX3159051,-0.48550437290000004
