,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,RichMedia__BHIN_Growth_Late,-0.40907641799999994,0.23475296647764354,2.0,0.0,-0.5750718324999999,1.0,-0.2430810034999999
1,RichMedia__BHIN_Growth_Mid,0.887358345,0.3371426916596163,2.0,2.0,1.1257542285,3.0,0.6489624615
2,RichMedia__BHIN_Growth_Stat,1.270092838,0.40986679694072975,2.0,4.0,1.5599124294999998,5.0,0.9802732465000004
3,RichMedia__LBv2_Growth_Late,0.1495910040000001,0.1314915723817257,2.0,6.0,0.2425695865000001,7.0,0.0566124215000001
4,RichMedia__LBv2_Growth_Mid,0.0,0.646551575609041,2.0,8.0,-0.4571810034999997,9.0,0.4571810034999997
5,RichMedia__LBv2_Growth_Stat,4.7832009695,0.5591562144780092,2.0,10.0,5.1785841205,11.0,4.3878178185
6,RichMedia__MHB_Rich_Mid,1.3744031050000003,0.2219730720678681,2.0,12.0,1.5313617695,13.0,1.2174444405000004
7,RichMedia__NBO_Rich_Mid,1.425666165,0.13222196418921725,2.0,14.0,1.5191612125000002,15.0,1.3321711174999995
8,Carbon__M9Na_Arabinose_Mid,-4.0952741459999995,0.19203322696487712,2.0,16.0,-4.231062143,17.0,-3.959486149
9,Carbon__M9Na_Galactose_Mid,-1.6701768085000004,0.3602947507765275,2.0,18.0,-1.92494367,19.0,-1.4154099470000006
10,Carbon__M9Na_GlcNAcGrowth_Late,-0.3523159665000004,0.12467875976533974,2.0,20.0,-0.2641547700000002,21.0,-0.4404771630000006
11,Carbon__M9Na_GlcNAcGrowth_Mid,-0.25649741500000006,0.07524638628230454,2.0,22.0,-0.309704645,23.0,-0.2032901850000001
12,Carbon__M9Na_GlcNAcGrowth_Stat,-2.362640895,0.15561712166775285,2.0,24.0,-2.252602973,25.0,-2.4726788170000003
13,Carbon__M9Na_GlcNAc_Mid,-2.933330224,0.56263995281222,2.0,26.0,-3.33117675,27.0,-2.535483698
14,Carbon__M9Na_Gluconate_Mid,-2.7448147905000004,0.03732277670384501,2.0,28.0,-2.7712059790000003,29.0,-2.718423602
15,Carbon__M9Na_Glucosamine_Mid,-2.248135078,0.1775770666338348,2.0,30.0,-2.373701026,31.0,-2.12256913
16,Carbon__M9Na_Glycerol_Mid,-4.0539758164999995,0.181549398076176,2.0,32.0,-4.182350627,33.0,-3.925601006
17,Carbon__M9Na_Maltose_Mid,-2.010700204,0.2639741506746439,2.0,34.0,-1.824042292,35.0,-2.197358116
18,Carbon__M9Na_Mannitol_Mid,-4.4014704095,0.3386734845027903,2.0,36.0,-4.6409487270000005,37.0,-4.161992092
19,Carbon__M9Na_Trehalose_Mid,-4.0250659859999995,0.7471189529727146,2.0,38.0,-3.496773108,39.0,-4.553358864
20,Carbon__M9Na_ethanol_Mid,1.868617848,0.1377282237861997,2.0,40.0,1.7712292869999997,41.0,1.966006409
21,Carbon__M9Na_fructose_Mid,-4.673256179,0.19038120066406877,2.0,42.0,-4.538636341,43.0,-4.807876017
22,Carbon__M9Na_fumarate_Mid,-0.13397107900000016,0.44375742299269266,2.0,44.0,-0.4477549620000003,45.0,0.179812804
23,Carbon__M9Na_glucoseGrowth_Late,-0.1600893025000003,0.36505352567379845,2.0,46.0,0.098042521,47.0,-0.4182211260000006
24,Carbon__M9Na_glucoseGrowth_Mid,0.0,0.13434771314254695,2.0,48.0,0.094998179,49.0,-0.094998179
25,Carbon__M9Na_glucoseGrowth_Stat,-1.7593081220000002,1.2112246294156934,2.0,50.0,-0.9028429730000004,51.0,-2.615773271
26,Carbon__M9Na_ribose_Mid,-2.971286691,0.3118226000180732,2.0,52.0,-3.191778566,53.0,-2.750794816
27,Carbon__M9Na_succinate_Mid,-4.521059832500001,0.5722240052924238,2.0,54.0,-4.925683307,55.0,-4.1164363580000005
28,Carbon__M9Na_sucrose_Mid,-0.6229927230000003,0.00945211554722245,2.0,56.0,-0.6163090680000005,57.0,-0.6296763780000001
29,TF__LBv2_HapROver_Late,-2.895904269,0.31286849509315495,2.0,58.0,-2.6746728345,59.0,-3.1171357035
30,TF__LBv2_HapROver_Mid,-0.6761740834999999,0.7073587926291489,2.0,60.0,-0.1759958844999998,61.0,-1.1763522825
31,TF__LBv2_HapROver_Stat,-1.285571635,0.026951164954211383,2.0,62.0,-1.2665142834999998,63.0,-1.3046289865
32,TF__LBv2_LuxOOver_Late,-2.5112170894999997,0.16078684722725872,2.0,64.0,-2.3975236195,65.0,-2.6249105595
33,TF__LBv2_LuxOOver_Mid,-1.5626798925,0.3613196391233543,2.0,66.0,-1.8181714595,67.0,-1.3071883255
34,TF__LBv2_LuxOOver_Stat,-1.7536076085,0.06550951600587092,2.0,68.0,-1.7999298315,69.0,-1.7072853855
35,TF__LBv2_QstROver_Late,-1.274371338,0.27679139658592156,2.0,70.0,-1.0786502644999998,71.0,-1.4700924115
36,TF__LBv2_QstROver_Mid,-0.8347315824999999,0.19652179231942551,2.0,72.0,-0.9736934745,73.0,-0.6957696904999997
37,TF__LBv2_QstROver_Stat,-1.815738231,0.1125547125519692,2.0,74.0,-1.7361500305,75.0,-1.8953264315
38,TF__LBv2_TfoXOver_Late,-1.5091427844999998,0.12102616928152875,2.0,76.0,-1.5947212094999998,77.0,-1.4235643594999998
39,TF__LBv2_TfoXOver_Mid,1.3143313830000003,0.1554610186534175,2.0,78.0,1.2044038425000003,79.0,1.4242589235
40,TF__LBv2_TfoXOver_Stat,-0.5886920059999998,0.04254846269401395,2.0,80.0,-0.5586056994999997,81.0,-0.6187783124999999
41,Stress-I__20-300-T1,-0.23101907099999988,0.1959843650027729,2.0,82.0,-0.0924371974999997,83.0,-0.3696009445000001
42,Stress-I__20-300-T2,-0.30359034399999985,0.5600675202625739,2.0,84.0,0.0924371975000002,85.0,-0.6996178854999999
43,Stress-II-1__LBv2_LowpH_Mid,-2.031239232,0.259729349776308,2.0,86.0,-2.2148956165,87.0,-1.8475828475
44,Stress-II-1__LBv2_highSalt_Mid,0.489907294,0.29827686441654583,2.0,88.0,0.2789937005,89.0,0.7008208874999999
45,Stress-II-2__M9Na_glucoseKanamycin_Mid,-0.8086741495000003,0.01569113575941389,2.0,90.0,-0.797578841,91.0,-0.8197694580000006
46,Stress-III__R_wt,0.0,0.12473901374837791,2.0,92.0,-0.0882038025,93.0,0.0882038025
47,Stress-III__R_s,0.21607455300000003,0.39593985936635834,2.0,94.0,-0.0638972064999999,95.0,0.4960463125
