,A,SigD
SRX5577066,-18.75608996100901,-1.396974676736361
SRX5577067,-18.169992144504388,-1.0520056882143989
SRX5577068,-21.188713834051907,-1.5558017099923678
SRX533166,-0.9936906058637228,-0.16450916057166332
SRX533171,0.993690605863762,0.16450916057166332
SRX533786,-1.0394195855719353,0.17912196019373286
SRX533787,1.3864680094389172,0.4507367906239654
SRX533789,-0.6115386017300974,0.1742750068923753
SRX533791,0.7964035604732206,0.4167701461945423
SRX533792,-0.2513368023026153,0.18348173640212814
SRX533793,1.9234797614233772,0.33405700295559804
SRX533794,1.0805334892839034,0.02591722664052121
SRX533795,0.8438545407167196,0.5315076236646155
SRX4703435,-0.8849935627888194,-0.016893339745887026
SRX4703436,0.0401127548201025,0.022890706144559125
SRX4703437,0.8448808079686969,-0.005997366398673876
SRX4703438,-19.960079758408693,-1.8612994215916892
SRX4703439,-19.158282746223406,-1.69006112299905
SRX4703440,-20.342296419872227,-1.5817883733006068
SRX6902408,-12.690804524937418,-0.41915980009450937
SRX6902409,-10.992543478186716,-0.5921346755680359
SRX6902410,-12.727402880004515,-1.3970678777901258
SRX6902411,1.9132561421098768,0.061053481002754324
SRX6902412,3.713900198858495,-0.11133462865789047
SRX6902413,1.0303170843398208,0.2680163972320404
SRX6902414,-0.02855799282516864,-0.03633791935405828
SRX6902415,0.028557992825171314,0.03633791935405828
SRX5278698,-2.248390874770754,-0.5189361052953263
SRX5278699,0.16484684970085842,-0.31139740487703005
SRX5278700,2.083544025069968,0.8303335101723563
SRX5278701,-0.41062358686630346,-0.44433604743098704
SRX5278702,-0.5548528921188534,-0.273102498094568
SRX5278703,1.358686326986449,0.2278543306844565
SRX5278704,-14.894082474942314,0.6477099913436657
SRX5278705,-16.24698750798869,0.43297278447800813
SRX5278707,-23.33005299694479,-1.2734261768044473
SRX5278708,-23.414694378879997,-1.0013998274391973
SRX5278709,-23.151761841769112,-0.04169107649410186
SRX5278710,9.727418771280282,1.3050991892125854
SRX5278711,7.472589217015374,1.5231518345328947
SRX5278713,14.674488026634405,1.68684429980365
SRX5278714,11.723324254285972,1.68414446266312
SRX5278715,12.804276652264276,0.4059763891944934
SRX5278716,-4.90130570556048,0.2921410695262532
SRX5278717,-12.702627344432141,-0.7531534928505454
SRX5278718,-6.0634731820614745,0.434105189641226
SRX5278719,-13.222639457551704,-0.21481050047029449
SRX5278720,-17.89465182325629,-0.7697917194866459
SRX5278721,-16.467258346498188,-1.6449258732784229
SRX1254783,12.365104067578304,0.4547350632751508
SRX1254784,13.642328317953611,0.3426502680483283
SRX1254785,14.599363267492752,-0.03154191368261205
SRX1254786,13.022097937650988,0.3433076004105837
SRX1473807,0.17240756000334956,0.07739050471153419
SRX1473808,-0.06290202209200946,-0.0756363886893574
SRX1473809,-0.10950553791141003,-0.0017541160221759
SRX7520944,-0.06311935303332844,0.19675943318233455
SRX7520945,-0.4145017112283017,0.07803588978560327
SRX7520946,0.3470987227608692,0.1107174797099999
SRX7520947,0.13052234150079914,-0.3855128026779351
SRX7520948,9.767814259642764,1.7987563266675863
SRX7520949,10.13296989130691,1.7828630421485254
SRX7520950,-3.215590320538581,0.7745259094200065
SRX7520951,-3.542960697300825,0.8434085111528278
SRX959206,-2.335346665479829,0.13271908985755942
SRX959207,-3.8563091249408536,0.01837167329132328
SRX959208,-4.209417929380677,0.0668819748825289
SRX959209,0.6426601888870086,-0.07385841964776674
SRX959210,0.22221075113886246,-0.008081834563611778
SRX959211,1.2116212932789636,-0.0677709471196355
SRX959212,0.2172498811375393,0.1747887343056238
SRX959213,-0.5377834375247749,-0.04356015095549637
SRX959214,-0.2315895769303181,0.19740997699979346
SRX959215,-0.16873365960493014,-0.2429956561682296
SRX959216,0.4884603332528008,-0.1466925118460587
SRX959217,0.23239645966966602,0.0610496076643745
SRX3269802,-2.151671557885864,0.1304941366373571
SRX3269803,2.151671557885832,-0.13049413663735798
SRX3269804,-1.2054596613258468,-2.359328055815335
SRX3269805,2.3339916028903143,-0.9353495251806924
SRX3269806,-1.1759474467388842,-1.446414553380131
SRX3269807,23.89015075774927,2.906562143146541
SRX3269808,26.372094877808944,2.603335111727453
SRX3269809,29.94351327053682,2.589620597063499
SRX3269810,31.109552313293467,1.8201187529145268
SRX3269811,33.2845084665268,1.922368901965916
SRX2529102,-3.1560495609544903,-0.3848323597249976
SRX2529103,3.1560495609544823,0.3848323597249976
SRX2529104,-16.290526883238805,-1.144880501470575
SRX2529105,-11.881916543659864,-0.9236565729701818
ERX1981712,-35.05710359311943,-2.99455025654499
ERX1981713,-36.285227046820495,-2.8545687967621958
ERX1981714,-35.83082214007271,-3.031865487610916
ERX1981715,1.547926726766138,0.03534807511094229
ERX1981716,0.15148386155869156,-0.049688311028979186
ERX1981717,-1.6994105883248014,0.014340235918037791
ERX2274784,-1.2332279445013028,-0.3667336494310352
ERX2274785,-3.919916497730129,0.6832424575707341
ERX2274786,0.40293073110174105,-0.040667547815194105
ERX2274787,-21.747480788859292,-0.9059649874860494
ERX2274788,-20.296030103211578,-0.9856958497117372
ERX2274789,-24.84673032611236,-1.4228707527909508
ERX2274790,-3.797083183913714,-0.2949028541090426
ERX2274791,-4.310327700230605,0.4862330384110001
ERX2274792,-3.821007694641728,-0.2037738100032529
ERX2274793,-21.336536586075532,-0.8300824227275037
ERX2274794,-25.79460454970791,-1.5222371081965385
ERX2274795,-22.20143530351852,-0.6494730286679227
ERX2274796,-1.5839374738393883,-0.3239557921564904
ERX2274797,2.3028048045704224,-0.3189138724179319
ERX2274798,-0.7188673307310423,0.6428696645744205
ERX2274799,-19.448858166008847,-0.6988108720711406
ERX2274800,-25.45270456356173,-1.4161866195644333
ERX2274801,-21.535911946009932,0.202940222950204
ERX1819430,2.6501116512207954,-0.0911664958423879
ERX1819431,2.9691087944608374,0.009688603179302646
ERX1819432,2.9435345363780847,0.04319618248244517
ERX1819433,3.3336881700017367,0.0019623439169835773
ERX1819434,-4.342093714543607,-0.3051231646569565
ERX1819435,-6.475791255437904,-0.19341294151362745
ERX1819436,-4.854388475019994,-0.1977623795188279
ERX1819437,-7.077078375944228,-0.4800665500143948
ERX1819438,2.389742934607386,0.049091216105108686
ERX1819439,1.430509355363491,0.4267581870399253
ERX1819440,1.9631335617964372,-0.15526449836664202
ERX1819441,0.7156783264082471,0.303263507275048
ERX1819442,1.952350779936204,0.25603194855184963
ERX1819443,-0.4509762489947752,0.1525650206252127
ERX1819444,2.0566632991258653,0.306761393285905
ERX1819445,-0.4468166630286355,0.07609744001889762
ERX3440914,-1.7524755218125292,-0.15259547841662702
ERX3440915,1.0835144078991041,0.1476576701999166
ERX3440916,-0.02558039059248001,0.06434592260966454
ERX3440917,0.7399752985080791,0.19604268547839696
ERX3440918,0.7230456041570144,-0.30718006788800434
ERX3440919,2.5554264219113234,-0.3698791102123869
ERX3440920,2.2275578731466905,-0.535862347045426
ERX3440921,-20.8919542514678,-3.819784538296572
ERX3440922,-21.436653397324537,-4.221806884295394
ERX3440923,-22.005881091123644,-3.7406348215475966
ERX3440924,-20.63740946295393,-3.7227897782112014
ERX3440925,0.7194250625620038,0.09794259301119723
ERX3440926,-20.446259741707284,-3.324106570794392
ERX3440927,-19.98822706441432,-3.938486232498154
ERX3440928,-19.481651629224018,-3.7851483800524384
ERX3440929,-20.50102074366164,-3.936243466619133
ERX3440930,-19.88945094978977,-3.5049916382038484
ERX3440931,-20.89178609403319,-4.4927677047486965
ERX3440932,-21.762564924575514,-4.30855675766988
ERX3440933,-20.18627424286527,-4.5527663944423065
ERX3440934,-17.400262043314214,-3.071528360183187
ERX3440935,-18.226257698865194,-3.2710958146677465
ERX3440936,1.0330504592505236,0.054652885405428016
ERX3440937,-17.61977309178767,-3.2455510364028055
ERX3440938,0.3815799963771387,-0.012141231617196269
ERX3440939,0.44339679059274334,0.08831706824169673
ERX3440940,6.197770427686206,0.3226276922978588
ERX3440941,-0.6913720184169857,0.07766984785941045
ERX3440942,3.262825891393617,0.042828066595360426
ERX3440943,-1.4471745768185085,-0.05294529554209415
SRX5347612,-0.361941622600408,-0.6475211945980206
SRX5347613,1.85624447910629,0.2050291290215993
SRX5347614,-1.4943028565058445,0.4424920655764231
SRX5347615,-12.580948869349857,-0.8354199011545349
SRX5347616,-12.74071811951292,0.006217700445806607
SRX5347617,-14.40164888464405,0.2269056390161488
SRX5347618,-12.453670177515367,-0.7954178878086253
SRX5347619,-12.620257578666365,-0.10180378083625108
SRX5347620,-13.502608560028687,-0.0756633019416233
SRX5347621,-6.277327552417717,0.0945704461151955
SRX5347622,-4.636621634049008,0.1858907204352631
SRX5347623,-7.218253588601963,0.34949698000061513
SRX8170783,1.3035628468273799,0.08025717631178075
SRX8170784,0.13469917103657486,0.07042335571655389
SRX8170785,-1.4382620178639778,-0.15068053202833287
SRX8170786,-3.3185594597046832,-0.7795141138409196
SRX8170787,-2.064514100964433,-1.213442729124016
SRX8170788,-1.603579492367748,-1.1526643008546102
SRX5177009,-12.097282373785072,-0.030548683706379975
SRX5177010,-13.399423760137768,-0.3140423231065084
SRX5177011,-14.573674859445234,0.23493768609981916
SRX5177012,-17.947838502102663,1.8089012234473865
SRX7354731,-0.17371844269457046,0.12844575409029524
SRX7354732,0.17371844269456269,-0.12844575409029524
SRX7354733,-10.637273876893213,1.7052930987558046
SRX7354734,-14.675016073182896,2.19862815808665
SRX7354735,-13.717240986540089,1.0420381577643223
SRX7354736,-13.420066406918366,1.3803130855516033
SRX7354737,-24.43818432098967,-0.2477999239837523
SRX7354738,-25.493858512705533,-0.4137871698186011
SRX2508581,0.08909372648637864,0.13131196242748544
SRX2508582,1.6863731462700695,0.4156631749282012
SRX2508583,1.0941865457915734,-0.4586402550452533
SRX2508584,1.0912027288151802,-0.17141955059849054
SRX2508585,0.2530339226584385,-0.033254653242917875
SRX2508586,1.1537331220829965,0.2437666766493969
SRX2508587,1.464629025873484,-0.42660578113965375
SRX2508588,1.3210940573090155,-0.1534466420761884
SRX2508589,-0.34212764914482124,-0.09805730918456668
SRX2508590,1.1796386188969092,0.2689753289186374
SRX2508591,-0.025695168604603143,-0.4701626710627291
SRX2508592,0.17601006936480787,-0.22339070233505254
SRX1736086,-4.721007375058432,-0.3261431638514685
SRX1736087,4.30124628724292,0.3233331691039254
SRX1736088,0.4197610878154881,0.0028099947475404012
SRX1736089,-0.7978035425837396,-1.4918192646309656
SRX1736090,-1.788488376892609,-0.8911719646131946
SRX1736091,-0.8790225573896686,-1.225806799711583
SRX1736092,-3.988314857748076,0.0583394074589414
SRX1736093,-3.2081698638264053,0.043151471650912036
SRX1736094,-2.8986512768533896,0.1599082947363355
SRX1736095,0.014988502162634997,-1.219103505940183
SRX1736096,0.04995949584866114,-1.4154330594574374
SRX1736097,-0.06058736415796347,-0.7153072011254054
SRX7176371,-0.5661341905593271,0.06210255230499584
SRX7176372,0.5642177051298376,-0.10322803123628964
SRX7176373,0.0019164854295103926,0.04112547893129559
SRX7176374,-1.3995630920553008,-0.04787796961329782
SRX7176375,-1.2934575167822708,-0.42744376469246426
SRX7176376,-1.681594767042328,-0.12974183340402054
