locus,comp,gene_name,product,operon,TF,link
b3515,0.46374514921300003,gadW,GadW DNA-binding transcriptional dual regulator,gadAXW,"arcA, fnr, gadE, gadW, gadX, h-NS, phoB, phoP, rpoS, rutR, sdiA, ydeO, yieP",https://ecocyc.org/gene?orgid=ECOLI&id=EG12242
b3516,-0.414664242353,gadX,GadX DNA-binding transcriptional dual regulator,gadAXW,"adiY, arcA, crp, fis, fnr, gadE, gadE;rcsB, gadW, gadX, h-NS, phoB, rcsB, rpoD, rpoS, rutR, torR, yieP",https://ecocyc.org/gene?orgid=ECOLI&id=EG12243
