,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,AB0057_PGcoculture__PGAB,-0.1497903106,0.034201728747950515,3.0,0.0,-0.1350176921,1.0,-0.1888954716,2.0,-0.1254577681,,
1,AB0057_PGcoculture__AB ,2.5000002068509275e-11,0.0643542712124121,4.0,3.0,0.08291708960000001,4.0,-0.0407814591,5.0,0.0176513005,6.0,-0.0597869309
2,AB0057_PGcoculture__ABPG,-0.621686620725,0.30093875432386263,4.0,7.0,-0.7381691171,8.0,-0.8214551033,9.0,-0.1735529916,10.0,-0.7535692709
3,AB5075_AZI__AZI_000,0.0,0.0013760447868527827,2.0,11.0,0.0009730106,17.0,-0.0009730106,,,,
4,AB5075_AZI__preculture,0.760694242,0.03133662226066849,2.0,12.0,0.7385359039,13.0,0.7828525801,,,,
5,AB5075_AZI__AZI_040,-0.8521173093500001,0.01614300068066883,2.0,14.0,-0.8407024841,18.0,-0.8635321346,,,,
6,AB5075_AZI__AZI_028,-0.12853296405,0.04186262264424619,2.0,15.0,-0.1581343084,19.0,-0.0989316197,,,,
7,AB5075_AZI__AZI_003,0.005033512600000001,0.01180524515122386,2.0,16.0,-0.0033140563000000002,20.0,0.013381081500000001,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,0.03518425496666667,0.07694129302936897,3.0,21.0,0.1215929362,28.0,0.0098717401,29.0,-0.0259119114,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,0.0,0.3409223274740424,3.0,22.0,-0.3838668552,23.0,0.11635094630000001,24.0,0.2675159089,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,-0.10295443946666667,0.13963765791183452,3.0,25.0,-0.07315256440000001,26.0,-0.25508715790000003,27.0,0.019376403900000002,,
11,AB5075_VIR-O_LSO__VIR-O,0.0,0.18017593674914362,3.0,30.0,-0.0618171235,32.0,0.20294736730000001,34.0,-0.1411302438,,
12,AB5075_VIR-O_LSO__LSO,-0.09255878733333334,0.017842334990033758,3.0,31.0,-0.0815403402,33.0,-0.0829917287,35.0,-0.1131442931,,
13,AB5075_Zinc__Control,3.33333360913457e-11,0.767192134137148,3.0,36.0,0.49847584650000004,37.0,-0.883450146,38.0,0.3849742996,,
14,AB5075_Zinc__Zinc,-0.1351032461,0.10593233538830761,2.0,39.0,-0.0601977734,40.0,-0.2100087188,,,,
