,A,LldR,ArcA
SRX2391456,0.0847655147,0.060301824000000004,-0.0904681673
SRX2391457,0.1618604961,-0.1013411252,-0.2097819642
SRX2391458,-0.037037086500000004,-0.2131303921,-0.2439363728
SRX2391459,0.2943294372,0.0770872981,-0.3059155422
SRX2391460,0.3391044313,0.1173990781,-0.2365276624
SRX2391461,0.2795594189,0.058497025700000004,-0.1854714104
SRX2391462,0.0764598029,0.1833349162,-0.1838118799
SRX2391463,0.6592271541,0.4120182986,-0.1194288096
SRX2391464,0.5346206021000001,0.5216953738,-0.0535675735
SRX2391465,0.24203044240000002,0.4228931057,-0.0748273839
SRX2391466,0.18446162400000002,0.3393310762,-0.0662617172
SRX2391467,-0.1259372721,-0.1320959733,0.007952442300000001
SRX2391468,-0.1331114156,0.14758002950000002,-0.0534339781
SRX2391469,0.0567082366,0.163320173,-0.0207651292
SRX2391470,0.6371443167,0.1234538656,-0.0329504879
SRX2391471,0.5073794171,0.0005636755,-0.2395605228
SRX2391472,0.7281709673,0.2022549388,-0.34193488380000003
SRX2391473,0.32314981800000003,0.1629757908,-0.23016813260000002
SRX2391474,-0.07538201180000001,0.1888304214,-0.2537163586
SRX2391475,0.6663507497000001,0.18793676820000002,-0.2880527835
SRX2391476,0.9583380619,0.2273160702,-0.29147945950000004
SRX2391477,0.4492187031,0.1018903788,-0.3465375958
SRX2391478,0.2698379234,-0.1148069085,-0.34435631250000004
SRX2391479,1.1376692307,0.1201492002,-0.3453297625
SRX2391480,0.5501969605,0.2446270804,-0.3662869204
SRX2391481,0.48142347700000004,0.2939774303,-0.11028863080000001
SRX2391482,0.9230976438,0.2757019116,-0.22730722350000002
SRX2391483,0.2172831158,0.3145301266,-0.0223819313
SRX2391484,-0.0389598805,0.04855018,-0.2426119772
SRX2391485,-0.0914136168,0.0715545427,-0.2102766297
SRX2391486,0.09439993020000001,0.1509578068,-0.2887682889
SRX2391487,0.019699715200000002,0.1334646475,-0.2746682152
SRX2391488,0.11862593660000001,0.1779486159,-0.2388780014
SRX2391489,0.2560937111,0.1884320008,-0.22601689400000002
SRX2391490,0.2218788365,0.38780122780000004,-0.1258171035
SRX2391491,0.09672750620000001,0.3243938021,-0.2214298382
SRX2391492,-0.0928484235,0.1688399387,-0.1153271887
SRX2391493,0.33333966800000003,0.1879721651,-0.185098325
SRX2391494,0.2972854909,0.2677849472,-0.0353668968
SRX2391495,0.1259372721,0.1320959733,-0.007952442300000001
SRX2391496,0.09650401410000001,0.1257594511,-0.0772816575
SRX2391497,0.1316250804,0.2065582021,-0.14180802
SRX2391498,0.7895417996,0.054687189500000004,-0.3166744741
SRX2391499,0.4013721199,0.11717834840000001,-0.37282547390000004
SRX2391500,0.3327727283,-0.1222685205,-0.433814293
SRX2391501,-0.204906677,0.0902086136,-0.39314979790000004
SRX2391502,0.0894990209,0.1524033018,-0.34131478530000003
SRX2391503,1.0674775767,0.6003846226,-0.5846902323000001
SRX2391505,0.8862082506000001,0.42384951800000004,-0.4122213825
SRX2391506,-0.0097877616,0.12877990890000002,-0.3680628546
SRX2391507,0.5085216051,0.2452911448,-0.3295176745
SRX2391508,0.2068539933,-0.0074771602,-0.322258141
SRX2391510,0.7701474052,0.1753350343,-0.38222538500000003
SRX2391512,1.0398835554,0.3114646203,-0.2770032758
SRX2391513,0.7240557298,0.2871214478,-0.1858422854
SRX2391514,0.38245019500000005,0.21424436260000002,-0.0529842701
SRX5632598,-0.09146777910000001,-0.1406934901,0.9830723726
SRX5632599,0.3261687498,-0.3164516218,0.8884442180000001
SRX5632600,2.4490414403000003,1.1717336386000001,1.6354000942
SRX5632601,1.9252637417,0.5082741983,1.1574314751
SRX5632602,1.341046204,0.6657334266,1.4462626652
SRX5632603,2.9588210085,1.1973896005,1.1110969728
SRX5632604,0.9327561151,0.8403786886,1.6253534642
SRX5632605,1.7896947803,1.2062557433,1.8081310811
SRX5632606,3.625294648,2.2357847641,0.6906509578000001
SRX5632607,0.290893301,-0.045947405100000005,0.5383519372000001
SRX5632608,-0.45831532,0.0617338886,-0.0571907372
SRX5632609,0.28561514200000004,-0.0779197422,0.0891540525
SRX5632610,2.5325482804,1.0475080172,-0.0298426128
SRX5632611,0.172700178,0.0161858535,-0.0319633153
SRX5632612,1.0516882174,0.5907272485,-0.0141807849
SRX5632613,1.0031731217,0.4263145414,0.3135263471
SRX5632614,0.0375452108,-0.0241065614,0.4040524659
SRX5632615,2.6021042012,1.1402419899,0.2721177574
ERX2874132,-3.0910152969,-0.7922897944,-1.0589838979
ERX2874133,-1.6931670514000001,-0.31327782800000004,-1.4026185694
ERX2874134,-6.4958921075,-2.6888564722,-2.8410150892
ERX2874135,-6.4789221544,-2.7818888668,-3.2869432385
ERX2874136,-8.3259084523,-3.0204379909,-3.2950765840000003
ERX2874137,-8.8068359119,-3.4754789927,-3.4762954288
ERX2874138,1.4285059473000001,1.0275068649,-1.155357469
ERX2874139,0.723488019,0.3301207725,-1.2439101857
ERX2874140,-0.567856814,-0.2416073874,-0.1153715473
ERX2874141,0.567856814,0.2416073874,0.1153715473
ERX2874142,-4.091037601,-1.4514644078,-1.5590599950000001
ERX2874143,-3.8583889316,-1.3350643853,-1.8922621822
ERX2874144,2.0674343665,1.7650082837,-0.6513911779
ERX2874145,2.4735294017,1.680529097,-1.0179407735
ERX2874146,0.5602626447,0.305941852,-0.46426380850000004
ERX2874147,0.7668657713,0.46009517,-0.6195390422
SRX1300292,-0.0574540515,-0.46145033090000004,-0.41795786620000003
SRX1300293,0.0574540515,0.46145033090000004,0.41795786620000003
SRX1300299,-1.8433177958,-2.342912738,0.2339488295
SRX1300300,0.8236187008,0.8789273435,0.2709119195
SRX1300304,-0.2215724593,1.2468872894,0.7109499026
SRX1300305,0.8168036670000001,0.8876278568,0.8332963912
SRX1300306,-0.7256388302,0.3409892116,0.8146757537
SRX1300310,0.10957076,0.9779053587000001,0.5839121668
SRX1300311,2.234948843,1.7203333844,0.6312221720000001
SRX7291195,0.3458532871,0.42364460940000004,0.3372829208
SRX7291196,-0.1706404826,0.0681204143,0.41080054930000004
SRX7291197,-0.7144760313,-0.2927790887,0.3180135734
SRX7291198,-0.0463926873,0.0293984036,0.08858568750000001
SRX7291199,-0.26589129240000003,-0.2358396898,-0.0570708614
SRX7291200,0.31228397960000004,0.20644128620000002,-0.031514826100000004
SRX7291201,-0.46215161790000003,-0.2567459503,0.3130374735
SRX7291202,0.374357951,0.4261172844,0.4191365037
SRX7291203,0.20823599040000002,0.22424739999999999,0.3197920426
SRX7291204,-0.08024494310000001,-0.1012790331,0.1251290824
SRX7291205,0.07770414390000001,0.1191900303,0.1037722164
SRX7291206,0.2756828374,0.3309449061,0.1088100151
SRX2436955,4.3894405782,2.2147154139,0.1425476608
SRX2436956,-1.727105852,0.3718790979,-0.4960096405
SRX2436957,-1.056546931,0.8413622839,-0.3588527667
SRX2436958,-0.6063922988,0.9160160544,-0.14995993500000002
SRX2436959,4.243282787,3.1574612064,0.5268494525
SRX2436960,3.4946230725,2.3956460822,0.3300483652
SRX2436961,2.5006550106,2.1699089265,0.1176002028
SRX2436962,-3.3412590551,-1.4390285692,-0.2104390858
SRX2436963,-1.3284882669,-0.3832318163,0.0149251139
SRX2436964,-3.5934844719,-1.8365604172,0.0050649824
SRX2436965,-2.0410144417,-0.3333813352,-2.0450412115
SRX2436966,-3.2738045358,-1.3653777977,0.2509442296
SRX2436967,2.799114646,2.3944198652,-0.0192003367
SRX2436969,-1.2902187942,-0.2025195652,0.1182597891
SRX2436970,-3.56587102,-1.436829835,0.39856133250000003
SRX2436971,2.1954285647,1.96880952,-0.13303799560000001
SRX2437029,-3.0867080248,-1.2118928358,-0.3410695594
SRX2437030,3.9488890043,2.103845758,0.155742511
SRX2437031,-1.8139006929,-1.309704825,0.12230633960000001
SRX2437032,-2.1869758566,-1.079276963,-0.0231116861
SRX2437033,0.4812866362,-0.041533756500000005,-0.7123728968
SRX2437034,-1.4146595126000001,-0.1533783334,-2.0397357955
SRX2437035,0.28465194120000004,0.9137229946000001,-0.3836625166
SRX2437036,-0.2980010084,0.6496869631000001,-0.4890135682
SRX2437037,-3.9034007413,-1.9662863506,0.1264931956
SRX2437038,-3.2155204518,-1.1481626526,0.24165958950000002
SRX2437039,0.47828246700000004,0.0343635307,0.6254806809
SRX2437040,0.9846272364,1.440140753,-0.3886040764
SRX2437041,5.1347977275,2.5330570579,0.11163370210000001
SRX2437042,-0.08194853640000001,-0.6137110008000001,-0.5679767338
SRX2437043,-3.7178253863,-2.0906861943,-0.0194579248
SRX2437044,1.4986802569,0.4381531897,-0.1043600593
SRX4705203,1.1898680402,1.1172008195,-0.38558688100000005
SRX4705204,7.7528015704,4.2573686786,-0.2343390475
SRX4705205,5.802614844,2.8114933794,-0.1768228467
SRX4705206,5.3482919801,2.5122993228,-0.1829866169
SRX4705207,3.3196618563999998,3.0076577053,-0.1312277256
SRX4705208,0.8154380626000001,1.6478760011,-0.6927357911
SRX4705209,2.1981071207,1.8527427438,-0.05061829700000001
SRX4705210,2.813341554,1.5302001817000002,-0.2321428443
SRX4705211,4.4675346386,2.6009400638,-0.33308463520000003
SRX4705212,4.2897119188,2.6384338324,-0.3163096863
SRX4705213,-0.9682195439000001,-0.5710305057,0.1901686705
SRX4705214,-0.013081674100000001,-0.0925843039,-0.058796187400000005
SRX4705215,0.5486914617,0.3732707415,0.0858430565
SRX4705216,-0.5669806787,-0.3396414648,0.0028923649
SRX4705217,0.9422637732,0.5535379384,-0.1846147007
SRX4705218,0.057326661800000005,0.0764475944,-0.035493203800000005
SRX4705219,0.6592632770000001,-0.2491433616,-0.23346584150000002
SRX4705220,0.5945440262,0.0211259807,-0.1391940875
SRX4705221,5.932190679,3.0398180615,0.0132220698
SRX4705222,1.5395298551,0.1675846205,-0.15327054480000002
SRX4705223,0.9007480718,0.8789682855000001,-0.40193558090000003
SRX4705224,0.0444310388,0.6312519616000001,-0.5313746106
SRX4705225,6.6230529394,3.2672861959,-0.6203175706
SRX4705226,6.8099784058,3.3051092751,-0.6981566933000001
SRX4705227,6.174513545,2.7467510438,-0.7595007277
SRX4705228,1.3860141613999999,0.6518586231,-0.0372590058
SRX4705229,1.2671463128,0.3483186747,0.09376858960000001
SRX4705230,0.2144816247,0.20302065260000002,0.0231333739
SRX4705231,4.977908199,2.249578422,0.1127304596
SRX4705232,5.0772042893,2.4735882027000002,-0.0380817781
SRX4705233,12.590862966,6.1613297557,-0.2157053013
SRX4705234,1.404075274,-0.3157049615,-0.4094781025
SRX4705235,7.5123458098,4.1860320346,-0.1995304755
SRX4705236,0.7200743741000001,-0.42869432690000003,-0.4656880963
SRX4705237,9.2077990052,5.3359346907,-0.0487554939
SRX4705238,6.8833476204,3.6719269297,-0.215019177
SRX2038319,0.21152860440000001,-0.1573205339,1.0693941837
SRX2038320,-0.2059564971,0.10612754170000001,0.2635843553
SRX2038321,0.4467550986,0.31281022280000004,0.9174621933
SRX2038322,-0.6751518089,-0.3656353727,-0.1218903694
SRX2038323,-0.8253535009,-0.8340584295,-0.8918312391000001
SRX2038324,0.07223006750000001,0.3656940457,-0.6881736304
SRX2038325,-0.0214721693,-0.6173945518,0.7699156984000001
SRX2038326,-0.5905364334000001,-0.4924823384,0.9700102006
SRX2038327,-1.2116805539,-0.8993313716,1.0384347552
SRX2038328,-1.0406668619,-0.8238356607,1.1285368322
SRX2038329,0.5508160887,0.8604486912,0.8161619262
SRX2038330,0.2222398454,0.2709166523,-0.0201403201
SRX2038331,0.41974165700000005,0.6443284370000001,-0.10491848840000001
SRX2038332,-0.5302407234000001,-0.37213911450000003,0.7603654310000001
SRX2038334,0.0991088096,-0.36931550750000003,-1.0891380371
SRX2038335,-1.5296526014,-1.4536388927,-0.8079639627
SRX2038336,-1.2320963932,-0.6680747139000001,-0.6936482731
SRX2038337,-0.0412332835,-0.1680339105,0.44997349200000003
SRX2038338,0.4233599535,0.6556062781,-0.3344079171
SRX2038339,0.2451164634,0.6005019692,0.6810912996
SRX2038340,-0.8865681537000001,-0.7227076255,-0.7281520391
SRX2038341,-1.4045183784,-0.4282037007,-1.0546255310000001
SRX2038342,-0.4611050493,0.2803638036,-0.8944886509000001
SRX2038343,-0.9656879336,-0.2902311721,-0.7695802995000001
SRX2038344,-1.5169232985,-0.6606945432,-0.5339921031
SRX2038345,-0.6574633107,0.4894956957,-0.0834480876
SRX2038346,-0.5084343782,0.3482156899,0.6391570357
SRX2038347,-1.3034541266,-0.5110647652,0.9185526292
SRX2038348,-0.5978437454000001,0.3417436522,0.6901443962
SRX2038349,-0.0555389957,0.677851485,-0.6312365123
SRX2038350,-0.4366950647,-0.4581190087,-0.6568917332
SRX2038351,-1.1475502798,-0.4836501782,-1.0174438648
SRX2038352,-1.1194955704,-0.8909501941,-0.6496157627
SRX2038353,-0.2210387341,-0.42303358430000004,-0.7033841573
SRX2038354,-1.1283277255,-1.0675652462,-0.6182618178
SRX2038355,-1.7118553633,-1.2190516303,-0.5516249936000001
SRX2038356,-0.6376527143,-0.9613226581000001,-0.7842142551
SRX2038357,-0.6348885579,-0.4982857442,-0.7349862666
SRX2038358,0.1826447511,0.4721521388,-0.31267291070000003
SRX2038359,-0.2111106936,-0.03245427,-0.4842923424
SRX2038360,-1.5472830322000002,-0.4166635837,-1.0148851516
SRX2038361,-0.7437991133,-0.5886362775,-0.6907153027
SRX2038362,-2.0348333044,-1.350786338,-0.5100728839
SRX2038363,-0.4930237254,0.36667151810000004,-0.3755575815
SRX2038364,-0.5864000941,0.0881810983,-0.2196301371
SRX2038365,0.0299894206,0.5443237615000001,0.4059186527
SRX2038366,-1.0926478537,-0.46355457990000004,0.6795316201
SRX2038367,-0.0649356132,0.7852900930000001,0.5180514967000001
SRX2038368,0.5729490842,0.6836698292000001,-0.5719402797
SRX2038369,-0.8346748736,-1.0708998875,-1.1732918553
SRX2038370,-1.3255815516,-1.2541225079,-0.7755120344
SRX2038371,0.3715739708,0.5603712302,-0.5555756714
SRX2038372,-1.0961390563,-1.1510615492,-1.0030252318
SRX2038373,-0.9764204707,-1.3780669067,-0.5831005596000001
SRX2038374,-2.0263219885,-1.6837013855,-0.9335797538
SRX2038375,-1.090539668,-1.0596589599,-0.8369083792
ERX530520,-0.41180094300000003,-0.1603848168,-0.0588099996
ERX530521,0.6615876026,0.6237825207000001,0.0707141134
ERX530522,0.8119081321,0.6568656604,0.0792301926
ERX530523,1.1602751982,0.7394303,0.1165178999
ERX530524,0.41180094300000003,0.1603848168,0.0588099996
ERX530525,1.0139458126,0.8554754080000001,0.1391146988
ERX530526,-0.7686686178000001,-0.14897216700000002,-0.2406300043
ERX530527,0.6721588899000001,0.6878457146,0.09393124500000001
ERX3212443,-2.1032109995,-1.3054672123,0.8784288994
ERX3212444,-1.9519434327,-1.2945682902,0.7269323781
ERX3212445,-1.8567653593000002,-1.5537220541,0.7669138366
ERX3212446,-2.383831723,-0.8609802127,0.3543791704
ERX3212447,-1.6698975477,-0.9160728135,0.6126265213000001
ERX3212448,-2.4797169155,-1.0636654648,0.7204335675
ERX3212449,-0.2342123911,-0.37085235520000004,0.0023349412
ERX3212450,0.1409496519,0.1251008037,0.0138897402
ERX3212451,0.0932627391,0.2457515515,-0.0162246814
ERX3212452,4.2476576446,2.5605804819999998,-0.5224664074
ERX3212453,4.4186203563,2.8328446645,-0.5060912851
ERX3212454,3.6206609746,2.4869510687,-0.2103690696
SRX7478973,-0.6167358676,-0.2343287914,-0.0026986212
SRX7478974,0.8791108746,0.3934925128,0.0232666232
SRX7478975,-0.262375007,-0.1591637214,-0.0205680019
SRX7478976,-0.2959155993,0.101985773,-0.0248110193
SRX7478977,0.0170143834,0.2089488907,-0.0365080084
SRX7478978,0.043562645500000004,0.011552480300000001,0.10535953910000001
SRX7478979,-0.5897475834,-0.18699778250000001,0.2585635182
SRX7478980,-0.4949622824,-0.0739832535,0.303827907
SRX7478981,-0.7249418782,-0.1526462064,0.24080459610000002
SRX7478982,-0.4036158153,-0.0303448969,0.2868203253
SRX7478983,-0.8228199843,-0.11106468030000001,0.2959739772
SRX7478984,-0.2899843226,0.20604852,0.24580874260000002
ERX1521038,-0.7468961775,-0.1124000856,0.9327413782
ERX1521039,-0.31269274620000004,0.202069289,0.9261506939
ERX1521040,-0.7581620767,-0.149751843,1.0687949022
ERX1521041,-0.2458699322,-0.013718992900000001,0.5925125441
ERX1521042,-0.38785919150000003,0.2459245961,0.191028469
ERX1521043,4.976959274,2.7723129342,0.0868822129
ERX1521044,0.6440569645,0.5432547003,0.12093167490000001
ERX1521045,-0.6440569645,-0.5432547003,-0.12093167490000001
SRX621182,2.9417059943,0.3745695502,-1.0591036869
SRX621183,3.6405705321,0.8355073256000001,-1.0120794948
SRX621184,1.4976800665,-0.6543239334000001,-1.4965225604
SRX621185,2.5567114553,0.0790094866,-1.193941523
SRX621188,1.8710046899,-1.3932402877,-1.4967474998
SRX621189,0.0707361713,-1.8749763081,-1.8797889081
SRX621190,0.3938576582,0.4404249705,0.0614368063
SRX621191,-0.3938576582,-0.4404249705,-0.0614368063
SRX621192,0.0269983731,-0.8492905682,-1.2240719898
SRX621193,0.030603727,-0.7152238101,-0.9646090827
SRX6489436,6.6810921419,2.3005760778,-2.3862196642
SRX6489437,7.6593216886,3.5254015604999998,-1.2660276597
SRX6489438,5.9641332008,1.6902459583,-2.3724224758
SRX6489439,-0.8796229036000001,-0.46062724310000003,0.011139977700000001
SRX6489440,-1.6814804808,-0.5388249201,-0.2115586693
SRX6489441,2.5611033844,0.9994521633000001,0.2004186917
SRX6489442,2.2013787050999998,1.3679928146,0.2432724134
SRX6489443,-0.921463048,-0.13629807500000002,-0.25783494830000003
SRX6489444,3.8493359632,1.7735991275,0.27401214690000003
SRX6489445,-1.6771542198,-0.6051058977,0.043676152100000004
SRX6489446,-1.7374632472,-0.8056113305,-0.2864002101
SRX6489447,4.9894700753,2.2762439195,-0.1341877166
SRX6489448,6.3635519371,3.5790301686,-0.5771907675
SRX6489449,0.8537262843000001,0.6109836678,-0.5073577501000001
SRX6489450,8.2247200378,4.3238543745,-0.7561764232
SRX6489451,-1.5068578207,-1.0947656724,-0.139486361
SRX6489452,-0.8346410508000001,-0.18433029380000002,-0.7649544516
SRX6489453,1.7688809768,0.650251313,-0.2798375699
SRX6489454,-0.6828726809,-0.7130512904,-0.3225539216
SRX6489455,-1.3864037301,-0.8336188517,-0.3566598492
SRX6489456,2.7377950852,0.9204851140000001,-0.16903673660000001
SRX6489457,3.0989487573,1.8327525513,-1.0507190625
SRX6489458,4.8935463267,2.8186104249,-1.3019793658
SRX6489459,5.1987243723,3.0200912495,-1.200284001
SRX6489460,3.6670563376,1.9964837834,-0.692848533
SRX6489461,3.7558621473000002,2.2610330488,-0.721131519
SRX6489462,3.6324461242,1.7675926414,-1.1946762861
SRX6489463,4.5249875869,2.9813979053,-1.1387573988
SRX6489464,4.7394156033,3.1885927789,-1.0754994254
SRX6489465,4.6638767966,2.8865886016,-1.1412931212
SRX6489466,3.295872916,1.7874602594,-1.3610413978
SRX6489467,5.1910144609,2.7612569045,-1.2445931649
SRX6489468,5.3320623573,3.1063603578,-1.0844773372
SRX6489469,5.1101039612,2.7621495785,-1.2057146664
SRX6489470,4.8172383305,2.4101910657,-1.1663520224
SRX6489471,4.1980500344,2.2670314421,-1.3199865412
SRX6452027,0.9782790171,0.7725073423000001,1.3487612159
SRX6452029,-0.0535446444,0.0453925258,-0.1205748881
SRX6452030,0.8578813288,0.8417431959,1.3799665865000001
SRX6452031,0.986397786,0.7112829755000001,0.3409236023
SRX6452044,0.8562636157,0.71495097,0.21495707700000002
SRX6452045,0.9003498107000001,0.7319919553,0.5988323535
SRX6452046,0.9956100581,0.9144334328,0.17335244460000002
SRX6452047,1.3232222733,0.5742361906,1.1378923818
SRX6452048,0.0535446444,-0.0453925258,0.1205748881
SRX6452059,1.514341387,0.9583534360000001,1.0703387567
SRX1828491,1.9473167802,0.7161041808,0.9847594599
SRX1828492,1.640572635,-0.0402686829,1.0641314952
SRX1828493,1.8423028115000002,0.40315393600000005,0.4470775843
SRX1828494,4.5304336834,2.2636009334000002,0.9888960972
SRX1828495,2.8624276823,1.9471579411,-0.3516493636
SRX1828496,3.0103913685,1.7501886052,-0.0888831399
SRX1828497,0.7268023163,0.0428144879,0.6470682595
SRX1828498,2.5547146131,0.580696414,0.5005750261
SRX1828499,2.2599265322,1.034878991,0.44943581320000003
SRX1828500,2.3326610732,1.239769532,0.6363389736
SRX1828501,1.1092383421,0.3709684492,0.5226066503
SRX1828502,3.3534546435,1.8669769233,0.2223851306
SRX1828503,1.7619739012000002,0.4342011926,0.0892295235
SRX1828504,3.4661104505,1.0544749804,0.2306965681
SRX1828505,0.43651656,-0.08779239030000001,0.2943102145
SRX1828506,1.1947591196,0.3374913685,0.5272311071
SRX1828507,-0.1867929234,0.15611623700000002,-0.11984394920000001
SRX1828508,0.1867929234,-0.15611623700000002,0.11984394920000001
SRX3796953,0.2755701266,0.0326444193,-0.0676967451
SRX3796954,-0.2755701266,-0.0326444193,0.0676967451
SRX3796955,-1.9640223748,-1.8389795943,0.1233067759
SRX3796956,-2.6931655923999998,-1.4596308191,0.20364527300000002
SRX3796957,2.3106800052,0.3520062134,1.6182345706999999
SRX3796958,4.0349006864,1.2372798951,1.594982006
SRX3796959,-1.7584540922,-0.5501505050000001,0.0672035128
SRX3796960,-1.467412946,-0.20290869620000002,-0.0222688136
SRX3796961,-3.0719847948,-2.2582523056,0.0424268426
SRX3796962,-3.8327636753,-2.9711741611,-0.3133300406
SRX3796963,-0.8363493122000001,-0.3930486472,1.5958580575
SRX3796964,0.3234123886,-0.24033124830000002,1.7177042546
SRX3796965,-2.5529950876000003,-0.13943258490000002,-1.0287892827
SRX3796966,-2.0063903614,0.0329804802,-1.0047560455
SRX3796967,-0.7557321680000001,-1.0202585062,0.3254800541
SRX3796968,-1.8127528211000001,-1.5855582535,0.1120321633
SRX3796969,4.6134063762,2.5137682437,0.4894026192
SRX3796970,7.8938338987000005,4.1666691801,0.6397665666
SRX3796971,-1.4468210526,-0.3016397199,-0.0407208341
SRX3796972,-2.0123735137,-0.351108799,-0.014845037
SRX3796973,-3.7366323001,-2.3297034035,0.5397192637
SRX3796974,-2.3236543366999998,-0.8876003128000001,0.48378118270000003
SRX3796975,1.6278119664,0.3882886876,1.3182395307
SRX3796976,1.7259644187,0.2640279317,1.3320724377
SRX3796977,-0.7595509197,0.2122216664,0.4198393247
SRX3796978,-0.7621941326,-0.2610311964,0.5218605334
SRX3796979,-4.0103748335,-2.5644654245,-0.12638412400000001
SRX3796980,-3.6637987566,-2.5537459374,-0.1359480794
SRX3796981,1.6125053445000002,0.2664946495,1.2536283473
SRX3796982,2.0956202984,0.3481212829,1.4218786994000001
SRX3796983,-2.9164233389,-0.3308613371,-0.7977188794000001
SRX3796984,-2.7421512287,-0.2751351685,-0.7443303324
SRX3796985,-3.2344956176,-1.5730389951000001,0.7261719226000001
SRX3796986,-4.2701897034,-2.6346046548,0.8865826679000001
SRX3796987,-3.7244129427,-0.42395948450000004,-0.9243434027
SRX3796988,-3.4433480782,-0.8715309947000001,-0.4780419603
SRX2568270,-0.9530246301,-0.4989070876,-0.0418893319
SRX2568271,-0.4370542217,0.7339393790000001,0.3591658249
SRX2568272,1.7908307231,2.0550226897,-0.8304810236
SRX2568273,2.2122501751,1.9065086037,-0.9492480625
SRX2568274,1.0259274943,2.8890666261,-0.7195329218000001
SRX2568275,0.9530246301,0.4989070876,0.0418893319
SRX2568276,0.6498889319000001,0.41804345670000004,0.36484522820000004
SRX2568277,1.5364418209,2.1140876761,-0.2926059744
SRX2568278,2.9705145948,3.4223933713,-0.96780511
SRX2568279,2.328090238,2.9750239573,-0.8880264464000001
SRX3421856,-0.3474509928,-0.1581617,-0.0702595117
SRX3421857,0.3474509928,0.1581617,0.0702595117
SRX3421858,-3.1463891719,-0.9105387387,0.9398787361000001
SRX3421859,-3.2430198188,-1.1051934362,0.8303069123
SRX3421860,0.28780232240000003,-0.5902738817000001,0.946656288
SRX3421861,-1.0722184311,-0.8317418485,1.1842926666
SRX3421868,-5.0276642017,-1.6153058855,2.0597493091
SRX3421869,-3.1320378229,-1.4335451502,1.9871094608000002
SRX2606337,0.1200787502,-0.1779336279,-0.0109633621
SRX2606338,-0.0274500833,-0.1436378941,0.1915417136
SRX2606339,-1.2609132858,-0.9189535855000001,0.4382787508
SRX2606340,-1.7727379631,-1.2174007043,0.8004866388
SRX2606341,-1.3121442698,-0.6088431961,1.9152520917
SRX2606342,-0.27487894500000004,0.5939723887,1.1996490032
SRX2606343,0.7533172507,1.0786632253,1.8380215310999999
SRX2606344,-2.9358156706000003,-1.7137686719,2.6258083189
SRX2606345,-4.0247006652,-1.9399755963,3.0698813737
SRX2606346,-3.8815104937,-1.3917692252,0.1445234506
SRX2606347,-0.0678037464,0.0149055196,-0.054104921800000004
SRX2606348,-0.0992596377,0.0566069315,0.2699377164
SRX2606349,-2.5891408887000003,-1.6464331152,0.555827049
SRX2606350,-2.0830967642,-1.8821526668000002,0.6926915157
SRX2606351,-0.7107771061,-0.1061144707,1.4906963293
SRX2606352,0.26781073780000003,0.9851809654,1.3683929035
SRX2606353,-0.49103467300000003,-0.2454321328,0.494319569
SRX2606354,-2.9541938125,-1.9407340082000002,2.6405668813
SRX2606355,-3.2139395384,-1.3985765922,3.0132033942
SRX2606356,-0.6551258263,-0.560739568,0.6155141427
SRX2606357,-0.052275003800000004,0.1630281083,0.0650682839
SRX2606358,-0.0922808727,0.0028805138,0.131948695
SRX2606359,-2.1692751322,-1.393608516,0.718830944
SRX2606360,-2.6243704876000002,-2.0458939935,0.5866470260000001
SRX2606361,-1.686992917,-0.9934329707,2.694957389
SRX2606362,0.0152804601,0.5141968608,0.9684479897
SRX2606363,0.18563845950000002,0.6691446149,1.3434742516
SRX2606364,-3.4736932937000002,-2.3614695892,2.7551351866
SRX2606365,-3.8864669979,-1.6201639,3.1088214481
SRX2606366,-0.5113465241,-0.0348533007,0.6884983213
SRX3648427,-0.5476200719000001,0.6321623501,-0.20198363290000002
SRX3648428,-1.0929026146,0.0103541147,-0.3189827836
SRX3648429,-0.8750454499,0.0926686193,-0.12733909570000002
SRX3648430,0.282554845,0.7050144227,-0.0382179776
SRX3648431,0.3550444404,0.4983131991,-0.0983834053
SRX3648432,-0.3779798177,0.1659484121,-0.5537662898
SRX3648433,0.4144308605,0.4546302666,0.3127793779
SRX3648434,0.045431812200000005,0.3168862099,-0.1031121172
SRX3648435,-0.2009795598,-0.3035733973,-0.2769198177
SRX3648436,1.3590749998,0.11734115390000001,-0.7942616282
SRX3648437,0.7544211534,0.17166591520000002,-0.4111183861
SRX3648438,1.7425194191000002,0.2038789311,-0.6512181101
SRX3648439,0.7664128624000001,0.1186595612,-0.2328406334
SRX3648440,0.5441522005,-0.016165024,-0.4891983387
SRX3648441,0.7154908585,-0.34833765780000003,-0.9858200194000001
SRX3648442,3.454635992,2.3345098923,-1.1611403616
SRX3648443,1.7767046531,1.1147725376,-0.4653461236
SRX3648444,1.8159771005,1.0082075747,-0.8506758078000001
SRX3648445,-0.7860462727,0.4027640215,0.028131279000000002
SRX3648446,-1.0927061363,-0.4672146748,-0.1056551542
SRX3648447,-1.0670702652,-0.0713767642,-0.37157694010000003
SRX3648448,0.2774871137,0.4492002607,0.15086632020000001
SRX3648449,0.4054451672,0.5136725663,0.222737346
SRX3648450,-0.023652121,0.1388306762,0.110231593
SRX3648451,0.0655681647,-0.1428923258,0.1137296101
SRX3648452,-0.5240339620000001,-0.7770378557000001,-0.2725888385
SRX3648453,-0.20081436260000002,-0.1817733216,-0.3249760309
SRX3648454,2.5401568644,1.6395470886,-1.0704172995
