,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,4.625929269271485e-18,0.22459439167355838,3.0,0.0,-0.2590118769,1.0,0.1407876267,2.0,0.1182242502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,3.1318050660333334,1.1496168202056167,3.0,3.0,3.870633283,4.0,3.717492252,5.0,1.8072896631000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,3.4357602126666666,0.293952481275802,3.0,6.0,3.2282777132,7.0,3.3068615678,8.0,3.772141357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,4.761926303011759e-12,1.2077049542343568,21.0,9.0,-0.9654204999999999,10.0,-0.5843796807,11.0,-1.3724600998,12.0,0.7072501679000001,13.0,0.4964588975,14.0,-0.4766411189,15.0,1.2626746231000001,16.0,0.4979189288,17.0,-0.4331042932,18.0,3.4270721752,19.0,1.7651715359,20.0,0.7167696603,21.0,0.31099998840000004,22.0,-0.1102721841,23.0,0.2775468775,24.0,-0.1290106895,25.0,-1.0035385994,26.0,-1.2022588398,27.0,-0.0790207671,28.0,-1.8281420593000002,29.0,-1.2776140227
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,4.198241575352381,1.502004235781149,21.0,30.0,3.1211900517,31.0,2.817714986,32.0,2.8920364787,33.0,5.695455142,34.0,5.1862380746,35.0,5.8968267821,36.0,5.4682408442,37.0,5.6013148857,38.0,5.4055623577,39.0,5.7690218004,40.0,5.6469695038,41.0,5.2772579132,42.0,4.8925455916,43.0,5.1691714093,44.0,5.1720039152,45.0,2.7134613486,46.0,1.6552937069,47.0,2.6665166875,48.0,2.5799141075,49.0,2.3577702776000002,50.0,2.1785672181
5,WT_vs_Del_ccpA__THY_None_WT_exponential,2.3129646346357427e-18,0.0838878381560228,3.0,51.0,-0.0964609171,52.0,0.055888003500000005,53.0,0.0405729136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,6.3621606313750005,0.10486321745358991,4.0,54.0,6.320671174,55.0,6.4410989897,56.0,6.4537426484000004,57.0,6.2331297134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,2.5000002068509275e-11,0.25076647425008985,4.0,58.0,-0.0472397819,59.0,-0.07920168030000001,60.0,-0.2301674494,61.0,0.35660891170000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,1.076231006525,0.16483984326522116,4.0,62.0,1.0138371969,63.0,0.8750490501,64.0,1.1732822915,65.0,1.2427554876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.5149146358000001,0.2347446006187768,4.0,66.0,0.4078000017,67.0,0.23744438350000002,68.0,0.6691345864,69.0,0.7452795716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.35712240115,0.07295585669518519,4.0,70.0,-0.3397649828,71.0,-0.2926248671,72.0,-0.46191043870000004,73.0,-0.334189316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,1.666665879381431e-11,0.28754934544719546,6.0,74.0,-0.2659383915,75.0,-0.2241402037,76.0,-0.28724481100000004,86.0,0.3119112681,88.0,0.1860229804,90.0,0.2793891578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,2.6772863461333336,0.8027257571566002,6.0,77.0,3.5117692664,78.0,3.1855433117,79.0,3.4814913685,87.0,2.0440698349,89.0,2.1124646179,91.0,1.7283796774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-0.3755554441666667,0.03850417211079509,3.0,80.0,-0.3770475271,82.0,-0.4132918862,84.0,-0.3363269192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,3.3157054548,0.296613478371612,3.0,81.0,3.1500076905,83.0,3.138962843,85.0,3.6581458309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,0.5545799518346818,3.0,92.0,-0.012922317800000001,93.0,-0.5480058674,94.0,0.5609281852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-0.7886617843333332,0.37206436306491186,3.0,95.0,-0.9945027626,96.0,-1.012320549,97.0,-0.3591620414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-0.5724597548333333,0.35247182146367767,3.0,98.0,-0.7531849255,99.0,-0.7979138797,100.0,-0.16628045930000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-0.4130648168333333,0.10725556683377806,3.0,101.0,-0.3472882532,102.0,-0.5368312554,103.0,-0.3550749419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,3.9120505416000007,0.05611252873897751,3.0,104.0,3.972182353,105.0,3.8610863148,106.0,3.902882957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,3.0170250447,0.25582588418377006,3.0,107.0,3.2251125812,108.0,2.7314005344,109.0,3.0945620185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,4.283707304433333,0.04030075044807053,3.0,110.0,4.292197258,111.0,4.2398379538,112.0,4.3190867015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,3.2886988025333337,0.1439188620977984,3.0,113.0,3.2092638812,114.0,3.2020034125,115.0,3.4548291139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
