,-0.1007957328608022,-0.0839964440506685,-0.0671971552405348,-0.05039786643040109,-0.033598577620267384,-0.016799288810133678,2.7755575615628914e-17,0.016799288810133733,0.03359857762026744,0.050397866430401145,0.06719715524053485,0.08399644405066856,0.10079573286080226,0.11759502167093597,0.13439431048106967,0.15119359929120338,0.16799288810133708,0.1847921769114708,0.2015914657216045,0.2183907545317382
thresh,-0.10919537726586906,0.10919537726586906,2,,,,,,,,,,,,,,,,,
unreg,0,0,1,11,90,879,2450,757,79,15,4,0,1,1,1,0,0,0,0,0
YlxR,0,0,0,0,1,10,12,4,0,1,0,0,0,0,0,0,5,3,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['liaI'],['liaH'],[],[],[],[],[]
YlxR_genes,[],[],[],[],['frlB'],['rpsNB' 'frlO' 'yoyE' 'yhfH' 'argH' 'frlM' 'frlN' 'argG' 'frlD' 'artR'],"['proA' 'carB' 'argJ' 'artP' 'argC' 'frlP' 'argF' 'argB' 'proB' 'opuCA'
 'artQ' 'argD']",['opuCC' 'opuCD' 'carA' 'opuCB'],[],['yufS'],[],[],[],[],[],[],['hisZ' 'hisD' 'hisF' 'hisA' 'hisIE'],['hisG' 'hisB' 'hisH'],[],[]
