,-0.1057074179937526,-0.08456593439500208,-0.06342445079625156,-0.042282967197501034,-0.02114148359875051,1.3877787807814457e-17,0.021141483598750538,0.042282967197501076,0.06342445079625159,0.0845659343950021,0.10570741799375263,0.12684890159250317,0.14799038519125368,0.1691318687900042,0.19027335238875476,0.21141483598750527,0.23255631958625578,0.2536978031850063,0.2748392867837568,0.29598077038250736
thresh,-0.11627815979312786,0.11627815979312786,1,,,,,,,,,,,,,,,,,
unreg,1,1,8,43,579,2681,521,46,9,0,0,1,0,0,1,0,1,2,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],['pcaK2'],[],[],['aroP1'],[],['hppD'],['fahA' 'ABUW_0068'],['maiA'],[]
