,SP5448_00575
SRX1726505,0.2106180128
SRX1726506,-0.47299850460000004
SRX1726507,0.2623804918
SRX1726508,-2.1556994424
SRX1726509,-2.2136226649
SRX1726510,-0.9587941899
SRX1726511,-2.0974245649
SRX1726512,-1.7822421627
SRX1726513,-1.4642785735000001
SRX1081650,0.4064288193
SRX1081651,0.14092494560000002
SRX1081652,0.2392373035
SRX1081653,-0.24315865620000002
SRX1081654,0.3522473648
SRX1081655,0.16331956960000002
SRX1081656,0.2389165365
SRX1081657,-0.7267693069000001
SRX1081658,-0.504805877
SRX1081659,-0.6593152703
SRX1081660,0.035311293300000005
SRX1081661,0.35924020900000003
SRX1081662,0.48473359800000004
SRX1081663,-0.027742522000000002
SRX1081664,-0.0895037521
SRX1081665,-0.0114158841
SRX1081666,-0.3269694428
SRX1081668,-0.1434706882
SRX1081669,0.24196007730000002
SRX1081670,0.020088136700000002
SRX1081671,0.050743546
SRX1081672,-2.0408799526
SRX1081673,-2.8048591092
SRX1081674,-2.7453491011
SRX1081675,-2.0580308716
SRX1081676,-2.1895866082
SRX1081677,-2.1405412283
SRX1081678,-2.1184966315000002
SRX1081679,-2.5501147826
SRX1081680,-2.4532408777
SRX1081681,-2.3439812167
SRX1081682,-2.4459880594
SRX1081683,-3.0223637488
SRX1081684,-1.8406770772
SRX1081685,-2.0566027814
SRX1081686,-1.6368830760000002
SRX1081687,-2.8914449236
SRX1081688,-2.0766179418
SRX1081689,-2.4897118402
SRX1081690,-2.5054281661999998
SRX1081691,-2.3779742664
SRX1081692,-1.4412289791
SRX1962715,0.027395366400000003
SRX1962716,-0.0744335637
SRX1962717,0.0470381973
SRX1962718,-0.10679147800000001
SRX1962719,-0.1212693163
SRX1962720,-0.18424246200000002
SRX1962721,-0.3985528246
SRX4892146,-0.2804634721
SRX4892147,0.1159003232
SRX4892148,0.0219978382
SRX4892149,0.1425653107
SRX4892150,-0.6203214609000001
SRX4892151,-0.5480705636000001
SRX4892152,-0.6019352258
SRX4892153,-0.39107881720000004
SRX4892154,-0.2098218135
SRX4892155,-0.1904088596
SRX4892156,-0.3284639461
SRX4892157,-0.4991526019
SRX4892158,-0.2294954912
SRX4892159,-0.19282439580000002
SRX4892160,0.2133618063
SRX4892161,0.1910189216
SRX7620814,-0.5318012878
SRX7620815,-0.5789552233
SRX7620816,-0.5907832146
SRX7620817,-0.5167222049
SRX7620818,-0.5193071246000001
SRX7620819,-0.4384575638
SRX7620856,0.2955964088
SRX7620857,-1.2308536566
SRX7620858,0.25373581030000003
SRX7620859,-1.6794157447
SRX7620860,0.34254567700000005
SRX7620861,-2.0806051346
SRX7620862,0.9685838993
SRX7620863,-1.2575993582
SRX7620864,0.20770932990000002
SRX7620865,-1.1972320669
SRX7620866,0.5252464965
SRX7620867,-2.3436802802
SRX2161502,0.0638056035
SRX2161503,-0.0783291428
SRX2161504,0.0145235393
SRX2161505,-0.047863565100000005
SRX2161506,-0.3837871297
SRX2161507,-0.4945437972
SRX2161508,0.5995947042
SRX2161509,0.2970029437
SRX2161510,0.2138232586
SRX2161511,-0.213093737
SRX2161512,-0.3758158374
SRX2161513,-0.3522580766
SRX2161514,-2.5082940233
SRX2161515,-2.6071855338
SRX2161516,-2.3512453447
SRX2161517,-0.6091162187
SRX2161518,-0.7006575507
SRX2161519,-1.4648320242000001
SRX2161520,-1.9991201085
SRX2161521,-2.1161065513
SRX2161522,-1.6983598735
SRX2161523,-1.8154613983
SRX2161524,-1.8038133049
SRX2161525,-2.4281038156
