,PSPTO_0338
SRX1828913,0.1566537546
SRX1828914,0.6233945517
SRX1828915,0.0613670142
SRX1828916,0.7865236635
SRX1828917,-0.2180207689
SRX1828918,0.1679807735
SRX3983989,0.9662487319
SRX3983990,0.173359432
SRX3983993,0.3971306336
SRX3983994,0.2303944758
SRX3983995,0.5267250157
SRX3983996,0.6449896177000001
SRX3983997,0.3483667418
SRX3983998,0.705513225
SRX3983999,0.45865995070000004
SRX3984000,0.9164696328
SRX3984001,0.2770092182
SRX3984002,0.3042116741
SRX3984003,0.7489913782000001
SRX3984004,0.6510076342000001
SRX3984005,1.0345933398
SRX3984006,0.42768552730000003
SRX3984007,0.5547072227000001
SRX3984008,0.6905930776
SRX3984009,0.23849849480000002
SRX3984010,0.0294262172
SRX3984011,0.4912660365
SRX3984012,0.2937399449
SRX3984013,0.4471935126
SRX3984014,0.5380586832
SRX3984015,0.6149583070000001
SRX3984016,0.2537143468
SRX3984017,0.084888327
SRX3984019,0.29330169510000004
SRX3984020,0.0321715671
SRX3984021,0.4538236008
SRX3984022,0.1357688948
SRX3984023,0.1788023084
SRX3984024,0.5585461852
SRX3984025,0.7721458314
SRX3984026,0.7714820317000001
SRX3984027,0.6568330574
SRX3984028,0.7285933979
SRX3984029,0.959006467
SRX3984031,0.6415056811000001
SRX3984032,-0.0155699119
SRX3984034,-0.2010556942
SRX3984035,-0.5778281344
SRX3984036,0.18817986750000001
SRX3984037,0.9741619166000001
SRX3984038,0.20995695220000002
SRX3984039,0.3260285359
SRX3984040,0.7500471137
SRX3984041,-0.16955641030000002
SRX3984042,0.21745770650000001
SRX3984043,-0.2173983019
SRX3984045,0.10945365550000001
SRX3984046,-0.0243526773
SRX3984047,0.18214488750000002
SRX3984048,0.3010494828
SRX3984049,0.24785046630000002
SRX3984050,0.3112131394
SRX3984051,0.3317619211
SRX3984052,0.3622340475
SRX3984056,0.1607211527
SRX3984057,0.2263912382
SRX3984058,-0.0108803091
SRX3984059,0.7918168852
SRX3984061,0.29750052920000003
SRX3984062,0.46385542550000003
SRX3984063,0.4334451932
SRX3984064,-0.020204315100000002
SRX3984065,0.7015731923
SRX3984066,0.2784222115
SRX3984067,0.4152387426
SRX3984068,0.3456218246
SRX3984069,0.3674347726
SRX3984070,0.3807681947
SRX3984071,0.4737347302
SRX3984073,0.6742035439
SRX3984074,0.5836569355
SRX3984077,0.0732290293
SRX3984078,0.3874438918
SRX3984079,1.0364597583
SRX3984080,0.046606063100000004
SRX3984082,0.1134587366
SRX3984084,0.14460709230000002
SRX6997963,0.1894019029
SRX6997964,-0.12774028310000002
SRX6997965,0.2787137911
SRX6997967,0.3015637108
SRX6997968,0.2691117963
SRX6997969,-0.07958300530000001
SRX6997971,-0.4909656137
SRX6997972,0.0056376544
SRX6997973,-0.47063663120000004
SRX3159100,0.1533641568
SRX3159101,-0.2535491346
SRX3159102,-0.019858954300000002
SRX3159103,0.1200439321
SRX3159000,-0.0119820833
SRX3159001,0.1669784362
SRX3159002,0.0193488461
SRX3159003,-0.10263605
SRX3159004,-0.48511093780000003
SRX3159005,0.0791493667
SRX3159006,1.2385471792
SRX3159007,-0.1144151669
SRX3159008,0.9416008749
SRX3159009,-0.2283745828
SRX3159010,0.0120081284
SRX3159012,0.07365562960000001
SRX3159013,0.2681749144
SRX3159014,1.3052670258
SRX3159015,0.7922029553000001
SRX3159016,0.5736485493
SRX3159017,-0.1626070082
SRX3159018,0.5783959573
SRX3159019,0.329823144
SRX3159020,0.451670495
SRX3159021,0.1011203808
SRX3159022,0.2970348134
SRX3159023,-0.1796461454
SRX3159024,0.6527840340000001
SRX3159025,-0.29932073530000003
SRX3159026,-0.1613878412
SRX3159027,0.1746938621
SRX3159028,1.2036893656
SRX3159029,-0.1096413009
SRX3159030,0.5240815168
SRX3159034,-0.7338657421
SRX3159036,0.054526906
SRX3159037,0.060580717400000005
SRX3159041,1.2568858282
SRX3159042,-0.0819785668
SRX3159043,-0.0975670071
SRX3159045,0.6071359099
SRX3159047,1.234674184
SRX3159048,0.4575601811
SRX3159049,-0.3821170031
SRX3159050,-0.1562648094
SRX3159051,0.09214692840000001
SRX3159052,1.2744045849
SRX3159053,0.6562970631
SRX3159054,0.39833283080000004
SRX3159055,1.0790481066
SRX3159056,-0.0363806497
SRX3159057,0.7670927747
SRX3159058,-0.006156070400000001
SRX3159060,0.43850451300000004
SRX3159061,1.4327624281
SRX3159062,-0.1238453785
SRX3159063,-0.0358932526
SRX3159066,-0.6486539256
SRX3159069,0.2223608289
SRX3159070,0.3777015717
SRX3159071,0.0700423895
SRX3159073,-0.2130254637
SRX3159074,-0.0109166005
SRX3159075,-0.5567570841
SRX3159076,-0.1407451234
SRX3159080,-0.2907023038
SRX3159082,-0.4420064956
SRX3159083,0.011766699
SRX3159086,0.2752433888
SRX3159087,-0.0776067921
SRX3159088,0.5286038617000001
SRX3159089,0.6310401985
SRX3159090,-0.12175924040000001
SRX3159091,-0.38182091500000004
SRX3159092,-0.038580750500000004
SRX3159093,0.115857627
SRX3159094,1.0035615611
SRX3159095,0.7555251912000001
SRX3159096,-0.1163726694
SRX3159097,-0.0299480524
SRX3159098,1.0442764816
SRX3159099,1.4277107152
SRX3158988,-0.18356275330000002
SRX3158989,1.2854817026
SRX3158990,1.6378779534999999
SRX3158991,0.8781023014
SRX3158992,0.2013682527
SRX3158996,-0.0178054994
SRX3644656,-0.24041995
SRX3644657,0.0307880819
SRX3644658,0.2096318681
SRX3644659,0.1268838461
SRX3644660,0.6156912407
SRX3644661,0.5107268178000001
SRX3644662,-0.339678874
SRX3644663,-0.2206279731
SRX3644664,-0.3497809281
SRX3644665,0.0344186311
SRX3644666,0.197220537
SRX3644667,-0.1174965681
SRX3644668,-0.1376631302
SRX3644669,-0.7900949303
SRX3644670,-0.1205111883
SRX3644671,0.1148663562
SRX3644672,-0.4490277875
SRX3644673,0.2875503407
