,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,-0.003962088247643532,,1.0,0.0,-0.003962088247643532
1,Cr__2,-0.0016429420758203642,,1.0,1.0,-0.0016429420758203642
2,Cr__3,0.0024113580701215077,,1.0,2.0,0.0024113580701215077
3,Cr__4,0.006353494591000741,,1.0,3.0,0.006353494591000741
4,Cr__5,0.033864158447285034,,1.0,4.0,0.033864158447285034
5,Cr__6,0.04882304992104289,,1.0,5.0,0.04882304992104289
6,Fe__1,-0.06358970472390417,,1.0,6.0,-0.06358970472390417
7,Fe__2,-0.1143524994387736,,1.0,7.0,-0.1143524994387736
8,Fe__3,-0.14969129681760016,,1.0,8.0,-0.14969129681760016
9,Fe__4,-0.20000089397638365,,1.0,9.0,-0.20000089397638365
10,Fe__5,-0.05243488042369125,,1.0,10.0,-0.05243488042369125
11,Fe__6,-0.07493847617403862,,1.0,11.0,-0.07493847617403862
12,Cd__1,-0.003993147077644179,,1.0,12.0,-0.003993147077644179
13,Cd__2,-0.0035699090669063203,,1.0,13.0,-0.0035699090669063203
14,Cd__3,-0.001095266958643959,,1.0,14.0,-0.001095266958643959
15,Cd__4,0.003941873341564201,,1.0,15.0,0.003941873341564201
16,Cd__5,0.0017394617978598384,,1.0,16.0,0.0017394617978598384
17,Cd__6,0.009681939988836758,,1.0,17.0,0.009681939988836758
18,Zn__1,-0.03115354001318425,,1.0,18.0,-0.03115354001318425
19,Zn__2,-0.048958572036483516,,1.0,19.0,-0.048958572036483516
20,Zn__3,-0.047989249576175175,,1.0,20.0,-0.047989249576175175
21,Zn__4,-0.03897954242264592,,1.0,21.0,-0.03897954242264592
22,Zn__5,-0.03361725934592448,,1.0,22.0,-0.03361725934592448
23,Zn__6,-0.03302883283488565,,1.0,23.0,-0.03302883283488565
24,Cu__1,0.008344221807230913,,1.0,24.0,0.008344221807230913
25,Cu__2,0.014953142419369675,,1.0,25.0,0.014953142419369675
26,Cu__3,0.02179681582835416,,1.0,26.0,0.02179681582835416
27,Cu__4,0.030621554955014355,,1.0,27.0,0.030621554955014355
28,Cu__5,0.04489778340769067,,1.0,28.0,0.04489778340769067
29,Cu__6,0.05638113911698145,,1.0,29.0,0.05638113911698145
30,Pb__1,0.004810676679878839,,1.0,30.0,0.004810676679878839
31,Pb__2,0.007394942446739524,,1.0,31.0,0.007394942446739524
32,Pb__3,0.010272975700909069,,1.0,32.0,0.010272975700909069
33,Pb__4,0.017445660005868346,,1.0,33.0,0.017445660005868346
34,Pb__5,0.025314815701429547,,1.0,34.0,0.025314815701429547
35,Pb__6,0.028886279858914926,,1.0,35.0,0.028886279858914926
