,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,RichMedia__BHIN_Growth_Late,-1.78837908,0.630491559212446,2.0,0.0,-2.234203937,1.0,-1.3425542229999996
1,RichMedia__BHIN_Growth_Mid,-2.1232812625,1.9051521387469181,2.0,2.0,-0.7761352659999998,3.0,-3.470427259
2,RichMedia__BHIN_Growth_Stat,-3.7952462430000002,0.30482579114615466,2.0,4.0,-4.010790627,5.0,-3.579701859
3,RichMedia__LBv2_Growth_Late,-0.31867928750000013,0.06630719821597979,2.0,6.0,-0.2717930180000003,7.0,-0.365565557
4,RichMedia__LBv2_Growth_Mid,0.0,0.2935128986483949,2.0,8.0,0.2075449609999999,9.0,-0.2075449609999999
5,RichMedia__LBv2_Growth_Stat,-3.3180848215000003,0.4607302704031795,2.0,10.0,-2.992299323,11.0,-3.64387032
6,RichMedia__MHB_Rich_Mid,-1.5503723605,0.017332275444218937,2.0,12.0,-1.5626281300000002,13.0,-1.5381165909999996
7,RichMedia__NBO_Rich_Mid,-0.30791595749999967,0.21708011093094634,2.0,14.0,-0.1544171389999995,15.0,-0.4614147759999998
8,Carbon__M9Na_Arabinose_Mid,1.0131774375000004,0.26202532337349993,2.0,16.0,1.1984573205000002,17.0,0.8278975545000007
9,Carbon__M9Na_Galactose_Mid,1.1522958080000003,0.0882255412616978,2.0,18.0,1.0899109295000002,19.0,1.2146806865000004
10,Carbon__M9Na_GlcNAcGrowth_Late,-0.5538252339999996,0.02711658127196159,2.0,20.0,-0.5729995524999998,21.0,-0.5346509154999994
11,Carbon__M9Na_GlcNAcGrowth_Mid,-0.3212488644999998,0.010832738709062274,2.0,22.0,-0.3135889614999998,23.0,-0.3289087674999997
12,Carbon__M9Na_GlcNAcGrowth_Stat,-2.2481527849999994,0.04683941574485112,2.0,24.0,-2.2812732534999998,25.0,-2.2150323164999994
13,Carbon__M9Na_GlcNAc_Mid,0.26444541550000045,0.29323138246824243,2.0,26.0,0.4717913145000008,27.0,0.0570995165000001
14,Carbon__M9Na_Gluconate_Mid,-0.3603261419999997,0.07857844101956277,2.0,28.0,-0.4158894904999997,29.0,-0.3047627934999997
15,Carbon__M9Na_Glucosamine_Mid,-0.9004302284999994,0.3692878628059858,2.0,30.0,-0.6393042764999994,31.0,-1.1615561804999994
16,Carbon__M9Na_Glycerol_Mid,0.9813633905000001,0.05566409069638913,2.0,32.0,1.0207238465,33.0,0.9420029345000004
17,Carbon__M9Na_Maltose_Mid,0.6114435415000004,0.16136026840039452,2.0,34.0,0.7255424815000007,35.0,0.4973446015
18,Carbon__M9Na_Mannitol_Mid,1.099605265,0.20168459035379604,2.0,36.0,0.9569927235,37.0,1.2422178065000002
19,Carbon__M9Na_Trehalose_Mid,0.5052865290000006,0.27871705058363205,2.0,38.0,0.3082038125000004,39.0,0.7023692455000008
20,Carbon__M9Na_ethanol_Mid,-0.21057559499999967,0.04389113402069336,2.0,40.0,-0.1795398764999998,41.0,-0.2416113134999995
21,Carbon__M9Na_fructose_Mid,0.4512251940000005,0.1833115336307367,2.0,42.0,0.5808460225000003,43.0,0.3216043655000007
22,Carbon__M9Na_fumarate_Mid,0.8259901610000004,0.10829600498456765,2.0,44.0,0.7494133215000005,45.0,0.9025670005000004
23,Carbon__M9Na_glucoseGrowth_Late,0.10438383950000005,0.09700272975023884,2.0,46.0,0.0357925515000001,47.0,0.1729751275
24,Carbon__M9Na_glucoseGrowth_Mid,4.475586568020162e-16,0.05662989602900694,2.0,48.0,0.0400433835000004,49.0,-0.0400433834999995
25,Carbon__M9Na_glucoseGrowth_Stat,-0.9824872454999998,0.8708793217435425,2.0,50.0,-0.3666825714999997,51.0,-1.5982919194999998
26,Carbon__M9Na_ribose_Mid,1.0960525995000006,0.16725063335066442,2.0,52.0,0.9777885425000008,53.0,1.2143166565000003
27,Carbon__M9Na_succinate_Mid,0.3486402540000007,0.5774175377230392,2.0,54.0,-0.0596556024999994,55.0,0.7569361105000008
28,Carbon__M9Na_sucrose_Mid,0.2152889505000006,0.066428510162467,2.0,56.0,0.1683169005000007,57.0,0.2622610005000005
29,TF__LBv2_HapROver_Late,-0.9818548815000003,0.10779732075556296,2.0,58.0,-0.9056306650000004,59.0,-1.0580790980000003
30,TF__LBv2_HapROver_Mid,-1.3212572455,0.11320527483229119,2.0,60.0,-1.241209028,61.0,-1.401305463
31,TF__LBv2_HapROver_Stat,-1.5433943485000001,0.10093919956506532,2.0,62.0,-1.4720195560000002,63.0,-1.614769141
