,b4580_2
control__wt_glc__1,3.7321490162
control__wt_glc__2,3.7251619858
fur__wt_dpd__1,4.3737737033
fur__wt_dpd__2,4.6096391476
fur__wt_fe__1,3.1128053832
fur__wt_fe__2,3.001657656
fur__delfur_dpd__1,4.3641440382
fur__delfur_dpd__2,4.1545343352
fur__delfur_fe2__1,3.1784474868
fur__delfur_fe2__2,3.4371018995
acid__wt_ph5__1,3.549046273
acid__wt_ph5__2,3.4503373366
acid__delgadx_ph5__1,3.4900962559
acid__delgadx_ph5__2,3.5726570489
acid__delgadw_ph5__1,3.6853007154
acid__delgadw_ph5__2,3.8276226868
acid__delgade_ph5__1,3.7754038753
acid__delgade_ph5__2,3.5875299581
oxidative__wt_pq__1,3.6787703975
oxidative__wt_pq__2,4.1347905254
oxidative__deloxyr_pq__1,4.1639473306
oxidative__deloxyr_pq__2,4.1056479217
oxidative__delsoxr_pq__1,4.3246559424
oxidative__delsoxr_pq__2,4.3566216945
oxidative__delsoxs_pq__1,4.6120174578
oxidative__delsoxs_pq__2,4.9866320591
nac_ntrc__wt_csn__1,4.6385526917
nac_ntrc__wt_csn__2,4.7594428997
nac_ntrc__wt_cytd__1,4.0260448562
nac_ntrc__wt_cytd__2,3.6655637425
nac_ntrc__wt_gln__1,4.1459284735
nac_ntrc__wt_gln__2,3.9012829561
nac_ntrc__bw_delnac_csn__1,4.6629435015
nac_ntrc__bw_delnac_csn__2,4.9895402541
nac_ntrc__bw_delnac_cytd__1,3.921592271
nac_ntrc__bw_delnac_cytd__2,3.7774132692
nac_ntrc__bw_delnac_gln__1,4.2534173476
nac_ntrc__bw_delnac_gln__2,4.3898597916
nac_ntrc__bw_delnac_nh4__1,3.3830771557
nac_ntrc__bw_delnac_nh4__2,3.596608284
misc__wt_no_te__1,4.1639991742
misc__wt_no_te__2,3.7154671254
misc__bw_delcbl__1,3.1847447069
misc__bw_delcbl__2,3.4942663136
misc__bw_delfabr__1,3.2605357219
misc__bw_delfabr__2,3.2340937414
misc__bw_delfadr__1,3.5001891217
misc__bw_delfadr__2,3.720256578
misc__nitr_031__1,3.9187566653
omics__wt_glu__1,3.5423548609
omics__wt_glu__2,3.7627576632
omics__wt_gly__1,3.5787233557
omics__wt_gly__2,3.1628383002
omics__wt_thr__1,4.4969213711
omics__wt_thr__2,4.4971827557
omics__bw_ac__1,4.1648151417
omics__bw_ac__2,4.3669900634
omics__bw_fum__1,4.2936645171
omics__bw_fum__2,4.4644191284
omics__bw_glc__1,4.5414954947
omics__bw_glc__2,4.5929386036
omics__bw_pyr__1,4.4209451849
omics__bw_pyr__2,4.3822178332
ompr__wt_nacl__1,4.3291917239
ompr__wt_nacl__2,4.0900681131
ompr__bw_delompr_nacl__1,4.019740706
ompr__bw_delompr_nacl__2,4.1365828634
minspan__wt_ade__1,4.1632461923
minspan__wt_glc__1,4.1710994334
minspan__wt_glc__2,3.851361462
minspan__wt_glc__3,4.2802536424
minspan__wt_glc__4,4.2026867804
minspan__wt_glc_anaero__1,4.6356389134
minspan__wt_glc_anaero__2,4.302410285
minspan__wt_trp__1,3.9317150461
minspan__bw_delcra_glc__1,4.1612800677
minspan__bw_delcra_glc__2,4.3018161739
minspan__bw_delcra_trp__1,4.2301904849
minspan__bw_delmntr__1,3.8570211735
minspan__bw_delnac_ade__1,5.0525329489
minspan__bw_delnac_glc__1,3.8398762153
cra_crp__wt_ac__1,3.8959700484
cra_crp__wt_ac__2,3.882853507
cra_crp__wt_fru__1,3.4645550313
cra_crp__wt_fru__2,3.6424336585
cra_crp__delcra_ac__1,3.6550932936000002
cra_crp__delcra_ac__2,3.8287093478000003
cra_crp__delcra_fru__1,3.6361332513
cra_crp__delcra_fru__2,3.5571997489
cra_crp__delcra_glc__1,3.4081398886
cra_crp__delcra_glc__2,3.3211800632
rpoB__wt_031__1,4.2879363397
rpoB__wt_044__1,3.8878228554
rpoB__wt_lb__1,3.4239933099
rpoB__wt_lb__2,3.4889236264
rpoB__rpoBE546V_031__1,4.6630180367000005
rpoB__rpoBE546V_044__1,4.4985631091
rpoB__rpoBE546V_lb__1,4.005477709
rpoB__rpoBE546V_lb__2,3.9827930494
rpoB__rpoBE546V_glc__1,3.7609022355
rpoB__rpoBE672K_glc__1,3.3748806002
rpoB__rpoBE672K_glc__2,2.8336038171
rpoB__rpoBE672K_lb__1,3.1545778395
rpoB__rpoBE672K_lb__2,3.418157528
crp__wt_fru__1,3.1964292525
crp__wt_glyc__1,3.5688409738
crp__wt_glyc__2,3.4186442305
crp__delar1_glyc__1,4.0020382899
crp__delar1_glyc__2,4.2705983364
crp__delar1ar2_glyc__1,3.83471401
crp__delar1ar2_glyc__2,3.666826945
crp__delar1ar2_glyc__3,3.9448497854
crp__delar2_glyc__1,3.9412415359
crp__delar2_glyc__2,4.140360625
crp__delar2_glyc__3,3.9941635207
crp__delcrp_fru__1,4.2334889722
crp__delcrp_fru__2,4.199036974
crp__delcrp_fru__3,4.5362321523
crp__delcrp_glc__1,4.2740529001
crp__delcrp_glc__2,4.1404814926
crp__delcrp_glc__3,3.9758440069
crp__delcrp_glyc__1,3.9278530749
crp__delcrp_glyc__2,4.4353166805
crp__delcrp_glyc__3,4.2348237345
glu__glu_ale3__1,4.1113697194
glu__glu_ale4__1,3.0370000731
glu__glu_ale5__1,2.6875517807
glu__glu_ale6__1,2.4800688205
glu__glu_ale8__1,4.4767359968000004
glu__glu_ale9__1,3.9605929332
glu__glu_ale10__1,3.8092752001
42c__wt_42c__1,3.294890142
42c__42c_ale1__1,3.593654665
42c__42c_ale2__1,3.0398713791
42c__42c_ale3__1,3.6592266226
42c__42c_ale4__1,4.4365229682
42c__42c_ale5__1,3.8951225518
42c__42c_ale6__1,4.2502570255
42c__42c_ale8__1,3.8652677808
42c__42c_ale9__1,3.5281324093
42c__42c_ale10__1,4.5698747188999995
ssw__wt_ac__1,4.7844388362
ssw__wt_glc__1,3.6240184703000002
ssw__wt_glyc__1,4.2797820084
