,PSPTO_RS01085
SRX1828913,0.2437144172
SRX1828914,-0.9504081983
SRX1828915,-0.1119329553
SRX1828916,-1.1033268418
SRX1828917,-0.1317814619
SRX1828918,-1.4535944804
SRX3983989,-0.0376842807
SRX3983990,-0.12364953320000001
SRX3983993,-1.9902703865
SRX3983994,-1.5034559487
SRX3983995,-0.2359149898
SRX3983996,-0.8389530298000001
SRX3983997,-2.1118410571
SRX3983998,0.1082223086
SRX3983999,-0.2607496258
SRX3984000,0.1421360255
SRX3984001,-2.0474085036
SRX3984002,-1.7969427397
SRX3984003,-2.0300070685
SRX3984004,0.0091140991
SRX3984005,0.1431664514
SRX3984006,-2.2755740945
SRX3984007,-1.7163682946
SRX3984008,-0.01442094
SRX3984009,0.0015686370000000001
SRX3984010,-1.4268387795000002
SRX3984011,0.0630465778
SRX3984012,-0.0563166687
SRX3984013,0.2516908851
SRX3984014,-0.40024141150000003
SRX3984015,-2.1923112284
SRX3984016,0.0115851441
SRX3984017,-1.3707777964
SRX3984019,-0.1716154472
SRX3984020,-1.6359427032
SRX3984021,-1.3764699583
SRX3984022,-1.1040492634
SRX3984023,0.23324359290000002
SRX3984024,0.2754493617
SRX3984025,0.0188422087
SRX3984026,0.28806367110000003
SRX3984027,0.18326616980000002
SRX3984028,0.3061559474
SRX3984029,0.2116338636
SRX3984031,-1.574109402
SRX3984032,-2.0348663926
SRX3984034,-0.0747793795
SRX3984035,-1.9803399098
SRX3984036,-1.7679473604
SRX3984037,-1.1632526592
SRX3984038,-1.7042457551
SRX3984039,-1.7608090749
SRX3984040,0.180493601
SRX3984041,-2.3379168636
SRX3984042,-0.8302954260000001
SRX3984043,-1.2079044846
SRX3984045,0.39469615350000004
SRX3984046,0.17031398650000001
SRX3984047,-2.0350180929
SRX3984048,-1.9613470409
SRX3984049,-1.7854744081
SRX3984050,-2.0323266037
SRX3984051,-1.4638413780000001
SRX3984052,0.26545686100000004
SRX3984056,-1.9759003876
SRX3984057,-1.4952531806
SRX3984058,-2.3686051244
SRX3984059,0.16236458580000002
SRX3984061,-0.0091583023
SRX3984062,-0.1932714023
SRX3984063,-0.2775150148
SRX3984064,0.0386443364
SRX3984065,-0.3418273196
SRX3984066,-0.3045826411
SRX3984067,0.18781874410000002
SRX3984068,-0.0783641743
SRX3984069,-2.3713308512
SRX3984070,-1.9809866616
SRX3984071,-2.0990272316
SRX3984073,0.25644643030000003
SRX3984074,-0.2863552033
SRX3984077,-0.6423095127
SRX3984078,-0.1304628942
SRX3984079,-1.1138908847
SRX3984080,-0.3287781999
SRX3984082,0.0355907833
SRX3984084,-1.7839169756
SRX6997963,0.071438835
SRX6997964,-0.023022767000000003
SRX6997965,-0.1560598051
SRX6997967,0.2320447176
SRX6997968,-0.46371704220000004
SRX6997969,-0.383422236
SRX6997971,-0.3034835526
SRX6997972,-0.4669251512
SRX6997973,-0.4876057999
SRX3159100,0.2459309717
SRX3159101,0.060036629
SRX3159102,-0.0759886471
SRX3159103,-0.2299789536
SRX3159000,0.0376825713
SRX3159001,0.0708141989
SRX3159002,-0.4847702944
SRX3159003,-0.476713594
SRX3159004,-0.48677557650000003
SRX3159005,-0.3261545842
SRX3159006,-0.6316616907
SRX3159007,-0.697585121
SRX3159008,-0.7469108572000001
SRX3159009,-0.7283946097
SRX3159010,0.5632284992000001
SRX3159012,0.3900630807
SRX3159013,0.3703941879
SRX3159014,0.2074491766
SRX3159015,-0.13544179580000001
SRX3159016,-0.4116318236
SRX3159017,-0.0381408966
SRX3159018,0.3601496991
SRX3159019,0.2006317115
SRX3159020,0.17977069950000002
SRX3159021,-0.45079525460000003
SRX3159022,-0.0603132667
SRX3159023,-0.2685982115
SRX3159024,-0.4657928095
SRX3159025,-0.5735449096
SRX3159026,0.4291419477
SRX3159027,0.11812420300000001
SRX3159028,-0.1333099204
SRX3159029,0.0771720689
SRX3159030,-0.2779284999
SRX3159034,0.3852265416
SRX3159036,-0.2356118701
SRX3159037,0.042884259200000004
SRX3159041,-0.4457138771
SRX3159042,0.0136224841
SRX3159043,-0.0303348114
SRX3159045,-0.5353335778
SRX3159047,-0.37862786060000003
SRX3159048,-0.13364013360000002
SRX3159049,0.2663047293
SRX3159050,0.09728289400000001
SRX3159051,-0.2916154353
SRX3159052,0.063772407
SRX3159053,-0.2543852568
SRX3159054,-0.1643553194
SRX3159055,-0.5577449227
SRX3159056,-0.6773658888
SRX3159057,-0.2946332379
SRX3159058,-0.10945568160000001
SRX3159060,-0.3170412354
SRX3159061,-0.5076776364
SRX3159062,-0.0691229364
SRX3159063,0.1068991782
SRX3159066,0.046806088600000004
SRX3159069,-0.7923523778
SRX3159070,0.1247853208
SRX3159071,0.0687212694
SRX3159073,-0.0132603244
SRX3159074,-0.1213973661
SRX3159075,0.09843621050000001
SRX3159076,-0.2623977662
SRX3159080,-0.2658758027
SRX3159082,0.024488326
SRX3159083,-0.4123094248
SRX3159086,-0.26349152470000003
SRX3159087,-0.0192240402
SRX3159088,-0.5466195507
SRX3159089,0.20681558900000002
SRX3159090,-0.47530973740000004
SRX3159091,-0.41573220850000003
SRX3159092,-0.1316190269
SRX3159093,-0.2916296128
SRX3159094,-0.4735031557
SRX3159095,-1.0934082708
SRX3159096,-0.2399343167
SRX3159097,-0.3955714863
SRX3159098,-0.312514032
SRX3159099,-0.5391108337
SRX3158988,-0.053994494600000005
SRX3158989,-0.6074642387
SRX3158990,-0.1660386449
SRX3158991,-0.2601394403
SRX3158992,0.1975583632
SRX3158996,-0.1435638687
SRX3644656,0.042793526000000005
SRX3644657,0.001957055
SRX3644658,-0.044750581000000005
SRX3644659,-0.0936778887
SRX3644660,-0.17743368240000001
SRX3644661,-0.1017108285
SRX3644662,-0.7316246568
SRX3644663,-0.5291980878
SRX3644664,-0.287987998
SRX3644665,-0.0682621546
SRX3644666,0.0330562229
SRX3644667,0.0241124614
SRX3644668,-0.6197766677000001
SRX3644669,-0.4234591432
SRX3644670,-0.043814311
SRX3644671,-0.0815668799
SRX3644672,0.0188788547
SRX3644673,0.2389484698
