,-0.08435255366493873,-0.07029379472078227,-0.05623503577662582,-0.04217627683246937,-0.028117517888312918,-0.014058758944156466,-1.3877787807814457e-17,0.014058758944156438,0.02811751788831289,0.04217627683246934,0.056235035776625794,0.07029379472078225,0.0843525536649387,0.09841131260909515,0.1124700715532516,0.12652883049740804,0.14058758944156452,0.15464634838572094,0.16870510732987742,0.1827638662740339
thresh,-0.0773231741928605,0.0773231741928605,2,,,,,,,,,,,,,,,,,
unreg,2,1,3,14,150,1034,1745,673,168,43,15,8,5,4,3,1,0,0,0,0
mraZ,0,0,0,0,0,1,5,2,1,1,0,0,1,0,2,0,3,1,0,0
unreg_genes,['cysE' 'STM3696'],[],[],[],[],[],[],[],[],[],[],[],['wzxE' 'rfbX' 'rfaJ' 'yhjL' 'recD'],['yhjK' 'STM4155' 'dnaE' 'STM3927'],['rfaZ' 'lpxB' 'wecG'],['rnhB'],[],[],[],[]
mraZ_genes,[],[],[],[],[],['lpxC'],['yabB' 'mioC' 'ftsI' 'ftsL' 'murE'],['yabC' 'ftsZ'],['murF'],['mraY'],[],[],['murD'],[],['ftsA' 'ftsW'],[],['murG' 'ftsQ' 'ddlB'],['murC'],[],[]
