locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_RS08550,0.48460478770000004,PSPTO_RS08550,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_RS16880,0.10196067900000001,PSPTO_RS16880,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_0672,0.0848747143,exbD-2,biopolymer transporter ExbD,"Intracellular trafficking, secretion, and vesicular transport",,
PSPTO_1447,0.0698336108,PSPTO_1447,hypothetical protein,Function unknown,,
PSPTO_RS15435,0.0632883801,PSPTO_RS15435,two-component system response regulator BaeR,No COG annotation,,
PSPTO_5089,-0.06812594450000001,PSPTO_5089,PAAR domain-containing protein,Function unknown,,
