,-0.08392982273333334,-0.04196491136666667,0.0,0.04196491136666668,0.08392982273333334,0.12589473410000002,0.1678596454666667,0.20982455683333334,0.25178946820000003,0.2937543795666667,0.33571929093333336,0.37768420230000005,0.41964911366666674,0.46161402503333343,0.5035789364,0.5455438477666666,0.5875087591333333,0.6294736705,0.6714385818666667,0.7134034932333333
thresh,-0.06294736705000001,0.06294736705000001,1,,,,,,,,,,,,,,,,,
unreg,1,155,5605,140,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
unreg_genes,['PSPTO_5089'],[],[],[],['PSPTO_RS15435' 'PSPTO_1447' 'exbD-2' 'PSPTO_RS16880'],[],[],[],[],[],[],[],[],[],['PSPTO_RS08550'],[],[],[],[],[]
