,A,Crp
misc__bw_delfabr__2,-2.155522335863769,0.13385438500000113
misc__bw_delfadr__1,-2.00556375939156,0.325118883
misc__bw_delfadr__2,-2.026725690578889,0.3434663330000003
misc__nitr_031__1,-2.2963052791461616,0.2155988630000003
omics__wt_glu__1,0.2255133889916482,0.3481259330000004
omics__wt_glu__2,-0.3032337290166307,0.31989882300000083
omics__wt_gly__1,-1.9414877682612728,0.3121818130000005
omics__wt_gly__2,-1.3275174173620117,0.3489800729999999
omics__wt_thr__1,11.80241547252243,0.8835606830000007
omics__wt_thr__2,12.29949953333912,1.127551423
omics__bw_ac__1,17.058182793300965,0.4643589929999994
omics__bw_ac__2,16.86478060083552,0.4618822229999999
omics__bw_fum__1,11.86374180873387,0.446647853
omics__bw_fum__2,12.014330984467204,0.4952586530000005
omics__bw_glc__1,0.19119763919154,0.31995135300000044
omics__bw_glc__2,0.6614525702409517,0.3609335930000004
omics__bw_pyr__1,11.489737761807136,0.8061810030000007
omics__bw_pyr__2,11.311731339660565,0.7644674929999997
ompr__wt_nacl__1,-1.741333090826544,-0.6865814769999989
ompr__wt_nacl__2,-1.8451718231334544,-0.620927
ompr__bw_delompr_nacl__1,-2.507745970934933,-1.0462482019999992
ompr__bw_delompr_nacl__2,-2.114622790649153,-1.071490686999999
minspan__wt_ade__1,-1.1711577398166726,-0.09169608400000052
minspan__wt_glc__2,-1.1201379685508883,-0.17147671399999884
minspan__wt_glc__3,-1.215839806225164,-0.2165117989999992
minspan__wt_glc__4,-1.4153791072266189,-0.23779414300000035
minspan__wt_glc_anaero__1,-0.5675755654567883,0.09730802400000016
minspan__wt_glc_anaero__2,-0.4200178058684941,0.0007891440000005191
minspan__wt_trp__1,14.644720618091856,0.379309933
minspan__bw_delcra_glc__2,6.623717673075987,0.2077464830000011
minspan__bw_delcra_trp__1,8.600253915374179,0.245706203000001
minspan__bw_delmntr__1,7.260250072244374,0.3950805430000006
minspan__bw_delnac_ade__1,0.6111352958072991,0.005806081999999435
minspan__bw_delnac_glc__1,-0.7658354433529562,0.19238992300000035
cra_crp__wt_ac__1,16.28666897222704,0.7848307329999997
cra_crp__wt_ac__2,16.35476959854303,0.774460393
cra_crp__wt_fru__1,7.651355239675881,0.3134937529999995
cra_crp__wt_fru__2,8.331230813134916,0.3732440629999996
cra_crp__delcra_ac__1,12.606795555247077,0.20535391299999967
cra_crp__delcra_ac__2,12.479256506752408,0.15922527300000056
cra_crp__delcra_fru__1,-3.07075685506925,0.12650519299999985
cra_crp__delcra_fru__2,-3.1846330622470176,0.1631474930000003
cra_crp__delcra_glc__1,-2.3306224322548683,0.046791002000000866
cra_crp__delcra_glc__2,-2.4488132914243037,-0.014761103999999747
rpoB__wt_031__1,18.632419456231435,0.271760703
rpoB__wt_044__1,0.1745402095780674,0.2048586730000004
rpoB__wt_lb__1,17.86880837877788,0.2472729529999995
rpoB__wt_lb__2,18.15411998607847,0.2041545229999997
rpoB__rpoBE546V_031__1,10.69962121907199,0.4571714629999999
rpoB__rpoBE546V_044__1,8.408067407367934,0.37625628299999997
rpoB__rpoBE546V_lb__1,13.094997908190448,0.1174804819999995
rpoB__rpoBE546V_lb__2,13.04016493581218,0.1254229630000001
rpoB__rpoBE546V_glc__1,-1.4064855703814638,-0.004082425000000001
rpoB__rpoBE672K_glc__1,-2.836006138523172,-0.6662891799999997
rpoB__rpoBE672K_glc__2,-1.925225657280292,-0.5708984560000001
rpoB__rpoBE672K_lb__1,7.98018699325808,-0.2288451829999989
rpoB__rpoBE672K_lb__2,7.357413889921446,-0.18410035800000024
crp__wt_fru__1,7.07162536990833,-0.13483747499999946
crp__wt_glyc__1,9.77504098497008,-0.06971342199999953
crp__wt_glyc__2,10.48088752819861,0.000271048000000107
crp__delar1_glyc__1,5.155032690785143,0.7684826630000003
crp__delar1_glyc__2,7.115577794236714,0.9809746629999996
crp__delar1ar2_glyc__1,-4.033472407809716,0.2916550830000002
crp__delar1ar2_glyc__2,-4.430081931730601,0.2567226429999998
crp__delar1ar2_glyc__3,-4.180109960572596,0.37124749300000026
crp__delar2_glyc__1,8.671206061357324,1.4298253029999994
crp__delar2_glyc__2,7.566875676794289,1.3004454830000007
crp__delar2_glyc__3,7.39069379176312,1.2369035230000005
crp__delcrp_fru__1,-3.3369575260223687,-9.852476477
crp__delcrp_fru__2,-4.320061613021421,-9.107951936000001
crp__delcrp_fru__3,-3.2652321173627734,-9.852476477
crp__delcrp_glc__1,-4.355809403998039,-9.025871704
crp__delcrp_glc__2,-3.7392461433930793,-9.566616581
crp__delcrp_glc__3,-4.06471881897992,-9.852476477
crp__delcrp_glyc__1,-4.0327010407448,-9.852476477
crp__delcrp_glyc__2,-4.770217566904491,-9.852476477
crp__delcrp_glyc__3,-4.365081609910555,-9.852476477
glu__glu_ale3__1,0.6359358426534374,1.4385551630000002
glu__glu_ale4__1,-1.313305482996256,0.1237046330000009
glu__glu_ale5__1,3.2421333958856318,0.23737495299999975
glu__glu_ale6__1,-3.89549620968715,-0.2669721739999993
glu__glu_ale8__1,4.032128360149305,1.5517659029999995
glu__glu_ale9__1,2.1420500431017326,0.736260553000001
glu__glu_ale10__1,-0.8589449835689291,1.2484999630000004
42c__wt_42c__1,-0.6182989916587112,-0.02289376299999901
42c__42c_ale1__1,16.380425764307343,0.578078713
42c__42c_ale2__1,0.9943443014200716,-0.001157444000000396
42c__42c_ale3__1,-2.5783256063634266,-0.16365086199999898
42c__42c_ale4__1,0.0691268649628731,0.18829674300000046
42c__42c_ale5__1,-4.040200039138055,-0.2550904079999992
42c__42c_ale6__1,7.102659438232601,0.5847098129999999
42c__42c_ale8__1,1.940706409285878,0.898060053
42c__42c_ale9__1,-2.3366282482113965,0.2344509129999999
42c__42c_ale10__1,3.155629396707975,0.5824345429999997
ssw__wt_ac__1,11.759220060402638,0.155824183
ssw__wt_glc__1,-1.1983496678874284,0.08995910700000033
ssw__wt_glyc__1,25.87424562354216,0.2646295629999997
ssw__wt_xyl__1,12.060814724183516,0.6151089029999994
ssw__glc_ale1__1,17.323645119460434,0.31199771300000023
ssw__glc_ale2__1,5.780055233464999,0.5353218630000001
ssw__glc_ale3__1,5.476739711615367,0.4454840030000007
ssw__glyc_ale1__1,17.36465137142229,0.2988789030000003
ssw__glyc_ale2__1,4.542119251480434,0.3021156230000006
ssw__xyl_ale1__1,10.550392705737911,-0.2147884219999998
ssw__xyl_ale2__1,11.930413443108089,0.026451148999999674
ssw__xyl_ale3__1,3.569115070268231,-0.3138359289999997
ssw__glc_ac_ac2__1,9.04501119723501,0.5069351229999999
ssw__glc_ac_glc1__1,0.3052351291481656,-0.42053636400000016
ssw__glc_glyc_glc__1,6.622410893241312,0.565682133000001
ssw__glc_glyc_glyc__1,19.3877939144282,0.3070424930000009
ssw__glc_xyl_glc__1,6.115900203312657,0.029020071999999782
ssw__glc_xyl_xyl__1,4.993558897591466,-0.2438474470000003
ica__wt_glc__1,-0.7859867015367301,-0.02120516499999958
ica__wt_glc__2,-0.4525594166945352,-0.013075077999999962
ica__wt_glc__3,-1.918929855681616,0.0930502690000008
ica__wt_glc__4,-1.3413000572741662,0.399858493
ica__arg_sbt__1,15.901687861369776,0.17296083299999945
ica__arg_sbt__2,15.817334062595943,0.4931735029999995
ica__cytd_rib__1,21.60541925865361,0.5032386530000004
ica__cytd_rib__2,20.688756691542103,0.4864851229999996
ica__gth__1,0.9849216267798256,-0.3447319570000005
ica__gth__2,0.2684605770940083,-0.5509396859999995
ica__leu_glcr__1,3.091657841507781,1.0260792930000004
ica__leu_glcr__2,3.967400661372516,0.964590953
ica__met_glc__1,-0.5690505236194641,-0.0020434050000002198
ica__met_glc__2,-0.8606274301621315,-0.06998528999999998
ica__no3_anaero__1,-1.4569112127302355,0.16601552300000044
ica__no3_anaero__2,-0.1595062692654835,0.1659366630000001
ica__phe_acgam__1,-0.215033591342636,0.08710832000000046
ica__phe_acgam__2,-0.2732532586478232,0.07371453200000032
ica__thm_gal__1,9.917217160120927,0.41909228299999945
ica__thm_gal__2,9.494284621810213,0.4125785030000007
ica__tyr_glcn__1,-0.0751877478881958,0.211699823
ica__tyr_glcn__2,-0.1000117985006074,0.2492893929999997
ica__ura_pyr__1,5.314603764402176,0.8236668229999999
ica__ura_pyr__2,9.481911125420892,1.104333543000001
ica__wt_glc__5,-0.7655871804334424,0.3105034530000008
ica__wt_glc__6,-1.112214070318324,0.3376528430000008
ica__bw_delpurR_cytd__1,-0.8877337305886488,-0.14178576699999998
ica__bw_delpurR_cytd__2,-0.3388194807635321,0.2554834630000009
ica__ade_glc__1,-0.3482834499782348,0.27079068299999953
ica__ade_glc__2,-0.1806354128425989,-0.10748262699999957
ytf__wt_glc__1,3.1330768240104567,0.34000217300000024
ytf__wt_glc__2,4.223886631277234,0.487174103000001
ytf__delyafC__1,8.55364589916577,0.518280163
ytf__delyafC__2,8.516876973210593,0.558626223000001
ytf__delyeiE__1,-0.8405294917158201,0.4528218430000006
ytf__delyeiE__2,-2.1978500491771524,0.3693801830000005
ytf__delyiaJ__1,6.272171907466267,0.4900788630000008
ytf__delyiaJ__2,5.477027565094724,0.4743345229999996
ytf__delyieP__1,7.196308130329877,0.8306116230000011
ytf__delyieP__2,5.166305559007708,0.7498248230000009
ytf__wt_ph5__1,-1.077256829852457,0.3985759630000008
ytf__wt_ph5__2,-0.1128734822977363,0.4747397030000009
ytf__wt_ph8__1,-0.3958289609558021,0.2756429229999995
ytf__wt_ph8__2,-0.4431584385916089,0.2681548629999995
ytf__delybaO__1,12.386553015219084,0.5823761830000009
ytf__delybaO__2,11.57479016909845,0.6367440230000003
ytf__delybaQ__1,-0.3554691398507961,0.3329404930000006
ytf__delybaQ__2,-0.2399099176463464,0.3236855130000009
ytf__delybiH__1,4.904003443064096,0.6363319829999998
ytf__delybiH__2,6.523168127243434,0.5546718429999995
ytf__delydcI_ph5__1,-0.9854633115866848,0.36809995299999976
ytf__delydcI_ph5__2,-0.4367353306069925,0.4226014830000011
ytf__delydcI_ph8__1,-0.6793068246471451,0.3631957630000002
ytf__delydcI_ph8__2,-0.2206684537562881,0.3071113430000008
ytf__delyddM__1,-1.305366219538595,0.8218948030000011
ytf__delyddM__2,-1.031641417459084,0.8320546029999996
ytf__delyheO__1,11.508878671531244,0.5961686430000004
ytf__delyheO__2,13.123903178070854,0.6336565129999999
fps__bw_glc__1,1.6925431341265034,0.23073483299999964
fps__bw_glc__2,1.4814329415827356,0.16040873300000058
fps__fps_thrA_ale1__1,-0.3195258453489273,0.3327312029999998
fps__fps_thrA_ale1__2,-0.0915758166729619,0.3516250830000001
fps__fps_thrA_ale2__1,-0.2350300553117761,0.22966762300000101
fps__fps_thrA_ale2__2,-0.5537452251313846,0.28896753300000105
fps__fps_serB_ale1__1,0.0429610012849068,0.2630278130000008
fps__fps_serB_ale1__2,-0.2962489577493251,0.3896577630000007
fps__fps_serB_ale4__1,0.9255457501892262,0.20591431300000096
fps__fps_serB_ale4__2,1.1992131906205,0.3602136930000004
fps__fps_ptsI_ale1__1,13.543416080273696,0.045779202000000296
fps__fps_ptsI_ale1__2,13.211633676684274,0.14486478300000094
fps__fps_ptsI_ale3__1,11.53942853121665,0.2525903130000007
fps__fps_ptsI_ale3__2,11.132995243831967,0.22323634299999995
pal__lyx_ale2_f6__1,15.50980777678895,0.3334221829999997
pal__lyx_ale2__1,12.541566942170356,0.2649081029999998
pal__lyx_ale2__2,13.620253059647377,0.3071416530000004
pal__lyx_ale4__1,11.789910038424653,-0.057655872999999865
pal__lyx_ale4__2,10.849914169721174,-0.07060586499999921
pal__5drib_ale10_f18__1,20.35303492174408,-0.06913953699999986
pal__5drib_ale10_f18__2,20.22157332485239,-0.022394786999999642
pal__5drib_ale10__1,19.4101288928893,0.4018362730000007
pal__arab_ale14_f9__1,5.768946236755199,0.24554710299999985
pal__arab_ale14_f9__2,5.3530590983421655,0.4127220729999994
pal__arab_ale14__1,6.484484638778598,0.3767839330000005
pal__arab_ale14__2,5.985131043919275,0.3756092130000006
pal__arab_ale16__1,9.058483882933604,0.02985453700000029
pal__arab_ale16__2,8.371316002740942,0.10976642500000013
pal__tartr_ale26_f10__1,18.081264517963717,0.3119472930000011
pal__tartr_ale26_f10__2,19.468399792003588,0.19927317299999991
pal__tartr_ale26__1,16.74289005378607,0.3850793330000002
pal__tartr_ale26__2,16.477154735525602,0.334463263
pal__tartr_ale28_f10__1,13.956109054836338,-0.003712276999999986
pal__tartr_ale28_f10__2,15.855729744117433,-0.0986905509999989
pal__tartr_ale28__1,13.521492203038283,0.27296854300000106
pal__tartr_ale28__2,13.716849187788933,0.2684948929999997
efeU__delmenFentC_citr__1,2.8487173052912804,0.4221979430000005
efeU__delmenFentC_citr__2,4.294258991421501,0.5677252629999998
efeU__delmenFentC__1,-1.1764153936711217,0.6961985229999996
efeU__delmenFentC__2,-1.0817652243429017,0.7362106530000005
efeU__menFentC_ale39__1,9.19495128310515,0.5420487930000011
efeU__menFentC_ale39__2,9.076501289718545,0.5730386230000004
efeU__menFentC_ale29__1,2.5494449654072806,0.9115027730000004
efeU__menFentC_ale29__2,2.7463992115150777,0.9432762930000004
efeU__menFentC_ale30__1,-0.2554623265653728,0.10668520800000003
efeU__menFentC_ale30__2,-0.4912543059476323,0.06397155600000026
efeU__menFentCubiC_ale36__1,-1.5809745027290056,0.8218575829999999
efeU__menFentCubiC_ale36__2,-1.7259615943709703,0.6481697730000011
efeU__menFentCubiC_ale37__1,-1.2149049902639495,0.8430776529999999
efeU__menFentCubiC_ale37__2,-1.2136751348264914,0.8884085729999995
efeU__menFentCubiC_ale38__1,-0.9274324844834202,0.3484389429999997
efeU__menFentCubiC_ale38__2,-1.683326833437134,0.30990829299999945
misc2__salc_glc__1,-1.8057508024488624,-0.03094168600000025
misc2__salc_glc__2,-1.965661982717105,-0.041858421999998896
misc2__dbcn_glc__1,0.8815921775579528,-0.41418928399999894
misc2__dbcn_glc__2,-1.2190799661363805,-0.32218037899999885
misc2__tyr_glc__1,-2.2160956348843164,0.4823384130000008
misc2__tyr_glc__2,-1.7478441319232767,0.5197261330000007
misc2__arg_cytd__1,-0.8464661869768534,0.10509646700000096
misc2__arg_cytd__2,-1.7055858985490813,0.09710128400000073
misc2__delyheO_pyr__1,10.07692690032104,1.0004127829999998
misc2__delyheO_pyr__2,9.14946773469364,1.0134814930000005
misc2__dellon_glc__1,-0.9447926938479516,0.4872481129999997
misc2__dellon_glc__2,-1.3226690295300674,0.2154419530000009
nquinone__delubiC__1,-2.881873043824833,0.4464799330000009
nquinone__delubiC__2,-3.555871955003184,0.6182852329999999
nquinone__ubiC_ale1__1,-1.3644203743214616,0.4621411030000005
nquinone__ubiC_ale1__2,-1.1689795845140882,0.5186398529999998
nquinone__ubiC_ale2__1,-0.9032541420137647,0.4747234030000005
nquinone__ubiC_ale2__2,-1.9812887882519403,0.4297995330000006
nquinone__ubiC_ale3__1,-1.8830049912906164,0.026469302000000642
nquinone__ubiC_ale3__2,-1.863571245854568,0.09906102300000086
nquinone__ubiC_ale4__1,-0.7148721020381195,0.493212583
nquinone__ubiC_ale4__2,-1.2652045522820758,0.5086079229999996
nquinone__delpdhR__1,-0.9087954693174924,0.3856681930000008
nquinone__delpdhR__2,-0.2943267677851726,0.36299017299999997
quinone__glu_ale4__1,-2.666743043154176,0.3684261329999998
quinone__glu_ale4__2,0.6770271483574887,0.7361257729999995
quinone__delmenF__1,-0.985022718676281,0.5532796730000005
quinone__delmenF__2,-0.4766614018034476,0.4243016730000004
quinone__menF_ale5__1,6.805450330583843,0.9045305230000018
quinone__menF_ale5__2,6.638198854718363,0.9292543930000008
quinone__menF_ale6__1,9.082421968370731,0.928937233000001
quinone__menF_ale6__2,9.710417785170234,0.9358953230000004
quinone__menF_ale7__1,14.85195894440907,0.8647486830000002
quinone__menF_ale7__2,14.509567923225378,0.8297670830000001
quinone__menF_ale8__1,11.450655334059588,1.0002332430000005
quinone__menF_ale8__2,6.334121578618078,0.9954071830000012
quinone__delmenFubiC__1,-2.5177307481029247,0.5032428030000009
quinone__delmenFubiC__2,-2.5542877514433133,0.5733612729999997
quinone__menFubiC_ale1__1,7.0417201549470265,0.6889852029999997
quinone__menFubiC_ale1__2,6.944249460570794,0.6891632330000004
quinone__menFubiC_ale2__1,6.001025941856537,0.5664049030000005
quinone__menFubiC_ale2__2,5.2748360808258346,0.587592463
quinone__menFubiC_ale3__1,-1.3405669899985353,0.1084791789999997
quinone__menFubiC_ale3__2,-1.5304274701606462,0.1436014399999994
quinone__menFubiC_ale4__1,5.22097243975836,1.042582673
quinone__menFubiC_ale4__2,5.889506442961765,1.0279896629999996
oxyR__wt_glc__1,-0.3273382262396008,0.09382866099999987
oxyR__wt_glc__2,-1.0861078810777247,0.13043923000000035
oxyR__wt_h2o2__1,-0.986133169893866,0.05757602200000101
oxyR__wt_h2o2__2,-1.7010503296725132,0.4618741830000008
oxyR__glu_ale4__1,-2.6260893861613623,0.7723290729999999
oxyR__glu_ale4__2,-3.3289015006444647,0.49579595299999996
oxyR__glu_ale4_h2o2__1,-1.7171826083744457,0.6213283730000008
oxyR__glu_ale4_h2o2__2,-2.2346958567624493,0.4863484329999999
oxyR__oxyR_ale17__1,-0.1649940149618124,0.13801763000000022
oxyR__oxyR_ale17__2,-1.3538726717971608,0.15520324300000074
oxyR__oxyR_ale17_h2o2__1,0.5934859723813993,0.21122745300000112
oxyR__oxyR_ale17_h2o2__2,-1.3695606212814608,0.156206473000001
oxyR__oxyR_ale18__1,-0.8298932770780421,-0.2332659079999999
oxyR__oxyR_ale18__2,-1.1743145537547082,-0.08594182799999928
oxyR__oxyR_ale18_h2o2__1,-1.8295955444457357,0.027939159000000657
oxyR__oxyR_ale18_h2o2__2,-1.776917365151982,0.09512536300000107
oxyR__oxyR_ale19__1,-0.2245725796566752,-0.1866830670000006
oxyR__oxyR_ale19__2,-0.1908746879780286,-0.08065952299999958
oxyR__oxyR_ale19_h2o2__1,-0.4164335617002029,-0.3216936859999997
oxyR__oxyR_ale19_h2o2__2,-0.5637554924492095,-0.22926116100000016
oxyR__oxyR_ale20__1,-0.1238818263587176,-0.29073972199999965
oxyR__oxyR_ale20__2,-0.198840153729326,-0.3286302970000001
oxyR__oxyR_ale20_h2o2__1,-1.226841901392013,-0.1032146049999998
oxyR__oxyR_ale20_h2o2__2,-0.9327825172103752,-0.05797147799999891
svns_pgi__BmePgi24_15__1,-0.1466024746016178,0.20789728299999946
svns_pgi__BmePgi24_15__2,-0.2275762408972486,0.2882144130000004
svns_pgi__BmePgi24_26__1,0.625518369418403,0.16856253300000112
svns_pgi__BmePgi24_26__2,0.9918178160133684,0.14498237199999942
svns_pgi__BmePgi24_41__1,-0.9174962732161852,0.4958493130000008
svns_pgi__BmePgi24_41__2,0.2493285312142353,0.08223337899999983
svns_pgi__BmePgi24_52__1,0.2025616772826901,0.2600776430000007
svns_pgi__BmePgi24_52__2,0.0085258459675253,0.11009234900000033
svns_pgi__PaePgi2_34__1,1.297589502851641,0.9464174330000006
svns_pgi__PaePgi2_34__2,1.8493324937177305,0.980365153000001
svns_pgi__PaePgi2_63__1,1.6351853162433228,0.998691483
svns_pgi__PaePgi2_63__2,1.7184054682172023,0.974959343
svns_pgi__PaePgi24_54__1,0.8384651305668239,0.8303385730000006
svns_pgi__PaePgi24_54__2,1.028895878739606,0.9265034130000008
svns_pgi__PaePgi24_90__1,0.92183565812956,0.809689723
svns_pgi__PaePgi24_90__2,1.6342227008727988,0.9991721830000008
abx_media__m9_ctrl__1,-0.1559485522079995,-0.21908725299999965
abx_media__m9_ctrl__2,-0.8690709503274837,0.06872792999999966
abx_media__rpmi_ctrl__1,7.489246771215002,0.1818832429999997
abx_media__rpmi_ctrl__2,4.86645115162598,0.4604582229999998
abx_media__camhb_ctrl__1,6.825493775389389,-1.4667156490000008
abx_media__camhb_ctrl__2,5.275334328588274,-1.5642143070000003
abx_media__m9_mero__1,1.4995726629737882,0.10006032100000084
abx_media__m9_mero__2,-0.3911227560477597,-0.24440689100000054
abx_media__rpmi_mero__1,5.649792710568851,-0.15585906599999966
abx_media__rpmi_mero__2,7.339382487637716,0.12222331400000107
abx_media__camhb_mero__1,-1.283897245709861,-2.568928611
abx_media__camhb_mero__2,0.36031834106172,-2.3720532899999998
abx_media__m9_trisulf__1,-2.8326353423291626,-0.13952741599999996
abx_media__m9_trisulf__2,-2.747714471063125,-0.12156318199999915
abx_media__rpmi_trisulf__1,-3.4521926577137174,-1.1385435739999998
abx_media__rpmi_trisulf__2,-3.1479943355254965,-1.1257448149999991
abx_media__camhb_trisulf__1,1.3761207007751224,-0.6163487490000001
abx_media__camhb_trisulf__2,1.9859403699185851,-0.6510849729999997
abx_media__m9_cef__1,-2.6167185818439807,-0.4245596339999995
abx_media__m9_cef__2,-2.172645279873001,-0.35219075799999894
abx_media__rpmi_cef__1,-1.6591896404924504,0.17718560299999986
abx_media__rpmi_cef__2,-1.4816063807694808,0.25364192300000177
abx_media__camhb_cef__1,-2.3039209838214685,-0.8382274849999991
abx_media__camhb_cef__2,-2.303738801347585,-0.9034556939999998
abx_media__m9_cipro__1,-3.610933697549685,-0.29610201100000033
abx_media__m9_cipro__2,-3.379891254936001,-0.23094071100000055
abx_media__rpmi_cipro__1,-1.841270311087457,-0.7087974589999995
abx_media__rpmi_cipro__2,-1.5847257553659049,-0.9681077109999999
abx_media__camhb_cipro__1,-5.078597881548168,-1.3565894469999993
abx_media__camhb_cipro__2,-3.321200683497358,-1.1236836730000004
hot_tale__42c_ale3_30c__1,-0.7761341010845143,0.06220796800000095
hot_tale__42c_ale3_30c__2,-0.608032570650322,0.017358810000001057
hot_tale__42c_ale3_37c__1,-0.5556410193983501,0.4355665230000003
hot_tale__42c_ale3_37c__2,-1.1730742162869752,0.4006368030000012
hot_tale__42c_ale3_44c__1,-0.1575870861616741,0.3718853430000007
hot_tale__42c_ale3_44c__2,-0.6908505260491471,0.3553441930000005
hot_tale__hot_ale3_mid_30c__1,-1.539508412769553,0.7396188830000003
hot_tale__hot_ale3_mid_30c__2,-0.5261240624825088,0.5625003330000009
hot_tale__hot_ale3_mid_37c__1,-0.738890443771814,0.5847484430000005
hot_tale__hot_ale3_mid_37c__2,0.4143368043477145,0.1894337430000004
hot_tale__hot_ale3_mid_44c__1,0.2650138816539129,-0.07124534099999913
hot_tale__hot_ale3_mid_44c__2,1.7243339266007158,-0.002275452999999317
hot_tale__hot_ale3_30c__1,0.3959825757587758,0.5150203330000007
hot_tale__hot_ale3_30c__2,-0.2403551549466471,0.5286701730000001
hot_tale__hot_ale3_37c__1,0.786326961899036,0.3493771030000001
hot_tale__hot_ale3_37c__2,0.8682066361786405,0.3963193829999998
hot_tale__hot_ale3_44c__1,2.700130198608026,0.28643448300000074
hot_tale__hot_ale3_44c__2,-0.8179868545772051,0.30231870300000097
hot_tale__hot_ale4_30c__1,-1.3255483684714862,-0.0598787810000001
hot_tale__hot_ale4_30c__2,-0.8806877143793825,0.0276806220000001
hot_tale__hot_ale4_37c__1,-0.3396296170178132,-0.15436083400000022
hot_tale__hot_ale4_37c__2,-0.5246067818098763,-0.04945322999999924
hot_tale__hot_ale4_44c__1,-1.4931078853564577,0.16471379300000066
hot_tale__hot_ale4_44c__2,-1.1665703041968232,0.0758041020000011
hot_tale__hot_ale8_30c__1,-0.5506771987946273,-0.056768664999999885
hot_tale__hot_ale8_30c__2,-0.7962372239336183,-0.10699186199999923
hot_tale__hot_ale8_37c__1,-0.4021709816286422,-0.007091699000000062
hot_tale__hot_ale8_37c__2,-0.4200404432400056,-0.04404757799999892
hot_tale__hot_ale8_44c__1,-0.7101115246676268,0.07381628000000083
hot_tale__hot_ale8_44c__2,-0.5059091679780049,0.1405062560000001
hot_tale__hot_ale9_mid_30c__1,-0.93129319168002,0.11993167500000013
hot_tale__hot_ale9_mid_30c__2,-0.7590988587804225,0.10594186400000004
hot_tale__hot_ale9_30c__1,0.0918886328125151,0.057352916000001024
hot_tale__hot_ale9_30c__2,-0.4044166571432838,0.17408408300000033
hot_tale__hot_ale9_mid_37c__1,-0.9366726011464692,-0.07088768000000023
hot_tale__hot_ale9_mid_37c__2,-0.4331209411369162,0.028525377000001132
hot_tale__hot_ale9_37c__1,-0.4635763345427992,0.032825572000000136
hot_tale__hot_ale9_37c__2,-0.3825766259427348,0.03721724300000062
hot_tale__hot_ale9_mid_44c__1,-1.1815182519284313,0.2861256930000007
hot_tale__hot_ale9_mid_44c__2,-0.7340025304462994,0.3056119630000005
hot_tale__hot_ale9_44c__1,-1.2346380698743504,-0.02729796100000037
