,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,0.0,0.07872451337070732,3.0,0.0,0.0284477331,1.0,-0.0889941405,2.0,0.0605464074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-1.1495692146666667,0.3149271274809735,3.0,3.0,-1.3227420410000001,4.0,-1.3399078361,5.0,-0.7860577669000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-1.2353748679333332,0.14367176015874483,3.0,6.0,-1.3628417311,7.0,-1.2635964458,8.0,-1.0796864269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-2.114710523095536e-17,0.34127489624904356,21.0,9.0,-0.28287955670000003,10.0,-0.0837826244,11.0,0.5494847301,12.0,-0.1314352362,13.0,-0.2516846452,14.0,-0.2025865483,15.0,0.123790835,16.0,0.6696232244,17.0,0.5867977752,18.0,0.199168481,19.0,0.041510078400000004,20.0,0.1325091888,21.0,0.2043105187,22.0,0.0973852833,23.0,-0.07589390730000001,24.0,-0.2652264523,25.0,0.2994607882,26.0,-0.17389353130000001,27.0,-0.3740714001,28.0,-0.5337739004000001,29.0,-0.5288131009
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-0.5737838436428571,0.25623567720201945,21.0,30.0,-0.4435906134,31.0,-0.5365587953000001,32.0,-0.49068030030000004,33.0,-0.6373836014,34.0,-0.1742640863,35.0,-0.5999752238,36.0,-0.6443312242,37.0,-0.7684262483000001,38.0,-0.355689907,39.0,-0.4292336423,40.0,-0.4668685979,41.0,-0.5169288757,42.0,-0.5579230957,43.0,-0.5932927953,44.0,-1.2254887443,45.0,-0.7175863576,46.0,-0.7831011239,47.0,-0.3463121943,48.0,-0.6637593298000001,49.0,-0.07645962440000001,50.0,-1.0216063353
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.14828618547146255,3.0,51.0,-0.1566376397,52.0,0.0184249122,53.0,0.1382127275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,0.062124083525,0.5123308405004987,4.0,54.0,0.824061288,55.0,-0.1182764944,56.0,-0.2799451766,57.0,-0.1773432829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-8.673617379884035e-19,0.07829282749968995,4.0,58.0,-0.0144167723,59.0,0.1100999988,60.0,-0.0750611608,61.0,-0.0206220657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.098007103025,0.06459886270411282,4.0,62.0,-0.12421907110000001,63.0,-0.0225145172,64.0,-0.1722384986,65.0,-0.07305632520000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.1199496295,0.07548372262429627,4.0,66.0,-0.0126507752,67.0,-0.1364413824,68.0,-0.18969851100000001,69.0,-0.1410078494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
