,A,FleQ
R2,,0.4332445310958535
xmin,,-6.938219902666667
xmid,,0.5193139835903539
xmax,,1.6957940760000012
ystart,,-0.6961111117929875
yend,,-29.621680694957597
ALE:GalactoseA5:1.0,1.3370288478964434,-0.0920918525000011
ALE:GalactoseA5:2.0,1.14675083139072,-0.0489481035000007
ALE:GalactoseA6:1.0,5.6225576099085455,-0.5073050475000009
ALE:GalactoseA6:2.0,5.147821439587193,-0.2844209625000005
ALE:GalactoseA8:1.0,3.029289251480761,0.0952938284999991
ALE:GalactoseA8:2.0,2.4616931143650227,-0.0174945565000008
ALE:IL_Control:1.0,0.9389397864203458,-0.0550559064999998
ALE:IL_Control:2.0,-1.148208524344836,-0.0507591645000005
ALE:IL_Control:3.0,0.3251813980789009,0.1377614444999988
ALE:IL_Control:4.0,-0.1159126594006341,-0.0319463735000002
ALE:IL_TEOH_OAc:1.0,0.4713715532868722,-0.2680601014999997
ALE:IL_TEOH_OAc:2.0,1.5316911311116916,0.0008148544999997
ALE:IL_TEA_HS:1.0,0.985241113935882,-0.0966131875000009
ALE:IL_TEA_HS:2.0,0.5189057032433453,-0.2564567145000005
ALE:IL_Mixed:1.0,1.930706830343186,0.2019503055000004
ALE:IL_Mixed:2.0,1.7658349372936015,-0.0256681555
ALE:IL_PP5350:1.0,2.702910707615612,0.0296293675000001
ALE:IL_PP5350:2.0,2.334149946386807,-0.0315483455000009
ALE:IL_T8:1.0,0.481965167559586,0.1368566444999999
ALE:IL_T8:2.0,0.4112588110978247,0.1608791684999992
ALE:IL_T9:1.0,-12.924149737081352,-1.3360216715000002
ALE:IL_T9:2.0,-13.053072193943931,-1.3675638905000005
ALE:IL_Control2:1.0,2.9757659950915683,-0.3088413445000011
ALE:IL_Control2:2.0,3.0777663217940985,-0.4757852235000008
ALE:IL_Glc+Ace:1.0,-0.0231320733593168,0.1312277944999991
ALE:IL_Glc+Ace:2.0,-0.0877547457308501,0.2580034414999996
ALE:XyloseA1:1.0,-0.6120287907468971,0.1633646174999992
ALE:XyloseA1:2.0,1.1179084532935566,0.2987293045000001
ALE:XyloseA2:1.0,-1.6889300981804245,0.1440609184999992
ALE:XyloseA2:2.0,-0.3298864480737178,0.3550810354999996
ALE:XyloseA3:1.0,1.1296203125889628,0.0548876754999998
ALE:XyloseA3:2.0,1.8597927721352687,0.1883505154999998
ALE:XyloseA4:1.0,0.2429165243225867,0.2090384054999994
ALE:XyloseA4:2.0,-0.9073389792531008,0.1374903085000003
Aromatic:Coumarate:1.0,4.239802048063669,0.1919889096666667
Aromatic:Coumarate:2.0,2.777961715638353,0.0583215656666666
Aromatic:Coumarate:3.0,4.048556746101627,0.1774013236666665
Aromatic:Coumarate+ferulate:1.0,1.8342000109338228,0.3171075326666672
Aromatic:Coumarate+ferulate:2.0,0.7903647216887194,0.486502146666667
Aromatic:Coumarate+ferulate:3.0,1.2882346883136235,0.4344591946666671
Aromatic:Ferulate:1.0,5.51048335286854,0.3393162146666668
Aromatic:Ferulate:2.0,5.503142820317159,0.3465403586666671
Aromatic:Ferulate:3.0,6.937548310313456,0.253448319666667
Aromatic:Glucose:1.0,0.1518251678784938,-0.1795016883333335
Aromatic:Glucose:2.0,-0.4466636466023491,0.129650178666667
Aromatic:Glucose:3.0,0.2948384785974944,0.0498515096666665
Bioreactor1:24h:1.0,0.9729319329356424,0.0715200275
Bioreactor1:24h:2.0,-0.9729319330710572,-0.0715200275
Bioreactor2:S_0min:1.0,-0.3316399596830764,-0.1572609656666665
Bioreactor2:S_15min:1.0,3.073818048399955,-0.1031148256666663
Bioreactor2:P1_15min:1.0,2.768732422600701,-0.1487336226666666
Bioreactor2:P3_15min:1.0,2.239071268664236,-0.152119819666666
Bioreactor2:P5_15min:1.0,1.300561706176088,-0.0380281836666664
Bioreactor2:S_1h:1.0,1.9452987060819344,0.0985070253333333
Bioreactor2:S_3h:1.0,1.6959371431957613,0.0648597263333332
Bioreactor2:S_9h:1.0,1.530866191093755,0.2480688773333339
Bioreactor2:S_25h:1.0,0.8676533617885851,0.0012105223333334
Bioreactor2:P1_25h:1.0,0.3110299911646187,-0.2013837576666661
Bioreactor2:P3_25h:1.0,0.945777331559594,0.0434456353333336
Bioreactor2:P5_25h:1.0,0.6145672711538083,0.4415696603333332
Bioreactor2:S_0min:2.0,1.6216409463457726,0.5298296503333333
Bioreactor2:S_15min:2.0,5.685111386435042,0.3061994603333335
Bioreactor2:P1_15min:2.0,3.733147537309904,-0.1583715076666667
Bioreactor2:P3_15min:2.0,4.706935325943822,0.1690521563333336
Bioreactor2:P5_15min:2.0,3.29790131070507,0.0782891913333339
Bioreactor2:S_1h:2.0,0.3421317531385016,-0.1904099796666667
Bioreactor2:S_3h:2.0,0.8429750459368366,0.116363483333334
Bioreactor2:S_9h:2.0,1.4296450254513635,0.2543707323333333
Bioreactor2:S_25h:2.0,1.7500563200733017,0.3275280483333338
Bioreactor2:P1_25h:2.0,1.1509394357644138,-0.0786102066666663
Bioreactor2:P3_25h:2.0,-0.0371923202623847,-0.0836554716666659
Bioreactor2:P5_25h:2.0,0.3283811453446218,0.2432156463333337
Bioreactor2:S_0min:3.0,-1.2900009863759496,-0.3725686846666667
Bioreactor2:S_15min:3.0,4.240492678620856,-0.2007803856666665
Bioreactor2:P1_15min:3.0,1.104697448906693,-0.6134683956666667
Bioreactor2:P3_15min:3.0,3.7298223372343657,-0.2982149866666663
Bioreactor2:P5_15min:3.0,3.2386235760152933,-0.2288733636666666
Bioreactor2:S_1h:3.0,2.146983273590249,-0.1196509616666663
Bioreactor2:S_3h:3.0,1.9131414604643573,-0.1208936806666667
Bioreactor2:S_9h:3.0,1.0825558759377352,-0.1927476626666662
Bioreactor2:S_25h:3.0,-0.4796491781547247,-0.4397113906666661
Bioreactor2:P1_25h:3.0,1.6756981011977607,-0.3191448056666663
Bioreactor2:P3_25h:3.0,-0.5226729652669794,-0.2489223776666662
Bioreactor2:P5_25h:3.0,-1.2044572655668906,-0.0808690506666662
Carbon:Citrate:1.0,2.0980513258218254,0.7941443464999995
Carbon:Citrate:2.0,2.8822158293737266,1.0331176314999997
Carbon:Citrate:3.0,-1.1311564949175017,0.6034723765000001
Carbon:Ferulate:1.0,1.0342341022541155,0.2131817864999998
Carbon:Ferulate:2.0,-0.1226714934509614,0.1396910454999993
Carbon:Ferulate:3.0,-1.0722988172004604,0.0760432514999998
Carbon:Glucose:1.0,-0.7629034315359006,-0.1326308525000001
Carbon:Glucose:2.0,0.7629034316621248,0.1326308524999992
Carbon:Serine:1.0,4.677209776781436,0.6376930654999997
Carbon:Serine:2.0,4.760543858280769,0.4691324564999997
Carbon:Serine:3.0,4.126915636902848,0.4101264964999993
Carbon2:Glucose:1.0,-0.1706421776184547,-0.0026531860000007
Carbon2:Glucose:2.0,0.0125769666622384,0.0160658209999997
Carbon2:Glucose:3.0,0.1580652103349771,-0.0134126350000007
Carbon2:Coumarate:1.0,-0.5025334094247289,-0.0506874450000003
Carbon2:Coumarate:2.0,-1.3134154474615582,-0.0338945060000002
Carbon2:Coumarate:3.0,0.5045215797985757,-0.0556702780000009
Crc:Control:1.0,-0.2708642764368101,0.0105992785000008
Crc:Control:2.0,0.2708642762863941,-0.010599278499999
Crc:Del_crc:1.0,-0.2578596844380108,-0.0647902664999993
Crc:Del_crc:2.0,2.045782259018896,-0.0091793915
Crc:Del_crcZ_crcY:1.0,0.0791523466762919,0.0486100844999999
Crc:Del_crcZ_crcY:2.0,1.449696470509894,-0.0472156444999996
FinR:Control:1.0,-0.299370282464727,0.0236657643333337
FinR:Control:2.0,0.3556096060906504,-0.0092093606666665
FinR:Control:3.0,-0.0562393238316437,-0.0144564036666663
FinR:Del_finR:1.0,1.602265096693736,-0.214384295666667
FinR:Del_finR:2.0,1.7819496859812451,-0.4298567516666667
FinR:Del_finR:3.0,1.8682464466264035,-0.1906784656666662
FleQ:Del_fleQ:1.0,-19.613475314991284,-6.707498140666667
FleQ:Del_fleQ:2.0,-19.546673304267777,-6.938219902666667
FleQ:Del_fleQ:3.0,-19.975598985735736,-6.938219902666667
FleQ:OE_wspR:1.0,-13.189156473643378,-0.7803840646666673
FleQ:OE_wspR:2.0,-12.202465514099147,-0.7910112736666672
FleQ:Control:1.0,-0.0603814621365429,-0.0144552896666665
FleQ:OE_wspR:3.0,-11.585570068470236,-0.7641986826666667
FleQ:Control:2.0,-0.3094428310302432,0.0236653603333332
FleQ:Control:3.0,0.3698242919697705,-0.0092100706666666
Fuel:Butanol:1.0,2.921959681328476,0.6441771499999991
Fuel:Butanol:2.0,2.6315723362570007,0.6622961329999999
Fuel:Control:1.0,-0.4053692933763396,0.0116371409999995
Fuel:Control:2.0,0.4053692943090203,-0.0116371409999995
Fuel:Isopentanol:1.0,-5.8724932250350825,-0.9177265850000004
Fuel:Isopentanol:2.0,-6.3905965065265935,-0.441415052
Glycolaldehyde:Glycolaldehyde:1.0,1.0448625465286074,-0.3858406565000001
Glycolaldehyde:Control:1.0,0.3021920559125037,-0.0807890315000001
Glycolaldehyde:Glycolaldehyde:2.0,0.7567197038203094,-0.6470925584999998
Glycolaldehyde:Control:2.0,-0.3021920558678634,0.0807890315000001
HNS_protein:Control_ex:1.0,-0.9155030973730436,-0.0558073125000007
HNS_protein:Del_turB_ex:1.0,-2.317177821848856,-0.6426424574999992
HNS_protein:Del_turB_ex:2.0,0.287296578349123,0.1273100454999998
HNS_protein:WT_pCAR1_ex:1.0,1.827856588969673,-0.2454408704999995
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,1.7767067473035465,-0.1879898294999993
HNS_protein:WT_pCAR1_Del_turA_st:1.0,1.631511627417182,-0.0942473074999998
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,1.2596247324282988,-0.2317055175
HNS_protein:WT_pCAR1_Del_turA_st:2.0,2.313188728650006,-0.0516608825000002
HNS_protein:WT_pCAR1_ex:2.0,0.3460560357041015,-0.1448440145000002
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,2.6090711509198665,0.0234967395000005
HNS_protein:WT_pCAR1_Del_turB_st:1.0,2.55193730804084,0.0331323455000003
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,3.464990838167973,-0.0375536744999998
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,3.879457548081924,-0.1505026054999998
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,3.5322011013480408,0.1304047975000006
HNS_protein:WT_pCAR1_Del_turB_st:2.0,3.584532959494544,0.2764426375000006
HNS_protein:Control_ex:2.0,0.915503096575592,0.0558073125000007
HNS_protein:WT_Del_turA_ex:1.0,-4.488264919835367,-0.7118148474999995
HNS_protein:WT_Del_turA_ex:2.0,-2.7999163562197737,-0.5510168414999992
Mobile_gene:2737_exp:1.0,0.0996114974480632,-0.1374411392499999
Mobile_gene:2737_exp:2.0,0.3218151192100618,0.0591348697500002
Mobile_gene:2737_exp:3.0,-0.535413860169939,0.0689212467499995
Mobile_gene:2737_exp:4.0,0.1139872413550555,0.00938502275
Mobile_gene:2737_reg:1.0,-0.934712796282312,-0.1850870332500003
Mobile_gene:2737_reg:2.0,-0.0707024260563052,-0.1840235232500005
Mobile_gene:2737_reg:3.0,-0.6376845382323808,-0.0861629492500002
