k,name,in_iM,gene_weight,regulator,function,category
11,Chromium,False,-0.008248929567635059,,,
3,Cadmium,False,-0.005679889735765754,,,
6,Iron,False,-0.004208221551962197,,,
5,Lead,False,0.003632752671837807,,,
13,UC-6,False,0.0027274871338158844,,,
0,UC-1,False,0.002122193374671042,,,
12,Zinc - Intermediate,False,-0.0019672308075073435,,,
7,Zinc - Steady,False,-0.0018423867062665523,,,
1,UC-2,False,0.0018411765620112422,,,
14,UC-7,False,0.0017820492724422363,,,
9,UC-5,False,-0.0008488592883874942,,,
4,UC-4,False,-0.000692894010571763,,,
10,Copper,False,-0.0006246006832225247,,,
8,Zinc - Fast,False,-0.00048255878704367205,,,
2,UC-3,False,-0.0002579661284107715,,,
