,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,-0.0049476710206931935,,1.0,0.0,-0.0049476710206931935
1,Cr__2,0.0024557110519066853,,1.0,1.0,0.0024557110519066853
2,Cr__3,0.020273472312138024,,1.0,2.0,0.020273472312138024
3,Cr__4,0.029619952690336033,,1.0,3.0,0.029619952690336033
4,Cr__5,0.028986077876822305,,1.0,4.0,0.028986077876822305
5,Cr__6,0.017281414886738136,,1.0,5.0,0.017281414886738136
6,Fe__1,-0.01904017604086387,,1.0,6.0,-0.01904017604086387
7,Fe__2,-0.06657674765608393,,1.0,7.0,-0.06657674765608393
8,Fe__3,-0.10481397255278738,,1.0,8.0,-0.10481397255278738
9,Fe__4,-0.12432467857728068,,1.0,9.0,-0.12432467857728068
10,Fe__5,-0.1276788931949033,,1.0,10.0,-0.1276788931949033
11,Fe__6,-0.11746485554535545,,1.0,11.0,-0.11746485554535545
12,Cd__1,-0.007434168312529865,,1.0,12.0,-0.007434168312529865
13,Cd__2,-0.016013005496489176,,1.0,13.0,-0.016013005496489176
14,Cd__3,-0.019851097848953416,,1.0,14.0,-0.019851097848953416
15,Cd__4,-0.021744894426465888,,1.0,15.0,-0.021744894426465888
16,Cd__5,-0.0214258595886716,,1.0,16.0,-0.0214258595886716
17,Cd__6,-0.01404005586009689,,1.0,17.0,-0.01404005586009689
18,Zn__1,0.00366336789917964,,1.0,18.0,0.00366336789917964
19,Zn__2,0.010578428152233943,,1.0,19.0,0.010578428152233943
20,Zn__3,0.04559975190381891,,1.0,20.0,0.04559975190381891
21,Zn__4,0.12117467250633768,,1.0,21.0,0.12117467250633768
22,Zn__5,0.2110535916893045,,1.0,22.0,0.2110535916893045
23,Zn__6,0.2966671241520037,,1.0,23.0,0.2966671241520037
24,Cu__1,0.0027145055841262247,,1.0,24.0,0.0027145055841262247
25,Cu__2,0.006423314341334752,,1.0,25.0,0.006423314341334752
26,Cu__3,0.02396280292329208,,1.0,26.0,0.02396280292329208
27,Cu__4,0.04155299760548255,,1.0,27.0,0.04155299760548255
28,Cu__5,0.05644449526838419,,1.0,28.0,0.05644449526838419
29,Cu__6,0.07686897306045394,,1.0,29.0,0.07686897306045394
30,Pb__1,0.0030206299887464475,,1.0,30.0,0.0030206299887464475
31,Pb__2,0.00737699188431235,,1.0,31.0,0.00737699188431235
32,Pb__3,0.015268600730980804,,1.0,32.0,0.015268600730980804
33,Pb__4,0.027829822080460705,,1.0,33.0,0.027829822080460705
34,Pb__5,0.041903820657718915,,1.0,34.0,0.041903820657718915
35,Pb__6,0.055155768070627866,,1.0,35.0,0.055155768070627866
