,-0.11104572898774813,-0.0888365831901985,-0.06662743739264888,-0.04441829159509926,-0.022209145797549637,-1.3877787807814457e-17,0.02220914579754961,0.04441829159509923,0.06662743739264886,0.08883658319019848,0.1110457289877481,0.13325487478529774,0.15546402058284736,0.17767316638039699,0.1998823121779466,0.22209145797549623,0.24430060377304585,0.2665097495705955,0.2887188953681451,0.3109280411656947
thresh,-0.12215030188652294,0.12215030188652294,2,,,,,,,,,,,,,,,,,
unreg,0,0,0,3,325,4965,262,3,1,0,0,0,0,1,1,2,0,0,0,0
PchR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['PA4220'],['PA4218'],['PA4219' 'fptA'],[],[],[],[]
PchR_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['pchD' 'PA4222' 'pchC'],['PA4223' 'pchB' 'pchA'],['pchE' 'pchF' 'pchG'],[],[]
