,PSPTOB0074
SRX1828913,0.0658607288
SRX1828914,0.10098722360000001
SRX1828915,0.1328234536
SRX1828916,0.0791261416
SRX1828917,-0.1986841823
SRX1828918,-0.2164444401
SRX3983989,0.2673070188
SRX3983990,-0.025879263000000003
SRX3983993,0.071016019
SRX3983994,-0.3261107449
SRX3983995,0.2803231362
SRX3983996,-0.0641795251
SRX3983997,0.4207851683
SRX3983998,0.0934138297
SRX3983999,0.27489703200000004
SRX3984000,0.2603468275
SRX3984001,0.5286802110000001
SRX3984002,0.8502305778
SRX3984003,-0.4321319529
SRX3984004,0.0073944237000000005
SRX3984005,0.1237225872
SRX3984006,0.014180214200000001
SRX3984007,-0.5821015047
SRX3984008,0.3747886949
SRX3984009,-0.1869432271
SRX3984010,1.0245523843
SRX3984011,-0.1126726941
SRX3984012,-0.17296562140000002
SRX3984013,-0.1557348488
SRX3984014,-0.0571496863
SRX3984015,-0.6096319755
SRX3984016,-0.016359724200000002
SRX3984017,1.1409899469
SRX3984019,0.09326194160000001
SRX3984020,1.0006683348
SRX3984021,1.0195649866
SRX3984022,1.1152866242
SRX3984023,0.0073135186
SRX3984024,0.0552347641
SRX3984025,-0.1619846842
SRX3984026,0.2751219918
SRX3984027,0.057114412100000005
SRX3984028,0.0613610096
SRX3984029,0.1282311988
SRX3984031,1.3964798025
SRX3984032,1.1394798640000001
SRX3984034,0.0648061354
SRX3984035,-1.583031206
SRX3984036,1.7521602189
SRX3984037,1.7512094216
SRX3984038,1.7248231432
SRX3984039,1.6621115042999999
SRX3984040,0.3088490567
SRX3984041,1.8002124534
SRX3984042,-0.642692157
SRX3984043,-1.2202758706
SRX3984045,-0.2677470511
SRX3984046,0.0127982202
SRX3984047,0.2261624646
SRX3984048,0.0309856677
SRX3984049,-0.22973816260000002
SRX3984050,-0.448987426
SRX3984051,0.3940430078
SRX3984052,0.1143704797
SRX3984056,1.0856255788
SRX3984057,0.9702577898
SRX3984058,1.1293529955000001
SRX3984059,-0.1472556439
SRX3984061,-0.1934982507
SRX3984062,-0.10201635170000001
SRX3984063,0.1592688877
SRX3984064,-0.1053882501
SRX3984065,0.2453790005
SRX3984066,0.08123337300000001
SRX3984067,-0.2382603711
SRX3984068,0.0485548985
SRX3984069,-0.0869045457
SRX3984070,0.3665599914
SRX3984071,0.23884909440000002
SRX3984073,0.2316218411
SRX3984074,0.28697867
SRX3984077,0.0756110891
SRX3984078,0.07564391100000001
SRX3984079,0.5770915462
SRX3984080,-0.0849178743
SRX3984082,-0.0643355459
SRX3984084,1.3968841734000002
SRX6997963,0.24752406810000002
SRX6997964,0.3493835314
SRX6997965,0.2917254815
SRX6997967,0.46661769540000003
SRX6997968,0.1225274318
SRX6997969,0.32960603780000003
SRX6997971,-0.7141417635
SRX6997972,-2.8190844058
SRX6997973,0.1576749976
SRX3159100,-0.0966191822
SRX3159101,-0.3591074765
