,A,GlpR
tcs__del_baeR_lb__1,-2.5718540457,-2.362902556
tcs__del_baeR_lb__2,-3.2462535176,-2.332650415
tcs__del_btsR_01xlb__1,1.3396355683,-1.884914699
tcs__del_btsR_01xlb__2,0.5676568659,-2.096501241
tcs__del_btsR_lb__1,1.0188329928,-0.721083337
tcs__del_btsR_lb__2,1.4576796115000001,-0.8543898240000001
tcs__del_btsR_pyruvate__1,0.4248505611,-1.941142067
tcs__del_btsR_pyruvate__2,0.46492987700000005,-1.86928071
tcs__del_cpxR_etoh__1,2.4677024954,-3.306815212
tcs__del_cpxR_etoh__2,2.0838550521,-3.006493751
tcs__del_cpxR_lb__1,-1.8938252114,-2.526464995
tcs__del_cpxR_lb__2,-2.1544812291,-2.224474907
tcs__del_cusR_CuSO4__1,2.3712277742,-0.6757529750000001
tcs__del_cusR_CuSO4__2,2.5575988079,-0.654805669
tcs__del_cusR_lb__1,1.6019237803,-1.041460971
tcs__del_cusR_lb__2,1.3069248299,-1.082128085
tcs__del_kdpE_01-kcl__1,0.2851047351,-0.933633327
tcs__del_kdpE_01-kcl__2,0.2571700525,-0.97352262
tcs__del_kdpE_115-kcl__1,0.6388388658,-1.087461125
tcs__del_kdpE_115-kcl__2,0.8584011992,-1.437419154
tcs__del_phoB_m9__1,-1.096503577,-1.273321194
tcs__del_phoB_m9__2,-1.2967758468000001,-1.363810401
tcs__del_phoB_m9p__1,1.3878067614,-2.458710194
tcs__del_phoB_m9p__2,1.5447306767,-2.455714779
tcs__del_rcsB_etoh__1,2.6248560933,-2.215551577
tcs__del_rcsB_etoh__2,2.9928010176,-1.849378355
tcs__del_rcsB_lb__1,-3.6566475516,-1.794791675
tcs__del_rcsB_lb__2,-3.8732766526,-1.900618122
tcs__del_zraR_lb__1,-1.5559233057,0.090564662
tcs__del_zraR_lb__2,-1.4489715548,0.089814763
tcs__del_zraR_zncl2__1,-1.229235952,-0.290448025
tcs__del_zraR_zncl2__2,-0.8896855011,-0.24078795
tcs__wt_01-kcl__1,-0.3096797181,-1.625443051
tcs__wt_01-kcl__2,-0.3216396297,-1.6732519620000001
tcs__wt_01xlb__1,-1.1181645268,-2.140442163
tcs__wt_01xlb__2,-1.2501179317,-2.148078562
tcs__wt_115-kcl__1,0.3180092256,-1.460332675
tcs__wt_115-kcl__2,0.4705955966,-1.287347413
tcs__wt_CuSO4__1,0.2404838698,-0.509579388
tcs__wt_CuSO4__2,0.3720347218,-0.669651659
tcs__wt_etoh__1,1.4634383105,-1.976273589
tcs__wt_etoh__2,1.5630428388,-1.880417451
tcs__wt_lb__1,-3.9745839499,-2.158478244
tcs__wt_lb__2,-3.8010955562,-2.414391049
tcs__wt_LiAcet__1,-1.8154344294,-1.421891968
tcs__wt_LiAcet__2,-2.1039483143,-1.575355544
tcs__wt_LiCl__1,-1.4926520604,-1.506384524
tcs__wt_LiCl__2,-1.5837504819000001,-1.469861538
tcs__wt_m9p__1,0.5733880936,-2.053777247
tcs__wt_m9p__2,0.8178929178000001,-2.005186918
tcs__wt_pyr__1,-1.0490554495,-2.11206659
tcs__wt_pyr__2,-1.1697349195,-2.053625823
tcs__wt_zncl2__1,-1.4804664251,-0.006239765
tcs__wt_zncl2__2,-1.2999687586,-0.027172971
ros_tale__1_112_0pq__1,-0.40463003540000003,-0.523801304
ros_tale__1_112_0pq__2,-0.6280068812,-0.7579495070000001
ros_tale__1_112_250pq__1,1.4500798301,-1.346483786
ros_tale__1_112_250pq__2,1.3771356715,-1.424340114
ros_tale__1_112_750pq__1,0.9272243098,-1.765840279
ros_tale__1_112_750pq__2,1.1178793065,-1.8492333790000002
ros_tale__1_112_750pq__3,0.9336633724000001,-1.950097433
ros_tale__3_76_0pq__1,-1.0692623901,-0.34404986200000004
ros_tale__3_76_0pq__2,-1.8575791081,-0.43814598400000004
ros_tale__3_76_0pq__3,-1.7216359993,-0.592404561
ros_tale__3_76_0pq__4,-1.2583327389,-0.5019744660000001
ros_tale__3_76_250pq__1,0.6089997802,0.359910267
ros_tale__3_76_250pq__2,1.4425423709,-0.546059052
ros_tale__3_76_750pq__1,1.4347713817,-0.143292563
ros_tale__3_76_750pq__2,1.5680746216,0.415607184
ros_tale__7_103_0pq__1,0.26274794220000003,-2.122324422
ros_tale__7_103_0pq__2,0.3956647505,-2.218730935
ros_tale__7_103_0pq__3,0.015833417500000002,-2.140288675
ros_tale__7_103_0pq__4,0.1159070392,-1.994081987
ros_tale__7_103_250pq__1,-0.2347373973,-1.68525567
ros_tale__7_103_250pq__2,-0.0030593005,-1.596667521
ros_tale__7_103_750pq__1,0.40562574570000004,-1.728210742
ros_tale__7_103_750pq__2,0.5746105949,-1.807592698
ros_tale__9_77_0pq__1,0.7234055364,-1.638774933
ros_tale__9_77_0pq__2,0.4761826832,-1.499693854
ros_tale__9_77_250pq__1,-0.9810849363,-1.565687328
ros_tale__9_77_250pq__2,-1.8352811447000001,-1.5878644240000002
ros_tale__9_77_750pq__1,1.3542139636,-0.56266214
ros_tale__9_77_750pq__2,0.7783434152,-0.7681662290000001
ros_tale__11_83_0pq__1,0.23779301320000001,-0.650751882
ros_tale__11_83_0pq__2,7.80423e-05,-0.5829924
ros_tale__11_83_250pq__1,0.5533377429,-0.7045568910000001
ros_tale__11_83_250pq__2,1.1243609515,-0.870278454
ros_tale__11_83_750pq__1,0.7661717760000001,-0.9304309420000001
ros_tale__11_83_750pq__2,1.0640858289,-0.7410278
ros_tale__13_87_0pq__1,0.4325295394,-1.118650152
ros_tale__13_87_0pq__2,-0.16768206060000002,-1.096364242
ros_tale__13_87_250pq__1,0.2486657675,-1.044670473
ros_tale__13_87_250pq__2,0.6535841847,-0.96168124
ros_tale__13_87_750pq__1,1.224803337,-1.182502607
ros_tale__13_87_750pq__2,0.8555476103,-1.234346262
ros_tale__14_27_0pq__1,-1.4095446576000001,-1.158374757
ros_tale__14_27_0pq__2,-0.9727895965000001,-0.8401848080000001
ros_tale__14_27_250pq__1,-0.625042556,-1.5162506260000002
ros_tale__14_27_250pq__2,-0.5023912301,-0.955764543
ros_tale__14_27_750pq__1,0.3342010139,-0.101300176
ros_tale__14_27_750pq__2,0.5316032059,-0.05602074
ros_tale__16_28_250pq__1,-0.6424985905,-0.978574707
ros_tale__16_28_250pq__2,-1.2145696906,-0.93352804
ros_tale__16_32_0pq__1,0.9685706097000001,-1.286111923
ros_tale__16_32_0pq__2,1.4994776123,-1.28623193
ros_tale__16_32_0pq__3,-0.3859373271,-0.90131704
ros_tale__16_32_0pq__4,-0.526522303,-0.9375954910000001
ros_tale__16_32_250pq__1,-0.3121817971,-1.239442339
ros_tale__16_32_250pq__2,-0.0273096645,-1.102330819
ros_tale__16_32_750pq__1,0.1454860959,-0.99312563
ros_tale__16_32_750pq__2,1.3402192668000001,-1.067516072
ros_tale__17_104_0pq__1,1.4790939076,-1.731075106
ros_tale__17_104_0pq__2,1.2908674326,-1.657863235
ros_tale__17_104_250pq__1,2.2560418755000002,-0.7056976650000001
ros_tale__17_104_250pq__2,2.9341858903,-0.773968765
ros_tale__17_104_250pq__3,3.1991718866,-0.7689232930000001
ros_tale__17_104_250pq__4,3.7839313963,-0.901324871
ros_tale__17_104_750pq__1,2.734650767,-1.106361274
ros_tale__17_104_750pq__2,2.5953190765,-1.177077994
ros_tale__18_24_250pq__1,-0.8698858095,-0.760852654
ros_tale__18_24_250pq__2,-0.394336848,-0.857056616
ros_tale__18_36_0pq__1,1.9004188416,-2.044819389
ros_tale__18_36_0pq__2,1.7643094242,-2.119174751
ros_tale__18_36_0pq__3,-0.0365241857,-1.709870321
ros_tale__18_36_0pq__4,0.6001733502000001,-1.241837311
ros_tale__18_36_250pq__1,0.7141582733,-1.484155798
ros_tale__18_36_250pq__2,0.4761178648,-1.206270358
ros_tale__18_36_750pq__1,0.5682560539,-1.580506503
ros_tale__18_36_750pq__2,0.6732216385,-1.582244891
ros_tale__19_91_0pq__1,0.8010074099000001,-1.680853841
ros_tale__19_91_0pq__2,0.49975343780000003,-1.56265611
ros_tale__19_91_250pq__1,1.814534461,-1.300177094
ros_tale__19_91_250pq__2,1.7403298064000001,-1.3306276270000001
ros_tale__19_91_750pq__1,1.254612235,-1.000609031
ros_tale__19_91_750pq__2,2.1259735332,-1.561559917
ros_tale__19_91_750pq__3,2.6325362384,-0.8730294890000001
ros_tale__19_91_750pq__4,2.4492872331,-1.535351114
ros_tale__21_97_0pq__1,-1.1959358996,-0.44236956800000005
ros_tale__21_97_0pq__2,-1.5254691115,-0.641451894
ros_tale__21_97_250pq__1,-0.8678197512,-0.8699899230000001
ros_tale__21_97_250pq__2,-0.9399601976,-0.7614102420000001
ros_tale__21_97_750pq__1,-0.4611054571,-0.49310457300000005
ros_tale__21_97_750pq__2,-0.8363044203000001,-0.721658055
ros_tale__25_111_0pq__1,-1.431576092,-0.737984862
ros_tale__25_111_0pq__2,0.5978511194,-1.982470063
ros_tale__25_111_250pq__1,-1.0958885141,-0.8780684430000001
ros_tale__25_111_250pq__2,-0.008162932000000001,-1.9017197870000002
ros_tale__25_111_750pq__1,0.1329088428,-1.5158898729999999
ros_tale__25_111_750pq__2,-0.8170009171,-1.34709161
ros_tale__29_119_0pq__1,2.9424959035000002,-2.108832673
ros_tale__29_119_0pq__2,2.7604333342,-2.528702109
ros_tale__29_119_250pq__1,1.9162277556,-1.966640578
ros_tale__29_119_250pq__2,3.0192658898999998,-2.001784599
ros_tale__29_119_750pq__1,2.9227247463,-2.294636708
ros_tale__29_119_750pq__2,2.4275747006,-2.179177178
ros_tale__ALE4_0pq__1,0.5973346863,-0.920256099
ros_tale__ALE4_0pq__2,0.5764885091,-1.013317804
ros_tale__ALE4_250pq__1,1.4809068148,-0.7271434320000001
ros_tale__ALE4_250pq__2,1.0477929834,-0.7482110200000001
pcoli__atASMT_325G__1,-1.7655821843,-0.332345899
pcoli__atASMT_325G__2,-1.7407952775000002,-0.205693117
pcoli__bpTDC__1,-1.6303809965,-0.46321156300000005
pcoli__bpTDC__2,-1.3605256686,-0.33481144900000004
pcoli__BRCA__1,-2.7303714058,-0.28581849800000003
pcoli__BRCA__2,-2.4428310871,-0.295316599
pcoli__BRCActrl__1,-0.4281919616,0.10476064700000001
pcoli__BRCActrl__2,0.4267805297,0.047137958
pcoli__BRCAswap__1,-2.1244168151,-0.466625463
pcoli__BRCAswap__2,-1.8840534119,-0.34642100600000003
pcoli__btAANAT__1,-1.8907114231,-0.40835318400000004
pcoli__btAANAT__2,-1.8481609025,-0.438023569
pcoli__btASMT__1,-2.3393056576,-0.37372310400000003
pcoli__btASMT__2,-2.1706770821,-0.47421804300000003
pcoli__CC1__1,-1.7174625532,-0.383739741
pcoli__CC1__2,-1.9694671450999999,-0.34920911200000004
pcoli__ccCOMT__1,-1.7496298969000001,-0.251485707
pcoli__ccCOMT__2,-1.4334580649,-0.34164750400000005
pcoli__ckDDC__1,-0.9032887189000001,-0.23964008
pcoli__ckDDC__2,0.15395863710000002,-0.053365425
pcoli__CNTF_belt__1,-1.7920762091,-0.41004540700000003
pcoli__CNTF_belt__2,-1.7259384901,-0.23912728800000002
pcoli__cobPNMT__1,-1.8648631091999999,-0.318533237
pcoli__cobPNMT__2,-1.6562094887,-0.42266160700000005
pcoli__cvPhhB__1,-1.6539872086,-0.13583467800000001
pcoli__cvPhhB__2,-1.6092034828,-0.041783481000000004
pcoli__ggAANAT__1,-1.6622959916000002,-0.26765964600000003
pcoli__ggAANAT__2,-1.9146373734000002,-0.240871634
pcoli__ggTPH__1,-2.3772069558,-0.37319350900000003
pcoli__ggTPH__2,-2.1284680791,-0.172981454
pcoli__hsAANAT__1,-0.1734661719,-0.48788424500000005
pcoli__hsAANAT__2,-1.0630229518,-0.547549096
pcoli__hsASMT__1,-2.0481799571,-0.369033282
pcoli__hsASMT__2,-1.7371465925,-0.482691254
pcoli__hsPNMT_mb__1,-1.3938653298,-0.26341025100000004
pcoli__hsPNMT_mb__2,-1.2310917868,-0.45596639800000005
pcoli__hsTPH__1,-2.0628921549,-0.34231136900000003
pcoli__hsTPH__2,-2.0220872783,-0.49103615400000006
pcoli__hsTPH_E2K__1,-1.5928569859000001,-0.240819354
pcoli__hsTPH_E2K__2,-0.8355343573,-0.17926059100000002
pcoli__hsTPH_E2K_N91I_P99C__1,-2.6578092659,-0.423950934
pcoli__hsTPH_E2K_N91I_P99C__2,-2.2024586738,-0.49601251900000004
pcoli__hsTPH_N158trunc__1,-0.2942729055,-0.201601373
pcoli__hsTPH_N158trunc__2,-0.26386973810000003,-0.183695132
pcoli__hsTPH_N174trunc__1,-2.4633532886,-0.272632759
pcoli__hsTPH_N174trunc__2,-1.6370626565,-0.250964379
pcoli__hsTPH_Ntermtrunc__1,-0.5992950202,-0.26849389300000004
pcoli__hsTPH_Ntermtrunc__2,-1.5210189326,-0.523616274
pcoli__hsTPH1__1,-1.9024999033,-0.299186644
pcoli__hsTPH1__2,-1.8771000334,-0.327288383
pcoli__MBP__1,-1.4072691488,-0.84985526
pcoli__MBP__2,-1.2113212203,-0.743591741
pcoli__msCOMT__1,-1.9230685540999999,-0.5133107880000001
pcoli__msCOMT__2,-1.959584461,-0.364711911
pcoli__ocAANAT__1,-2.0409906603,-0.383312984
pcoli__ocAANAT__2,-1.6406642293,-0.41533494400000004
pcoli__osTDC_K374H__1,-1.2545870318,-0.451355284
pcoli__osTDC_K374H__2,-1.2908548023,-0.397032049
pcoli__osTDC_K374L__1,-1.8982982187,-0.150062504
pcoli__osTDC_K374L__2,-1.2761661846,-0.17502868900000002
pcoli__osTDC_K374Q__1,-1.9979816518,-0.20579377100000001
pcoli__osTDC_K374Q__2,-2.0964345266,-0.265025758
pcoli__osTDC_L360V__1,-1.3792047064,-0.345899917
pcoli__osTDC_L360V__2,-1.4646329259,-0.3031177
pcoli__pmTPH__1,-2.145146203,-0.44360821300000003
pcoli__pmTPH__2,-1.6785619783999999,-0.529708629
pcoli__RFC__1,-2.621665269,-0.426962332
pcoli__RFC__2,-2.794207949,-0.44203045500000004
pcoli__RFCctrl__1,-1.2578389726,-0.45529829600000005
pcoli__RFCctrl__2,-1.4135018885,-0.49488512500000004
pcoli__RFCnopause__1,-1.1098449426,-0.538777579
pcoli__RFCnopause__2,0.4034389182,-0.42433922900000004
pcoli__RFCpluspause__1,0.7114788642000001,-0.25219008600000004
pcoli__RFCpluspause__2,1.6415029857999999,-0.44555182600000004
pcoli__rnCOMT_sol__1,-1.0305987307,-0.42743562300000004
pcoli__rnCOMT_sol__2,-1.5353460485000001,-0.506689962
pcoli__rnPNMT__1,-2.2301022764,-0.41172159700000005
pcoli__rnPNMT__2,-1.8211053035,-0.5367297160000001
pcoli__rnTDC__1,-2.2702658665,-0.41931502
pcoli__rnTDC__2,-2.2492952128,-0.261517845
pcoli__rnTDC_trunc__1,-1.5019339573,-0.321710993
pcoli__rnTDC_trunc__2,-1.7787430024000002,-0.227459462
pcoli__saCOMT_T2A__1,-1.8341645905,-0.07101051
pcoli__saCOMT_T2A__2,-1.6387840037,-0.195051902
pcoli__sfCOMT__1,-2.3870202158,-0.41824208300000004
pcoli__sfCOMT__2,-2.053761054,-0.438513101
pcoli__sgAANAT_D63G__1,-1.9954256139000002,-0.33780801400000005
pcoli__sgAANAT_D63G__2,-2.174309495,-0.204559237
pcoli__ssDDC__1,-2.0618687788,-0.301363119
pcoli__ssDDC__2,-1.6567591504,-0.41615306900000004
pcoli__TP53B__1,-2.1153302841,-0.218593415
pcoli__TP53B__2,-1.7711182687,-0.28229886600000004
pcoli__WT__1,-0.6297841028,-0.19280859
pcoli__WT__2,-1.0323676354,-0.140195007
cck__glu_ale4__1,0.510677484,-0.12662352400000002
cck__glu_ale4__2,0.680601589,-0.315579529
cck__cck_ale1__1,0.5514750709,-0.417773616
cck__cck_ale1__2,0.5081146346000001,-0.399962131
cck__cck_ale2__1,0.2398596616,-0.37231877300000005
cck__cck_ale2__2,0.1945720911,-0.341947632
cck_pgi__gmos_delpgi__1,-1.431527886,-0.44097398200000004
cck_pgi__gmos_delpgi__2,-1.876373465,-0.30115245700000004
cck_pgi__pgi_ale1__1,0.2158836016,-0.6643848960000001
cck_pgi__pgi_ale1__2,0.6099611221,-0.5097941140000001
cck_pgi__pgi_ale2__2,0.7778064394,-0.447436347
cck_pgi__pgi_ale3__1,0.0665966768,-0.517602828
cck_pgi__pgi_ale3__2,1.1165701933,-0.31454375900000003
cck_pgi__pgi_ale4__1,0.8948302381000001,-0.32680715600000004
cck_pgi__pgi_ale4__2,1.1366159473,-0.460140523
cck_pgi__pgi_ale4__3,1.3244742824,-0.32305308400000005
cck_pgi__pgi_ale5__1,-0.27664925500000004,-0.23602694600000002
cck_pgi__pgi_ale5__2,-0.0617414093,-0.191655506
cck_pgi__pgi_ale6__1,-1.5144850824,-0.227017303
cck_pgi__pgi_ale6__2,-0.382104679,-0.221628083
cck_pgi__pgi_ale7__1,-2.485735864,-0.051033642000000004
cck_pgi__pgi_ale7__2,-1.9908335464,-0.100964889
cck_pgi__pgi_ale8__1,-0.3933700123,-0.37687671500000003
cck_pgi__pgi_ale8__2,0.5300519794,-0.313935687
cck_sdh__gmos_delsdhCB__1,-1.8404948381000001,-0.269542394
cck_sdh__gmos_delsdhCB__2,-0.7641754419,-0.389434956
cck_sdh__sdh_ale1__1,0.9806377049,-0.050551967
cck_sdh__sdh_ale1__2,0.7730463004,-0.118242578
cck_sdh__sdh_ale2__1,0.6634292735,-0.11366115800000001
cck_sdh__sdh_ale3__2,0.0858476373,0.051024065
cck_sdh__sdh_ale3__1,0.7576206872,-0.200621824
cck_sdh__sdh_ale3__3,0.9224251568,-0.1674308
cck_pts__gmos_delptsHIcrr__2,0.43781199200000004,-1.118346241
cck_pts__gmos_delptsHIcrr__1,0.3137972235,-1.11090467
cck_pts__pts_ale1__2,-0.3209700343,-0.034832017
cck_pts__pts_ale1__1,-0.2377964519,-0.041934782000000004
cck_pts__pts_ale2__2,-0.0492857129,-0.331354274
cck_pts__pts_ale2__1,-0.21483361720000002,-0.41293082400000003
cck_pts__pts_ale3__2,0.78230638,-0.612988796
cck_pts__pts_ale3__1,0.07510398730000001,-0.562766396
cck_pts__pts_ale4__2,1.1296613051,-0.180611334
cck_pts__pts_ale4__1,0.9451783854,-0.442930011
cck_gnd__gmos_delgnd__1,-2.0787299179,-0.52306356
cck_gnd__gmos_delgnd__2,-2.1719720274,-0.85061836
cck_gnd__gnd_ale1__1,0.7129921893000001,-0.275098024
cck_gnd__gnd_ale1__2,0.6024741599,-0.160372858
cck_gnd__gnd_ale2__1,0.8094062216,-0.24593361200000002
cck_gnd__gnd_ale2__2,0.5022404432,-0.27661275700000004
cck_gnd__gnd_ale3__1,0.5518596845,-0.290756234
cck_gnd__gnd_ale3__2,0.4932158266,-0.25746910100000003
cck_tpiA__gmos_deltpiA__1,-3.0107170991,-0.27270665
cck_tpiA__gmos_deltpiA__2,-1.0383018094,-0.23638811
cck_tpiA__tpiA_ale1__1,0.0204201986,0.06308651400000001
cck_tpiA__tpiA_ale1__2,0.043888737000000004,0.078312592
cck_tpiA__tpiA_ale2__1,-1.03304266,0.035953501
cck_tpiA__tpiA_ale2__2,-1.7885641227,-0.21974127300000001
cck_tpiA__tpiA_ale3__1,-0.5222741667,-0.08377488100000001
cck_tpiA__tpiA_ale3__2,-0.519339423,-0.04861299
cck_tpiA__tpiA_ale4__1,-0.8194101153000001,-0.110552037
cck_tpiA__tpiA_ale4__2,-1.3862299894,-0.111979744
acid_tale__acid_ale1_pH7__1,0.5580756171,-0.14085034100000002
acid_tale__acid_ale1_pH7__2,0.16709796970000002,-0.30318199900000004
acid_tale__acid_ale1_pH5__1,-0.7108139909000001,-0.934981488
acid_tale__acid_ale1_pH5__2,-1.0888217443000001,-0.9060107540000001
acid_tale__acid_ale2_pH7__1,1.3576195850000001,-0.18445977300000002
acid_tale__acid_ale2_pH7__2,0.9935872062000001,-0.098216198
acid_tale__acid_ale2_pH5__1,0.7272266787,-0.060003524
acid_tale__acid_ale2_pH5__2,-0.1869236661,-0.157265225
acid_tale__low_Mg_ale_pH7__1,0.1372252552,0.532533063
acid_tale__low_Mg_ale_pH7__2,0.7794648254000001,0.398452315
acid_tale__low_Mg_ale_pH5__1,-0.8276390907000001,0.690285718
acid_tale__low_Mg_ale_pH5__2,0.5946705623,0.45197985500000004
acid_tale__MES_ale_pH7__1,0.7648137418000001,-0.221816123
acid_tale__MES_ale_pH7__2,0.5954581902,-0.230451761
acid_tale__MES_ale_pH5__1,0.3884329396,0.03243552
acid_tale__MES_ale_pH5__2,-0.08996894750000001,0.138302634
acid_tale__gmos_pH7__1,0.589715257,-0.14769911
acid_tale__gmos_pH7__2,0.6483857185,-0.136733207
acid_tale__gmos_pH5__1,0.5339174462,0.122450769
acid_tale__gmos_pH5__2,0.46004286310000003,0.175377249
adnB__wt_adn__1,-0.50868629,-0.762954832
adnB__wt_adn__2,1.0009198839,0.190477575
adnB__delydhB_adn__1,-0.3558030675,-0.5561250910000001
adnB__delydhB_adn__2,-0.0679584927,-0.204076305
ytf2__wt_glc__1,0.43946137630000004,-0.59089154
ytf2__wt_glc__2,0.39069694660000004,-0.551927768
ytf2__ybcM_glc__1,0.5749250382000001,-0.889096077
ytf2__ybcM_glc__2,1.154432198,-0.9619709150000001
ytf2__ydhB_glc__1,0.9043449926,-0.691620259
ytf2__ydhB_glc__2,0.9108226692,-0.6279969
ytf2__yfeC_glc__1,0.6077494984,-0.668136794
ytf2__yfeC_glc__2,0.6639449621,-0.557727733
ytf2__yciT_glc__1,0.0412451178,-0.7266185470000001
ytf2__yciT_glc__2,0.1533878428,-0.775060741
ytf2__ydiZ_glc__1,0.157509947,-0.6738177860000001
ytf2__ydiZ_glc__2,-0.0982469696,-0.70602919
ytf2__ynfL_glc__1,0.2253028397,-0.481603308
ytf2__ynfL_glc__2,0.4709085416,-0.5342510260000001
misc2__dellon_glc__1,2.197387883,-0.74095652
misc2__dellon_glc__2,1.8400503181999999,-1.431946889
ytf3__wt_glc2__1,-0.24631062250000002,-0.5466380740000001
ytf3__wt_glc2__2,0.4141340698,-0.495115405
ytf3__wt_pH7_lactate__1,0.1483599913,-0.49350409
ytf3__wt_pH7_lactate__2,0.3892258423,-0.494840066
ytf3__wt_pH55_lactate__1,0.22932597970000002,-0.364915879
ytf3__wt_pH55_lactate__2,0.5353279821,-0.31709965500000004
ytf3__wt_pH55_HCl__1,0.2595827613,-0.296193892
ytf3__wt_pH55_HCl__2,0.2496289204,-0.393488274
ytf3__dyieP_pH7__1,0.1836855623,-0.35336384600000004
ytf3__dyieP_pH7__2,0.0404692293,-0.42601467200000004
ytf3__dyieP_pH55__1,0.1773187316,-0.299155808
ytf3__dyieP_pH55__2,0.3726620788,-0.292279216
