,-0.09400550101022222,-0.07050412575766667,-0.047002750505111116,-0.023501375252555565,-1.3877787807814457e-17,0.023501375252555537,0.04700275050511109,0.07050412575766664,0.09400550101022219,0.11750687626277774,0.1410082515153333,0.16450962676788883,0.1880110020204444,0.21151237727299999,0.2350137525255555,0.25851512777811103,0.2820165030306666,0.3055178782832222,0.3290192535357777,0.35252062878833323
thresh,-0.10575618863649999,0.10575618863649999,2,,,,,,,,,,,,,,,,,
unreg,0,6,32,533,2825,479,36,3,3,1,0,0,1,0,0,0,0,0,0,0
atoC,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],['yoaG'],[],[],['dmlA'],[],[],[],[],[],[],[]
atoC_genes,[],[],[],[],[],[],[],[],[],['atoB'],[],[],['atoE'],[],[],[],['atoA'],['atoD'],[],[]
