,BSU22030
M9exp_1,11.0157
M9exp_2,10.6859
M9exp_3,10.3735
M9tran_1,10.2661
M9tran_2,9.899
M9tran_3,10.6556
M9stat_1,9.3957
M9stat_2,9.2163
M9stat_3,9.0171
MG-0.1_1,10.7283
MG-0.1_2,9.8145
MG-0.1_3,10.9878
MG-0.2_2,10.2708
MG-0.2_3,10.3243
MG+5_1,10.5628
MG+5_2,10.1992
MG+5_3,9.9709
MG+10_1,10.8359
MG+10_2,10.4475
MG+10_3,9.9678
MG+15_1,9.9733
MG+15_2,11.0582
MG+15_3,10.3785
MG+25_1,10.4693
MG+25_2,10.1913
MG+25_3,10.4248
MG+45_1,10.3879
MG+45_2,9.8945
MG+45_3,10.9233
MG+60_2,10.259
MG+60_3,10.3271
MG+90_2,9.9623
MG+90_3,10.6654
MG+120_1,10.1041
MG+120_2,10.9098
MG+120_3,10.6419
MG+150_1,10.789
MG+150_3,10.6831
GM-0.1_1,10.6926
GM-0.1_2,11.1102
GM-0.1_3,10.9463
GM-0.2_1,10.7388
GM-0.2_2,11.2343
GM-0.2_3,10.7937
GM+5_1,10.3637
GM+5_2,10.8172
GM+5_3,10.9121
GM+10_2,10.6985
GM+10_3,9.7872
GM+15_1,10.7061
GM+15_2,10.3746
GM+15_3,10.5599
GM+25_1,10.8707
GM+25_2,10.6283
GM+25_3,10.2386
GM+45_1,10.8939
GM+45_2,9.8155
GM+45_3,10.1814
GM+60_1,10.8087
GM+60_2,9.91
GM+60_3,10.0219
GM+90_1,10.9141
GM+90_2,10.8108
GM+90_3,10.5674
GM+120_1,10.1254
GM+120_3,10.4944
GM+150_1,10.2313
GM+150_2,8.6297
GM+150_3,10.5625
BT_1,9.3344
BT_2,8.8938
B36_1,10.695
B36_2,10.5618
B60_1,10.3527
B60_2,10.4285
S0_1,9.8857
S0_2,10.3034
S0_3,10.3698
S1_1,11.0678
S1_2,10.9058
S1_3,11.2348
S2_1,10.1602
S2_2,10.2334
S2_3,9.7863
S3_1,10.4196
S3_2,11.1001
S4_1,10.9956
S4_2,10.6303
S4_3,10.2775
S5_1,10.6939
S5_2,10.9268
S5_3,10.9708
S6_1,9.7094
S6_2,7.9086
S6_3,9.9788
S6/t_1,9.7042
S6/t_2,7.8098
S6_4,9.7065
S6_5,10.1139
S6_6,10.1415
S7_4,9.7922
S7_5,9.5619
S7_6,9.8886
S8_4,9.2339
S8_5,9.0485
G135_1,9.2799
G135_3,8.1373
G150_1,9.8071
G150_2,9.8886
G150_3,10.0525
G180_1,8.9829
G180_2,9.2612
G180_3,8.2879
T-5.40H_1,11.4487
T-4.40H_1,11.0946
T-3.40H_1,10.966
T-2.40H_1,10.7246
T-1.40H_1,10.5761
T-1.10H_1,10.6909
T-0.40H_1,10.4596
T0.0H_1,10.4653
T0.30H_1,10.1232
T1.0H_1,10.3183
T1.30H_1,10.0792
T2.0H_1,10.0348
T2.30H_1,10.7004
T3.0H_1,10.115
T3.30H_1,10.3441
T4.0H_1,10.2412
T5.0H_1,9.7952
LBexp_1,10.706
LBexp_2,10.6779
LBexp_3,10.6159
LBtran_1,10.1707
LBtran_2,9.3107
LBtran_3,9.314
LBstat_1,9.2104
LBstat_2,9.0751
LBstat_3,9.05
LBGexp_1,9.7828
LBGexp_2,9.5246
LBGexp_3,9.5576
LBGtran_2,10.3996
LBGtran_3,10.4182
LBGstat_1,10.2928
LBGstat_2,10.1282
LBGstat_3,10.2457
Mt0_1,10.7408
Mt0_3,10.8847
M0t45_1,9.3609
M0t45_2,11.0155
M0t45_3,9.6603
M0t90_1,9.4569
M0t90_2,10.1193
M0t90_3,9.6255
M40t45_1,9.4408
M40t45_2,10.3843
M40t45_3,9.7142
M40t90_1,9.4228
M40t90_2,9.7544
M40t90_3,10.0604
dia0_1,10.5657
dia0_2,10.9661
dia0_3,10.9486
dia5_1,10.1887
dia5_2,10.3832
dia5_3,10.0514
dia15_1,10.4542
dia15_2,10.1373
dia15_3,9.6189
C30_1,10.0569
C30_2,10.2358
C90_1,10.2418
C90_2,10.6606
SMM_1,10.7687
SMM_2,10.6217
SMM_3,10.6331
