,USA300HOU_RS12790
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,4.5289601109
USA300_LAC_U01-Set001_CAMHB_Control_1,4.943354749
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,3.6581457247999998
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,4.7982599101000005
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,5.082613851
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,4.67300516
USA300_LAC_U01-Set001_CAMHB_Control_2,4.8796477605
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,5.0364308538
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,4.9778472701
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,4.6597633026
USA300_TCH1516_U01-Set000_CAMHB_Control_1,5.6949356853
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,4.013151407
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,5.4711918707
USA300_LAC_U01-Set001_R10LB_PreCulture_1,5.8883761419
USA300_LAC_U01-Set001_R10LB_PreCulture_2,5.9378473704
USA300_LAC_U01-Set001_R10LB_Control_1,6.1375548728
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,6.0858842033
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,6.3320061065
USA300_LAC_U01-Set001_R10LB_Control_2,5.4754994688
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,5.8932787221
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,6.1243299999
USA300_TCH1516_U01-Set000_R10LB_Control_1,5.2882871749
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,6.0818819584
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,5.68743643
USA300_TCH1516_U01-Set000_R10LB_Control_2,5.5412071904
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,5.6516294598
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,5.7219361272
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,4.6035425288
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,4.4223168556
USA300_TCH1516_U01-Set000_CAMHB_Control_2,5.0478511868
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,4.9627282291
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,4.8060121058
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,5.4250649582
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,5.3694729321
USA300_LAC_U01-Set004_CAMHB_Control_1,5.7132038656
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,6.0286308142
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,6.0961718323
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,5.7040825491
USA300_LAC_U01-Set004_CAMHB_Control_2,5.6448100127
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,6.119326714
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,5.917051707
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,5.5849193155
USA300_LAC_U01-Set004_R10LB_Control_1,6.3735249801
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,6.1732736474
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,6.3634148535
USA300_LAC_U01-Set004_R10LB_Control_2,6.4055874341
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,6.2407002267
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,6.2198778161
USA300_TCH1516_U01-Set003_CAMHB_Control_2,2.084333528
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,4.898115652
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,4.3794867165
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,4.9740045886
USA300_TCH1516_U01-Set003_CAMHB_Control_3,4.020261323
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,4.2797440049
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,4.0587343357
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,4.9236911602
USA300_LAC_ICA-Set001_R10LB_Control_1,5.8529419629
USA300_LAC_ICA-Set001_R10LB_Control_2,5.7875451358
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,5.4694234626
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,5.5692761824
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,5.4361166712
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,5.0344765944
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,5.8970169044
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,6.1604966009
USA300_TCH1516_BK-Set001_THB_Control_1,1.4263766945
USA300_TCH1516_BK-Set001_THB_Control_2,0.9737303932
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,4.5251410767
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_2,4.0146890322
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_1,3.4165710777
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_2,2.5940153887
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_1,1.1628254564
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_2,1.3363949988
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_1,5.0575750099
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_2,4.6528814031
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_1,5.3454086704
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_2,5.3503788629
USA300_LAC_ICA-Set002_CAMHB_Control_1,4.7365054342
USA300_LAC_ICA-Set002_CAMHB_Control_2,3.9232127041
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_1,5.9224918502
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_2,6.1232657127
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_1,5.3791977022
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_2,5.295236934
USA300_SNFM1_ICA-Set002_CAMHB_Control_1,4.9499713943
