locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM2787,0.3942334959,STM2787,tricarboxylic transport protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2787
STM2786,0.3276105586,STM2786,tricarboxylic transport protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2786
STM2788,0.28380525900000003,STM2788,tricarboxylic transport protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2788
