,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,control__wt_glc,4.440892098500626e-16,0.029605409051334554,2.0,0.0,-0.020934185499999813,1.0,0.0209341855000007,,,,,,,,
1,fur__wt_dpd,0.3199900319999997,0.16996248473014527,2.0,2.0,0.4401716575000005,3.0,0.19980840649999895,,,,,,,,
2,fur__wt_fe,-0.21058368399999905,0.0446689797642713,2.0,4.0,-0.17899794549999815,5.0,-0.24216942249999995,,,,,,,,
3,fur__delfur_dpd,0.7244338524999998,0.0009472770136303343,2.0,6.0,0.7237640264999996,7.0,0.7251036784999999,,,,,,,,
4,fur__delfur_fe2,0.45746677949999986,0.0064615163106377625,2.0,8.0,0.4528977975000004,9.0,0.4620357614999993,,,,,,,,
5,acid__wt_ph5,0.19011542849999996,0.05944198403735969,2.0,10.0,0.1480835985000004,11.0,0.2321472584999995,,,,,,,,
6,acid__delgadx_ph5,0.07023348249999994,,1.0,12.0,0.07023348249999994,,,,,,,,,,
7,acid__delgadw_ph5,0.08318359999999991,0.015671711536134683,2.0,13.0,0.07210202649999964,14.0,0.0942651735000002,,,,,,,,
8,acid__delgade_ph5,0.24398428950000017,0.015913187794803822,2.0,15.0,0.25523661250000096,16.0,0.2327319664999994,,,,,,,,
9,oxidative__wt_pq,0.24354334349999984,0.00882756206852624,2.0,17.0,0.2497853724999999,18.0,0.2373013144999998,,,,,,,,
10,oxidative__deloxyr_pq,0.1863346095000007,0.017378366785536566,2.0,19.0,0.19862297050000066,20.0,0.17404624850000072,,,,,,,,
11,oxidative__delsoxr_pq,0.29929091250000006,0.0204183574307872,2.0,21.0,0.3137288715000004,22.0,0.2848529534999997,,,,,,,,
12,oxidative__delsoxs_pq,0.3492108395000004,0.008554818255100209,2.0,23.0,0.3431616695000006,24.0,0.35526000950000025,,,,,,,,
13,nac_ntrc__wt_csn,0.23689047549999964,0.04934539157077379,2.0,25.0,0.2019980145,26.0,0.2717829364999993,,,,,,,,
14,nac_ntrc__wt_cytd,0.43637700749999997,0.021840719691705618,2.0,27.0,0.4209332865000004,28.0,0.4518207284999996,,,,,,,,
15,nac_ntrc__wt_gln,0.8252567835000004,0.042999665409767455,2.0,29.0,0.8556621384999996,30.0,0.7948514285000012,,,,,,,,
16,nac_ntrc__bw_delnac_csn,-0.045672237499999824,0.025580536746724395,2.0,31.0,-0.06376040850000031,32.0,-0.027584066499999338,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,0.4581192920000001,0.050063091518649315,2.0,33.0,0.4227193405000005,34.0,0.4935192434999998,,,,,,,,
18,nac_ntrc__bw_delnac_gln,0.6418688870000011,0.03151273908391671,2.0,35.0,0.6195860155000013,36.0,0.664151758500001,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,0.03430626300000039,0.017734999626161527,2.0,37.0,0.04684680150000009,38.0,0.02176572450000069,,,,,,,,
20,misc__wt_no_te,0.4847996265000001,0.11392410190837557,2.0,39.0,0.5653561314999997,40.0,0.4042431215000004,,,,,,,,
21,misc__bw_delcbl,0.11429407649999979,0.00985094639922788,2.0,41.0,0.10732840550000056,42.0,0.12125974749999903,,,,,,,,
22,misc__bw_delfabr,-0.10894925199999994,0.025303758889111426,2.0,43.0,-0.09105679249999987,44.0,-0.1268417115,,,,,,,,
