,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,RichMedia__BHIN_Growth_Late,-1.8005881339999998,0.6413436641620311,2.0,0.0,-1.3470896799999998,1.0,-2.254086588
1,RichMedia__BHIN_Growth_Mid,-2.7096388955000004,0.08918617552242436,2.0,2.0,-2.646574746,3.0,-2.772703045
2,RichMedia__BHIN_Growth_Stat,-1.8685021105000001,0.13156715219713933,2.0,4.0,-1.7754700850000005,5.0,-1.961534136
3,RichMedia__LBv2_Growth_Late,-0.7241101805000003,0.05956019744193228,2.0,6.0,-0.6819947610000003,7.0,-0.7662256000000003
4,RichMedia__LBv2_Growth_Mid,0.0,0.13299320484834953,2.0,8.0,-0.0940403969999996,9.0,0.0940403969999996
5,RichMedia__LBv2_Growth_Stat,-2.2640251855000004,0.29428604708162437,2.0,10.0,-2.055933526,11.0,-2.4721168450000004
6,RichMedia__MHB_Rich_Mid,-0.3481040979999998,0.12634747025064957,2.0,12.0,-0.2587629449999999,13.0,-0.4374452509999997
7,RichMedia__NBO_Rich_Mid,-1.236487768,0.15312118887944312,2.0,14.0,-1.1282147369999995,15.0,-1.3447607990000003
8,Carbon__M9Na_Arabinose_Mid,-0.4314238245000004,0.932031146546355,2.0,16.0,-1.0904693685000009,17.0,0.2276217195000001
9,Carbon__M9Na_Galactose_Mid,2.0393686824999993,0.045872067505237805,2.0,18.0,2.0718051325,19.0,2.0069322324999987
10,Carbon__M9Na_GlcNAcGrowth_Late,-0.37992285100000034,0.38211343843514595,2.0,20.0,-0.6501178545000004,21.0,-0.1097278475000003
11,Carbon__M9Na_GlcNAcGrowth_Mid,-0.20637256950000044,0.13902786483681756,2.0,22.0,-0.1080650235,23.0,-0.3046801155000009
12,Carbon__M9Na_GlcNAcGrowth_Stat,-3.9511654325000003,0.1324229500993811,2.0,24.0,-3.8575282665,25.0,-4.0448025985000005
13,Carbon__M9Na_GlcNAc_Mid,-0.7937048135000002,0.1362471235791803,2.0,26.0,-0.6973635485000003,27.0,-0.8900460785000002
14,Carbon__M9Na_Gluconate_Mid,-0.8688364185000004,0.9062330061730025,2.0,28.0,-1.5096399225000008,29.0,-0.2280329144999999
15,Carbon__M9Na_Glucosamine_Mid,-2.9940145685000004,0.05106406268570966,2.0,30.0,-3.0301223135000006,31.0,-2.9579068235
16,Carbon__M9Na_Glycerol_Mid,0.027404558999999856,0.5044014524956247,2.0,32.0,-0.3292611285000006,33.0,0.3840702465000003
17,Carbon__M9Na_Maltose_Mid,-0.8408370120000006,0.41076171128299943,2.0,34.0,-1.1312894035000003,35.0,-0.5503846205000009
18,Carbon__M9Na_Mannitol_Mid,-1.1524332570000007,0.9341961568966033,2.0,36.0,-1.8130096945000007,37.0,-0.4918568195000006
19,Carbon__M9Na_Trehalose_Mid,-0.4548811525000005,1.1820844902624197,2.0,38.0,0.3809788064999999,39.0,-1.290741111500001
20,Carbon__M9Na_ethanol_Mid,1.2972262589999994,0.3951838405949047,2.0,40.0,1.0177890854999987,41.0,1.5766634325000002
21,Carbon__M9Na_fructose_Mid,-0.1691054180000009,0.6207291729878127,2.0,42.0,-0.6080272255000008,43.0,0.269816389499999
22,Carbon__M9Na_fumarate_Mid,-1.5124510045000004,0.6971461540402751,2.0,44.0,-2.0054077775000003,45.0,-1.0194942315000004
23,Carbon__M9Na_glucoseGrowth_Late,0.37084066599999943,0.0690269076731176,2.0,46.0,0.4196500604999986,47.0,0.3220312715000002
24,Carbon__M9Na_glucoseGrowth_Mid,-8.881784197001252e-16,0.20633816614680228,2.0,48.0,0.1459031164999995,49.0,-0.1459031165000013
25,Carbon__M9Na_glucoseGrowth_Stat,-1.6376184015000006,0.6344472899088852,2.0,50.0,-1.1889964205000003,51.0,-2.0862403825000007
26,Carbon__M9Na_ribose_Mid,0.06041828700000011,0.40534883998571497,2.0,52.0,-0.2262066264999997,53.0,0.3470432004999999
27,Carbon__M9Na_succinate_Mid,-0.8436087780000006,0.06606656412148826,2.0,54.0,-0.8903248935000008,55.0,-0.7968926625000003
28,Carbon__M9Na_sucrose_Mid,-1.5390701760000005,0.5902143630975832,2.0,56.0,-1.1217255975000002,57.0,-1.9564147545000008
29,TF__LBv2_HapROver_Late,0.6075061079999999,0.08223581437364144,2.0,58.0,0.66565561,59.0,0.5493566059999999
30,TF__LBv2_HapROver_Mid,0.05194709150000018,0.2832782541893838,2.0,60.0,0.252255066,61.0,-0.1483608829999996
31,TF__LBv2_HapROver_Stat,0.04591816599999986,0.12111254237485075,2.0,62.0,-0.0397213340000002,63.0,0.1315576659999999
32,TF__LBv2_LuxOOver_Late,-1.0631294369999997,0.19677242490380326,2.0,64.0,-1.2022685529999997,65.0,-0.9239903209999998
33,TF__LBv2_LuxOOver_Mid,-1.4854764020000002,0.2627427694700413,2.0,66.0,-1.2996892080000002,67.0,-1.6712635960000002
34,TF__LBv2_LuxOOver_Stat,-1.4431052280000003,0.00255866730193718,2.0,68.0,-1.4412959770000002,69.0,-1.4449144790000004
35,TF__LBv2_QstROver_Late,-1.4681109635,0.02285058767628629,2.0,70.0,-1.4519531580000002,71.0,-1.4842687689999998
36,TF__LBv2_QstROver_Mid,-0.0889519455000003,0.30226888948984976,2.0,72.0,0.1247844359999996,73.0,-0.3026883270000002
37,TF__LBv2_QstROver_Stat,-2.2187215635,0.28530346175081767,2.0,74.0,-2.420461576,75.0,-2.016981551
38,TF__LBv2_TfoXOver_Late,-1.802206152,0.0820371173681282,2.0,76.0,-1.7441971499999998,77.0,-1.860215154
39,TF__LBv2_TfoXOver_Mid,0.03393889700000005,0.01722470541091689,2.0,78.0,0.0217591910000001,79.0,0.046118603
40,TF__LBv2_TfoXOver_Stat,-1.948464604,0.04404480175927429,2.0,80.0,-1.979608982,81.0,-1.917320226
41,Stress-I__20-300-T1,0.3949194070000006,0.3391026862981552,2.0,82.0,0.1551375980000005,83.0,0.6347012160000007
42,Stress-I__20-300-T2,-0.22508892149999934,0.09892611039964744,2.0,84.0,-0.1551375979999996,85.0,-0.2950402449999991
43,Stress-II-1__LBv2_LowpH_Mid,-0.37305477300000023,0.027267619987529548,2.0,86.0,-0.3923358920000002,87.0,-0.3537736540000002
44,Stress-II-1__LBv2_highSalt_Mid,-0.8389261714999998,0.06685825077319922,2.0,88.0,-0.8862020939999997,89.0,-0.7916502489999999
45,Stress-II-2__M9Na_glucoseKanamycin_Mid,-0.5757565545000007,1.1591738967975742,2.0,90.0,0.2439031684999992,91.0,-1.3954162775000007
46,Stress-III__R_wt,-4.501607420159814e-16,0.010057838772335695,2.0,92.0,-0.007111966,93.0,0.0071119659999991
47,Stress-III__R_s,0.6395031939999996,0.0814359860944509,2.0,94.0,0.5819192559999999,95.0,0.6970871319999992
48,Competence-condition__OSS_TfoXOver_Stat,1.1893649205,0.10253329967835921,2.0,96.0,1.1168629289999998,97.0,1.2618669120000003
49,Competence-condition__OSS_VectorOnly_Stat,0.0,0.03825733215937465,2.0,98.0,-0.027052019,99.0,0.027052019
50,Competence-Recovery__LBv2_TfoXOver_Recov,-0.4067930815000003,0.7111671085322735,2.0,100.0,0.0960780034999997,101.0,-0.9096641665000004
51,Competence-Recovery__LBv2_VectorOnly_Recov,0.0,0.31660155079313035,2.0,102.0,-0.2238711034999996,103.0,0.2238711034999996
