,A,FnrA
Glycolaldehyde:Control:2.0,-0.4135090707621116,0.0539010989999999
HNS_protein:Control_ex:1.0,-1.228995047648498,-0.0985245025000001
HNS_protein:Del_turB_ex:1.0,-5.39186094742807,-0.3120619864999998
HNS_protein:Del_turB_ex:2.0,4.089715369578595,0.2142007084999999
HNS_protein:WT_pCAR1_ex:1.0,-4.272421287636349,-0.4348356644999995
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,-3.023175813865985,-0.1459147944999994
HNS_protein:WT_pCAR1_Del_turA_st:1.0,-3.42471985549301,-0.0559017124999989
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,-3.5344440153636314,-0.1420318074999986
HNS_protein:WT_pCAR1_Del_turA_st:2.0,-2.586515052153601,-0.1373362384999996
HNS_protein:WT_pCAR1_ex:2.0,-5.699764100727526,-0.431121963499999
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,-0.6941198330510037,-0.0407665754999992
HNS_protein:WT_pCAR1_Del_turB_st:1.0,-2.045289695358455,0.001065027500001
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,-1.168085699005695,-0.0364680494999998
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,2.146701671016761,0.0022641365000009
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,-0.7033239273365188,-0.244027171499999
HNS_protein:WT_pCAR1_Del_turB_st:2.0,-3.4106009629308414,-0.0722364974999987
HNS_protein:Control_ex:2.0,1.228995047282907,0.0985245025000001
HNS_protein:WT_Del_turA_ex:1.0,-10.289541697844072,-0.9605383045
HNS_protein:WT_Del_turA_ex:2.0,-8.41306218851299,-0.6173197784999989
Mobile_gene:2737_exp:1.0,-0.2665191937351664,0.0046797532499986
Mobile_gene:2737_exp:2.0,-0.557120544344003,-0.0076569907500001
Mobile_gene:2737_exp:3.0,0.152757931097582,-0.0003726437500013
Mobile_gene:2737_exp:4.0,0.6708818065152502,0.0033498812499992
Mobile_gene:2737_reg:1.0,-9.168441862754044,-0.4816861237500003
Mobile_gene:2737_reg:2.0,-9.805648690024924,-0.431299644750001
Mobile_gene:2737_reg:3.0,-9.21804150986656,-0.4860526257500011
Mobile_gene:2737_reg:4.0,-9.04042717145382,-0.4477935707500009
Mobile_gene:3227_exp:1.0,-1.4517810864271117,-0.0487634547500004
Mobile_gene:3227_exp:2.0,-0.1392667892893802,-0.0402926617500014
Mobile_gene:3227_exp:3.0,-0.0088920972291676,-0.1164097577500005
Mobile_gene:3227_exp:4.0,-1.319707570954046,-0.041752916750001
Mobile_gene:3227_reg:1.0,-9.016117906799096,-0.5021458397500007
Mobile_gene:3227_reg:2.0,-7.195721692615783,-0.5612304807500008
Mobile_gene:3227_reg:3.0,-6.446981490337529,-0.4629217587500003
Mobile_gene:3227_reg:4.0,-7.95929259903751,-0.4634850367500007
Mobile_gene:mfsR_exp:1.0,3.285928079399501,-0.5622962117500006
Mobile_gene:mfsR_exp:2.0,2.254382457267758,-1.7189172867500009
Mobile_gene2:Condition1:1.0,0.734918685114867,0.0224032937499991
Mobile_gene2:Condition1:2.0,-1.1574208367065133,0.11336471175
Mobile_gene2:Condition2:1.0,0.2321236302917266,-0.0452724702499995
Mobile_gene2:Condition2:2.0,-0.4629180325180845,-0.1764790362500008
Mobile_gene2:Condition2:3.0,0.9811309091312646,-0.0909851522500009
Mobile_gene2:Condition2:4.0,-0.750336508034593,0.3127366587499995
Muconate:CJ522_fructose:1.0,-7.795748731532448,-0.4221470750000007
Muconate:CJ522_fructose:2.0,-5.616620611916546,-0.50398634
Muconate:CJ522_fructose:3.0,-6.799707060310941,-0.7152451930000003
Muconate:CJ522_fructose_glucose:1.0,-7.804566924964865,-0.7544656520000004
Muconate:CJ522_fructose_glucose:2.0,-6.930496999871171,-0.3113412630000001
Muconate:CJ522_fructose_glucose:3.0,-6.55879837693137,-0.371844813
Muconate:CJ522_fructose_glucose_gluconate:1.0,-8.234656605989327,-0.286264386
Muconate:CJ522_fructose_glucose_gluconate:2.0,-7.187473183408365,-0.418987424
Muconate:CJ522_fructose_glucose_gluconate:3.0,-6.867381477107849,-0.4048060280000003
Muconate:CJ522_glucose_gluconate:1.0,-3.345252065987994,-0.039947541
Muconate:CJ522_glucose_gluconate:2.0,-2.585404803393246,-0.270545351
Muconate:CJ522_glucose_gluconate:3.0,-3.631536097056544,-0.0189769670000004
Muconate:CJ522_gluconate:1.0,2.9418501109860857,0.1306691679999998
Muconate:CJ522_gluconate:2.0,-1.085834692124479,-0.2316232720000002
Muconate:CJ522_gluconate:3.0,2.19043856624066,0.2790592050000002
Muconate:CJ522_glucose:1.0,-3.093921417895207,0.3520182800000002
Muconate:CJ522_glucose:2.0,-4.427900491919652,0.4000823470000005
Muconate:CJ522_glucose:3.0,-1.0859986488096824,0.4146416039999989
Muconate:GB032_fructose:1.0,-7.172337200022773,-0.962908972
Muconate:GB032_fructose:2.0,-7.471104539643153,-0.7919328459999999
Muconate:GB032_fructose:3.0,-7.044591551100979,-0.9406564910000004
Muconate:GB032_fructose_glucose:1.0,-6.501680283048621,-0.4706542630000001
Muconate:GB032_fructose_glucose:2.0,-7.695988044579119,-0.2754983370000001
Muconate:GB032_fructose_glucose:3.0,-6.019028419631073,-0.2978726290000004
Muconate:GB032_fructose_glucose_gluconate:1.0,-5.455677498491339,-0.4458065160000002
Muconate:GB032_fructose_glucose_gluconate:2.0,-7.044375592335477,-0.3478473320000006
Muconate:GB032_fructose_glucose_gluconate:3.0,-6.866070323849394,-0.4286080610000002
Muconate:GB032_glucose_gluconate:1.0,-6.754870380529422,-0.2312369800000002
Muconate:GB032_glucose_gluconate:2.0,6.155359651803089,0.3154390879999988
Muconate:GB032_glucose_gluconate:3.0,-5.306475323994138,-0.1517252090000003
Muconate:GB032_gluconate:1.0,-7.315292599505385,0.1841052909999989
Muconate:GB032_gluconate:2.0,0.8766771330287066,-0.2228989280000002
Muconate:GB032_gluconate:3.0,-0.6667716255419889,-0.3139376370000004
Muconate:GB032_glucose:1.0,-6.322689336279517,0.185994731
Muconate:GB032_glucose:2.0,8.449213516709206,0.5608008419999999
Muconate:GB032_glucose:3.0,-5.953499368570318,0.3114213010000002
Muconate:GB045_fructose:1.0,-6.691096582520649,-0.5264270780000002
Muconate:GB045_fructose:2.0,-5.844806909917581,-0.6676499960000006
Muconate:GB045_fructose:3.0,-5.851969974790274,-0.4635415070000004
Muconate:GB045_fructose_glucose:1.0,7.199449939610812,0.4939169359999988
Muconate:GB045_fructose_glucose:2.0,5.331124908118602,0.5212115509999995
Muconate:GB045_fructose_glucose_gluconate:1.0,5.561468699922569,0.4448376319999996
Muconate:GB045_fructose_glucose_gluconate:2.0,-2.3021062265867847,-0.2445125580000002
Muconate:GB045_fructose_glucose_gluconate:3.0,7.6046427554875455,0.1676509459999993
Muconate:GB045_glucose_gluconate:1.0,-1.1525492843619782,0.3009171529999994
Muconate:GB045_glucose_gluconate:2.0,-1.1631697687827711,0.2255169189999994
Muconate:GB045_glucose_gluconate:3.0,-0.3250963509082964,0.2003184639999995
Muconate:GB045_gluconate:1.0,4.253968336523738,-0.2458773790000004
Muconate:GB045_gluconate:2.0,1.7349228811689454,-0.078979587
Muconate:GB045_gluconate:3.0,3.140091305803395,0.1223365439999994
Muconate:GB045_glucose:1.0,-0.8791373797860981,0.3932687079999999
Muconate:GB045_glucose:2.0,-0.116361431583215,0.3892946739999994
Muconate:GB045_glucose:3.0,-4.740380058014579,-0.1259793810000005
Muconate:GB062_fructose:1.0,-7.606759493142541,-0.6742148559999999
Muconate:GB062_fructose:2.0,-7.448713073177295,-0.6231797270000001
Muconate:GB062_fructose:3.0,-6.968886212572843,-0.5205216500000001
Muconate:GB062_fructose_glucose:1.0,-2.9311839927788257,-0.6165901270000003
Muconate:GB062_fructose_glucose:2.0,-4.936452671234374,-0.7054915040000003
Muconate:GB062_fructose_glucose:3.0,-6.087194898396069,-0.6193869780000005
Muconate:GB062_fructose_glucose_gluconate:1.0,-6.159869152603511,-0.5837515660000001
Muconate:GB062_fructose_glucose_gluconate:2.0,-6.854201374963404,-0.3049444509999999
Muconate:GB062_fructose_glucose_gluconate:3.0,-5.28170370811605,-0.1049366680000005
Muconate:GB062_glucose_gluconate:1.0,-2.9246707087379384,-0.0227801230000004
Muconate:GB062_glucose_gluconate:2.0,-2.952538906629751,0.0761038589999998
Muconate:GB062_glucose_gluconate:3.0,-3.6889965952322488,0.0040290939999998
Muconate:GB062_gluconate:1.0,-0.644809624827897,-0.4432683349999999
Muconate:GB062_gluconate:2.0,-4.101628982218631,-0.1456995770000002
Muconate:GB062_gluconate:3.0,-6.44078500313232,-0.3026949630000004
Muconate:GB062_glucose:1.0,-4.384475000081269,0.0575926969999995
Muconate:GB062_glucose:2.0,-4.694270303521805,0.3024122369999995
Muconate:GB062_glucose:3.0,-5.537824557119623,0.5418916769999997
Muconate:KT2440_fructose:1.0,-4.591125572377148,0.0346077689999999
Muconate:KT2440_fructose:2.0,-5.294171255896922,-0.0806865880000007
Muconate:KT2440_fructose:3.0,7.629338029771421,0.3399954670000005
Muconate:KT2440_fructose_glucose:1.0,3.2929635592465125,0.4206434519999993
Muconate:KT2440_fructose_glucose:2.0,5.050946535969787,-0.0779190100000004
Muconate:KT2440_fructose_glucose:3.0,2.983043445236979,0.360686048999999
Muconate:KT2440_fructose_glucose_gluconate:1.0,1.593491562704611,0.3776155579999996
Muconate:KT2440_fructose_glucose_gluconate:2.0,4.606985127247356,-0.0874039450000001
Muconate:KT2440_fructose_glucose_gluconate:3.0,1.501667035296944,0.4900683979999991
Muconate:KT2440_glucose_gluconate:1.0,0.6639140857817171,0.1732945930000005
Muconate:KT2440_glucose_gluconate:2.0,2.4403559346958,0.1182687839999996
Muconate:KT2440_glucose_gluconate:3.0,-0.2678684887328117,0.2818931029999989
Muconate:KT2440_gluconate:1.0,-2.201734464396849,-0.0249916180000004
Muconate:KT2440_gluconate:2.0,-2.277016771488297,0.148716652
Muconate:KT2440_gluconate:3.0,-1.0527827169785229,0.0327926559999998
Muconate:KT2440_glucose:1.0,0.6680214737498201,-0.2017846620000005
Muconate:KT2440_glucose:2.0,-0.8154049980742017,0.0475567679999997
Muconate:KT2440_glucose:3.0,0.1473835238023461,0.1542278939999999
Multistress:Control:1.0,-0.4783171779467785,0.1367491516666659
Multistress:Control:2.0,0.1233110080736739,-0.1258548933333338
Multistress:Control:3.0,0.3550061710970231,-0.0108942583333337
Multistress:NaCl_7min:1.0,0.4581439173621702,-0.5673628353333342
Multistress:NaCl_60min:1.0,2.346594504684575,0.4593779066666661
Multistress:NaCl_7min:2.0,0.0687104520044196,-0.5467290033333336
Multistress:NaCl_60min:2.0,1.7188123566048454,0.3859264896666659
Multistress:NaCl_7min:3.0,-0.0790534527860892,-0.4480789403333336
Multistress:NaCl_60min:3.0,1.5183002084710118,0.3133718836666661
Multistress:Imipenem_7min:1.0,3.4476988084831466,0.2705748186666659
Multistress:Imipenem_60min:1.0,4.274383305871398,0.0019450356666661
Multistress:Imipenem_7min:2.0,2.8739363722447213,-0.1965317293333335
Multistress:Imipenem_60min:2.0,2.654424912289337,0.0857809516666661
Multistress:Imipenem_7min:3.0,2.8743958497598605,-0.0395310963333335
Multistress:Imipenem_60min:3.0,1.4393438596845165,0.4607914266666659
Multistress:H2O2_7min:1.0,3.754300863691983,0.5821262156666664
Multistress:H2O2_60min:1.0,5.035815121457957,0.1729639786666661
Multistress:H2O2_7min:2.0,4.690390258583732,0.609531737666666
Multistress:H2O2_60min:2.0,6.488202787284887,0.4070176986666665
Multistress:H2O2_7min:3.0,7.52713423865072,0.663519893666666
Multistress:H2O2_60min:3.0,6.18348433676811,0.7458273906666664
Myristic_acid:Control:1.0,-0.9694885609560976,-0.2812681986666661
Myristic_acid:Control:2.0,2.7724686876740856,0.2034193873333336
Myristic_acid:Control:3.0,-1.802980126523268,0.0778488113333342
Myristic_acid:Myristic_acid:1.0,2.771598689456585,0.5177133263333342
Myristic_acid:Myristic_acid:2.0,-1.133378525795108,0.7081900363333338
Myristic_acid:Myristic_acid:3.0,-3.5919108650331624,0.828377044333334
Phase:WT_Tr:1.0,19.17817930851956,0.4981628705000016
Phase:WT_Tr:2.0,19.197647551368053,0.5650234665000013
Phase:WT_Ex:1.0,0.752649194793234,0.1323950285000004
Phase:WT_Ex:2.0,-0.7526491950814557,-0.1323950284999995
Phase:WT_Tr:3.0,3.202683264405662,0.4528644074999999
Phase:WT_Tr:4.0,4.801849528467473,0.3839593265000012
Phase:WT_St:1.0,13.514405324530728,1.1159551505000014
Phase:WT_St:2.0,15.083042532879364,1.309135876500001
RelA:Control:1.0,-5.778292556554202,0.1349228229999983
RelA:Control:2.0,1.8683945752885336,0.0237580139999984
RelA:Control:3.0,3.909897983066597,-0.1586808370000003
RelA:Del_relA:1.0,4.728843281215268,-0.3536110390000004
RelA:Del_relA:2.0,6.640979743544111,-0.2063049800000005
RelA:Del_relA:3.0,-5.065549203256206,0.0639983609999994
RelA:Del_relA_lignin:1.0,-1.152905895720597,0.2142093129999995
RelA:Del_relA_lignin:2.0,-0.4957660889398339,0.2246496299999982
RelA:Del_relA_lignin:3.0,-2.0819493814292893,0.1545290769999994
Zn:Zn_ion:1.0,0.4926350000152577,0.3276637406666669
Zn:Zn_ion:2.0,0.5597919994418774,0.3082179926666661
Zn:Zn_ion:3.0,1.2667449093329368,0.3803852286666664
Zn:Control:1.0,-0.1687155433213579,0.039929767666667
Zn:Control:2.0,0.1190610246837334,-0.0279116563333339
Zn:Control:3.0,0.0496545222490866,-0.012018111333333
ZnO:Control:1.0,0.0060962250644106,-0.0666310970000001
ZnO:Control:2.0,-0.0060962251911433,0.0666310970000001
ZnO:Nano:1.0,0.3933110390926304,-0.0833632889999993
ZnO:Nano:2.0,0.901779430566156,-0.0492543859999994
ZnO:Nano:3.0,1.058110234009013,0.0918296349999998
ZnO:Zn_ion:1.0,-0.0062946913135681,-0.0254680709999988
ZnO:Zn_ion:2.0,0.0814657836665776,-0.1854960559999998
ZnO:Zn_ion:3.0,0.5006823482442523,0.2312882659999999
