,A,FnrA
R2,,0.2530529852021446
xmin,,-1.7189172867500009
xmid,,-0.796864913563082
xmax,,1.309135876500001
ystart,,-7.675167401252426
yend,,7.768092821773873
ALE:GalactoseA5:1.0,-12.730934767205332,0.1900998677499998
ALE:GalactoseA5:2.0,-12.653443247073742,0.172741811749999
ALE:GalactoseA6:1.0,-9.9983592990473,-0.0961209602500012
ALE:GalactoseA6:2.0,-7.818410532219961,0.0214513747499989
ALE:GalactoseA8:1.0,-1.5283254120417786,0.1204779757499991
ALE:GalactoseA8:2.0,-4.705007067932182,-0.0309438162500015
ALE:IL_Control:1.0,-0.0912906062185874,0.012408871749999
ALE:IL_Control:2.0,0.043381977468232,0.1735510367499984
ALE:IL_Control:3.0,0.5117696246077267,-0.0964333012500002
ALE:IL_Control:4.0,-0.4638609953676056,-0.0895266072500007
ALE:IL_TEOH_OAc:1.0,-3.5377390615827875,0.4355594707499985
ALE:IL_TEOH_OAc:2.0,-0.2912630892690084,0.1459830587499997
ALE:IL_TEA_HS:1.0,-0.9723117359497092,0.1486392887499992
ALE:IL_TEA_HS:2.0,-1.748567375252498,0.3029263517499991
ALE:IL_Mixed:1.0,-0.7859481567478873,0.1974488757499983
ALE:IL_Mixed:2.0,-1.7865008492588847,0.3679687607499993
ALE:IL_PP5350:1.0,1.955555848090899,-0.1720133432500006
ALE:IL_PP5350:2.0,2.593148182273073,-0.1989211282500012
ALE:IL_T8:1.0,1.7217552820121391,-0.0591890362500002
ALE:IL_T8:2.0,0.726434671475795,-0.1936296752500013
ALE:IL_T9:1.0,1.5229042029741715,0.0626850587499987
ALE:IL_T9:2.0,2.05713237323167,-0.0186688452500014
ALE:IL_Control2:1.0,-17.423309447405394,-0.7968662902500014
ALE:IL_Control2:2.0,-19.280431531293623,-0.677556398250001
ALE:IL_Glc+Ace:1.0,-2.223975810060617,-0.1134267382500002
ALE:IL_Glc+Ace:2.0,-1.9874935319290028,-0.0721593732500007
ALE:XyloseA1:1.0,-13.3190029809202,-0.2570258432500001
ALE:XyloseA1:2.0,-13.228410602770106,-0.0102565732500004
ALE:XyloseA2:1.0,-16.98326992435352,-0.2748170002500014
ALE:XyloseA2:2.0,-15.796501366347732,-0.0040289792500001
ALE:XyloseA3:1.0,-18.259713813523422,-0.3928132852500017
ALE:XyloseA3:2.0,-18.228705838496182,-0.2246422832500005
ALE:XyloseA4:1.0,-16.461881953128586,-0.3780517012500013
ALE:XyloseA4:2.0,-16.342308150509105,-0.4904121892500015
Aromatic:Coumarate:1.0,-7.467226114812798,-0.0204459826666676
Aromatic:Coumarate:2.0,-5.871756598314904,-0.2053731276666672
Aromatic:Coumarate:3.0,-4.60473298899021,-0.0564614126666676
Aromatic:Coumarate+ferulate:1.0,-5.036877725062404,0.2405005263333324
Aromatic:Coumarate+ferulate:2.0,-4.847264189830886,0.0961561883333326
Aromatic:Coumarate+ferulate:3.0,-4.4890335790757945,0.2941020393333327
Aromatic:Ferulate:1.0,-7.314893812811327,0.2916351393333327
Aromatic:Ferulate:2.0,-7.891439009388191,0.2384932633333329
Aromatic:Ferulate:3.0,-7.456386064323701,0.4278506053333331
Aromatic:Glucose:1.0,-0.9367228061716412,-0.1195279616666669
Aromatic:Glucose:2.0,0.1815991543228492,0.0436539733333329
Aromatic:Glucose:3.0,0.7551236522325117,0.075873988333333
Bioreactor1:24h:1.0,0.9605171024199176,0.1091494785000009
Bioreactor1:24h:2.0,-0.9605171025060234,-0.1091494784999991
Bioreactor2:S_0min:1.0,-1.1432883011706327,-0.0582048696666674
Bioreactor2:S_15min:1.0,-2.723897600734768,0.2881259163333327
Bioreactor2:P1_15min:1.0,-2.662770624436168,0.3411411303333329
Bioreactor2:P3_15min:1.0,-3.551366135556575,0.3960742973333326
Bioreactor2:P5_15min:1.0,-2.6098523630016928,0.193078030333333
Bioreactor2:S_1h:1.0,-2.780070847289472,0.384364987333333
Bioreactor2:S_3h:1.0,-2.2567762839941405,0.4025654593333332
Bioreactor2:S_9h:1.0,-0.8619862267849324,0.4622816253333335
Bioreactor2:S_25h:1.0,-2.2674615278663284,0.554493169333333
Bioreactor2:P1_25h:1.0,-2.391504603365893,0.2590612803333325
Bioreactor2:P3_25h:1.0,-2.722727237953628,0.6641191823333328
Bioreactor2:P5_25h:1.0,-0.4280090209606921,0.4238496053333334
Bioreactor2:S_0min:2.0,1.798388679203708,0.2032341413333327
Bioreactor2:S_15min:2.0,-2.665949227538139,0.1704702613333326
Bioreactor2:P1_15min:2.0,-3.3098078302201266,0.0664827273333328
Bioreactor2:P3_15min:2.0,-3.926233565646281,0.4449948753333332
Bioreactor2:P5_15min:2.0,-3.1041915938530944,0.2598679563333332
Bioreactor2:S_1h:2.0,-3.374511620997105,0.1111810033333329
Bioreactor2:S_3h:2.0,-1.986477278490176,0.2157422993333329
Bioreactor2:S_9h:2.0,-1.700218887501551,0.3981698193333329
Bioreactor2:S_25h:2.0,-1.2548065648056177,0.3585548213333327
Bioreactor2:P1_25h:2.0,-2.1367228200425767,0.3612833003333326
Bioreactor2:P3_25h:2.0,-2.7580052372538257,0.4288251823333331
Bioreactor2:P5_25h:2.0,-0.3383059456242992,0.1872371243333326
Bioreactor2:S_0min:3.0,-0.655100377095526,-0.145029271666667
Bioreactor2:S_15min:3.0,-3.950591080678406,0.271044255333333
Bioreactor2:P1_15min:3.0,-4.2508584577223925,-0.2112888656666669
Bioreactor2:P3_15min:3.0,-3.078985537420244,0.2625730163333326
Bioreactor2:P5_15min:3.0,-3.443884640168885,0.4072804163333332
Bioreactor2:S_1h:3.0,-3.5796064478505114,0.3745091633333324
Bioreactor2:S_3h:3.0,-2.102758576073598,0.4519251153333323
Bioreactor2:S_9h:3.0,-1.650038474752983,0.4766313313333326
Bioreactor2:S_25h:3.0,-2.273622120325993,0.1418470723333325
Bioreactor2:P1_25h:3.0,-2.090993282693786,0.5973434203333321
Bioreactor2:P3_25h:3.0,-2.451330846610577,0.3635064793333331
Bioreactor2:P5_25h:3.0,-1.3857784381358862,0.042122232333333
Carbon:Citrate:1.0,6.160927516492218,0.6340519990000004
Carbon:Citrate:2.0,5.704208536483248,0.762948046
Carbon:Citrate:3.0,6.5751875897793335,0.3253299300000005
Carbon:Ferulate:1.0,5.433618593720175,0.582213941
Carbon:Ferulate:2.0,4.999490467723937,0.5236921130000001
Carbon:Ferulate:3.0,4.444836705293414,0.4208893019999999
Carbon:Glucose:1.0,0.8054003215879877,-0.3840490049999996
Carbon:Glucose:2.0,-0.8054003217308877,0.3840490050000005
Carbon:Serine:1.0,7.326884158708951,0.8129381980000003
Carbon:Serine:2.0,7.155053245245446,1.0145128630000002
Carbon:Serine:3.0,7.853897085608386,0.5285930260000002
Carbon2:Glucose:1.0,-0.1944138494434224,0.0684522303333334
Carbon2:Glucose:2.0,0.4731277194599962,-0.0601687076666674
Carbon2:Glucose:3.0,-0.2787138692426008,-0.0082835226666659
Carbon2:Coumarate:1.0,-2.9056102856256736,0.0245783473333336
Carbon2:Coumarate:2.0,-1.642001269522785,0.0877491043333336
Carbon2:Coumarate:3.0,-2.9511713694637267,0.1250483413333327
Crc:Control:1.0,0.090077610790107,-0.1237554984999995
Crc:Control:2.0,-0.0900776109362244,0.1237554985000004
Crc:Del_crc:1.0,-0.0271781258670504,0.3383437505
Crc:Del_crc:2.0,-2.220640699766726,0.2418248204999997
Crc:Del_crcZ_crcY:1.0,-3.2687624835797298,0.5915054474999994
Crc:Del_crcZ_crcY:2.0,0.7216166286840356,0.4473257804999999
FinR:Control:1.0,-0.4104056410714695,0.1232083740000007
FinR:Control:2.0,0.0308672405482957,-0.0710995939999996
FinR:Control:3.0,0.3795383998112453,-0.0521087799999993
FinR:Del_finR:1.0,3.4537659577349205,-0.2452070309999996
FinR:Del_finR:2.0,3.5560929988103744,-0.29436383
FinR:Del_finR:3.0,4.137481273508155,-0.2036400300000007
FleQ:Del_fleQ:1.0,-0.0783270776966814,0.1262491900000011
FleQ:Del_fleQ:2.0,-0.083489628224075,0.3049467490000008
FleQ:Del_fleQ:3.0,0.2586993158380891,0.2749339980000016
FleQ:OE_wspR:1.0,2.418286960374565,-0.3226111799999991
FleQ:OE_wspR:2.0,3.101774273258786,-0.3244620509999976
FleQ:Control:1.0,0.3804464362943301,-0.052107659999999
FleQ:OE_wspR:3.0,2.5479274920243715,-0.2993021949999974
FleQ:Control:2.0,-0.4216965002308058,0.1232079680000008
FleQ:Control:3.0,0.0412500609215444,-0.0711003079999983
Fuel:Butanol:1.0,7.761158942023817,0.5700501975000005
Fuel:Butanol:2.0,7.623384878787327,0.6061667924999998
Fuel:Control:1.0,-0.0607789656114088,0.0173462484999999
Fuel:Control:2.0,0.0607789651106101,-0.0173462484999999
Fuel:Isopentanol:1.0,-6.808234499914173,0.3448767245000006
Fuel:Isopentanol:2.0,-9.589923134299545,0.6799821334999994
Glycolaldehyde:Glycolaldehyde:1.0,-0.9547870315209288,0.4005954479999998
Glycolaldehyde:Control:1.0,0.4135090704519022,-0.0539010989999999
Glycolaldehyde:Glycolaldehyde:2.0,-0.3390734485909529,0.0952100609999995
