,A,AtoC,RpoN
ecoli_00453,1.0972673646,-0.142474879,-0.5607076005
ecoli_00454,1.1656006964,-0.777218763,-0.4169587135
ecoli_00455,1.0148323072,-3.569335916,-0.1813430455
ecoli_00456,0.9368772921,-3.569335916,-0.0386154645
ecoli_00457,0.5500273006,-3.569335916,0.022399969500000002
ecoli_00458,0.7369652171000001,-3.569335916,0.1127247755
ecoli_00459,0.0169767584,-3.569335916,-0.0561102235
ecoli_00460,0.1729979642,-3.569335916,-0.0407660725
ecoli_00461,0.8933362492,3.875435457,-1.3070438615
ecoli_00462,0.708080488,4.066392929,-0.9103765525
ecoli_00463,0.0009937513,1.514572897,-0.07423724050000001
ecoli_00464,0.5604043719,1.45445969,-0.1987189185
ecoli_00465,0.4620782004,0.238638445,-0.4260438495
ecoli_00466,1.2359021784,0.20537834900000002,-0.4191549785
ecoli_00467,-1.9854015174000001,1.850436575,0.1901894335
ecoli_00468,-2.1246280305,1.748357237,0.1126508125
ecoli_00469,1.3438873543,0.09964657,-0.4017095755
ecoli_00470,1.5029234651999999,-0.024412095,-0.4281497185
ecoli_00471,-0.10921341770000001,3.884407481,-1.3940491065
ecoli_00472,0.4786783953,3.701912144,-1.3759399465
ecoli_00473,0.9107616605000001,2.07549157,-0.1651914605
ecoli_00474,-0.1344140475,2.154458058,-0.036922960500000004
ecoli_00475,-1.2588998503,0.90454975,0.2530436345
ecoli_00476,-0.9809885720000001,0.753798005,0.2711247095
ecoli_00477,-1.4106868621,2.603993577,0.0610994165
ecoli_00478,-1.1647746279,2.454159527,-0.028130071500000003
ecoli_00479,1.2779993039,-0.19033565100000002,-0.0036972305000000003
ecoli_00480,1.4187521081,-0.365370252,0.015772499500000002
ecoli_00481,1.8015212862,-0.717473745,0.0158162155
ecoli_00482,1.624603811,-0.43208304200000003,0.028188571500000002
ecoli_00483,0.1851842799,-0.536726451,-0.3004514575
ecoli_00484,0.6764348345,-0.657286989,-0.2269969835
ecoli_00485,2.5847513528,-2.444409359,-2.3662006385
ecoli_00486,2.9594271403,-2.425939647,-2.3873792415
ecoli_00487,3.3039520744,3.551345024,-1.1646445325
ecoli_00488,1.8155596692,3.575490142,-1.0726627075
ecoli_00489,-0.7014379639,1.5875837700000002,-0.16685125650000002
ecoli_00490,-0.882364421,1.629815963,-0.1528363975
ecoli_00491,-0.5750433324,1.161012456,-0.2308365705
ecoli_00492,-0.1182591592,1.270339956,-0.2319223505
ecoli_00493,-2.0229824797,0.773123277,0.0125969325
ecoli_00494,-1.5472797594,0.904452009,0.060915250500000004
ecoli_00495,2.4799530186,-0.42405772100000005,0.1228450845
ecoli_00496,1.146867782,-0.531879748,0.0687252155
ecoli_00497,1.1102629377,0.34750281800000005,-0.3972351395
ecoli_00498,1.5223148076,0.280616782,-0.4348531185
ecoli_00499,2.2622326823,-0.457851581,-1.14035e-05
ecoli_00500,1.9125538823000001,-0.5786847310000001,-0.0027724815
ecoli_00501,-1.0312944995,1.235346109,-0.1843097545
ecoli_00502,-0.5876667314,1.2407318090000001,-0.12013272350000001
ecoli_00503,1.3670825911,3.412732063,-0.8242077115
ecoli_00504,2.1954795974,3.47557135,-0.8636889035
ecoli_00505,-0.14528004560000002,1.016273995,-0.2947850685
ecoli_00506,-0.0599242459,1.051100427,-0.3596543125
ecoli_00507,11.863177587700001,-0.22769297900000002,0.09347013950000001
ecoli_00508,10.5706940672,-0.17268359600000002,-0.2085698125
ecoli_00509,1.7037501,-0.35931476900000003,-0.1766728435
ecoli_00510,1.7153218229,-0.44863427400000006,-0.2238188015
ecoli_00511,1.653478362,-1.965624267,-2.0496042975
ecoli_00512,1.8596847188,-2.118456872,-2.0621163545
ecoli_00513,1.420559795,0.5209907490000001,-0.44156524350000004
ecoli_00514,0.8906721749000001,0.216376861,-0.4725023485
ecoli_00515,-1.282006379,0.471735856,-0.1539710705
ecoli_00516,-0.9305096855,0.423837615,-0.0834836115
ecoli_00517,0.30032800660000003,-1.433231921,-0.0394391575
ecoli_00518,0.1266254897,-1.2702853649999999,0.1377660055
ecoli_00519,0.4768712295,-1.885380037,0.6510062555
ecoli_00520,0.0957577911,-1.5645187850000002,0.3599432515
ecoli_00521,0.3101426038,-1.488948419,0.4836252525
ecoli_00522,0.2956184079,-1.514921559,0.3568816365
ecoli_00523,0.8884057101,-1.722365659,0.5070291985000001
ecoli_00524,0.3531211362,-0.6668839440000001,-0.5664110875
ecoli_00525,0.1309415855,-0.88739157,-0.5829658875
ecoli_00526,-0.0838070364,-0.584642942,-0.4466793015
ecoli_00527,-0.5687984868,-0.42311786500000004,-0.4972754545
ecoli_00528,0.2379579739,-1.643383229,0.1719268205
ecoli_00529,0.4597763318,-1.761714679,-0.2874407815
ecoli_00530,0.5210054459,-1.927030508,-0.1191375105
ecoli_00531,0.0693090927,-2.077452088,-0.6057514295
ecoli_00532,-0.0467630713,-1.615997154,-0.1675098355
ecoli_00533,0.7516849386000001,-1.646385118,-0.1861682405
ecoli_00534,0.5359026392,-1.699414669,-0.1088473395
ecoli_00535,0.7316476428,-1.426511769,-0.1782246505
ecoli_00536,1.1896640086999999,-2.053893689,0.2538954225
ecoli_00537,1.1936018398,-1.8804633499999999,0.3837116365
ecoli_00538,0.4229089867,-1.881600463,0.28437785050000003
ecoli_00539,0.93614188,-1.986393534,0.3035489375
ecoli_00540,0.3350042543,-1.643208124,0.16083152150000002
ecoli_00541,-0.09296541230000001,-1.510560028,0.0763342045
ecoli_00542,0.6991790006,-1.765187011,0.3966464375
ecoli_00543,1.3200695011999999,-1.978930407,0.5321519475
ecoli_00544,1.9419398525,-2.005966201,0.4522509105
ecoli_00545,0.5324773727000001,-1.910349292,0.2981011925
ecoli_00546,0.286533026,-1.229611706,0.2163305805
ecoli_00547,0.5762936173000001,-0.9564654560000001,0.31488359650000003
ecoli_00548,0.5858188397,-1.134179089,0.3723993675
ecoli_00549,0.6325257819,-1.550452648,0.4228114235
ecoli_00550,1.2222570556,-1.416341365,0.4767311185
ecoli_00551,0.9110810853,-1.157261941,0.5364249265000001
ecoli_00552,-0.2552254406,-1.5340158380000002,-0.0925105925
ecoli_00553,-0.122834275,-1.693855717,-0.0768193545
ecoli_00554,0.6329854601,-1.093422107,0.5406316015
ecoli_00555,0.7063636365,-1.381461263,0.6297644365
ecoli_00556,0.6968042947,-1.47760824,0.7798303665
ecoli_00557,-0.0895519273,-1.1272272110000001,0.7378888005
ecoli_00558,0.383520646,-1.259938658,0.0032901385
ecoli_00559,-0.09748087670000001,-1.672086927,0.0410366655
ecoli_00560,-0.3501536363,-0.925407685,0.9526409745000001
ecoli_00561,0.0540496156,-1.187712154,1.0586750145
ecoli_00562,1.0416270537,-2.059977352,0.8617293015
ecoli_00563,1.1696105326,-2.140264728,0.6138417665
ecoli_00564,-0.4910906373,-0.771808978,-0.48960456150000004
ecoli_00565,0.3515029323,-0.9453635960000001,-0.5285945645
ecoli_00566,0.19009546360000001,-2.273257789,0.21990180750000002
ecoli_00567,0.1586460134,-1.499802731,0.26753295450000003
ecoli_00568,-0.40909430700000005,-1.160524182,-0.5482217625
ecoli_00569,-0.5945669924,-0.7771588650000001,-0.49869631750000004
ecoli_00570,-0.31631297010000003,-1.117377252,-0.22059296550000002
ecoli_00571,-0.0518148873,-0.9279330240000001,-0.2032018405
ecoli_00572,-0.0251155092,-1.631997597,0.2606441745
ecoli_00573,-0.2767059163,-1.272677242,0.42552955950000004
ecoli_00574,1.4600056009,-1.150531574,-0.027075578500000003
ecoli_00575,1.2583499042000001,-1.067295651,0.06265064050000001
ecoli_00576,-0.047940584700000004,-1.358298144,0.3335942695
ecoli_00577,-0.040771493400000004,-0.980239155,0.6371319745
ecoli_00578,-0.6173075765,-0.9810226660000001,0.6821483245000001
ecoli_00579,-0.0017903145,-1.5234571410000002,0.9801124235
ecoli_00580,0.6339636066000001,-0.5391291420000001,0.4538583305
ecoli_00581,0.3625426799,-0.9224368,0.35690732350000004
ecoli_00582,-0.6760302014,-0.797194001,-0.0891468405
ecoli_00583,-0.8041366659,-0.7128265300000001,-0.2798599835
ecoli_00584,0.0031230447,-2.034409775,0.1578808705
ecoli_00585,-0.07524570030000001,-1.835553878,0.10576513450000001
ecoli_00586,-0.7342931167000001,-1.09328188,-0.6761855845
ecoli_00587,0.2641844377,-1.277860946,-0.4184855695
ecoli_00588,-0.3381921272,-1.221034349,-0.0264383985
ecoli_00589,-0.2239123289,-1.216296359,-0.0546527225
ecoli_00590,0.7365190807,-1.527853203,0.5829297555
ecoli_00591,0.8373793057000001,-1.130304634,0.5613484905
ecoli_00592,1.2091005797,-1.009568337,-0.14981532150000001
ecoli_00593,0.9907276260000001,-1.388338538,-0.1837448455
ecoli_00594,0.0467263183,-2.215883777,-0.0036341635000000003
ecoli_00595,-0.00036243880000000003,-1.352873873,0.1658283905
ecoli_00596,-0.041514889,-1.701837862,0.0205433285
ecoli_00597,2.1321662999,-1.512046986,0.21667420850000002
ecoli_00598,-0.4590020655,-1.129807605,0.0112280895
ecoli_00599,0.5832891784,-0.87969827,-0.36405524850000004
ecoli_00600,0.8642837087,-1.737746727,0.3111515255
ecoli_00601,0.1176063923,-1.263298288,-0.1095378275
ecoli_00602,0.2419059117,-1.333384976,0.20060357350000002
ecoli_00603,0.2645217317,-1.432488868,0.2044626135
ecoli_00604,0.5250156553,-1.3151272299999999,0.7214413065
ecoli_00605,0.3112394208,-1.020115006,0.47509002450000004
ecoli_00606,0.2274433484,-1.406778034,-0.0012772825
ecoli_00607,0.8791590731000001,-1.097774502,0.5333985945
ecoli_00608,0.1566442099,-0.9890426440000001,0.43752258250000003
ecoli_00609,0.20397336800000002,-1.167262347,0.6292353135000001
ecoli_00610,0.33529116880000004,-0.709509226,0.6935646275
ecoli_00611,0.9995787941000001,-0.27975798,0.7096221445
ecoli_00612,0.5231888971,-1.348493089,0.5490633515000001
ecoli_00613,0.24857490310000002,-1.7727879199999999,0.38270378250000003
ecoli_00614,0.5976174939000001,-1.7811503320000002,0.5317026175
ecoli_00615,0.6003529676,-1.932464579,0.32177281750000003
ecoli_00616,0.7161080782,-1.831740798,1.0387586395
ecoli_00617,0.6879342299,-1.626902207,0.7807106995
ecoli_00618,-0.37180072410000004,-1.363974372,-0.6619373595
ecoli_00619,0.3723529789,-0.950116657,-0.6886624015
ecoli_00620,0.41396307600000004,-0.689056812,0.3639911735
ecoli_00621,0.2014809269,-0.656893158,0.4181526745
ecoli_00622,0.025899801700000002,-0.503356058,-0.3027139525
ecoli_00623,0.537274174,-0.7395325850000001,-0.2294121175
ecoli_00624,0.3228592034,-0.898762995,-0.6752084325000001
ecoli_00625,0.37427211590000004,-0.9019648010000001,-0.7001562895
ecoli_00626,0.94420383,-0.775394902,-0.6758072755
ecoli_00627,0.6076019288,-0.913462663,-0.6667562165
ecoli_00628,0.5548072114,-0.7505430940000001,-0.2244549285
ecoli_00629,0.1856454693,-0.514063817,-0.23038316350000002
ecoli_00630,0.8477324707,-0.793020499,-0.4698841735
ecoli_00631,1.0029606296,-0.860040694,-0.34259508050000004
ecoli_00632,0.2103105434,-0.5445725610000001,-0.34609081950000004
ecoli_00633,0.1413084139,-0.822162226,-0.29315443950000003
ecoli_00634,0.0465903149,-0.619765196,-0.4103532495
ecoli_00635,-0.030175997200000002,-0.5240658140000001,-0.4097902645
ecoli_00636,0.5251308173,-0.63872052,-0.010625480500000001
ecoli_00637,0.5531008631000001,-0.457740007,0.1026944045
ecoli_00638,0.6609406846,-0.35517817700000004,-0.3790837845
ecoli_00639,0.356928314,-0.636204137,-0.3653819715
ecoli_00640,0.3604209968,-0.49714674900000005,-0.0390298085
ecoli_00641,0.2803979591,-0.538467848,-0.0708471245
ecoli_00642,0.9889929146,-0.34551188600000005,-0.1678207175
ecoli_00643,0.31826811580000003,-0.48682591900000005,-0.1215239885
ecoli_00644,0.2672009696,-0.7319857350000001,-0.2834546405
ecoli_00645,0.5304764764000001,-0.617602953,-0.2936915055
ecoli_00646,0.5665827911,-0.5318210480000001,-0.1554430345
ecoli_00647,0.28484455270000003,-0.755879894,-0.1909206545
ecoli_00648,0.5756839583000001,-0.5754707410000001,-0.4381272775
ecoli_00649,0.2510699004,-0.5545928360000001,-0.5072351155
ecoli_00650,0.6594192120000001,-0.600902518,-0.3236103265
ecoli_00651,0.45785316680000004,-0.569703845,-0.3152281775
ecoli_00652,0.3764720086,-0.886217723,0.3772275345
ecoli_00653,0.9172230877,-0.851291278,0.4713452045
ecoli_00654,0.5015764459000001,-0.7145045950000001,-0.49914643150000004
ecoli_00655,-0.0216221973,-0.9248176520000001,-0.5765470325000001
ecoli_00656,0.490530489,-0.524811115,-0.2218257805
ecoli_00657,0.48422484400000004,-0.606096551,-0.26260565550000003
ecoli_00658,0.5960078322,-0.540489191,-0.5524234145
ecoli_00659,0.7873416858000001,-0.838323593,-0.6181498235
ecoli_00660,0.45831609500000003,-0.9317358490000001,-0.2863432065
ecoli_00661,0.3090483745,-0.9766018360000001,-0.2234836775
ecoli_00662,0.5575036875,-0.726857171,-0.5789815825
ecoli_00663,0.5662084226,-0.8057645560000001,-0.6365236015
ecoli_00664,0.5650909001000001,-0.636859053,-0.3627711165
ecoli_00665,0.6103418568,-1.057047771,-0.3556979195
ecoli_00666,0.4091882369,-0.7085070750000001,-0.3680545135
ecoli_00667,0.8061594533,-0.614443419,-0.2477449405
ecoli_00668,0.4875752239,-0.74864642,0.1857449145
ecoli_00669,0.7838994234000001,-0.6916960400000001,-0.1397556565
ecoli_00670,0.4313464624,-0.7808818350000001,-0.2050005615
ecoli_00671,0.22644645260000001,-0.707186179,-0.2403741175
ecoli_00672,1.7788106016,-1.014776078,-0.5625685945000001
ecoli_00673,1.2899756855,-1.047763912,-0.20587615450000002
ecoli_00674,0.8489043512000001,-0.6589439810000001,-0.6013450635
ecoli_00675,0.5883325285000001,-0.6448862310000001,-0.5111193215000001
ecoli_00676,0.4945062255,-0.47231882900000005,-0.4546311475
ecoli_00677,0.6883738194,-0.642989621,-0.47544337550000004
ecoli_00678,0.8481449441000001,-0.646410363,0.0990366065
ecoli_00679,0.8123013754,-0.9126673790000001,-0.0413608685
ecoli_00680,0.32058665010000004,-0.57578872,-0.3635768115
ecoli_00681,0.0794510512,-0.850194085,-0.38040332450000003
ecoli_00682,0.1774648235,-0.691367123,-0.3731952155
ecoli_00683,0.752779555,-0.798643587,-0.28678619050000004
ecoli_00684,0.4904875993,-0.561109606,-0.5622381075
ecoli_00685,0.7894578975000001,-0.687050927,-0.5448340115
ecoli_00686,0.9924365159,-0.41436541800000004,-0.5518908805
ecoli_00687,0.671028402,-0.249528933,-0.6164907045
ecoli_00688,0.2021405094,-1.143871065,-0.4496087445
ecoli_00689,-0.1353842683,-1.13463802,-0.49740478050000003
ecoli_00690,0.3624115352,-0.40846293800000005,0.3518467965
ecoli_00691,0.5534988939000001,-0.5245884780000001,0.4238499325
ecoli_00692,0.5592040136,-0.836339237,0.35059642350000003
ecoli_00693,0.3469399898,-1.208450322,0.3138272545
ecoli_00694,0.8633293183,-0.389634462,0.3502177365
ecoli_00695,0.8993529685,0.214383767,0.4558035455
ecoli_00696,0.7080928643000001,-0.841649665,0.3690663845
ecoli_00697,0.36963622500000004,-0.49272155900000003,0.3895514205
ecoli_00698,0.9729785110000001,-0.7739701280000001,-0.6220706795000001
ecoli_00699,1.5783261422,-0.57454868,-0.6767325695
ecoli_00700,0.7331569652000001,-0.5847918590000001,-0.49460908750000004
ecoli_00701,0.8284799931,-0.6967919060000001,-0.4172348825
ecoli_00702,0.9053870232000001,-0.590280372,-0.1512001095
ecoli_00703,0.3512611462,-0.74632711,-0.0181514145
ecoli_00704,0.22724010300000003,-0.563189037,-0.2972588865
ecoli_00705,0.8828339668,-0.52044756,-0.2248034465
ecoli_00706,0.5285033013,-0.6701082740000001,-0.8157619265
ecoli_00707,0.4696192313,-0.9850500950000001,-0.7753620785
ecoli_00708,0.34857447820000004,-0.7467968140000001,-0.33266990550000003
ecoli_00709,0.6494331228,-0.643464256,-0.32475625150000004
ecoli_00710,0.7239653852,-0.640589509,-0.45473696150000004
ecoli_00711,0.6183592777,-0.737899992,-0.4467050085
ecoli_00712,0.7618104096,-0.617432591,-0.1882296565
ecoli_00713,0.5355494956,-0.396392226,-0.062310198500000004
ecoli_00714,0.5741663497,-0.627053914,0.2519647185
ecoli_00715,0.5668199702,-0.761904115,0.2920224275
ecoli_00716,-0.4662488362,-0.6073935530000001,-0.28184503850000003
ecoli_00717,0.3523214383,-0.9890538480000001,-0.8375191875
ecoli_00718,0.159430034,-0.9186479120000001,-0.8755422445000001
ecoli_00719,-0.3239468829,-0.846900242,-0.8478276895
ecoli_00720,-0.0314656792,-1.291792078,-0.9475169255
ecoli_00721,0.020163440600000002,-1.149970082,-0.8894887965
ecoli_00722,0.0198160983,-0.542989115,0.0065715535000000005
ecoli_00723,-0.0193329617,-0.43543115,0.2952120125
ecoli_00724,1.8113152458,0.270612295,0.0335448455
ecoli_00725,-0.1938834483,-0.6109176940000001,-0.3289632545
ecoli_00727,-0.6161005844,-0.369836737,-0.1639050735
ecoli_00728,0.3628814392,-0.326087503,0.007994069500000001
ecoli_00729,-0.0396985611,-0.861497629,-0.40173492250000004
ecoli_00730,-0.5054615582,-0.238136637,-0.3176374205
ecoli_00731,0.2296715902,-0.7761302040000001,-0.9078056795
ecoli_00732,0.27118967520000004,-0.9217684290000001,-0.8691407145000001
ecoli_00733,0.3310376476,-0.169899873,-0.0448260425
ecoli_00734,-0.0800643293,-0.2594498,-0.5316725625000001
ecoli_00735,0.010337566900000001,-0.040678360000000004,-0.13411185050000002
ecoli_00736,0.31907034360000003,-0.749500405,-0.4775874075
ecoli_00737,-0.0783888895,0.020927591000000002,-0.1441814945
ecoli_00738,0.3468325947,-0.32437029500000003,-0.5893052335
ecoli_00739,0.4192522408,-0.527590451,-0.2548413645
ecoli_00740,0.32152034700000004,-0.95333078,-0.5838333585000001
ecoli_00741,-0.8718556369,-0.618206402,0.0623602315
ecoli_00742,-0.0413509267,-0.855317827,0.056222137500000005
ecoli_00743,1.2334504522,-0.46365178900000004,-0.3702040085
ecoli_00744,0.0866951965,-0.693221305,-0.5853429765
ecoli_00745,0.30547009999999997,-0.784022325,-0.6505461315000001
ecoli_00746,0.6169767787,-0.723012785,-0.5475108445
ecoli_00747,-0.3979286502,-1.02496395,-0.5961471685
ecoli_00748,0.4960996003,-0.540149648,-0.6008778045000001
ecoli_00749,3.3859265012,-1.279940781,-0.1563252765
ecoli_00750,2.5134218522,-0.92462321,-0.2022130325
ecoli_00751,0.8730159444000001,-0.897854295,-0.2654163195
ecoli_00752,1.0589866818,-0.9146301240000001,-0.2265341555
ecoli_00753,0.36123820630000003,-0.9687934840000001,-0.8789651625
ecoli_00754,0.4995705636,-0.605752132,-0.9101878965
ecoli_00755,0.3078845651,-1.7323954860000002,-0.9609956225
ecoli_00756,0.6449644912,-1.79378567,-0.7625850225
ecoli_00757,0.2549271707,-0.708531785,-0.9130500165000001
ecoli_00758,0.7507543952,-0.6305392280000001,-0.9932835145000001
ecoli_00759,0.6895037042000001,-0.729101985,-0.1830543285
ecoli_00760,1.8130530929000002,-0.18888475,-0.1204056705
ecoli_00761,-0.7531384754,-1.225188368,-0.8071900495000001
ecoli_00762,-0.17836863760000002,-0.972382005,-0.8075885545
ecoli_00763,0.055038654400000005,-1.039524686,-0.8632410745
ecoli_00764,-0.3553106884,-1.294104753,-0.7118772435
ecoli_00765,0.1396334442,-0.7337460640000001,-0.7625813295
ecoli_00766,-0.2377665344,-0.940457898,-0.7222617405
ecoli_00767,1.0372132736,-0.111127394,-0.5274534285
ecoli_00768,4.6802086741,0.291339977,-0.7828259425
ecoli_00769,-0.044915993700000004,-0.32527146900000004,-0.33171512950000004
ecoli_00770,0.0673117654,-0.411123946,-0.2405007045
ecoli_00771,0.4429510893,0.08536932100000001,-0.42912548450000004
ecoli_00772,0.0737267677,-0.258473322,-0.5798692935
ecoli_00773,0.8773895699,-0.181170415,-0.4509718735
ecoli_00774,-0.1508740213,-0.780408839,-0.4706106745
ecoli_00775,0.47946674180000004,-0.36387604,-0.28283903250000003
ecoli_00776,0.5870773968,-0.22647779,-0.2615874805
ecoli_00777,0.6157106800000001,-1.12950964,-1.1434939765
ecoli_00778,0.5920523381,-1.198554199,-1.0954794625
ecoli_00779,0.0872769454,-0.9331185820000001,-0.22479323450000002
ecoli_00780,0.8242576561,-1.006464627,-0.3639794045
ecoli_00781,0.9453592907,-1.11250488,-0.8097514835
ecoli_00782,0.5501162581,-1.110343202,-0.7847996785
ecoli_00783,-0.3938650819,-0.788027341,-0.6090815945
ecoli_00784,0.6783734946000001,-1.034887083,-0.6521726465000001
ecoli_00785,2.2591057802,-0.8468395540000001,-0.8886906245
ecoli_00786,2.1935673724,-1.012310356,-0.8849519425
ecoli_00787,-0.1021970911,-1.085875456,-0.5974948625000001
ecoli_00788,0.44287070570000003,-0.852836798,-0.5990323295000001
ecoli_00789,-0.0478121637,-1.17192691,-0.8479203105
ecoli_00790,0.4887615152,-1.018505258,-0.8574053305
ecoli_00791,-0.2557045642,-0.791216365,-0.6288421885000001
ecoli_00792,0.2082057903,-0.793479004,-0.35688139950000003
ecoli_00793,0.2404154793,-0.802522037,-0.8300912035
ecoli_00794,0.3600482155,-1.478888749,-0.7878773665000001
ecoli_00795,0.6122572316,-0.5308670870000001,-0.4982351705
ecoli_00796,-0.0872515544,-1.196466956,-0.44691374850000004
ecoli_00797,1.3226939963,-0.7946603040000001,-0.0801798185
ecoli_00798,0.391128277,-0.8516674160000001,-0.5635753085
ecoli_00799,1.9356868609000002,-1.141577456,-0.33522521250000004
ecoli_00800,0.41024104780000004,-0.8663862360000001,-0.0202607985
ecoli_00818,0.1873566748,0.075120711,0.0265213165
ecoli_00819,0.6972496233000001,-0.159823717,-0.1403242235
ecoli_00820,1.981842087,-0.726132305,-0.3575453595
ecoli_00821,1.4944469019,-0.841074477,-0.23443426650000002
ecoli_00822,1.9736119161999999,-0.466386505,-0.2876658005
ecoli_00823,0.9690689939,-0.407503502,-0.19440356250000002
ecoli_00824,1.8126035898000001,-0.469800633,-0.2966178795
ecoli_00825,1.2880423458,-0.726414926,-0.2533718325
ecoli_00826,0.9606497439,-0.418400835,-0.37620577250000004
ecoli_00827,1.0990350434,-0.28985323300000004,-0.4171447105
ecoli_00828,0.6060654004,-0.38689883700000005,-0.4454550105
ecoli_00829,1.0474609761,-0.304942237,-0.4394860775
ecoli_00830,0.9198794250000001,-0.24934524200000002,-0.2071152765
ecoli_00831,0.9373033736,-0.258939684,-0.1979544145
ecoli_00832,0.37297734800000004,-0.616216789,-0.0423634065
ecoli_00833,0.0035006001,-0.408146498,-0.6271038335
ecoli_00834,0.4484825577,-0.036545955000000005,-0.2973758145
ecoli_00835,0.5769083277,-0.291533127,-0.2686383705
ecoli_00836,0.3645608728,-0.504478219,-0.3025577295
ecoli_00837,0.3792587852,-0.5824196140000001,-0.3075298135
ecoli_00838,1.2757454385,-0.089086256,-0.2713144085
ecoli_00839,0.95334311,-0.19378404500000002,-0.1981763815
ecoli_00840,0.8026655586,-0.17605167600000002,-0.1437790375
ecoli_00841,1.128120874,-0.069180054,-0.0864600845
ecoli_00842,0.7740641559,-0.47400081600000005,-0.2839299685
ecoli_00843,0.5308001835,-0.24830622500000002,-0.3086236345
ecoli_00844,-0.2098686999,-0.548117488,-0.2746889305
ecoli_00845,0.6687195058000001,-0.246188862,-0.1811969235
