,-0.04015603623957288,-0.02007801811978644,0.0,0.02007801811978644,0.04015603623957288,0.060234054359359315,0.08031207247914576,0.10039009059893221,0.12046810871871864,0.1405461268385051,0.16062414495829153,0.18070216307807796,0.2007801811978644,0.22085819931765088,0.24093621743743732,0.26101423555722375,0.2810922536770102,0.3011702717967966,0.32124828991658305,0.3413263080363695
thresh,-0.0501950452994661,0.0501950452994661,2,,,,,,,,,,,,,,,,,
unreg,4,462,3484,303,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Fur,1,2,12,3,5,9,11,5,1,1,2,0,1,4,4,0,0,0,0,0
unreg_genes,[],[],[],[],[],[],['fbpC'],[],['fbpA'],[],[],[],[],[],[],[],[],[],[],[]
Fur_genes,['pfeT'],['nasF' 'nasB'],"['nasD' 'dctP' 'ydhUc' 'nasC' 'ydhUn' 'nasE' 'gltB' 'yfmB' 'clsC' 'gltA'
 'sufLB' 'ykoP']",['catE' 'catD' 'fecF'],['fecE' 'fecD' 'exlX' 'ywjA' 'ywjB'],['efeB' 'yusU' 'sxzZ' 'feuV' 'sxzA' 'yfhC' 'fecC' 'efeM' 'pbtP'],"['pbtQ' 'pbtN' 'efeU' 'pbtO' 'ffoR' 'btr' 'yhfQ' 'fhuG' 'fhuC' 'fhuB'
 'sxzY']",['hmoA' 'eesA' 'fhuD' 'feuC' 'feuB'],['feuA'],['frxB'],['fbpB' 'besA'],[],['mbtH'],['fldP' 'ykuO' 'dhbF' 'fldN'],['dhbB' 'dhbE' 'dhbC' 'dhbA'],[],[],[],[],[]
