,A,Fur
R2,,0.19916808744089498
xmin,,-2.402848720431708
xmid,,0.7407540923945545
xmax,,1.9976019935868408
ystart,,2.051150582143329
yend,,-26.795391266272535
amb:ctrl:1,-0.8325789676769019,0.023115210478401597
amb:ctrl:2,0.07438870485935366,-0.1507597886461829
amb:ctrl:3,0.7581902628175712,0.12764457816777774
amb:amb:1,3.0180409866994413,-0.18775679286346847
amb:amb:2,2.550322485228001,-0.3588119391080937
amb:amb:3,2.1211094224965983,-0.030773363028116837
ave1:ctrl_5m:1,-0.15084729958902354,-0.016922095018164995
ave1:vdave1_5m:1,-2.43341345387901,0.19592308272707012
ave1:ctrl_20m:1,12.081053182631164,-0.0365926235720524
ave1:vdave1_20m:1,10.872510902316685,-0.0789746305798662
ave1:supernatant_5m:1,-1.2008354001213115,0.0004390916125274202
ave1:vnave1_20m:1,6.764141980466793,-0.038271486130045496
ave1:supernatant_20m:1,7.612323250448568,0.04959668174664245
ave1:ctrl_5m:2,0.15084729958911378,0.01692209501816411
ave1:vdave1_5m:2,-0.010710149589223323,-0.21290505913002988
ave1:ctrl_20m:2,7.669606081351937,-0.06587123593228839
ave1:vdave1_20m:2,6.123491528544397,0.0012222957994350026
ave1:supernatant_5m:2,0.3359407677100817,-0.07172074702216769
ave1:vnave1_20m:2,7.598852504864162,-0.04461483566704594
ave1:supernatant_20m:2,7.851857185279171,0.027374530954654475
biofilm_time:8h:1,-0.4743368016561636,0.04808290184652897
biofilm_time:8h:2,0.17368367118643596,-0.006499258092240723
biofilm_time:8h:3,0.1087554446795988,-0.004825721504918334
biofilm_time:8h:4,0.19189768579012215,-0.03675792224936458
biofilm_time:12h:1,16.945524536928428,-0.4819709103750807
biofilm_time:12h:2,22.456107979756716,-0.30435186469423137
biofilm_time:12h:3,22.30285890669708,-0.393752933769882
biofilm_time:12h:4,22.87924001442757,-0.5450564373279265
biofilm_time:16h:1,28.42423998959549,-1.1132802731920828
biofilm_time:16h:2,29.162537661652518,-1.0807995633959466
biofilm_time:16h:3,27.46204848054512,-1.453833945979282
biofilm_time:16h:4,27.315801906613764,-1.5329582458995228
biofilm_time:20h:1,26.496104833334478,0.14411192465909115
biofilm_time:20h:2,30.304576897051486,0.16206684664380155
biofilm_time:20h:3,25.20569218764577,0.1810695372068718
biofilm_time:20h:4,29.280593193467816,0.3017904979112487
biofilm_time:24h:1,28.002258876620388,0.5418222697425428
biofilm_time:24h:2,30.682792919466788,0.13369227457591035
biofilm_time:24h:3,29.169900362682935,0.6816809255763481
biofilm_time:24h:4,28.577002110941912,0.4689222361532313
biofilm_time:28h:1,18.598329380076613,-0.12974324786322633
biofilm_time:28h:2,25.47760558532103,-0.1035879345750832
biofilm_time:28h:3,25.181538505867906,-0.261216731266094
biofilm_time:28h:4,23.550029625538844,0.2653580447056889
biofilm_time:32h:1,14.50857146655036,0.06085477907741321
biofilm_time:32h:2,14.360413860931224,-0.3008423299882779
biofilm_time:32h:3,10.070058217901156,-0.14376224791647552
biofilm_time:32h:4,11.364473546577905,-0.15392173599034994
codY:wt:1,3.0325160210487616,0.340691721712993
codY:wt:2,-3.032516021048795,-0.340691721712993
codY:ctrl:1,-4.070090569643252,0.548465025894318
codY:ctrl:2,-5.496401583535653,-0.4319985293010653
codY:codYR61K:1,-3.2340166616317583,0.4018073095017218
codY:codYR61K:2,-4.495684781213578,-0.3159300482058747
codY:codYR61H:1,-2.3717094012301656,0.43593670534272455
codY:codYR61H:2,-5.154705177436743,-0.19438474534367067
codY:codYF71Y:1,-5.113743191247772,-0.1828211713747052
codY:codYF71Y:2,-4.0953986129053455,-0.14753541719302987
decay:wt:1,-0.07874146727767345,-0.013557179820391065
decay:wt:2,0.016979750778526904,-0.08148145804210127
decay:wt:3,0.061761716499171185,0.09503863786249322
decay:delpnpA:1,-9.880810883164509,-0.14125083958557738
decay:delpnpA:2,-10.681885874417057,0.18313207191129435
decay:delpnpA:3,-10.30204500031392,-0.10045307371323807
ecm_tasA:deltasA:1,-0.7044510973390343,0.12162799846815366
ecm_tasA:deltasA:2,-0.9458922444639573,0.2765330233191783
ecm_tasA:deltasA:3,-0.8119179466770153,-0.10129181302888934
ecm_tasA:delcssRS:1,-2.0915995408236294,0.6079140652881351
ecm_tasA:delcssRS:2,-1.8136977269332264,0.2463039582978084
ecm_tasA:delcssRS:3,-1.2869211642874878,0.8283624661615345
ecm_tasA:wt:1,-0.2634506430654435,-0.07813885316872149
ecm_tasA:wt:2,0.26345064306545285,0.07813885316872149
heatshock:wt_37C:1,-2.946234197503649,0.029178900648872737
heatshock:wt_37C:2,-3.875063960430028,0.048095055924978425
heatshock:wt_37C:3,6.821298157933648,-0.07727395657384584
heatshock:wt_48C:1,5.4549737915999605,0.4609501698363178
heatshock:wt_48C:2,4.32011288887718,0.6260169656769996
heatshock:wt_48C:3,12.864287139705949,0.6321358117279647
heatshock:wt_53C:1,-15.542352309942398,0.11301141959920713
heatshock:wt_53C:2,-15.897164479673133,-0.1690808075573944
heatshock:wt_48_53C:1,-11.212604855811119,0.6384724108741278
heatshock:wt_48_53C:2,-12.338251118579276,0.7211123991159649
heatshock:wt_48_53C:3,-17.994375006121835,0.9133202987164905
heatshock:delrelA_37C:1,-4.079577148509782,0.9897735575470924
heatshock:delrelA_37C:2,-5.9843883347822215,1.0838349236103202
heatshock:delrelA_48C:1,1.8181549257938447,0.4892834251439933
heatshock:delrelA_48C:2,-2.3591157559612985,0.7104940898658771
heatshock:delrelA_48C:3,2.9000416495739456,1.1028881049467394
heatshock:ppGpp_null_37C:1,2.406092356378636,0.5917639262999419
heatshock:ppGpp_null_37C:2,-1.1737016549922716,0.6072739921145125
heatshock:ppGpp_null_37C:3,-0.3789191758191304,0.2680067868968941
heatshock:ppGpp_null_48C:1,0.3441228373715334,0.5788565472880673
heatshock:ppGpp_null_48C:2,-3.3982428530170097,1.1316353750582149
heatshock:ppGpp_null_48C:3,3.0776626707927086,0.9858186620833518
ldar:yfiJKplus:1,-0.4883609649508173,1.8936035758024143
ldar:yfiJKplus:2,4.616998771360048,0.9536464122647406
ldar:yfiJ_A152E:1,5.065953403214191,1.3339658688146765
ldar:yfiJ_A152E:2,5.102089202148608,0.8452812433405601
ldar:wt:1,0.07211767967905272,0.05812133391560793
ldar:wt:2,-0.4235318826822395,-0.038267729606920035
