,Value,list
TF,Fur,
reg_genes,61,"['sufLB' 'yfmB' 'ydhUn' 'nasC' 'nasF' 'fecD' 'fecF' 'gltB' 'catD' 'gltA'
 'nasE' 'fecE' 'ywjB' 'clsC' 'catE' 'pfeT' 'nasD' 'nasB' 'ydhUc' 'ykoP'
 'ywjA' 'exlX' 'dctP']"
comp_genes,40,['fbpC' 'fbpA']
both_genes,38,"['besA' 'fhuD' 'yhfQ' 'dhbB' 'dhbC' 'feuB' 'pbtN' 'dhbA' 'frxB' 'yfhC'
 'feuV' 'hmoA' 'pbtO' 'fhuC' 'dhbE' 'efeB' 'ykuO' 'fhuG' 'sxzZ' 'btr'
 'pbtP' 'efeU' 'fbpB' 'fhuB' 'ffoR' 'fldP' 'feuC' 'mbtH' 'yusU' 'efeM'
 'fecC' 'feuA' 'sxzY' 'sxzA' 'eesA' 'fldN' 'pbtQ' 'dhbF']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
