sample,BSU38960
LBexp_1,8.0857
LBexp_2,9.6248
LBexp_3,9.175
LBtran_1,11.3217
LBtran_2,11.3046
LBtran_3,11.2236
LBstat_1,10.8892
LBstat_2,10.5727
LBstat_3,10.5039
LBGexp_1,8.0589
LBGexp_2,8.0618
LBGexp_3,8.0122
LBGtran_2,8.9263
LBGtran_3,9.8796
LBGstat_1,7.9929999999999986
LBGstat_2,7.8418
LBGstat_3,8.189
S0_1,10.6075
S0_2,9.7119
S0_3,10.0568
S1_1,12.888
S1_2,12.8255
S1_3,12.8473
S2_1,12.1851
S2_2,12.0814
S2_3,12.1188
S3_1,12.0437
S3_2,13.7919
S4_1,11.3238
S4_2,11.1108
S4_3,10.6438
S5_1,10.8149
S5_2,11.2456
S5_3,11.3354
S6_1,9.4669
S6_2,7.8248
S6_3,9.7023
S6/t_1,9.7181
S6/t_2,7.7626
S6_4,10.0449
S6_5,10.2682
S6_6,10.5125
S7_4,10.461
S7_5,10.2546
S7_6,10.4403
S8_4,9.9516
S8_5,8.9081
G135_1,7.8593
G135_3,7.5946
G150_1,7.8185
G150_2,7.6932
G150_3,7.8547
G180_1,7.4827
G180_2,7.4996
G180_3,7.2184
C30_1,9.7504
C30_2,10.4481
C90_1,13.0259
C90_2,13.1449
BI_1,12.0985
BI_2,12.1559
BC_2,12.5753
BC/t_1,12.6631
BC/t_2,12.4737
BC_1,12.2981
Sw_1,13.8503
Sw_2,13.9721
BT_1,11.9269
BT_2,11.5051
B36_1,13.4804
B36_2,13.3797
B60_1,13.0468
B60_2,13.1419
M9exp_1,14.3536
M9exp_2,13.9921
M9exp_3,13.8909
M9tran_1,12.6404
M9tran_2,12.8299
M9tran_3,13.1844
M9stat_1,10.4438
M9stat_2,10.5166
M9stat_3,10.1664
M+G_1,13.2129
M+G_2,13.5992
M+G_3,13.7646
Glu_1,14.0976
Glu_2,14.1506
Glu_3,14.3761
Fru_1,14.6328
Fru_2,14.0921
Fru_3,13.5301
Mal_1,13.1011
Mal_2,13.5167
Mal_3,13.6796
G+S_2,12.9157
G+S_3,13.3546
Pyr_1,11.9135
Pyr_2,12.4149
Pyr_3,12.2275
Gly_1,12.8895
Gly_2,13.8366
Gly_3,12.4173
Glucon_1,12.6846
Glucon_2,13.0925
Glucon_3,12.7959
aero_1,11.1208
aero_2,10.9453
aero_3,11.8214
nit_1,10.6629
nit_2,11.2921
nit_3,10.7394
ferm_1,10.5105
ferm_2,10.5262
ferm_3,10.9009
T-5.40H_1,13.75
T-4.40H_1,13.7645
T-3.40H_1,13.6088
T-2.40H_1,13.3823
T-1.40H_1,13.6744
T-1.10H_1,14.0938
T-0.40H_1,14.2978
T0.0H_1,14.1625
T0.30H_1,14.3225
T1.0H_1,13.9368
T1.30H_1,13.5697
T2.0H_1,13.0316
T2.30H_1,13.4672
T3.0H_1,12.5183
T3.30H_1,12.7504
T4.0H_1,12.6326
T5.0H_1,11.5251
HPh_1,11.3771
HPh_2,11.0331
HPh_3,11.1641
LPh_1,11.1563
LPh_2,11.5247
LPh_3,11.0498
LPhT_1,11.5672
LPhT_2,11.602
LPhT_3,11.9299
SMMPr_1,13.0168
SMMPr_2,12.9636
SMMPr_3,13.227
HiTm_1,13.4773
HiTm_2,13.5041
HiTm_3,14.1101
LoTm_1,12.1312
LoTm_2,11.8533
LoTm_3,11.7105
HiOs_1,13.1208
HiOs_2,13.1723
HiOs_3,13.1018
BMM_1,15.0305
BMM_2,14.9503
BMM_3,14.9389
Heat_1,14.1093
Heat_2,14.1066
Heat_3,13.6517
Cold_1,13.1274
Cold_2,13.1791
Cold_3,12.8255
Etha_1,11.7742
Etha_2,11.3861
Etha_3,12.1117
SMM_1,13.9027
SMM_2,13.864
SMM_3,14.076
Salt_1,11.9374
Salt_2,11.8824
Salt_3,11.8243
Mt0_1,8.7628
Mt0_3,8.184
M0t45_1,11.1158
M0t45_2,9.3062
M0t45_3,10.3496
M0t90_1,11.7042
M0t90_2,11.6361
M0t90_3,12.6513
M40t45_1,10.7799
M40t45_2,12.135
M40t45_3,10.5028
M40t90_1,12.2062
M40t90_2,11.9482
M40t90_3,12.6176
dia0_1,8.0907
dia0_2,8.3013
dia0_3,8.5783
dia5_1,10.2075
dia5_2,9.6181
dia5_3,9.529
dia15_1,8.8509
dia15_2,7.8898
dia15_3,7.6435
Diami_1,10.0894
Diami_2,10.1158
Diami_3,9.4983
Paraq_1,7.7458
Paraq_2,7.5785
Paraq_3,7.3225
H2O2_1,7.144
H2O2_2,7.2992
H2O2_3,7.5082
Oxctl_1,7.9688
Oxctl_2,8.0523
Oxctl_3,7.6978
GM-0.1_1,13.7732
GM-0.2_1,13.6748
GM+5_1,13.0528
GM+15_1,14.1266
GM+25_1,14.8874
GM+45_1,14.3368
GM+60_1,14.3069
GM+90_1,14.0848
GM+120_1,13.4835
GM+150_1,13.5312
GM-0.1_2,14.4287
GM-0.2_2,14.4762
GM+5_2,13.8145
GM+10_2,14.2337
GM+15_2,14.0893
GM+25_2,14.5546
GM+45_2,13.7011
GM+60_2,13.3446
GM+90_2,14.6446
GM+150_2,11.9519
GM-0.1_3,13.8564
GM-0.2_3,14.0189
GM+5_3,13.6938
GM+10_3,13.2008
GM+15_3,13.9927
GM+25_3,14.0158
GM+45_3,13.6746
GM+60_3,13.1627
GM+90_3,13.8155
GM+120_3,13.7624
GM+150_3,13.8256
MG-0.1_1,13.9741
MG+5_1,15.0942
MG+10_1,15.6608
MG+15_1,14.0968
MG+25_1,14.1858
MG+45_1,13.1972
MG+120_1,13.0461
MG+150_1,13.5148
MG-0.1_2,13.2863
MG-0.2_2,13.9417
MG+5_2,15.0409
MG+10_2,15.3639
MG+15_2,15.273
MG+25_2,13.7788
MG+45_2,13.1045
MG+60_2,13.9796
MG+90_2,13.8885
MG+120_2,13.5368
MG-0.1_3,14.5524
MG-0.2_3,14.0799
MG+5_3,15.140999999999998
MG+10_3,14.5531
MG+15_3,14.6506
MG+25_3,14.0287
MG+45_3,14.1844
MG+60_3,14.0759
MG+90_3,14.255999999999998
MG+120_3,12.7935
MG+150_3,13.6874
