,USA300HOU_RS04475
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,4.2151504851
USA300_LAC_U01-Set001_CAMHB_Control_1,4.2704267361
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,2.2434332107
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,3.4132639173
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,3.9611874935999998
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,2.9655956556
USA300_LAC_U01-Set001_CAMHB_Control_2,4.8792014255
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,3.2569610761
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,3.9912005968
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,4.0532640874
USA300_TCH1516_U01-Set000_CAMHB_Control_1,3.2788953452
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,1.5591424011
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,2.8718433281999998
USA300_LAC_U01-Set001_R10LB_PreCulture_1,3.0110077924
USA300_LAC_U01-Set001_R10LB_PreCulture_2,3.2294300353
USA300_LAC_U01-Set001_R10LB_Control_1,3.9879759738000002
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,3.4002295917
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,2.490102879
USA300_LAC_U01-Set001_R10LB_Control_2,3.4471262309
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,3.3622023828
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,3.4211311296
USA300_TCH1516_U01-Set000_R10LB_Control_1,4.1138626425
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,3.9128356169
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,3.7035341958
USA300_TCH1516_U01-Set000_R10LB_Control_2,3.5878718077
