,USA300HOU_RS07200
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,8.2159963327
USA300_LAC_U01-Set001_CAMHB_Control_1,8.3915738758
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,8.6179074713
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,8.633118017
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,8.6425236127
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,8.2063127121
USA300_LAC_U01-Set001_CAMHB_Control_2,8.4125371952
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,8.6574051037
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,8.626358794
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,8.7093617059
USA300_TCH1516_U01-Set000_CAMHB_Control_1,8.7854725064
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,8.9306246387
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,9.0674141925
USA300_LAC_U01-Set001_R10LB_PreCulture_1,8.2845191738
USA300_LAC_U01-Set001_R10LB_PreCulture_2,8.1168987625
USA300_LAC_U01-Set001_R10LB_Control_1,8.4644627706
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,8.6746288173
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,8.5490589423
USA300_LAC_U01-Set001_R10LB_Control_2,8.4720812672
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,8.7107422137
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,8.644770919700001
USA300_TCH1516_U01-Set000_R10LB_Control_1,8.487888916
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,8.5852940772
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,8.5554348574
USA300_TCH1516_U01-Set000_R10LB_Control_2,8.5091528942
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,8.6256842595
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,8.5914220309
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,8.1824957445
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,8.0440089904
USA300_TCH1516_U01-Set000_CAMHB_Control_2,8.7169658568
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,8.8354320668
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,8.8437743932
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,8.7537468219
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,8.6897332709
USA300_LAC_U01-Set004_CAMHB_Control_1,8.307097747
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,8.3620447801
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,8.3487795866
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,7.9910334155000005
USA300_LAC_U01-Set004_CAMHB_Control_2,8.290638495
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,8.1447664602
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,8.1413462683
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,7.7780846826
USA300_LAC_U01-Set004_R10LB_Control_1,8.2529874259
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,8.4300839405
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,8.460787549500001
USA300_LAC_U01-Set004_R10LB_Control_2,8.5487775243
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,8.5176441193
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,8.366277115900001
USA300_TCH1516_U01-Set003_CAMHB_Control_2,8.3509088692
