k,name,in_iM,gene_weight,regulator,function,category
6,Iron,False,-0.01681020839139819,,,
11,Chromium,False,0.016015709601342677,,,
3,Cadmium,False,-0.010466867908835413,,,
7,Zinc - Steady,False,-0.006272180373780429,,,
1,UC-2,False,0.004641593783162534,,,
10,Copper,False,-0.004466553307138383,,,
5,Lead,False,0.003941830047406256,,,
4,UC-4,False,0.0036519915098324413,,,
13,UC-6,False,0.003525427682325244,,,
14,UC-7,False,0.0034364326065406204,,,
0,UC-1,False,-0.0018464339873753488,,,
12,Zinc - Intermediate,False,0.001665443561327572,,,
2,UC-3,False,0.00152948870905675,,,
9,UC-5,False,-0.0014835560150130327,,,
8,Zinc - Fast,False,-0.0010646676586475224,,,
