,USA300HOU_RS05100
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,7.8400336503
USA300_LAC_U01-Set001_CAMHB_Control_1,8.1412059586
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,8.1633858216
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,8.0847000112
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,8.3722409713
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,7.7850892327
USA300_LAC_U01-Set001_CAMHB_Control_2,8.1544459164
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,8.181461828
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,8.1534447264
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,8.3739365789
USA300_TCH1516_U01-Set000_CAMHB_Control_1,9.165538877
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,8.6655053051
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,8.8599841448
USA300_LAC_U01-Set001_R10LB_PreCulture_1,7.0341883843
USA300_LAC_U01-Set001_R10LB_PreCulture_2,6.9738213424
USA300_LAC_U01-Set001_R10LB_Control_1,7.866897337
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,7.7612888935
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,8.2168466474
USA300_LAC_U01-Set001_R10LB_Control_2,7.5175280082
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,7.6981859968
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,7.9524600801
USA300_TCH1516_U01-Set000_R10LB_Control_1,7.2528078589
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,7.6638495283
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,7.9278698038
USA300_TCH1516_U01-Set000_R10LB_Control_2,7.1589178863
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,7.4115586356
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,7.6582689554000005
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,7.6423682666
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,7.621528584
USA300_TCH1516_U01-Set000_CAMHB_Control_2,8.8458935698
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,8.7639126248
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,8.6835415849
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,8.4468356659
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,8.5476973682
USA300_LAC_U01-Set004_CAMHB_Control_1,8.2143365087
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,8.3650008616
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,8.383500125
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,7.8553839995
USA300_LAC_U01-Set004_CAMHB_Control_2,8.2359957187
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,8.381367773000001
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,8.122188252
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,7.9919584869
USA300_LAC_U01-Set004_R10LB_Control_1,7.6626903082
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,8.2050060693
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,8.5742140001
USA300_LAC_U01-Set004_R10LB_Control_2,7.7296332833
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,8.3273405257
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,8.5357889231
USA300_TCH1516_U01-Set003_CAMHB_Control_2,8.0458864583
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,8.4214192178
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,8.924050408
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,8.7605242338
USA300_TCH1516_U01-Set003_CAMHB_Control_3,8.5106908572
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,8.3468660966
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,8.7438973784
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,8.3936916535
USA300_LAC_ICA-Set001_R10LB_Control_1,7.8571040255
USA300_LAC_ICA-Set001_R10LB_Control_2,7.7503188837
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,7.7391145969
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,7.8360340962
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,8.352414796
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,8.2412848884
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,7.7515838149
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,7.719287859
USA300_TCH1516_BK-Set001_THB_Control_1,6.1857903711
USA300_TCH1516_BK-Set001_THB_Control_2,6.9002876221000005
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,6.2980400793
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_2,6.4042927561
