sample,new_2071115_2071197_c
LBexp_1,10.1004
LBexp_2,9.9972
LBexp_3,9.8392
LBtran_1,9.4225
LBtran_2,9.5571
LBtran_3,9.6519
LBstat_1,10.4901
LBstat_2,10.0393
LBstat_3,9.5349
LBGexp_1,9.6765
LBGexp_2,9.4535
LBGexp_3,9.5547
LBGtran_2,8.8559
LBGtran_3,9.5856
LBGstat_1,9.6183
LBGstat_2,8.9034
LBGstat_3,9.4806
S0_1,8.8199
S0_2,8.9634
S0_3,8.9439
S1_1,10.7421
S1_2,10.5492
S1_3,11.2892
S2_1,10.5912
S2_2,10.1849
S2_3,9.739
S3_1,9.5847
S3_2,10.3226
S4_1,10.0693
S4_2,8.7486
S4_3,9.061
S5_1,8.6347
S5_2,8.5535
S5_3,9.078
S6_1,7.6644
S6_2,7.4455
S6_3,7.7477
S6/t_1,8.5033
S6/t_2,7.7621
S6_4,8.7031
S6_5,8.3841
S6_6,8.4091
S7_4,9.5109
S7_5,9.3392
S7_6,9.9303
S8_4,9.2067
S8_5,9.7161
G135_1,9.7666
G135_3,8.5427
G150_1,9.5669
G150_2,10.1125
G150_3,9.7279
G180_1,9.405
G180_2,8.9016
G180_3,9.0302
C30_1,9.6566
C30_2,9.7898
C90_1,9.9106
C90_2,9.6927
BI_1,9.6445
BI_2,9.8878
BC_2,9.494
BC/t_1,8.6135
BC/t_2,9.9424
BC_1,8.9609
Sw_1,8.232999999999999
Sw_2,8.6737
BT_1,8.2744
BT_2,8.0502
B36_1,9.3716
B36_2,9.2379
B60_1,9.1486
B60_2,9.491
M9exp_1,11.036
M9exp_2,10.6657
M9exp_3,10.2627
M9tran_1,10.6934
M9tran_2,10.1216
M9tran_3,10.9375
M9stat_1,8.5618
M9stat_2,8.4147
M9stat_3,8.3404
M+G_1,10.4941
M+G_2,11.0031
M+G_3,10.1466
Glu_1,11.0159
Glu_2,10.6808
Glu_3,11.0101
Fru_1,10.5582
Fru_2,11.5096
Fru_3,10.6792
Mal_1,10.0858
Mal_2,10.2235
Mal_3,10.2927
G+S_2,10.522
G+S_3,10.6749
Pyr_1,10.1168
Pyr_2,10.7047
Pyr_3,10.438
Gly_1,8.3147
Gly_2,9.4703
Gly_3,8.3899
Glucon_1,10.1378
Glucon_2,10.1248
Glucon_3,10.3128
aero_1,10.8361
aero_2,9.9793
aero_3,10.0676
nit_1,10.93
nit_2,11.0716
nit_3,10.8261
ferm_1,11.1817
ferm_2,10.7613
ferm_3,11.0719
T-5.40H_1,11.3467
T-4.40H_1,11.1252
T-3.40H_1,11.4357
T-2.40H_1,10.9488
T-1.40H_1,10.8041
T-1.10H_1,10.6795
T-0.40H_1,10.9025
T0.0H_1,10.674
T0.30H_1,9.0831
T1.0H_1,9.1175
T1.30H_1,9.0819
T2.0H_1,9.6505
T2.30H_1,10.0258
T3.0H_1,9.9302
T3.30H_1,10.1788
T4.0H_1,9.3958
T5.0H_1,9.3692
HPh_1,10.3129
HPh_2,9.8523
HPh_3,10.2826
LPh_1,10.2062
LPh_2,10.3903
LPh_3,10.0233
LPhT_1,9.8251
LPhT_2,10.0188
LPhT_3,9.6837
SMMPr_1,10.936
SMMPr_2,11.0271
SMMPr_3,10.8905
HiTm_1,9.0014
HiTm_2,9.8625
HiTm_3,10.1342
LoTm_1,11.1159
LoTm_2,10.8605
LoTm_3,10.7633
HiOs_1,10.3473
HiOs_2,10.1863
HiOs_3,10.2768
BMM_1,10.6217
BMM_2,10.4579
BMM_3,10.4182
Heat_1,10.6583
Heat_2,10.0892
Heat_3,10.3737
Cold_1,10.8119
Cold_2,10.1995
Cold_3,10.6776
Etha_1,8.5922
Etha_2,8.2855
Etha_3,8.6578
SMM_1,10.8165
SMM_2,10.9153
SMM_3,10.9892
Salt_1,10.1162
Salt_2,10.2149
Salt_3,10.2497
Mt0_1,10.0031
Mt0_3,9.9603
M0t45_1,9.6416
M0t45_2,9.6491
M0t45_3,10.083
M0t90_1,9.1865
M0t90_2,10.6273
M0t90_3,9.8023
M40t45_1,9.0014
M40t45_2,9.7478
M40t45_3,10.1745
M40t90_1,8.672
M40t90_2,10.0342
M40t90_3,9.9532
dia0_1,9.931
dia0_2,10.1979
dia0_3,9.8798
dia5_1,10.0004
dia5_2,10.4151
dia5_3,10.4939
dia15_1,11.9629
dia15_2,11.2128
dia15_3,8.8397
Diami_1,9.3938
Diami_2,10.0248
Diami_3,9.4323
Paraq_1,9.0334
Paraq_2,10.0571
Paraq_3,8.7933
H2O2_1,10.7576
H2O2_2,10.3038
H2O2_3,10.0752
Oxctl_1,8.7583
Oxctl_2,9.1389
Oxctl_3,9.8187
GM-0.1_1,10.1654
GM-0.2_1,9.4794
GM+5_1,9.9998
GM+15_1,10.3846
GM+25_1,10.6026
GM+45_1,10.7669
GM+60_1,10.7158
GM+90_1,10.2396
GM+120_1,8.9543
GM+150_1,10.5209
GM-0.1_2,10.3351
GM-0.2_2,11.2
GM+5_2,10.0386
GM+10_2,9.5482
GM+15_2,9.9444
GM+25_2,10.4749
GM+45_2,9.2176
GM+60_2,9.2917
GM+90_2,10.5917
GM+150_2,9.9521
GM-0.1_3,10.7605
GM-0.2_3,10.6465
GM+5_3,10.6506
GM+10_3,9.1413
GM+15_3,10.419
GM+25_3,8.8921
GM+45_3,10.4301
GM+60_3,8.4839
GM+90_3,10.8596
GM+120_3,10.2276
GM+150_3,10.8314
MG-0.1_1,10.3859
MG+5_1,10.0412
MG+10_1,10.791
MG+15_1,10.1744
MG+25_1,10.4745
MG+45_1,10.6351
MG+120_1,8.3715
MG+150_1,11.1007
MG-0.1_2,9.3134
MG-0.2_2,9.514
MG+5_2,9.4895
MG+10_2,10.2119
MG+15_2,11.2924
MG+25_2,9.995
MG+45_2,9.0232
MG+60_2,9.1812
MG+90_2,9.5172
MG+120_2,10.3772
MG-0.1_3,10.8613
MG-0.2_3,10.1215
MG+5_3,10.0428
MG+10_3,9.8655
MG+15_3,10.7069
MG+25_3,10.5187
MG+45_3,10.5756
MG+60_3,9.4876
MG+90_3,10.2716
MG+120_3,10.4219
MG+150_3,10.847
