,SP5448_08995
SRX1726505,0.06585997910000001
SRX1726506,-0.0079365775
SRX1726507,-0.0579234015
SRX1726508,-0.564367053
SRX1726509,-0.4298445248
SRX1726510,0.3053048496
SRX1726511,-0.4554269717
SRX1726512,-0.4210659218
SRX1726513,-0.1871614123
SRX1081650,0.2413140299
SRX1081651,-0.07557374160000001
SRX1081652,0.0331974186
SRX1081653,-0.21151147620000002
SRX1081654,0.1644564688
SRX1081655,0.043638856100000005
SRX1081656,0.3217846532
SRX1081657,-0.4905550085
SRX1081658,-0.5779914841
SRX1081659,-0.0329644757
SRX1081660,-0.0590637974
SRX1081661,-0.0381704811
SRX1081662,0.3567223095
SRX1081663,-0.08472331350000001
SRX1081664,0.08733804020000001
SRX1081665,0.2288955781
SRX1081666,-0.0877996561
SRX1081668,0.0384227881
SRX1081669,0.3131709996
SRX1081670,-0.11441189580000001
SRX1081671,-0.0561758121
SRX1081672,-0.5868183889
SRX1081673,0.10092771830000001
SRX1081674,-0.2029785173
SRX1081675,0.018828889300000002
SRX1081676,-0.1083194396
SRX1081677,-0.1202620654
SRX1081678,-0.4447258684
SRX1081679,-0.1918907555
SRX1081680,-0.696132462
SRX1081681,-0.2970796878
SRX1081682,-0.2737256567
SRX1081683,-0.3605201484
SRX1081684,-0.1517023812
SRX1081685,-0.5729752588
SRX1081686,-0.40211517090000004
SRX1081687,-0.5587692643000001
SRX1081688,-0.9697140576000001
SRX1081689,-0.6749231077000001
SRX1081690,-0.6057898725
SRX1081691,-0.6647493579
SRX1081692,-0.8017411602000001
SRX1962715,-0.08915509790000001
SRX1962716,-0.0081478353
SRX1962717,0.0973029332
SRX1962718,-0.0824359536
SRX1962719,-0.5080796449
SRX1962720,-0.5291644073
SRX1962721,-0.5805012974
SRX4892146,-0.1418802226
SRX4892147,0.1004848279
SRX4892148,-0.0359257279
SRX4892149,0.0773211226
SRX4892150,-0.3834477394
SRX4892151,-0.1014448638
SRX4892152,-0.3069250542
SRX4892153,-0.2261727836
SRX4892154,-0.1063851118
SRX4892155,-0.3307250712
SRX4892156,-0.2159609983
SRX4892157,-0.2845244558
SRX4892158,-0.1302416085
SRX4892159,-0.0913886311
SRX4892160,0.2265450475
SRX4892161,0.22013722930000001
SRX7620814,-0.6053538919
SRX7620815,-0.5238531567
SRX7620816,-0.6275067168
SRX7620817,0.36039419980000004
SRX7620818,0.2520014229
SRX7620819,0.4829144281
SRX7620856,0.3850506931
SRX7620857,0.1804989829
SRX7620858,0.5074622806
SRX7620859,0.1096630588
SRX7620860,0.220828827
SRX7620861,-0.0484725393
SRX7620862,0.3834893421
SRX7620863,0.4009231066
SRX7620864,0.5571600221
SRX7620865,0.4082951856
SRX7620866,0.8160644013
SRX7620867,-0.039173487
SRX2161502,0.1389741298
SRX2161503,-0.047081715100000004
SRX2161504,-0.09189241470000001
SRX2161505,-0.4158040275
SRX2161506,-0.5533081267000001
SRX2161507,-0.4656205211
SRX2161508,0.5177172998
SRX2161509,-0.0083066817
SRX2161510,0.44768790140000003
SRX2161511,-0.1142780706
SRX2161512,-0.3963609838
SRX2161513,-0.3082145871
SRX2161514,-0.1309207164
SRX2161515,-0.4940572918
SRX2161516,-0.541404144
SRX2161517,0.19927914060000002
SRX2161518,-0.0438693241
SRX2161519,-0.20590839200000002
SRX2161520,-0.0153161492
SRX2161521,0.1428475943
SRX2161522,0.1146108732
SRX2161523,0.29712571260000004
SRX2161524,0.4806352574
SRX2161525,0.13728307680000001
