,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,-0.00020123351749691722,,1.0,0.0,-0.00020123351749691722
1,Cr__2,-0.004417536120811402,,1.0,1.0,-0.004417536120811402
2,Cr__3,-0.019777987849904616,,1.0,2.0,-0.019777987849904616
3,Cr__4,-0.027376452147016908,,1.0,3.0,-0.027376452147016908
4,Cr__5,-0.03930319836289017,,1.0,4.0,-0.03930319836289017
5,Cr__6,-0.0443242597978598,,1.0,5.0,-0.0443242597978598
6,Fe__1,-0.015784099750570612,,1.0,6.0,-0.015784099750570612
7,Fe__2,-0.03805413320703768,,1.0,7.0,-0.03805413320703768
8,Fe__3,-0.03700316407095251,,1.0,8.0,-0.03700316407095251
9,Fe__4,-0.04295788816042803,,1.0,9.0,-0.04295788816042803
10,Fe__5,-0.0625408383310883,,1.0,10.0,-0.0625408383310883
11,Fe__6,-0.07695217763128122,,1.0,11.0,-0.07695217763128122
12,Cd__1,0.004285419750860561,,1.0,12.0,0.004285419750860561
13,Cd__2,0.007887849860739319,,1.0,13.0,0.007887849860739319
14,Cd__3,0.01247866899453546,,1.0,14.0,0.01247866899453546
15,Cd__4,0.0292065987988002,,1.0,15.0,0.0292065987988002
16,Cd__5,0.04674094924964308,,1.0,16.0,0.04674094924964308
17,Cd__6,0.06380639779262942,,1.0,17.0,0.06380639779262942
18,Zn__1,-0.06492167195897859,,1.0,18.0,-0.06492167195897859
19,Zn__2,-0.0005458879984706214,,1.0,19.0,-0.0005458879984706214
20,Zn__3,-0.04354076445161362,,1.0,20.0,-0.04354076445161362
21,Zn__4,-0.05769059970470975,,1.0,21.0,-0.05769059970470975
22,Zn__5,-0.05506543925368388,,1.0,22.0,-0.05506543925368388
23,Zn__6,-0.050448458530797914,,1.0,23.0,-0.050448458530797914
24,Cu__1,0.01821406404703421,,1.0,24.0,0.01821406404703421
25,Cu__2,0.037616327200972965,,1.0,25.0,0.037616327200972965
26,Cu__3,0.049798606801457035,,1.0,26.0,0.049798606801457035
27,Cu__4,0.06445172509741963,,1.0,27.0,0.06445172509741963
28,Cu__5,0.07930299705577873,,1.0,28.0,0.07930299705577873
29,Cu__6,0.0903479454450188,,1.0,29.0,0.0903479454450188
30,Pb__1,0.017208418592609496,,1.0,30.0,0.017208418592609496
31,Pb__2,0.03427747876802125,,1.0,31.0,0.03427747876802125
32,Pb__3,0.022786366309001257,,1.0,32.0,0.022786366309001257
33,Pb__4,0.0227189802091181,,1.0,33.0,0.0227189802091181
34,Pb__5,0.0316785213543857,,1.0,34.0,0.0316785213543857
35,Pb__6,0.03886283646718505,,1.0,35.0,0.03886283646718505
