k,name,in_iM,gene_weight,regulator,function,category
10,Copper,False,-0.01545002495869994,,,
6,Iron,False,-0.012543974677100778,,,
14,UC-7,False,-0.0051858343742787845,,,
13,UC-6,False,0.0035963375936262313,,,
4,UC-4,False,-0.003537898301146924,,,
11,Chromium,False,-0.0033840151806361967,,,
3,Cadmium,False,-0.0031193494377657767,,,
12,Zinc - Intermediate,False,0.0030407325353428547,,,
7,Zinc - Steady,False,-0.0029167891875840728,,,
0,UC-1,False,-0.0023448978667147463,,,
1,UC-2,False,0.002158098912332207,,,
5,Lead,False,-0.0017588676081504676,,,
8,Zinc - Fast,False,0.001562280977377668,,,
2,UC-3,False,0.0006965435418533161,,,
9,UC-5,False,0.0003062385924760791,,,
