,new_3622048_3622137_c
M9exp_1,13.3684
M9exp_2,13.1419
M9exp_3,13.1448
M9tran_1,13.249
M9tran_2,13.5451
M9tran_3,13.1285
M9stat_1,10.5286
M9stat_2,10.1454
M9stat_3,9.9717
MG-0.1_1,13.3279
MG-0.1_2,12.2477
MG-0.1_3,13.2796
MG-0.2_2,12.7934
MG-0.2_3,12.8191
MG+5_1,13.453
MG+5_2,12.853
MG+5_3,12.7711
MG+10_1,13.953
MG+10_2,13.257
MG+10_3,11.967
MG+15_1,13.2359
MG+15_2,13.9683
MG+15_3,13.1182
MG+25_1,13.562
MG+25_2,12.8387
MG+25_3,13.0786
MG+45_1,13.5587
MG+45_2,12.1959
MG+45_3,13.4076
MG+60_2,13.2299
MG+60_3,12.9036
MG+90_2,12.8689
MG+90_3,13.5899
MG+120_1,12.8328
MG+120_2,13.5628
MG+120_3,13.2846
MG+150_1,13.7777
MG+150_3,13.9741
GM-0.1_1,13.4674
GM-0.1_2,13.8093
GM-0.1_3,14.3955
GM-0.2_1,13.2767
GM-0.2_2,14.1417
GM-0.2_3,14.1969
GM+5_1,13.5571
GM+5_2,13.8703
GM+5_3,14.1786
GM+10_2,14.1087
GM+10_3,13.1567
GM+15_1,13.952
GM+15_2,14.1044
GM+15_3,14.0924
GM+25_1,14.4491
GM+25_2,14.7807
GM+25_3,14.0806
GM+45_1,14.0283
GM+45_2,13.2923
GM+45_3,13.0835
GM+60_1,13.9632
GM+60_2,13.2523
GM+60_3,13.508
GM+90_1,13.8587
GM+90_2,14.3944
GM+90_3,14.0374
GM+120_1,12.8224
GM+120_3,14.2174
GM+150_1,13.7134
GM+150_2,13.9351
GM+150_3,14.0158
BT_1,9.9606
BT_2,9.3536
B36_1,10.2187
B36_2,10.0662
B60_1,10.0258
B60_2,10.159
S0_1,12.7652
S0_2,13.2545
S0_3,13.7306
S1_1,12.5738
S1_2,12.2653
S1_3,12.7451
S2_1,13.0383
S2_2,12.274
S2_3,12.3786
S3_1,12.0052
S3_2,12.1692
S4_1,12.5431
S4_2,12.3778
S4_3,11.9158
S5_1,12.2721
S5_2,12.0692
S5_3,12.6212
S6_1,11.7824
S6_2,11.8058
S6_3,12.0032
S6/t_1,11.7202
S6/t_2,10.786
S6_4,11.0342
S6_5,11.4676
S6_6,11.5912
S7_4,11.6858
S7_5,11.6012
S7_6,11.6606
S8_4,11.1592
S8_5,11.2069
G135_1,10.704
G135_3,9.447
G150_1,10.6803
G150_2,11.4966
G150_3,11.3379
G180_1,11.1067
G180_2,11.3864
G180_3,9.5078
T-5.40H_1,13.7022
T-4.40H_1,13.4839
T-3.40H_1,13.2569
T-2.40H_1,13.0968
T-1.40H_1,12.974
T-1.10H_1,12.8908
T-0.40H_1,12.949000000000002
T0.0H_1,12.9199
T0.30H_1,13.3638
T1.0H_1,12.2097
T1.30H_1,11.8939
T2.0H_1,11.5336
T2.30H_1,12.1837
T3.0H_1,11.6833
T3.30H_1,11.8115
T4.0H_1,11.6731
T5.0H_1,10.9157
LBexp_1,12.6816
LBexp_2,13.6431
LBexp_3,13.474
LBtran_1,12.3773
LBtran_2,13.6558
LBtran_3,12.7279
LBstat_1,14.3423
LBstat_2,14.0511
LBstat_3,13.4962
LBGexp_1,12.5323
LBGexp_2,12.2592
LBGexp_3,12.4328
LBGtran_2,14.0161
LBGtran_3,13.4833
LBGstat_1,14.9895
LBGstat_2,14.5924
LBGstat_3,14.1286
Mt0_1,12.3099
Mt0_3,11.6602
M0t45_1,13.8003
M0t45_2,13.8026
M0t45_3,13.9482
M0t90_1,13.4594
M0t90_2,14.767
M0t90_3,13.7114
M40t45_1,13.2981
M40t45_2,12.1248
M40t45_3,13.7854
M40t90_1,12.8959
M40t90_2,14.1418
M40t90_3,13.4247
dia0_1,12.8487
dia0_2,12.8235
dia0_3,13.3895
dia5_1,11.8087
dia5_2,12.2073
dia5_3,12.173
dia15_1,13.0262
dia15_2,12.9135
dia15_3,12.4173
C30_1,12.8036
C30_2,13.0084
C90_1,13.0285
C90_2,13.1618
SMM_1,13.4774
SMM_2,13.3742
SMM_3,13.571
Salt_1,11.6077
Salt_2,11.6058
Salt_3,11.5311
M+G_1,13.6217
M+G_2,13.7854
M+G_3,14.0529
Glu_1,14.2249
Glu_2,13.9277
Glu_3,13.7745
Fru_1,13.4626
Fru_2,13.7934
Fru_3,13.6827
Mal_1,12.7772
Mal_2,13.1289
Mal_3,14.0144
G+S_2,12.7453
G+S_3,13.1699
Pyr_1,12.4602
Pyr_2,12.9416
Pyr_3,12.978
Gly_1,13.3635
Gly_2,13.9229
Gly_3,12.6309
Glucon_1,12.8562
Glucon_2,13.3162
Glucon_3,11.6997
BI_1,12.582
BI_2,13.069
BC_2,12.5246
BC/t_1,12.0695
BC/t_2,12.2745
BC_1,11.8815
Sw_1,10.2323
Sw_2,10.6239
BMM_1,13.5509
BMM_2,13.3518
BMM_3,13.4772
Heat_1,13.5242
Heat_2,13.1357
Heat_3,13.2935
Cold_1,14.6638
Cold_2,14.2813
Cold_3,13.7903
Etha_1,10.8765
Etha_2,11.1259
Etha_3,11.0754
SMMPr_1,13.1118
SMMPr_2,13.2143
SMMPr_3,13.8438
HiTm_1,10.0816
HiTm_2,13.2642
HiTm_3,13.1115
LoTm_1,11.8546
LoTm_2,11.7683
LoTm_3,11.8452
HiOs_1,12.8357
HiOs_2,12.2561
HiOs_3,12.9406
Oxctl_1,12.0242
Oxctl_2,11.9163
Oxctl_3,12.3697
Diami_1,12.5343
Diami_2,13.5035
Diami_3,13.0054
Paraq_1,11.8677
Paraq_2,12.6331
Paraq_3,10.999
H2O2_1,12.0977
H2O2_2,12.3436
H2O2_3,12.0441
HPh_1,13.4053
HPh_2,13.1841
HPh_3,12.9374
LPh_1,13.0747
LPh_2,13.3236
LPh_3,12.8362
LPhT_1,12.6393
LPhT_2,12.439
LPhT_3,12.4123
aero_1,13.4741
aero_2,12.8932
aero_3,14.6449
nit_1,13.798
nit_2,14.735
nit_3,14.3198
ferm_1,14.0537
