,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,0.0,2.9602903815742243,3.0,0.0,2.7343741627,6.0,0.4092468738,12.0,-3.1436210365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,2.2693399457333334,0.8837908838428449,3.0,1.0,1.4911707421,7.0,3.2301988424,13.0,2.0866502527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,2.2721069072666666,0.18531600519370656,3.0,2.0,2.1701718541,8.0,2.486012936,14.0,2.1601359317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,1.8385866611333332,0.2206999728715845,3.0,3.0,1.6555911013,9.0,2.0836843982,15.0,1.7764844839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,1.4705207823000002,0.23326839747538905,3.0,4.0,1.3874861819,10.0,1.7339459161000002,16.0,1.2901302489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,1.2479775235000001,0.6103181381055662,3.0,5.0,1.0142167402,11.0,1.9406227559,17.0,0.7890930744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,2.93959026405,1.3995361810692633,2.0,18.0,1.9499687399,71.0,3.9292117882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,1.1746082626333334,1.833682333372854,3.0,19.0,-0.13819659110000002,70.0,0.39233127360000003,205.0,3.2696901054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,1.63222028935,1.6055300280243652,8.0,20.0,4.3163044616,32.0,1.084546354,55.0,0.5999833656,67.0,0.9865058278000001,126.0,0.9280674529,147.0,0.309550043,203.0,0.7457437172,210.0,4.0870610927,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,0.1278152075,0.42152741208977373,3.0,21.0,-0.09717376180000001,34.0,-0.13348213750000001,61.0,0.6141015218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,0.859351289975,0.403783798209467,8.0,22.0,0.7118692473,104.0,1.1539278476,111.0,0.5271828479,133.0,0.6829296622000001,165.0,0.7495496842,238.0,1.6255638234,265.0,1.0645103548,270.0,0.3592768524,,,,,,,,,,,,,,,,,,,,
