,A,PspF,RpoN,ihfB
oxyR__wt_h2o2__2,3.3964635364999998,0.28329132500000004,-0.2562616105,0.050135135000000004
oxyR__glu_ale4__1,2.555237977,0.718994317,-0.2800959135,0.5308955750000001
oxyR__glu_ale4__2,2.6108418165,0.47537334700000006,-0.20979638350000002,0.239963105
oxyR__glu_ale4_h2o2__1,3.5307543397,0.544164443,-0.1113272695,0.321393215
oxyR__glu_ale4_h2o2__2,4.0686627058,0.7224076070000001,-0.1168814145,0.175331545
oxyR__oxyR_ale17__1,3.4103720912,0.681506826,-0.3211070615,-0.012998075000000001
oxyR__oxyR_ale17__2,3.9768240571,0.700140815,-0.4334807255,-0.17918820500000002
oxyR__oxyR_ale17_h2o2__1,3.162593921,0.5852645430000001,-0.32854685850000004,0.11520936500000001
oxyR__oxyR_ale17_h2o2__2,3.6441857111,0.34984537800000004,-0.4067040685,-0.10849309500000001
oxyR__oxyR_ale18__1,3.5941557188,-0.09002346400000001,-0.7690475815000001,-0.712682895
oxyR__oxyR_ale18__2,3.3487344538,-0.123314744,-0.7896709075,-0.45515782
oxyR__oxyR_ale18_h2o2__1,2.9480618192,0.701920526,-0.5079082875,-0.19995716500000002
oxyR__oxyR_ale18_h2o2__2,3.4271515906,0.692548634,-0.5136062095,-0.057134725000000004
oxyR__oxyR_ale19__1,3.371331314,0.074046207,-1.0488298425,-0.6934130190000001
oxyR__oxyR_ale19__2,3.4336815952,-0.08431245100000001,-0.7677674225000001,-0.61577951
oxyR__oxyR_ale19_h2o2__1,3.5384187453,-0.117376462,-1.0040422965,-0.8395102720000001
oxyR__oxyR_ale19_h2o2__2,3.3462724018,0.026718129,-0.9743311685,-0.70593072
oxyR__oxyR_ale20__1,2.8694807749,0.613684585,-0.7348181785,-0.6174351720000001
oxyR__oxyR_ale20__2,2.5067065444,0.340882104,-0.7374540895,-0.7454431260000001
oxyR__oxyR_ale20_h2o2__1,2.9007629058,0.557081487,-0.5476945355,-0.553778804
oxyR__oxyR_ale20_h2o2__2,3.3179757383,0.45521661300000005,-0.5966921155,-0.39342944500000004
svns_pgi__BmePgi24_15__1,3.3251486778,-0.09151174100000001,-0.5030088485,-0.242068375
svns_pgi__BmePgi24_15__2,3.4823647903,-0.055650541000000005,-0.47050639050000004,-0.145811075
svns_pgi__BmePgi24_26__1,4.2318571391,0.055426037000000004,-0.6809120685000001,-0.22252184500000002
svns_pgi__BmePgi24_26__2,4.3896650632,0.024156959000000002,-0.7789388945,-0.290125915
svns_pgi__BmePgi24_41__1,4.1770011195,-0.002915393,-0.5732511435000001,0.818727175
svns_pgi__BmePgi24_41__2,4.4975903451,0.090147241,-0.7276872855000001,-0.43698767
svns_pgi__BmePgi24_52__1,3.7941835836,0.178805755,-0.5727720955,-0.23280757500000002
svns_pgi__BmePgi24_52__2,4.1093502613,0.134813121,-0.6420311575000001,-0.44035611500000005
svns_pgi__PaePgi2_34__1,4.0370631031,0.337128468,-0.2539979485,0.48633563500000004
svns_pgi__PaePgi2_34__2,3.8379979663,0.364203025,-0.2463934045,0.469224085
svns_pgi__PaePgi2_63__1,4.2876907484,0.361970656,-0.2773780415,0.310422755
svns_pgi__PaePgi2_63__2,4.658760641,0.270929923,-0.2895602155,0.406436905
svns_pgi__PaePgi24_54__1,3.5605721988,0.538304878,-0.15440206550000002,0.107600365
svns_pgi__PaePgi24_54__2,3.3895441955,0.302768443,-0.1285630515,0.14424013500000002
svns_pgi__PaePgi24_90__1,3.7675921366000003,0.396890179,-0.3563040015,0.21443858500000001
svns_pgi__PaePgi24_90__2,3.4875254,0.446059653,-0.2940268075,0.256181475
abx_media__m9_ctrl__1,3.7086120298000003,-0.305749278,-0.19254825350000002,-0.7748466310000001
abx_media__m9_ctrl__2,4.5244631204,-0.32984836700000003,-0.0069729905,-0.64266658
abx_media__rpmi_ctrl__1,6.5185203272,-2.016832925,-1.4277807655,-1.939577305
abx_media__rpmi_ctrl__2,5.7260580536,-1.5281764500000001,-0.7138445255,-2.241790295
abx_media__camhb_ctrl__1,7.6886524291,-1.582285768,-1.6206768645,-1.209246395
abx_media__camhb_ctrl__2,6.3600227844,-1.848177686,-1.5540019985,-1.408883126
abx_media__m9_mero__1,6.6432351289,-0.752830462,-0.6042016265,-0.692410551
abx_media__m9_mero__2,5.4089211966,-0.7156689460000001,-0.32353194750000003,-0.760633267
abx_media__rpmi_mero__1,6.2653780467,-2.240094089,-1.1787768155,-2.122024952
abx_media__rpmi_mero__2,6.0983919187,-1.635160447,-1.2187590125,-1.985576121
abx_media__camhb_mero__1,7.9690832889,-2.876157381,-1.8631709255,-1.809309373
abx_media__camhb_mero__2,7.9899020105,-2.361751674,-1.6599600125,-1.769452582
abx_media__m9_trisulf__1,3.4619998901,-0.40622275300000005,0.2735606665,-0.654139134
abx_media__m9_trisulf__2,4.0717767599,-0.48259462100000006,0.2572504015,-0.673502463
abx_media__rpmi_trisulf__1,6.6320712869000005,-1.471984821,-0.5835285005,-1.495545031
abx_media__rpmi_trisulf__2,6.4997898339,-1.547937474,-0.5953394565,-1.3725593790000001
abx_media__camhb_trisulf__1,6.7027441352,-1.130838623,-0.5203182055,-1.642703878
abx_media__camhb_trisulf__2,6.2147215591,-1.123806333,-0.5073662345000001,-1.608883975
abx_media__m9_cef__1,4.775556376,-0.7295209890000001,0.0852633545,-0.7174840370000001
abx_media__m9_cef__2,4.608672038,-0.62391708,0.1457137845,-0.795013022
abx_media__rpmi_cef__1,6.9350097503,0.45935951300000005,-0.2890664925,-2.385835026
abx_media__rpmi_cef__2,6.8014040382,0.609272782,-0.18241129250000002,-2.377511802
abx_media__camhb_cef__1,5.8603025177,-0.137308476,-0.5600824835,-1.499025855
abx_media__camhb_cef__2,5.9302455457,-0.26326193600000003,-0.6767745725000001,-1.429627373
abx_media__m9_cipro__1,2.3215869,-0.8811623740000001,0.43428186150000003,-0.797538743
abx_media__m9_cipro__2,2.0649504936,-1.194755164,0.4325959225,-0.715373115
abx_media__rpmi_cipro__1,6.7656049273,-0.7515354110000001,-0.5331122905,-1.969755932
abx_media__rpmi_cipro__2,8.8786176388,-0.9674803940000001,-0.6723085365,-1.89297845
abx_media__camhb_cipro__1,5.9930443739,-2.532985817,-0.8066460445,-1.285918855
abx_media__camhb_cipro__2,5.8147746338,-2.597777849,-0.7385115715,-1.320916752
hot_tale__42c_ale3_30c__1,2.7239052603,-0.15782569999999999,-0.4863226565,-0.311726125
hot_tale__42c_ale3_30c__2,2.9545392082,-0.433146454,-0.5547234925,-0.313698215
hot_tale__42c_ale3_37c__1,3.6711914604,0.297052541,-0.4694425855,-0.356550505
hot_tale__42c_ale3_37c__2,3.4961417032,0.143513951,-0.44796744450000003,-0.286844505
hot_tale__42c_ale3_44c__1,5.6202262121,0.943651506,-0.0295299795,0.8838351350000001
hot_tale__42c_ale3_44c__2,5.8222681192,0.638197619,0.0063114185,0.915693485
hot_tale__hot_ale3_mid_30c__1,1.8378337545,0.246153523,-0.0866435655,0.005993265
hot_tale__hot_ale3_mid_30c__2,2.0370258162,0.29567819900000003,-0.10088509450000001,-0.007385775000000001
hot_tale__hot_ale3_mid_37c__1,3.1659169078,0.351656328,-0.5291750435,-0.501685806
hot_tale__hot_ale3_mid_37c__2,3.3374422597,0.273779736,-0.8200618455,-0.528992617
hot_tale__hot_ale3_mid_44c__1,4.7783359739,0.28474021800000004,-0.5761194285,0.11469567500000001
hot_tale__hot_ale3_mid_44c__2,4.9527199108,0.498058759,-0.4985162905,0.23116971500000003
hot_tale__hot_ale3_30c__1,3.2766385336,0.218741825,-0.3221970535,-0.45345180900000004
hot_tale__hot_ale3_30c__2,3.6364884943,0.31177172000000003,-0.2184577975,-0.329073775
hot_tale__hot_ale3_37c__1,4.203516828,0.31523693,-0.7110767065,-0.40363830500000003
hot_tale__hot_ale3_37c__2,3.2344610366,0.15585369100000002,-0.6720003175,-0.277036345
hot_tale__hot_ale3_44c__1,6.7081689635,0.391753617,-0.6911875015000001,0.227503365
hot_tale__hot_ale3_44c__2,6.8599163588,0.43353327100000005,-0.5796304535,0.238396985
hot_tale__hot_ale4_30c__1,3.1733953291,0.011295607000000001,-0.6668791315,-0.546493917
hot_tale__hot_ale4_30c__2,2.9715468282,-0.248508165,-0.5694105275,-0.407269425
hot_tale__hot_ale4_37c__1,2.9299958998,-0.12071368800000001,-0.7970919045,-0.459973854
hot_tale__hot_ale4_37c__2,3.3923902465,0.24418012800000002,-0.8461084205,-0.44517688800000005
hot_tale__hot_ale4_44c__1,3.6515120979,0.512761902,-0.19908843750000002,0.082785365
hot_tale__hot_ale4_44c__2,4.7573490493,0.5762305630000001,-0.4070465515,0.259213805
hot_tale__hot_ale8_30c__1,2.5244189588,0.050284946000000004,-0.5594960895000001,-0.9095089900000001
hot_tale__hot_ale8_30c__2,2.9234238673,0.041737761000000005,-0.5038592885000001,-0.7777570690000001
hot_tale__hot_ale8_37c__1,2.8459612496,0.247940384,-0.6562123495000001,-0.727489724
hot_tale__hot_ale8_37c__2,3.1895424613,0.223295766,-0.6598558995,-0.703668932
hot_tale__hot_ale8_44c__1,4.580572807,0.8990653940000001,-0.0738277085,0.012718265000000001
hot_tale__hot_ale8_44c__2,4.5718322158,0.72981996,-0.12185689350000001,-0.09703083500000001
hot_tale__hot_ale9_mid_30c__1,3.8297575762,0.006323199000000001,-0.4791588485,-0.049583385
hot_tale__hot_ale9_mid_30c__2,2.5882862985,0.054935092000000005,-0.4254981295,0.135071655
hot_tale__hot_ale9_30c__1,2.2516955319,-0.417153529,-0.7666888895,-0.592842238
hot_tale__hot_ale9_30c__2,2.9006997645,-0.33966217200000004,-0.7144685355,-0.58999575
hot_tale__hot_ale9_mid_37c__1,2.6155981285000003,0.220556778,-0.8098953175,-0.367639655
hot_tale__hot_ale9_mid_37c__2,2.8019403723,0.225507263,-0.7267048265,-0.29849762500000004
hot_tale__hot_ale9_37c__1,3.6389600448,0.33495597,-0.8316562655,-0.38001561500000003
hot_tale__hot_ale9_37c__2,3.1232061273,0.330079277,-0.7900438585,-0.376293755
hot_tale__hot_ale9_mid_44c__1,4.3396793445,0.47261490600000006,-0.15745627850000002,0.19238305500000003
hot_tale__hot_ale9_mid_44c__2,4.9986804959,0.56198684,-0.1742302655,0.510890925
hot_tale__hot_ale9_44c__1,4.96627871,0.562288894,-0.3817692005,0.24630422500000002
hot_tale__hot_ale9_44c__2,5.6421840954,0.588914845,-0.4245381205,0.38751159500000004
hot_tale__hot_ale10_30c__1,3.3505305528,0.168838505,-0.40481923750000004,-0.45869837300000005
hot_tale__hot_ale10_30c__2,4.0965566246,0.32889455900000003,-0.3913237745,-0.355403095
hot_tale__hot_ale10_37c__1,3.6021103179000002,0.19307658600000002,-0.8734479885,-0.447231433
hot_tale__hot_ale10_37c__2,3.5680238563,0.12914724,-0.8586481575,-0.371389305
hot_tale__hot_ale10_44c__1,5.5692285345,0.350430909,-0.5614283555,0.178874645
hot_tale__hot_ale10_44c__2,5.4335217362,0.606011643,-0.4530128035,0.311857795
hot_tale__hot_ale16_30c__1,3.2358951213,0.16623004600000002,-0.5154001985000001,-0.467012603
hot_tale__hot_ale16_30c__2,2.899026401,0.12759925900000002,-0.4354985195,-0.372629985
hot_tale__hot_ale16_37c__1,2.7729541008,0.103779668,-0.8158610125,-0.431921053
hot_tale__hot_ale16_37c__2,2.6372784704,0.258817469,-0.8157719835,-0.424432715
hot_tale__hot_ale16_44c__1,4.5055141751,0.636239497,-0.4651136655,0.140553845
hot_tale__hot_ale16_44c__2,4.6694592117,0.56729056,-0.3570846035,0.24958026500000002
pdhr_ale__pdhR-13_51__1,3.5601104756,0.045247044,-0.6523027445,0.670059155
pdhr_ale__pdhR-13_51__2,3.4589875525,0.044236926,-0.6094151285,0.584683415
pdhr_ale__pdhR-14_46__1,3.6817415689,-0.043695758,-0.42264461950000004,1.127235165
pdhr_ale__pdhR-14_46__2,3.5788574635,-0.22119094800000003,-0.4752205505,1.086679905
pdhr_ale__pdhR-15_51__1,3.3128640418,0.081699957,-0.6224597265,0.419866055
pdhr_ale__pdhR-15_51__2,3.3692143084,0.028678421000000003,-0.5870771115,0.633658665
pdhr_ale__pdhR-16_49__1,4.1535400714,0.018214055,-0.5607076005,0.992749325
pdhr_ale__pdhR-16_49__2,4.5995896573,-0.20594457900000002,-0.4169587135,0.978565255
tcs__del_atoC_LiAcet__1,0.5921944787,-0.39937904900000004,-0.1813430455,0.07488206500000001
tcs__del_atoC_LiAcet__2,0.17068131990000002,-0.44375239800000005,-0.0386154645,0.076697995
tcs__del_atoC_LiCl__1,0.41692455580000004,-0.23368565,0.022399969500000002,0.35601839500000004
tcs__del_atoC_LiCl__2,-0.0196583187,-0.497773687,0.1127247755,-0.003665175
tcs__del_atoC_m9__1,0.8327038991,-0.310463194,-0.0561102235,0.390416185
tcs__del_atoC_m9__2,0.3645061754,-0.158836806,-0.0407660725,0.45289707500000004
tcs__del_baeR_etoh__1,3.5859830468,0.6197391950000001,-1.3070438615,-1.004696949
tcs__del_baeR_etoh__2,5.1244136034,0.768652717,-0.9103765525,-1.039493529
tcs__del_baeR_lb__1,4.2588674974,0.141026661,-0.07423724050000001,0.560565675
tcs__del_baeR_lb__2,4.4144641435,0.352318157,-0.1987189185,0.6126008350000001
tcs__del_btsR_01xlb__1,4.9954233703,-1.303687374,-0.4260438495,0.9432713450000001
tcs__del_btsR_01xlb__2,5.2256495648,-0.941790203,-0.4191549785,0.936693195
tcs__del_btsR_lb__1,3.2350273477,0.38066671300000005,0.1901894335,-0.685354248
tcs__del_btsR_lb__2,2.968748354,0.43702950100000004,0.1126508125,-0.7342108110000001
tcs__del_btsR_pyruvate__1,5.709475009,-1.018185427,-0.4017095755,1.100573585
tcs__del_btsR_pyruvate__2,5.4796199809,-0.9936068650000001,-0.4281497185,1.042834665
tcs__del_cpxR_etoh__1,5.1244951305,0.725411153,-1.3940491065,-1.245766886
tcs__del_cpxR_etoh__2,5.554457382,0.5067937290000001,-1.3759399465,-1.365107315
tcs__del_cpxR_lb__1,3.7573980754000003,0.272397732,-0.1651914605,0.496570985
tcs__del_cpxR_lb__2,3.7614157987,0.33947276400000004,-0.036922960500000004,0.521179295
tcs__del_cusR_CuSO4__1,5.9483204844,0.6753505630000001,0.2530436345,0.18434866500000002
tcs__del_cusR_CuSO4__2,6.2658196169,0.8050006200000001,0.2711247095,0.172252555
tcs__del_cusR_lb__1,3.4692350508,0.579505511,0.0610994165,-1.04493152
tcs__del_cusR_lb__2,3.4744746582,0.293195001,-0.028130071500000003,-0.94008373
tcs__del_kdpE_01-kcl__1,4.2449377191,-0.32136601400000003,-0.0036972305000000003,1.188748505
tcs__del_kdpE_01-kcl__2,3.9741113189,-0.28017155400000004,0.015772499500000002,1.132852455
tcs__del_kdpE_115-kcl__1,1.9504482256000002,3.0325000000000002e-05,0.0158162155,0.315758295
tcs__del_kdpE_115-kcl__2,1.6455954524,-0.06256114,0.028188571500000002,0.327461795
tcs__del_phoB_m9__1,0.8484356722,-0.07348083100000001,-0.3004514575,0.34490785500000004
tcs__del_phoB_m9__2,0.8392162735,-0.03156659,-0.2269969835,0.359382225
tcs__del_phoB_m9p__1,30.7424901109,-0.7783313810000001,-2.3662006385,0.042946165
tcs__del_phoB_m9p__2,31.0740214649,-0.830276942,-2.3873792415,0.148344995
tcs__del_rcsB_etoh__1,8.2054887376,0.89237548,-1.1646445325,-1.113655764
tcs__del_rcsB_etoh__2,8.1204645543,1.039540786,-1.0726627075,-1.286862524
tcs__del_rcsB_lb__1,3.29322067,0.320296055,-0.16685125650000002,-0.130483775
tcs__del_rcsB_lb__2,2.8171257022000002,0.43470203500000004,-0.1528363975,-0.11948199500000001
tcs__del_zraR_lb__1,2.7599340172,-0.112018166,-0.2308365705,-1.008928745
tcs__del_zraR_lb__2,3.3417183753,0.231520101,-0.2319223505,-1.091690486
tcs__del_zraR_zncl2__1,5.0484474556,0.402527369,0.0125969325,-0.38165406500000004
tcs__del_zraR_zncl2__2,4.8517031587,0.5034574860000001,0.060915250500000004,-0.349034975
tcs__wt_01-kcl__1,2.2492091846,-0.07358835300000001,0.1228450845,1.455038345
tcs__wt_01-kcl__2,1.8716069763,-0.099840973,0.0687252155,1.366600795
tcs__wt_01xlb__1,5.0881100376,-0.9497240830000001,-0.3972351395,1.232707105
tcs__wt_01xlb__2,4.9838161454000005,-0.99576279,-0.4348531185,1.196058335
tcs__wt_115-kcl__1,2.6491748544,-0.022391142000000003,-1.14035e-05,0.32144473500000004
tcs__wt_115-kcl__2,1.9592017981,-0.049944448,-0.0027724815,0.254998695
tcs__wt_CuSO4__1,4.8094014689,0.598226236,-0.1843097545,-0.34763808500000004
tcs__wt_CuSO4__2,4.4327710563,0.662485729,-0.12013272350000001,-0.33729100500000003
tcs__wt_etoh__1,6.2773575814,0.39587283300000004,-0.8242077115,-0.748208975
tcs__wt_etoh__2,6.1819915462,0.34587312400000003,-0.8636889035,-0.77338142
tcs__wt_lb__1,4.7178208645,0.09639195,-0.2947850685,0.7751741050000001
tcs__wt_lb__2,4.6178296657,0.29065428400000004,-0.3596543125,0.778722075
tcs__wt_LiAcet__1,-0.1227893263,-0.44010932500000005,0.09347013950000001,0.017340905
tcs__wt_LiAcet__2,0.44737078090000004,-0.20682192400000002,-0.2085698125,0.268100265
tcs__wt_LiCl__1,0.34642217340000003,-0.108265357,-0.1766728435,0.29628289500000005
tcs__wt_LiCl__2,0.2758778925,-0.278774134,-0.2238188015,0.39963469500000004
tcs__wt_m9p__1,29.6994477571,-0.630473764,-2.0496042975,0.076579375
tcs__wt_m9p__2,28.9920510736,-0.355899776,-2.0621163545,0.131004705
tcs__wt_pyr__1,5.7382649052,-0.824636653,-0.44156524350000004,1.210572895
tcs__wt_pyr__2,6.0689309034,-0.9991286180000001,-0.4725023485,1.222105615
tcs__wt_zncl2__1,4.9529422695,0.185863084,-0.1539710705,-0.7767742820000001
tcs__wt_zncl2__2,5.1274106134,0.06835010300000001,-0.0834836115,-0.85283599
ros_tale__1_112_0pq__1,4.2941150462,-0.130411426,-0.0394391575,-0.8659966050000001
ros_tale__1_112_0pq__2,3.7773586539,-0.144349483,0.1377660055,-0.9510845130000001
ros_tale__1_112_250pq__1,2.7024446323999998,0.35443340500000003,0.6510062555,-0.892650067
ros_tale__1_112_250pq__2,2.1244599525,-0.111238262,0.3599432515,-0.650211917
ros_tale__1_112_750pq__1,1.9283013066999999,0.139875525,0.4836252525,-0.449078336
ros_tale__1_112_750pq__2,3.9348514785,0.154437568,0.3568816365,-0.756018851
ros_tale__1_112_750pq__3,3.7461170606,-0.115808747,0.5070291985000001,-0.9738206110000001
ros_tale__3_76_0pq__1,7.5154298144,-0.07846159200000001,-0.5664110875,0.609933425
ros_tale__3_76_0pq__2,7.7154007729,-0.307181177,-0.5829658875,0.5490627650000001
ros_tale__3_76_0pq__3,8.1941336734,-0.220732892,-0.4466793015,0.20033556500000002
ros_tale__3_76_0pq__4,8.5847233409,-0.5071432140000001,-0.4972754545,0.21333680500000002
ros_tale__3_76_250pq__1,7.4360916253,-1.086025639,0.1719268205,-0.101637155
ros_tale__3_76_250pq__2,6.835242688,-1.238212929,-0.2874407815,-0.49744366
ros_tale__3_76_750pq__1,5.9214287635,-0.655383259,-0.1191375105,-1.24988038
ros_tale__3_76_750pq__2,6.2826248046,-1.407887261,-0.6057514295,-1.09819233
ros_tale__7_103_0pq__1,3.3814578573,0.5398601510000001,-0.1675098355,-0.10574536500000001
ros_tale__7_103_0pq__2,3.1077325816,0.7067713910000001,-0.1861682405,-0.101382835
ros_tale__7_103_0pq__3,4.2423711207,0.501649321,-0.1088473395,-0.140543905
ros_tale__7_103_0pq__4,3.6066699282,0.6496963290000001,-0.1782246505,-0.151116715
ros_tale__7_103_250pq__1,5.579547333,-0.6158846090000001,0.2538954225,-0.28454211500000004
ros_tale__7_103_250pq__2,5.0204465556,-0.6337692020000001,0.3837116365,-0.218709975
ros_tale__7_103_750pq__1,6.5909747284,-0.809468155,0.28437785050000003,0.059289785000000005
ros_tale__7_103_750pq__2,5.6974542258,-0.6246951430000001,0.3035489375,0.08908384500000001
ros_tale__9_77_0pq__1,6.9652831456,-1.149416901,0.16083152150000002,-0.518450237
ros_tale__9_77_0pq__2,7.2643350804,-1.3370872820000002,0.0763342045,-0.47543456700000003
ros_tale__9_77_250pq__1,7.3729980777,-1.073317332,0.3966464375,-0.869744331
ros_tale__9_77_250pq__2,7.3045136716,-1.011666446,0.5321519475,-1.050985093
ros_tale__9_77_750pq__1,7.0646177744,-1.125487323,0.4522509105,-0.72520451
ros_tale__9_77_750pq__2,7.2166948276,-1.156275886,0.2981011925,-0.7641835720000001
ros_tale__11_83_0pq__1,1.8325868019,-0.588924656,0.2163305805,-1.0700173099999999
ros_tale__11_83_0pq__2,2.4201080169,-0.416183281,0.31488359650000003,-1.103072573
ros_tale__11_83_250pq__1,3.0852022156,-0.458342517,0.3723993675,-1.148855377
ros_tale__11_83_250pq__2,3.2155265687,-0.606831786,0.4228114235,-0.9061221570000001
ros_tale__11_83_750pq__1,2.9149211073,-0.313553862,0.4767311185,-0.9090295740000001
ros_tale__11_83_750pq__2,4.1477802132,-0.40521659400000004,0.5364249265000001,-0.6581965830000001
ros_tale__13_87_0pq__1,4.2557061798,-0.445241535,-0.0925105925,-1.130481859
ros_tale__13_87_0pq__2,4.5759113282,-0.769399131,-0.0768193545,-1.097951499
ros_tale__13_87_250pq__1,4.555126981,-0.504261567,0.5406316015,-0.7678107230000001
ros_tale__13_87_250pq__2,4.056956391,-0.389481204,0.6297644365,-0.501428296
ros_tale__13_87_750pq__1,4.2781989514,-0.362472236,0.7798303665,-0.539670415
ros_tale__13_87_750pq__2,4.8297291958,-0.346232287,0.7378888005,-0.418458545
ros_tale__14_27_0pq__1,4.9441840434,-0.050036947000000005,0.0032901385,-0.859777644
ros_tale__14_27_0pq__2,4.6073883106,0.056343503,0.0410366655,-0.8969574320000001
ros_tale__14_27_250pq__1,3.275074689,-0.13435433100000002,0.9526409745000001,-0.7157152090000001
ros_tale__14_27_250pq__2,4.2355276343,0.088079644,1.0586750145,-0.827818583
ros_tale__14_27_750pq__1,5.0245788499,0.27494443,0.8617293015,1.084884585
ros_tale__14_27_750pq__2,6.5712704287,0.654627532,0.6138417665,1.110534925
ros_tale__16_28_250pq__1,3.3637407564,-0.12813474700000002,-0.48960456150000004,-0.322763075
ros_tale__16_28_250pq__2,3.341731702,-0.219751776,-0.5285945645,-0.293092475
ros_tale__16_32_0pq__1,3.8081271603999998,-0.023043532000000002,0.21990180750000002,0.34716982500000004
ros_tale__16_32_0pq__2,4.8311660502,0.045650832,0.26753295450000003,0.33392048500000004
ros_tale__16_32_0pq__3,3.7539233653,-0.12729573800000002,-0.5482217625,-0.291864605
ros_tale__16_32_0pq__4,3.6826423141999998,-0.039913161,-0.49869631750000004,-0.29224345500000004
ros_tale__16_32_250pq__1,3.5456097624,0.151530102,-0.22059296550000002,-0.465235485
ros_tale__16_32_250pq__2,3.3831782532,0.06416313400000001,-0.2032018405,-0.483834904
ros_tale__16_32_750pq__1,5.1612031479,-0.538542383,0.2606441745,-0.230275895
ros_tale__16_32_750pq__2,5.5691900703,0.037682743000000005,0.42552955950000004,0.08051488500000001
ros_tale__17_104_0pq__1,8.4219876476,-0.22414412700000003,-0.027075578500000003,0.414410155
ros_tale__17_104_0pq__2,8.0526984582,-0.41875995,0.06265064050000001,0.420775255
ros_tale__17_104_250pq__1,6.2043287802,-0.582543154,0.3335942695,-0.091196495
ros_tale__17_104_250pq__2,4.4531791195,-0.22666137200000003,0.6371319745,0.18637689500000001
ros_tale__17_104_250pq__3,5.0828569862,-0.006696554,0.6821483245000001,-0.25625172500000004
ros_tale__17_104_250pq__4,6.9076910261,-0.44936160100000005,0.9801124235,0.16089092500000002
ros_tale__17_104_750pq__1,7.3014747185,-0.05854836,0.4538583305,-0.5423704530000001
ros_tale__17_104_750pq__2,5.8876531319000005,-0.497043791,0.35690732350000004,-0.41065191500000003
ros_tale__18_24_250pq__1,3.9166492179,0.491978793,-0.0891468405,0.556681175
ros_tale__18_24_250pq__2,4.3282551006,-0.09008181900000001,-0.2798599835,0.044054445000000005
ros_tale__18_36_0pq__1,4.8368538728,0.205124088,0.1578808705,0.150418815
ros_tale__18_36_0pq__2,4.4533179325,0.58140655,0.10576513450000001,0.296173185
ros_tale__18_36_0pq__3,4.4666475244,-0.086659345,-0.6761855845,-0.39758026500000004
ros_tale__18_36_0pq__4,3.3626987377,0.007445148,-0.4184855695,-0.7291996590000001
ros_tale__18_36_250pq__1,2.29469315,-0.20463661800000002,-0.0264383985,-0.535026925
ros_tale__18_36_250pq__2,2.8875206624,0.07279951300000001,-0.0546527225,-0.47481011500000003
ros_tale__18_36_750pq__1,5.1922377608,-0.14447036500000002,0.5829297555,0.676957735
ros_tale__18_36_750pq__2,5.4280940901,-0.306940916,0.5613484905,0.760018115
ros_tale__19_91_0pq__1,5.5767322731,0.25554883300000003,-0.14981532150000001,0.732289525
ros_tale__19_91_0pq__2,4.4584670495,0.088618423,-0.1837448455,0.43077015500000004
ros_tale__19_91_250pq__1,4.3328632744,0.11494767400000001,-0.0036341635000000003,0.394077915
ros_tale__19_91_250pq__2,4.642390565,0.143597001,0.1658283905,-0.033236975
ros_tale__19_91_750pq__1,4.9631306644,0.08688636400000001,0.0205433285,-0.08328756500000001
ros_tale__19_91_750pq__2,6.1613708125,0.07459407800000001,0.21667420850000002,-0.444519447
ros_tale__19_91_750pq__3,3.9255087677000002,0.197289347,0.0112280895,0.360943715
ros_tale__19_91_750pq__4,4.7548509148,0.19432359200000002,-0.36405524850000004,-0.0008650550000000001
ros_tale__21_97_0pq__1,5.1864434904,-0.663117315,0.3111515255,-1.239469425
ros_tale__21_97_0pq__2,4.8342435283,-0.586789899,-0.1095378275,-0.906114233
ros_tale__21_97_250pq__1,4.0149497875,-0.842308122,0.20060357350000002,-0.664380941
ros_tale__21_97_250pq__2,5.2264333723,-0.9883387710000001,0.2044626135,-0.751543803
ros_tale__21_97_750pq__1,3.3893227724,-0.211172082,0.7214413065,-0.582283069
ros_tale__21_97_750pq__2,4.2759703356,-0.898118591,0.47509002450000004,-0.6685993090000001
ros_tale__25_111_0pq__1,5.2356654355,-0.6405399820000001,-0.0012772825,-0.8101516240000001
ros_tale__25_111_0pq__2,3.8997668668000003,-0.159525375,0.5333985945,-0.821579228
ros_tale__25_111_250pq__1,3.7404890012000003,-1.172781565,0.43752258250000003,-0.6815045200000001
ros_tale__25_111_250pq__2,3.2341587777,-0.522159637,0.6292353135000001,-1.030650892
ros_tale__25_111_750pq__1,3.4872228051,-0.43928738500000003,0.6935646275,-0.91410638
ros_tale__25_111_750pq__2,2.1511676663,-0.9016425250000001,0.7096221445,-0.396619785
ros_tale__29_119_0pq__1,4.9598855006,0.034607499,0.5490633515000001,-1.143270606
ros_tale__29_119_0pq__2,5.8396669965,0.16047813300000002,0.38270378250000003,-0.5396704520000001
ros_tale__29_119_250pq__1,7.7677501082,0.12144374100000001,0.5317026175,-0.460564228
ros_tale__29_119_250pq__2,7.5872828316,-0.162925191,0.32177281750000003,-1.3851055859999999
ros_tale__29_119_750pq__1,6.4231903518,0.054954339000000005,1.0387586395,-0.664774753
ros_tale__29_119_750pq__2,6.6015993901000005,0.039218949,0.7807106995,-0.693988244
ros_tale__ALE4_0pq__1,3.8485161459,0.054300092,-0.6619373595,-0.29706712500000004
ros_tale__ALE4_0pq__2,3.4762889517,0.174682481,-0.6886624015,-0.29380178500000004
ros_tale__ALE4_250pq__1,3.3228005012,0.8856438740000001,0.3639911735,1.463623175
ros_tale__ALE4_250pq__2,2.9307666354,1.071139319,0.4181526745,1.494380965
