,A,ArgP,BasR,SlyA
ERX1521041,4.141123482,0.5966398150000001,0.6913371962,0.3383320868
ERX1521042,-0.2356844277,0.1012582461,-0.22791903100000002,0.2552216075
ERX1521043,1.1540774758,0.908348398,0.8146253696,-0.5267455942
ERX1521044,0.2403319028,0.1560118779,-0.1843418671,0.3408299322
ERX1521045,-0.2403319028,-0.1560118779,0.1843418671,-0.3408299322
SRX621182,5.0309843577,-1.616277401,-0.7792610899,-1.8114736705
SRX621183,5.2787426524,-1.4864930902,-1.084776938,-2.1287518573
SRX621184,2.7616991779,-1.0673133784,-1.8465425265,-1.2856321979
SRX621185,3.2288785958,-1.0477516763,-2.0267811746,-1.3073111057
SRX621188,3.5243839215,-0.9313048156,-1.3958564329,-1.9655792951
SRX621189,3.3624240243,-1.0246067,-1.8150321464,-1.801632094
SRX621190,0.5055707311000001,0.2440747684,0.3604876649,-0.0989736617
SRX621191,-0.5055707311000001,-0.2440747684,-0.3604876649,0.0989736617
SRX621192,3.2816492209,-1.5453354394,-1.8568386392,-1.2415675267
SRX621193,3.6073873282999998,-1.3729556093,-1.8680991044000002,-1.3605212778
SRX6489436,-0.8574317496,-0.7398158555000001,-0.9765967842000001,-1.950615537
SRX6489437,-0.5121077951,-0.8647879481,-0.6419346829,-1.9949042944
SRX6489438,-0.5407269939,-0.6252988173,-0.7079952971,-1.5517331686
SRX6489439,-0.1815661466,-0.2698496193,0.19885120620000002,-0.0084335334
SRX6489440,0.1819110347,-0.4535636477,-0.9856880815000001,0.4279423419
SRX6489441,-0.000344888,0.7234132670000001,0.7868368753,-0.4195088085
SRX6489442,-0.0213658912,0.1897546488,0.5612746197,-0.1641592563
SRX6489443,-0.7793031294,-0.5190935138,-0.9102241937000001,0.09255577520000001
SRX6489444,1.2144267458,0.7196829528,0.57651148,-0.8155629875
SRX6489445,-0.009808678900000001,0.0193637512,-0.33766540510000004,-0.0392668718
SRX6489446,0.1865597293,-0.2054902468,-0.4070122988,0.2741207871
SRX6489447,0.7557911903000001,0.4529194079,0.7319879183,-0.4292447984
SRX6489448,1.5111268036999999,0.1661342532,0.22022508740000002,-1.1779286221
SRX6489449,1.2108866322,-0.190777827,-0.49972513080000003,-0.4402842636
SRX6489450,2.9132155581,0.4096782955,0.1731873487,-0.713736762
SRX6489451,0.2095744434,-0.2060260726,-0.0237503501,0.28956998440000004
SRX6489452,0.4400449401,-0.2056427912,-0.5564993073,0.2215286465
SRX6489453,0.7654542021,0.4531729687,0.45615307850000003,-0.2610934495
SRX6489454,0.1126674586,-0.1118515555,0.2379749239,0.30758833960000004
SRX6489455,0.5773276159,-0.30047584720000003,-0.19869998860000002,0.5267667404
SRX6489456,0.7125387164,0.4098632842,0.49290067190000003,-0.17150623650000002
SRX6489457,1.5773518357,-0.9211546617,-0.1450202179,-0.1162612603
SRX6489458,2.234591267,-0.8419172405,-0.6290923607000001,-0.2979153463
SRX6489459,2.8468578427,-0.5735951931000001,-0.5775492608,-0.49275778530000003
SRX6489460,2.0418661039,-0.9819510955,-0.5857434724,-0.3006948951
SRX6489461,2.1952702191,-0.8119848139,-0.3424311399,-0.2835014473
SRX6489462,2.6725107586,-0.8136994684000001,-0.4904077593,-0.7451464056
SRX6489463,3.0219990565,-0.9181495109000001,-1.0107444752,-0.3071936186
SRX6489464,3.3557611937000003,-0.48952776210000004,-0.6380567555000001,-0.46072100860000004
SRX6489465,4.6565260166,-0.0649566322,0.0015276294,-0.6563437428000001
SRX6489466,1.5573179143,-0.8373587972000001,-0.049205401100000004,-0.2549701298
SRX6489467,2.6153618374,-0.4039008073,-0.0395362998,-0.7551946645000001
SRX6489468,2.7109460341,-0.5019945024,0.08678334,-0.548779321
SRX6489469,2.6047657847,-0.47181666510000003,0.0543545561,-0.9914645150000001
SRX6489470,2.3357746692,-0.49861566630000004,0.17371081630000001,-0.18183627
SRX6489471,3.3524434150999998,-0.8180873711000001,-0.409996886,-0.7971770880000001
SRX6452027,-1.339014121,-0.10078352,-0.563042426,1.7108348974
SRX6452029,-0.0993554889,-0.13724276300000002,-0.1265292016,-0.1216211169
SRX6452030,-1.6597425504,-0.0376555285,-0.7048043193,1.9204721978000001
SRX6452031,-2.6877102156,-0.4506156412,-0.2708758875,0.1808674267
SRX6452044,-2.9960033138,-0.5947959707,-0.1573500207,0.3112875574
SRX6452045,-2.6875068808,-0.11717402930000001,0.4190144514,0.1798467641
SRX6452046,-2.8954684217,-0.318534497,0.1817517417,-0.20819167100000002
SRX6452047,-0.8881382042,-0.1390141085,-0.42340818290000004,2.1686684942
SRX6452048,0.0993554889,0.13724276300000002,0.1265292016,0.1216211169
SRX6452059,-0.8887462575,-0.1728198457,-0.5688499276,2.2163106747
SRX1828491,1.2855009777,0.458767982,0.599820054,0.1840512198
SRX1828492,0.6541030481,0.6457393664000001,0.9240396698000001,0.1289535261
SRX1828493,1.6642758394000001,0.5425445407,0.6179012639,0.5729430286
SRX1828494,2.2293173893000002,1.2388284295,1.512436821,1.3502690706
SRX1828495,-0.1706069128,-0.5117969186,-0.4060557782,0.3011581889
SRX1828496,-0.7406231278000001,0.0672020136,-0.5677827833,0.009615225100000001
SRX1828497,0.5163474722,0.7337228729,0.49853497300000005,0.021535462800000002
SRX1828498,0.7008967039,0.4591607177,0.11015767750000001,-0.5299680205
SRX1828499,1.2430353207,0.7395846692,0.1626815317,0.5949655881
SRX1828500,1.1610756468,0.7530219267,0.4266993953,0.7972652948000001
SRX1828501,-0.1869365901,0.9205018014,0.47856319680000003,0.5447945824
SRX1828502,-1.1948458721,0.5289402097,0.2509024828,0.5789863833000001
SRX1828503,2.4544504034,0.0235857964,0.0388672672,1.0595369828
SRX1828504,3.0774159895,0.2911762808,-0.38105581920000003,0.9124501960000001
SRX1828505,0.21317639800000002,0.7621558444000001,0.2820162227,0.099936199
SRX1828506,0.7524821031000001,0.6664501848000001,0.6710406611,0.3323673254
SRX1828507,-0.2183507968,-0.2786791639,-0.1665315082,-0.188245574
SRX1828508,0.2183507968,0.2786791639,0.1665315082,0.188245574
SRX3796953,0.2781171324,-0.0625204258,0.036400618600000004,-0.0345248541
SRX3796954,-0.2781171324,0.0625204258,-0.036400618600000004,0.0345248541
SRX3796955,-0.3041329437,1.3906480425,-1.1984878266,1.4424935784000001
SRX3796956,-0.7482379758000001,1.3965746093,-0.5338346724,1.4023551455
SRX3796957,-1.4775267655,-2.0037711749,-0.8436810307,0.46867672320000003
SRX3796958,-0.8712224037,-2.2553991325,-1.1377344427,0.49905059840000005
SRX3796959,-3.0970309746,0.1715565118,0.1445047503,0.206404318
SRX3796960,-2.7126882399000003,0.1503500233,0.0081108984,0.1150455236
SRX3796961,4.5156225219,-0.24543045400000002,-1.5091426245,-0.0074706626000000005
SRX3796962,5.3857373468,0.0043467611,-1.4435211828,-0.051162994
SRX3796963,-2.6825392083,-2.6115474015,-1.2638279853,0.6334292034
SRX3796964,-2.8623506609,-2.455130216,-1.3952658598,0.4502967718
SRX3796965,-4.2752312784,-1.5772012814,-0.9527191412,-1.2552347485
SRX3796966,-4.2783078948,-1.8251157599,-0.9499214527000001,-1.1997770873
SRX3796967,-2.6671060881,-0.2715336302,-0.9770652458,0.1696672649
SRX3796968,-1.3391613463,-0.1193915638,-1.3942563243000001,0.3723951327
SRX3796969,3.4755554424,0.059119936500000005,-2.4391727669,-0.16639566760000002
SRX3796970,-4.5384231278,-0.17542473800000002,-2.4429076595,-0.2744988543
SRX3796971,0.15664074490000002,0.0989801045,-0.2174895251,0.32629083070000003
SRX3796972,0.5661569494,0.0233499621,-0.1834689729,0.4035816924
SRX3796973,11.7853951363,0.7197318229,-1.1492322039,0.5741025834
SRX3796974,11.3530562069,0.1871645606,-0.41296485400000005,0.47405713850000003
SRX3796975,-0.2045096629,-2.525248816,-1.7603608890000002,0.6649496066
SRX3796976,-0.7274382805,-2.0402158208,-1.6407915783,0.4538835674
SRX3796977,-2.9473394846,0.1508684586,-0.14225173160000001,0.154956318
SRX3796978,9.9325684045,0.1211286319,-0.188299338,0.1446934561
SRX3796979,9.6267726165,-0.2381845142,-0.769191874,0.5950354019
SRX3796980,9.8211443606,-0.1606757221,-0.7358441032,0.3810269001
SRX3796981,-2.3660085723,-2.1245069361,-1.0590571517,0.6979019007
SRX3796982,-2.5957647440000002,-1.8395154438999999,-1.2816940614,0.5705613244000001
SRX3796983,-4.4129695995,-1.5627540949,-0.8887805014,-0.8845485323000001
SRX3796984,-4.5590557937,-1.4296827089000002,-0.6562640784,-0.9089033687
SRX3796985,-1.8768519494,0.2153692431,-0.8010120051,0.3816038999
SRX3796986,-2.4629322118,-0.2233339214,-0.9238462939000001,0.45666157290000003
SRX3796987,-4.2352513866,0.3078384182,-2.5524664959,1.3693732111
SRX3796988,-4.0347752499,0.615784258,-2.2564951227,1.424373189
SRX2568270,-0.2904824674,0.43055316190000004,0.18396419860000002,0.2351918251
SRX2568271,-0.5988806846,-0.7200845505,-1.1973631728,0.2128969229
SRX2568272,-0.9452342925,-0.4626370898,0.15962065520000002,-0.7300352266
SRX2568273,-2.4851606357,-1.3100370748,-0.1815080838,-1.0377116528
SRX2568274,-3.424341369,-1.4057370639,-0.5232167883000001,-2.5424297631
SRX2568275,0.2904824674,-0.43055316190000004,-0.18396419860000002,-0.2351918251
SRX2568276,-0.3883380591,-0.2392558935,0.031365529100000004,0.10187109720000001
SRX2568277,-1.8401361782999999,-1.1955079703,0.2636506088,-0.5607011857
SRX2568278,-3.6008414228,-1.511639233,0.8276266227,-2.0102536746
SRX2568279,-3.3254590846,-1.2774440256,-0.11429073370000001,-2.2768253026
SRX3421856,-0.0059850926,-0.058809105,-0.1330536829,0.1294780592
SRX3421857,0.0059850926,0.058809105,0.1330536829,-0.1294780592
SRX3421858,-2.9359474277,-0.7376569691,0.3981230159,0.8208844102
SRX3421859,-2.8780324016,-0.7629530675,0.275429081,1.0226135926
SRX3421860,0.37241374990000004,-0.8647041112,-0.5791003576,0.8837541227
SRX3421861,1.6573113204,-0.4801024727,-0.8243931332000001,1.1301992574
SRX3421868,-2.3867468705,-1.7304068741,-1.2196406741999999,0.8021418157
SRX3421869,-2.7224645845,-0.7705915430000001,-2.5471794449000003,0.6548287011
SRX2606337,-0.23098623000000001,-0.0015614879000000002,-0.09207149070000001,-0.0698669008
SRX2606338,-0.0971964133,0.1957519774,0.0728830117,0.2106849215
SRX2606339,-0.0543872737,0.6723012915000001,-0.2533449325,0.334423544
SRX2606340,-1.2905664716,0.6133644251,-0.7899088563000001,0.7567173148
SRX2606341,-5.1157003347,1.9135114959,-1.4465189627,0.7576425670000001
SRX2606342,-6.0124388895,1.7516774477000001,0.977389893,1.1315057287
SRX2606343,-5.3502075247,1.5132246622,0.9849346310000001,2.0244315495
SRX2606344,-7.9975551236,1.6766480159000001,-2.1192596399,0.2220746057
SRX2606345,-8.8683623449,1.7735819392,-1.8036080065000002,0.2087673318
SRX2606346,0.0727568885,0.0688045335,-0.14614526560000002,0.5217658379
SRX2606347,0.1051684165,0.0477454755,0.036320114300000005,0.0449681235
SRX2606348,0.45629638910000003,0.1947568443,-0.054065150900000004,0.1394978905
SRX2606349,-0.5621937553,0.5743264033000001,-0.9112505590000001,0.3242000245
SRX2606350,-1.2705249922,0.7141638728,-1.1936704781,0.7433997666000001
SRX2606351,-5.3732019217,1.8156527850000002,-0.6873539622,0.5230926682
SRX2606352,-5.4758988955,1.6857450763,1.6783694502,1.3365202475
SRX2606353,-2.5759863276,-0.0592628373,0.6139748035,0.27266244970000003
SRX2606354,-7.9883056788,1.6423046437000002,-2.1817805084,0.2695391001
SRX2606355,-8.6055098416,1.9472584829000001,-1.8051023966000002,0.0932950734
SRX2606356,0.6605802688,0.3080934353,-0.5043996343,0.4545140018
SRX2606357,0.12581781350000001,-0.046183987600000004,0.055751376500000005,0.024898777400000002
SRX2606358,0.5629195233000001,0.2001415929,-0.08710720400000001,0.06698985390000001
SRX2606359,-1.2316421504,0.7289759871,-0.40738659660000004,0.6032206216
SRX2606360,-0.5929230809,0.6515136796000001,-0.8494851379,0.69521671
SRX2606361,-4.6681875058,2.0467401857,-2.0716066955,1.2365172778
SRX2606362,-6.4886324404,1.4667970138,0.3092278423,0.7052806084000001
SRX2606363,-3.8390305160000002,0.6408736699,1.4894334394,0.9889106625
SRX2606364,-7.8194787306,1.6930044816,-2.2611340766,0.3004923652
SRX2606365,-8.597141111900001,1.9012834162,-2.2097015741,0.24540654110000001
SRX2606366,-0.0246220117,0.4430425971,-0.25665357580000003,0.7534613907000001
SRX3648427,2.2177058753,1.0252794826,0.6323843519,-0.1179128079
SRX3648428,1.4763174643,0.45868776710000003,0.43644011050000003,0.011362816900000001
SRX3648429,1.5601410434,0.46920601380000004,0.2220519363,0.1747735108
SRX3648430,0.8611039612,0.4315196798,0.5596166746,-0.1515421471
SRX3648431,1.4107663098,0.2557122839,0.5111236543000001,0.1651051977
SRX3648432,0.9502208036,0.2586826978,0.7218699968000001,0.028886123000000003
SRX3648433,1.0350845869,0.6729079069,0.4632645448,0.2225892427
SRX3648434,0.1943965319,0.0565853657,0.1805652124,-0.2067067632
SRX3648435,0.1201131154,-0.5921921385000001,-0.2988653076,-0.2641312355
SRX3648436,-1.5674171754000001,-2.3261831694,-1.2829831634,-0.6778427603
SRX3648437,-1.8179843478,-2.2363537377,-1.0725922294,-0.817336065
SRX3648438,-1.004984409,-2.270444719,-1.0353715083,-0.9276742153
SRX3648439,0.8230166765,0.36843566450000004,0.259993462,-0.0752044266
SRX3648440,0.12034139810000001,0.1365631853,0.36989101830000004,-0.4797565995
SRX3648441,-0.5605718202000001,-0.8319365746,-0.2954078122,-0.7896025209
SRX3648442,-1.0392343711,-1.8316418148,-0.793544114,0.10519070850000001
SRX3648443,-1.4987004469,-1.7831683279,-0.6653249982,0.1390382982
SRX3648444,-1.075545837,-2.1338967704,-1.0632571671,-0.2047950926
SRX3648445,0.8206627666,0.5639482058,0.40048168160000003,0.7001463913
SRX3648446,0.2406418563,0.3638329178,0.2942540516,0.1059361556
SRX3648447,0.7211360158,0.3669973889,0.5011145528000001,0.0963032734
SRX3648448,0.5636689051,0.5014778807,0.21581329,0.23076278860000002
SRX3648449,0.4414353179,0.4917728825,0.2559944437,0.3137314499
SRX3648450,0.4357118528,0.44766838210000004,0.22294660870000002,0.24946136840000002
SRX3648451,-0.2877119596,0.2423004635,0.2426197451,-0.0107897357
SRX3648452,-0.6910521981000001,-0.8318078452000001,-0.3747142209,-0.3627123313
SRX3648453,-0.4620519182,-0.8514117636,-0.5626598667,-0.4204535398
SRX3648454,0.1062483334,-1.3777857842,-1.0849162484,-0.7542651848
SRX3648455,-0.5044108025,-1.3970038831,-0.9939918912000001,-0.45746904260000004
SRX3648456,0.0391275836,-1.5033855894,-0.9248894831000001,-0.8073279513
SRX3648457,1.6905848539,0.6281083080000001,0.5259380491,0.24875808
SRX3648458,1.7027511214,0.5731676891,0.4057034882,0.1738175161
SRX3648459,1.1024307315,-0.4238972186,-0.1497663235,-0.2076066459
SRX3648460,0.863390753,0.18112427820000002,0.28512359330000003,-0.0426863804
SRX3648461,-0.20149772840000002,-0.23845562580000002,0.052993638700000005,-0.4956630018
SRX3648462,-0.9034332405000001,-1.0381844347,-0.4501972221,-0.28413090820000003
SRX3648463,1.0201625558,0.6662179281,0.13574122400000002,0.2650536182
SRX3648464,0.4632562468,0.0720830378,0.4842852099,-0.1877064666
SRX3648465,1.1031610766,-0.1860299138,0.0865865608,-0.6067869649000001
SRX3648466,0.8568495709,0.48429268810000003,0.33535449370000003,0.1812463396
SRX3648467,0.30077596100000004,0.1021679047,0.1673726123,-0.1347794263
SRX3648468,-0.19569821280000002,-0.8849418682,-0.6096136701,-0.20794607080000002
SRX3648469,1.282888223,0.4079520008,-0.0076891585,-0.350068718
SRX3648470,0.8457402911,0.5323647123,-0.0488091232,-0.48357341460000003
SRX3648471,-0.0604685946,0.2862325414,-0.2732957813,-0.5004291820000001
SRX3648472,2.7261341817,1.593300731,1.5938695619,-1.1094731144
SRX3648473,3.2941336468,1.8560728229,1.7109960497,-0.9654912756
SRX3648475,0.7270827221,0.1423486671,0.31657292130000003,-0.4645890124
SRX3648476,0.0156236892,-0.0851685655,0.1941577609,-0.3875373391
SRX3648477,-0.7556392918,-0.9155463086000001,-0.34168106330000003,-0.6954915134
SRX3648478,0.9576368402000001,0.9099113046,0.8410262164000001,0.6291900141
SRX3648479,0.960942622,0.6568449676,0.7258499423,0.5494889786
SRX3648480,1.1339807425,0.8612133071,0.6049172651,0.5565170340000001
SRX3648481,-0.3512262963,-0.0383203359,-0.0018674587,-0.0320487335
SRX3648482,-1.896756498,-1.2865750132,-0.16963150800000001,0.074023056
SRX3648483,-1.2324035393,-1.9643664634,-0.7393096090000001,-0.1567361327
SRX1429221,-0.36157701880000004,-0.12608014480000002,-0.0420477541,-0.17897793250000002
SRX1429222,-0.1049938876,-0.0652129349,-0.1555096979,0.1215910147
SRX1429223,0.46657090640000004,0.1912930797,0.1975574521,0.0573869179
SRX1429224,-1.0068980344,-0.054693811200000005,-0.051175662100000005,-0.3158419159
SRX1429225,-1.3823082356,0.0772852482,-0.1364839725,-0.2193814929
SRX1429226,-1.4975511381,0.050869415700000004,-0.2791496755,-0.1383251977
SRX1429227,-1.7702094582,0.1490176584,0.1227022786,-0.34670835520000004
SRX1429228,-1.1064078818,0.2346363648,-0.057096365700000005,-0.366325069
SRX1429229,-2.1542732165,-0.16056956760000002,-0.06810486760000001,0.07965759110000001
SRX1429230,-1.5685364971,-0.0453182823,0.32611717630000003,0.3189430226
SRX1429231,-0.6374185442,0.0015642613,0.28937986920000003,0.1096476972
SRX1429232,-1.5621594119000002,0.0172046615,0.0337190065,0.000898779
SRX1429233,-0.9433483114000001,0.1159637302,0.0034346710000000003,0.1720767899
SRX1429234,-0.6213467970000001,0.11070851890000001,0.0121045638,0.32752377460000004
SRX1429235,-1.1421901362,0.1430591269,-0.064823197,-0.3101775617
SRX1429236,-0.3646524057,0.6629099235,0.1380977896,-0.8389714183
SRX1429237,-0.5154778524,0.0679405174,-0.032842914,0.1170109871
SRX1429238,-0.163433184,0.1668613569,0.3748299539,0.5532379592000001
SRX1429239,-0.4087310261,0.1166176939,0.2558673053,0.549327955
SRX1429240,-0.20688221650000002,0.048435271200000005,0.33812294060000003,0.5501002646
SRX1429241,-0.7028619551,0.1696680927,0.17956246350000002,0.6851589112
SRX1429242,0.0225810341,-0.0343642375,0.0336435796,0.2998249103
SRX1429243,-0.3523268592,0.1523521284,0.37488068480000003,0.3239496985
SRX1429244,-0.5654047864,-0.1191338643,-0.059362893800000004,-0.1379574878
ERX2339161,0.0277954717,0.5310436891,-0.2574193574,-0.0189408668
ERX2339162,-0.0277954717,-0.5310436891,0.2574193574,0.0189408668
ERX2339163,3.1394769047,-2.1608798018,-3.5567619405,-0.6696822932000001
ERX2339164,3.4246283168,-1.6097575754,-2.9964638464,-1.4681564198000001
ERX2339165,10.9515045617,-1.0737922557,-3.7883617059,-2.2395966734
ERX2339166,10.2684219795,-1.0151240442,-1.3246157556,-1.2621589242
ERX2339167,10.9484909621,-0.8045426721000001,-1.6077351606999999,-1.5073258829
ERX2339168,0.31228800560000003,0.2829013096,0.0495144376,-0.49942551490000003
ERX2339169,0.1973432682,-0.3008107434,0.23608164480000002,0.0789160129
ERX2339170,2.6658950064,-1.8337814972,-3.3663653366,-0.7084003062
ERX2339171,3.2857286267,-1.9232630148,-3.1262931532,-1.7457512782
SRX7656012,-2.9266014698,0.3565804614,0.4261179942,-0.17000942200000002
SRX7656013,-1.7014801086,0.32576999570000004,0.0752353614,-0.0631659318
SRX7656014,1.8935229963,0.2523343133,0.1511664195,-0.4144524936
SRX7656015,-3.9257665032,0.5815497424,0.32698528,-0.3378933797
SRX7656016,-2.3156020807,0.3002739437,0.0960054427,-0.46913285460000004
SRX7656017,-2.2520122749,0.4794614747,0.33814054520000003,-0.5043971791
SRX7656018,-2.3564911161,0.4222341773,0.36879660880000004,-0.5969581303
SRX7656019,-3.8235692901,0.4351817061,0.2084006669,-0.2524729847
SRX7656020,-1.8054235258,0.2793017351,0.1399713415,-0.6108213786000001
SRX7656021,-2.9564433664000003,0.501018583,0.35049472130000003,-0.5321344920000001
SRX7656022,-2.9848394655,0.6550555388,0.5155515437,-0.4827119031
SRX7656023,-1.3255540631,0.5067976565,-0.012279574900000001,-0.6591758704
SRX7656024,-4.330026339,0.2431133838,0.5849184735,-0.7948243530000001
SRX7656025,-4.2506948888,0.5195481913000001,0.9207046031,-0.9014131271
SRX7656026,-4.8910626456,0.2740551197,0.6719858430000001,-0.8298497088000001
SRX7656027,-2.936213929,0.2738299337,0.3511814145,-0.214439087
SRX7656028,-2.1786681863,0.1465686497,0.1001087873,-0.07743418640000001
SRX7656029,-2.5677130427,0.1584413931,-0.1596164957,-0.15490896210000002
SRX7656030,-2.9266241862999998,0.3766553023,0.1744796724,-0.3190552419
SRX7656031,-3.5467634949,0.2925051568,0.0173591209,-0.0907017709
SRX7656032,-3.7491542382,0.16608372970000002,0.07107638890000001,-0.1207518534
SRX7656033,-3.5686277973,0.2356149925,-0.077597622,-0.20389585000000002
SRX7656034,-3.6556010967,0.1848122499,0.1816289819,-0.2911692863
SRX7656035,-2.0147152769,0.3454278163,0.118591547,-0.3729882212
SRX7656036,-2.2515307834,0.4565666136,0.10822440550000001,-0.1495973008
SRX7656037,-2.7274431018,0.275101329,0.16594031820000002,-0.2032387532
SRX7656038,-2.8851503217000003,0.06395603700000001,0.1455040106,-0.014935395700000001
SRX7656039,-0.2106715537,0.03640087,-0.0223559157,0.0032418696000000003
SRX7656040,0.8880286716,-0.1389720267,-0.0767815885,0.0206514865
SRX7656041,-0.6773571179,0.1025711566,0.0991375042,-0.023893356100000002
SRX7656042,-5.6813566513,0.12789009240000002,0.1211555281,0.1103139174
SRX7656043,-5.960233777,0.3240710275,0.2803572869,0.1856385954
SRX7656044,-5.3070212822,0.2723939413,0.3746056836,0.2165948605
SRX7656045,-5.5621875991,0.12085599940000001,-0.070355864,0.0508225337
SRX7656046,-5.3910417962,0.2058272325,0.0558285712,0.1220855864
SRX7656047,-5.6989142285,0.2779607422,-0.1356813765,0.0472853757
SRX7656048,-5.7382965795,0.1966062319,0.2657939666,0.1731294777
SRX7656049,-4.8187907243,0.1463925659,-0.1672868941,0.122864606
SRX7656050,-4.8790458133,0.40673744380000004,0.5878446071,0.0335285852
SRX7656051,-6.6732192873,-0.5129092818000001,-0.3945543756,-0.42828545770000004
SRX7656052,-6.5095505333,-0.26933770560000003,0.1226025109,-0.37937216900000004
SRX7656053,-6.5402337199,-0.34172160690000003,0.3117088173,-0.4772030304
SRX7656054,-3.1562811135,0.3664569199,-0.08932358800000001,-0.2080686836
SRX7656055,-2.9929226256,0.2626701797,0.3114705715,-0.3501290375
SRX7656056,-2.9348456863,0.5407065654000001,0.0434787943,-0.37846619600000003
SRX7656057,-2.4811215536,0.59166996,-0.1445832866,-0.3850657584
SRX7656058,-3.5407270097,0.6324387221000001,0.2658586075,-0.27528821670000003
SRX7656059,-3.2275078295,0.3445644338,0.2888659304,-0.3852527919
SRX7656060,-2.6728177018,0.3215737057,0.042720475200000003,-0.3759662597
SRX7656061,-3.1009146576,0.6146485423,-0.21508587070000001,-0.48361503790000004
SRX7656062,-2.556300856,0.5060883573,-0.31935799930000003,-0.4532921548
SRX7656063,-5.6863724105,-0.2564012187,0.23488114510000002,-1.2651401364
SRX7656064,-4.5644640679,0.1768711239,0.6211280874,-1.3244479099
SRX7656065,-5.3233196204,0.1824477157,0.48409235440000004,-0.9530255379
SRX7656066,9.3647546412,0.1030408294,0.2555733201,-0.5100273234
SRX7656067,9.773230762,-0.0325047533,0.3295963381,-0.2900673941
SRX7656068,10.3878790984,0.0276532313,0.1399758549,-0.3789966582
SRX7656069,9.1083551468,0.015698577800000002,0.25429278240000003,-0.4323419002
SRX7656070,8.2630910097,0.23487136290000002,0.4943238499,-0.3044599488
SRX7656071,7.1574407103,0.1425284949,0.9234421692,-0.22182501240000002
SRX7656072,10.0008243885,0.2649640742,0.284389608,-0.4783346593
SRX7656073,10.3067704187,0.0799070431,0.46446056290000004,-0.4543307784
SRX7656074,7.4285450505,0.076813901,0.5245451679,-0.4230634166
SRX7656075,-7.8959939063,-1.03253708,-0.28019786820000003,-1.5387435843000001
SRX7656076,-7.5787058016,-0.7064396898,0.2783661645,-1.2547084864
SRX7656077,-6.6029113862,-0.8463941763,0.21939042960000002,-0.9996335809
SRX7656078,-4.7684736019,0.7627063921,0.3668699284,0.2113674382
SRX7656079,-5.217956711,0.3334192105,0.24803189890000002,0.17425901800000002
SRX7656080,-5.4293903742000005,0.4644726542,0.28572629180000003,0.1443368408
SRX7656081,-5.8968930863,0.3550673522,0.2282925762,0.028583936100000002
SRX7656082,-5.3614280221,0.3939906918,0.6505958894,-0.013306133900000001
SRX7656083,-5.5411844387,0.4980417438,-0.1653031221,0.0785315147
SRX7656084,-5.9819061871,0.45852861380000004,0.2417116154,-0.026315265900000002
SRX7656085,-6.0243824825,0.5277035468,0.2680273165,-0.0595361775
SRX7656086,-5.4144914822,0.5118493074,1.0918371634,0.12975246170000002
SRX7656087,-7.1248181456,-0.14592112670000001,-0.2832051739,-0.5307883798
SRX7656088,-7.1433232741,-0.4461729155,-0.3682454496,-0.5428880236
SRX7656089,-6.7033646472,-0.31516375010000003,-0.16792021810000002,-0.7245042244000001
SRX7656090,0.7873696011,0.1274118002,-0.0837003027,-0.1197191719
SRX7656091,0.4975050233,0.19407529710000002,-0.0655278447,-0.0348864148
SRX7656092,-0.8091963123,0.181839674,0.0233351799,-0.21246474
SRX7656093,0.7277214863,0.0006847522,0.07471901140000001,-0.1327433093
SRX7656094,0.7229188001,0.12974244170000002,0.1502648366,-0.120125196
SRX7656095,0.8482909446,0.0388872444,0.1473152748,-0.0196986824
SRX7656096,-3.2550935485,0.0144089477,0.1492879506,-0.0515055332
SRX7656097,-3.2724432744,0.47660984980000004,0.2555301727,-0.3380892535
SRX7656098,-2.5606888551,0.1638284278,-0.2626292024,-0.18934836130000002
SRX7656099,-5.8417205988,-0.0440966245,0.20928303550000002,-1.0458332167
SRX7656100,-5.0559404654,0.14547067560000002,0.7921151135000001,-0.9187539672
SRX7656101,-5.8219767481,-0.3127452506,0.1527547149,-0.8386517062000001
SRX7656102,-3.2937062761,0.3382835547,0.6259900642,-0.4814298795
SRX7656103,-3.4496978606,0.2482996519,0.1934783782,-0.0617446575
SRX7656104,-3.5361905649,0.3881100884,0.3649159681,-0.2381134785
SRX7656105,-5.7639380337,-0.25027914970000004,0.4957761352,-0.9681052739
SRX7656106,-5.5865189576,-0.0069278498,0.3730965633,-1.0462286401
SRX7656107,-5.5167344792,-0.5870213661,-0.0646929734,-0.8266414526
SRX7656108,-0.5669018647,0.0885609664,-0.43747108690000003,-0.1368066492
SRX7656109,2.9233878676,0.0932566211,0.4829930009,-0.24546699
SRX7656110,-0.0179486212,-0.0071385731,-0.6530226032,-0.1762657917
SRX7656111,5.1938976481,-0.017620718,-0.009394343500000001,-0.1393702275
SRX7656112,4.1751520747,-0.3122967446,-0.22259064790000002,-0.0998887391
SRX7656113,1.349222495,-0.0792274652,-0.3969530476,-0.31533989030000004
SRX7656114,-1.0928570822,0.1153793952,0.2431048721,-0.212884961
SRX7656115,4.2367890686,-0.017310230200000002,0.2551775355,-0.1674745448
SRX7656116,-3.1220180534,0.3482696668,0.149880693,-0.5339974152
SRX7656117,-5.4579877091,-0.8155868371,-0.3707194938,-1.1248299688
SRX7656118,-5.1667423236,0.2412397892,0.5170993242,-0.7266399564
SRX7656119,-4.0458394955,-0.0713345336,-0.0754553265,-0.8149624142
