k,name,in_iM,gene_weight,regulator,function,category
6,Iron,False,-0.02299232043325901,,,
5,Lead,False,-0.006329833674244583,,,
7,Zinc - Steady,False,-0.006249104919843376,,,
11,Chromium,False,0.006162973041646183,,,
3,Cadmium,False,-0.006138109620660543,,,
13,UC-6,False,0.005386406979523599,,,
14,UC-7,False,0.004836530154570937,,,
4,UC-4,False,0.004385513872839511,,,
2,UC-3,False,0.004125550822354853,,,
1,UC-2,False,0.002776779658161104,,,
8,Zinc - Fast,False,0.0017061675398144874,,,
0,UC-1,False,-0.001666579000884667,,,
10,Copper,False,-0.0005596980202244593,,,
9,UC-5,False,0.0003357835125222982,,,
12,Zinc - Intermediate,False,0.00011821253805881345,,,
