,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,16.47863333333333,0.006870468203356797,3.0,0.0,16.486,1.0,16.4775,2.0,16.4724,,,,,,,,,,
1,LB__LBtran,14.661466666666668,0.8331147660036597,3.0,3.0,13.7276,4.0,14.9284,5.0,15.3284,,,,,,,,,,
2,LB__LBstat,14.247133333333332,0.35376540720275823,3.0,6.0,14.606,7.0,14.2367,8.0,13.8987,,,,,,,,,,
3,LB__LBGexp,16.471500000000002,0.018136427432104803,3.0,9.0,16.4511,10.0,16.4858,11.0,16.4776,,,,,,,,,,
4,LB__LBGtran,16.20245,0.29012591232084006,2.0,12.0,15.9973,13.0,16.4076,,,,,,,,,,,,
5,LB__LBGstat,13.946366666666668,0.9587080386297656,3.0,14.0,13.9509,15.0,12.9854,16.0,14.9028,,,,,,,,,,
6,Life Cycle__S0,16.164666666666665,0.25180270716045444,3.0,17.0,15.9286,18.0,16.4297,19.0,16.1357,,,,,,,,,,
7,Life Cycle__S1,15.154533333333333,0.15395766734181604,3.0,20.0,15.3138,21.0,15.0065,22.0,15.1433,,,,,,,,,,
8,Life Cycle__S2,14.4535,0.24948747463550106,3.0,23.0,14.6755,24.0,14.5015,25.0,14.1835,,,,,,,,,,
9,Life Cycle__S3,15.437000000000001,0.12091525958290043,2.0,26.0,15.3515,27.0,15.5225,,,,,,,,,,,,
10,Life Cycle__S4,15.288133333333334,0.30016342770786353,3.0,28.0,15.6338,29.0,15.1373,30.0,15.0933,,,,,,,,,,
11,Life Cycle__S5,14.746899999999998,0.30467681237665634,3.0,31.0,14.4063,32.0,14.993500000000001,33.0,14.8409,,,,,,,,,,
12,Life Cycle__S6,13.044337500000001,1.981751074131519,8.0,34.0,13.5836,35.0,9.9324,36.0,14.2142,37.0,13.698,38.0,9.8632,39.0,13.8207,40.0,14.5105,41.0,14.7321
13,Life Cycle__S7,14.144633333333333,0.1490546991320075,3.0,42.0,14.2874,43.0,13.99,44.0,14.1565,,,,,,,,,,
14,Life Cycle__S8,12.35755,1.3058140928171975,2.0,45.0,13.2809,46.0,11.4342,,,,,,,,,,,,
15,Life Cycle__G135,16.1479,0.4669733182955967,2.0,47.0,16.4781,48.0,15.8177,,,,,,,,,,,,
16,Life Cycle__G150,16.487966666666665,0.003400490160745617,3.0,49.0,16.4846,50.0,16.4914,51.0,16.4879,,,,,,,,,,
17,Life Cycle__G180,16.477999999999998,0.02223443275642553,3.0,52.0,16.4813,53.0,16.4984,54.0,16.4543,,,,,,,,,,
18,Stress Time Course__C30,15.96595,0.09142890680742105,2.0,55.0,15.901299999999999,56.0,16.0306,,,,,,,,,,,,
19,Stress Time Course__C90,15.03745,0.03542604973744637,2.0,57.0,15.0625,58.0,15.0124,,,,,,,,,,,,
20,Biofilm__BI,15.1236,0.2736503243191942,2.0,59.0,14.9301,60.0,15.3171,,,,,,,,,,,,
21,Biofilm__BC,13.246300000000002,0.647586992869169,4.0,61.0,13.6842,62.0,12.4952,63.0,13.8789,64.0,12.9269,,,,,,,,
22,Biofilm__Sw,12.335,0.7752718748929314,2.0,65.0,11.7868,66.0,12.8832,,,,,,,,,,,,
23,Life Cycle__BT,13.80035,0.6313756449214689,2.0,67.0,14.2468,68.0,13.3539,,,,,,,,,,,,
24,Life Cycle__B36,13.43285,0.07261986642785749,2.0,69.0,13.3815,70.0,13.4842,,,,,,,,,,,,
25,Life Cycle__B60,13.7462,0.2668620992198041,2.0,71.0,13.5575,72.0,13.9349,,,,,,,,,,,,
26,M9__M9exp,16.44236666666667,0.04067189857055338,3.0,73.0,16.479,74.0,16.3986,75.0,16.4495,,,,,,,,,,
27,M9__M9tran,15.609,0.31447867972248944,3.0,76.0,15.341,77.0,15.5308,78.0,15.9552,,,,,,,,,,
28,M9__M9stat,12.920266666666668,0.6255602635504705,3.0,79.0,13.5767,80.0,12.8531,81.0,12.331,,,,,,,,,,
29,Supplement__M+G,15.928766666666668,0.29962764113701734,3.0,82.0,16.2668,83.0,15.8236,84.0,15.6959,,,,,,,,,,
30,Supplement__Glu,16.142,0.16099692543648067,3.0,85.0,16.05,86.0,16.0481,87.0,16.3279,,,,,,,,,,
31,Supplement__Fru,16.125366666666665,0.3631009547403217,3.0,88.0,16.365,89.0,16.3035,90.0,15.7076,,,,,,,,,,
32,Supplement__Mal,15.4728,0.19157846956273525,3.0,91.0,15.2773,92.0,15.6602,93.0,15.4809,,,,,,,,,,
33,Supplement__G+S,15.7283,0.04058792924010744,2.0,94.0,15.757,95.0,15.6996,,,,,,,,,,,,
34,Supplement__Pyr,14.999133333333333,0.3397446295871847,3.0,96.0,14.712,97.0,15.3742,98.0,14.911200000000001,,,,,,,,,,
35,Supplement__Gly,14.261666666666665,0.8703438477597998,3.0,99.0,14.1396,100.0,15.1866,101.0,13.4588,,,,,,,,,,
36,Supplement__Glucon,14.888566666666668,0.7291268088154029,3.0,102.0,15.247,103.0,15.3691,104.0,14.0496,,,,,,,,,,
37,Stressors__aero,16.3115,0.2988665755818136,3.0,105.0,16.4832,106.0,15.9664,107.0,16.4849,,,,,,,,,,
38,Stressors__nit,15.551866666666667,0.280395512327379,3.0,108.0,15.6666,109.0,15.7567,110.0,15.2323,,,,,,,,,,
39,Stressors__ferm,15.7423,0.12444966854114185,3.0,111.0,15.8781,112.0,15.7151,113.0,15.6337,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,16.0978,,1.0,114.0,16.0978,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,15.8591,,1.0,115.0,15.8591,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,16.208,,1.0,116.0,16.208,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,15.7188,,1.0,117.0,15.7188,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,15.5208,,1.0,118.0,15.5208,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,15.2134,,1.0,119.0,15.2134,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,15.4131,,1.0,120.0,15.4131,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,14.9833,,1.0,121.0,14.9833,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,14.2674,,1.0,122.0,14.2674,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,14.1818,,1.0,123.0,14.1818,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,13.3752,,1.0,124.0,13.3752,,,,,,,,,,,,,,
51,Glc Growth/Exhaust__T2.0H,12.7401,,1.0,125.0,12.7401,,,,,,,,,,,,,,
52,Glc Growth/Exhaust__T2.30H,13.868,,1.0,126.0,13.868,,,,,,,,,,,,,,
53,Glc Growth/Exhaust__T3.0H,13.6708,,1.0,127.0,13.6708,,,,,,,,,,,,,,
54,Glc Growth/Exhaust__T3.30H,13.7754,,1.0,128.0,13.7754,,,,,,,,,,,,,,
55,Glc Growth/Exhaust__T4.0H,13.830400000000001,,1.0,129.0,13.830400000000001,,,,,,,,,,,,,,
56,Glc Growth/Exhaust__T5.0H,13.3993,,1.0,130.0,13.3993,,,,,,,,,,,,,,
57,Stressors__HPh,16.456,0.006710439627922894,3.0,131.0,16.4514,132.0,16.4529,133.0,16.4637,,,,,,,,,,
58,Stressors__LPh,16.475133333333336,0.01351456004956637,3.0,134.0,16.4703,135.0,16.4904,136.0,16.4647,,,,,,,,,,
59,Stressors__LPhT,14.2124,0.16889550023609323,3.0,137.0,14.3521,138.0,14.0247,139.0,14.2604,,,,,,,,,,
60,Stressors__SMMPr,15.698966666666665,0.3916235735158617,3.0,140.0,15.2776,141.0,15.7675,142.0,16.0518,,,,,,,,,,
61,Stressors__HiTm,15.576733333333335,0.6198942356026012,3.0,143.0,14.868500000000001,144.0,16.0207,145.0,15.841,,,,,,,,,,
62,Stressors__LoTm,15.422866666666666,0.15884144085638768,3.0,146.0,15.4064,147.0,15.5893,148.0,15.2729,,,,,,,,,,
63,Stressors__HiOs,15.650933333333333,0.35097306639304,3.0,149.0,15.8002,150.0,15.25,151.0,15.9026,,,,,,,,,,
