,A,YgbI
tcs__del_btsR_lb__1,3.8897720996,0.40629994350000004
tcs__del_btsR_lb__2,3.6451971788,0.4127830185
tcs__del_btsR_pyruvate__1,4.4169887151000005,-0.2009477205
tcs__del_btsR_pyruvate__2,4.5735642277,-0.3394698365
tcs__del_cpxR_etoh__1,1.318914065,1.7073020395
tcs__del_cpxR_etoh__2,1.5848017776,1.6518856905
tcs__del_cpxR_lb__1,1.4858409116,0.2593118775
tcs__del_cpxR_lb__2,1.2326860936,0.023846092500000002
tcs__del_cusR_CuSO4__1,1.1299005341,-0.32109642250000003
tcs__del_cusR_CuSO4__2,1.3200761176,0.12154743450000001
tcs__del_cusR_lb__1,0.9833606866000001,0.0822040055
tcs__del_cusR_lb__2,1.2104734527,0.0919807535
tcs__del_kdpE_01-kcl__1,0.5999584530000001,-0.26243949850000003
tcs__del_kdpE_01-kcl__2,0.6942005132,-0.5760080935
tcs__del_kdpE_115-kcl__1,1.2765891475,-0.6222390225000001
tcs__del_kdpE_115-kcl__2,0.9969216042000001,-0.8297766465
tcs__del_phoB_m9__1,-0.4709941972,-0.1563750075
tcs__del_phoB_m9__2,-0.2537391022,-0.2010308765
tcs__del_phoB_m9p__1,-0.5592639137000001,-0.0415880365
tcs__del_phoB_m9p__2,-0.6160838387,-0.0087512195
tcs__del_rcsB_etoh__1,4.5848660819,2.0424990545
tcs__del_rcsB_etoh__2,4.5277336277,1.9896589745000002
tcs__del_rcsB_lb__1,0.5987182308,0.3814455365
tcs__del_rcsB_lb__2,0.7990918799000001,0.4767181635
tcs__del_zraR_lb__1,2.8406200663,-0.2980567145
tcs__del_zraR_lb__2,2.6451272230000002,-0.2950906875
tcs__del_zraR_zncl2__1,0.6868018213,0.3358674215
tcs__del_zraR_zncl2__2,0.7604364457,0.2009385495
tcs__wt_01-kcl__1,1.1608186977,-0.3711871685
tcs__wt_01-kcl__2,0.7356598068,-0.4267355635
tcs__wt_01xlb__1,4.9338853015,0.1212335345
tcs__wt_01xlb__2,4.7994229517,0.20737916350000002
tcs__wt_115-kcl__1,1.4727509206,-0.6542444425
tcs__wt_115-kcl__2,1.5686028158,-0.5037802025
tcs__wt_CuSO4__1,1.4561424689,0.3185368505
tcs__wt_CuSO4__2,1.3883761406000001,0.35964822350000003
tcs__wt_etoh__1,2.8668474388,1.6471634115
tcs__wt_etoh__2,3.1592827234,1.7330560255
tcs__wt_lb__1,0.6285492835000001,0.1545115235
tcs__wt_lb__2,1.1832461982,0.014017950500000001
tcs__wt_LiAcet__1,-0.2543421966,-0.7077630465
tcs__wt_LiAcet__2,0.0488403221,-0.34498350450000004
tcs__wt_LiCl__1,0.1863109413,-0.1708141595
tcs__wt_LiCl__2,0.0527821897,-0.3029984895
tcs__wt_m9p__1,-0.6699359473000001,0.4145963485
tcs__wt_m9p__2,-1.009380011,0.3387696385
tcs__wt_pyr__1,5.555608813,-0.048526334500000004
tcs__wt_pyr__2,5.2446687455,-0.18726976550000002
tcs__wt_zncl2__1,0.5885010105,-0.062432994500000005
tcs__wt_zncl2__2,0.3228128712,0.0768508715
ros_tale__0_0_0pq__1,0.353677132,-0.8723463345
ros_tale__0_0_0pq__2,0.9585768367,-0.8510668015
ros_tale__0_0_250pq__1,0.9819225156,0.24554275450000002
ros_tale__0_0_250pq__2,0.5540421931,0.0759835315
ros_tale__1_mid_250pq__1,-0.237702932,-0.3465277205
ros_tale__1_mid_250pq__2,-0.1711661316,-0.28023471850000004
ros_tale__1_0_0pq__1,0.7151817689000001,0.15970042950000002
ros_tale__1_0_0pq__2,0.6769683102,0.3179824485
ros_tale__1_0_0pq__3,0.148126233,-0.3629753175
ros_tale__1_0_0pq__4,0.0057100364,-0.7926649465000001
ros_tale__1_0_250pq__1,-0.2530345248,-0.32881093850000004
ros_tale__1_0_250pq__2,0.0322483908,-0.49897769350000004
ros_tale__1_0_750pq__1,-0.36817641430000003,-0.3034997245
ros_tale__1_0_750pq__2,-1.1138746254,-0.1144217585
ros_tale__1_1_0pq__1,0.23068165710000002,-0.3388149305
ros_tale__1_1_0pq__2,0.2891235934,-0.4496497075
ros_tale__1_1_250pq__1,0.1437829821,-0.4401842455
ros_tale__1_1_250pq__2,0.6365611246,-0.5175225675
ros_tale__1_1_750pq__1,0.1608241903,-0.3590067905
ros_tale__1_1_750pq__2,0.5859201983,-0.3009067005
ros_tale__1_2_0pq__1,1.3309354888,-0.3049080035
ros_tale__1_2_0pq__2,0.9728194684,-0.20364414150000001
ros_tale__1_2_250pq__1,1.8393287741000002,-0.3362391435
ros_tale__1_2_250pq__2,1.4284399577,-0.2336123265
ros_tale__1_2_750pq__1,1.7210665737,-0.2829459475
ros_tale__1_2_750pq__2,1.6998284377,-0.3737515625
ros_tale__1_3_0pq__1,0.9021664530000001,-0.3520298315
ros_tale__1_3_0pq__2,1.4946684541000002,-0.5549984335
ros_tale__1_3_250pq__1,1.581471507,-0.9947457675
ros_tale__1_3_250pq__2,1.4115866164,-0.4506449625
ros_tale__1_3_250pq__3,1.167081491,0.2070228435
ros_tale__1_3_250pq__4,2.155038011,-0.1864067785
ros_tale__1_3_750pq__1,0.5578274397,-0.2505246645
ros_tale__1_3_750pq__2,0.5808366553000001,-0.2977437075
ros_tale__1_4_0pq__1,0.9568719802000001,0.0492380975
ros_tale__1_4_0pq__2,0.4692236697,-0.0377623585
ros_tale__1_4_250pq__1,0.26328738360000004,-0.0648918845
ros_tale__1_4_250pq__2,0.9625275936000001,-0.0211040785
ros_tale__1_4_750pq__1,-0.0748126825,-0.3464544405
ros_tale__1_4_750pq__2,0.3606202477,-0.0912127575
ros_tale__1_4_750pq__3,-0.0591488014,0.2849636505
ros_tale__1_4_750pq__4,0.1924678416,0.2039187915
ros_tale__2_mid_250pq__1,0.1034346865,-0.07155892650000001
ros_tale__2_mid_250pq__2,0.1085392567,-0.1149278165
ros_tale__2_0_0pq__1,0.20798338600000002,0.2509751275
ros_tale__2_0_0pq__2,0.5962748091,0.47128233750000004
ros_tale__2_0_0pq__3,-0.1316910658,-0.7514420625
ros_tale__2_0_0pq__4,0.1538575278,-0.5778914585
ros_tale__2_0_250pq__1,-0.5249893045,-0.7385089145
ros_tale__2_0_250pq__2,-1.0840901173,-0.5177375175
ros_tale__2_0_750pq__1,0.9167243058000001,-0.0334134255
ros_tale__2_0_750pq__2,0.510006949,-0.1677062395
ros_tale__2_1_0pq__1,1.3775268896,-0.3115449925
ros_tale__2_1_0pq__2,0.7163578653,-0.6192332525
ros_tale__2_1_250pq__1,1.0221472469,0.0575609295
ros_tale__2_1_250pq__2,0.2923814674,-0.16753867050000001
ros_tale__2_1_750pq__1,-0.6024931121,-0.035610774500000004
ros_tale__2_1_750pq__2,0.221795118,0.2929760805
ros_tale__2_1_750pq__3,0.6381835418,-0.07760494650000001
ros_tale__2_2_0pq__1,-0.3196587168,-0.9498171795
ros_tale__2_2_0pq__2,0.4967998851,-0.5020567065
ros_tale__2_2_250pq__1,-0.9221100605,-0.4638094775
ros_tale__2_2_250pq__2,-0.10877868680000001,-0.3469045175
ros_tale__2_2_750pq__1,0.0016553555,-0.5114703255
ros_tale__2_2_750pq__2,0.0077517338000000005,-0.3806642295
ros_tale__2_3_0pq__1,0.4823080986,-0.3675501675
ros_tale__2_3_0pq__2,0.7575127025,-0.2486689255
ros_tale__2_3_250pq__1,0.3424769217,-0.8128130095
ros_tale__2_3_250pq__2,0.4642019745,-1.1249903375
ros_tale__2_3_750pq__1,0.40695075540000003,-0.5267039525
ros_tale__2_3_750pq__2,-0.3580325857,-0.6584123615
ros_tale__3_0_0pq__1,0.6159863216,-0.5634281975000001
ros_tale__3_0_0pq__2,0.9257195205000001,-0.4579555205
ros_tale__3_0_250pq__1,1.2072030058,-0.2894792425
ros_tale__3_0_250pq__2,0.5019257878,-0.3225060315
ros_tale__3_0_750pq__1,1.7555752386,-0.2681906845
ros_tale__3_0_750pq__2,1.3157111076999999,0.1281387165
ros_tale__3_1_0pq__1,0.8055270051000001,-0.7227059035000001
ros_tale__3_1_0pq__2,0.4183019679,-0.5996959225
ros_tale__3_1_250pq__1,-0.7909620426,-0.7076424365
ros_tale__3_1_250pq__2,-0.0080607414,-0.5652067495
ros_tale__3_1_750pq__1,-0.46586320200000003,-0.4522874625
ros_tale__3_1_750pq__2,-0.4446824304,-0.5922163035
ros_tale__3_2_0pq__1,1.3237216055,-0.1570954655
ros_tale__3_2_0pq__2,1.0565616061,-0.0030158515
ros_tale__3_2_0pq__3,1.2572186969999999,0.2151567875
ros_tale__3_2_0pq__4,0.9018187221,0.1736763735
ros_tale__3_2_250pq__1,1.0888046364,-0.8549130895
ros_tale__3_2_250pq__2,0.0589607297,-0.7421332745
ros_tale__3_2_750pq__1,0.0499946131,-0.9994762265
ros_tale__3_2_750pq__2,-0.6775286318,-1.0173419965
ros_tale__3_3_0pq__1,-0.1839053977,0.2318388265
ros_tale__3_3_0pq__2,0.0680418026,0.31297450050000003
ros_tale__3_3_0pq__3,0.0970630147,-0.0022355845000000003
ros_tale__3_3_0pq__4,-0.0582503033,0.2724322305
ros_tale__3_3_250pq__1,0.3974716574,-1.0141549145
ros_tale__3_3_250pq__2,0.9919503650000001,-0.7231916615
ros_tale__3_3_750pq__1,0.29344262600000004,-0.6839020655
ros_tale__3_3_750pq__2,-0.012959194700000001,-0.6370606005
ros_tale__3_4_0pq__1,1.1789600851,-0.0001442785
ros_tale__3_4_0pq__2,1.2014867142,-0.3584246385
ros_tale__3_4_250pq__1,0.9217819265,-0.1542719035
ros_tale__3_4_250pq__2,1.3993337576,-0.0842771845
ros_tale__3_4_750pq__1,0.4848299111,-0.3008592435
ros_tale__3_4_750pq__2,0.5992247256000001,0.0087802235
pcoli__atASMT_325G__1,-0.10583487130000001,0.3659459355
pcoli__atASMT_325G__2,0.11937816450000001,0.5643534235000001
pcoli__bpTDC__1,1.4090626817,0.5626132405000001
pcoli__bpTDC__2,0.8467284586,0.6542843865
pcoli__BRCA__1,1.1932876379,0.22713004350000002
pcoli__BRCA__2,0.8313215445000001,0.2571552015
pcoli__BRCActrl__1,0.8701585940000001,0.9971272795
pcoli__BRCActrl__2,0.7200286084,1.0779008335
pcoli__BRCAswap__1,0.54219814,0.07506294150000001
pcoli__BRCAswap__2,0.8503229057,0.2908409185
pcoli__btAANAT__1,0.8623871052000001,0.25489483350000003
pcoli__btAANAT__2,0.6268823778,0.3942730145
pcoli__btASMT__1,1.0481215997,-0.28662310950000003
pcoli__btASMT__2,0.7421124782,-0.2018954215
pcoli__CC1__1,0.9770477991000001,0.5301394325000001
pcoli__CC1__2,1.3502363172,-0.012252328500000001
pcoli__ccCOMT__1,0.6337397777,0.2247314765
pcoli__ccCOMT__2,0.45890037990000004,0.1858343365
pcoli__ckDDC__1,0.7332696481000001,0.7707242185000001
pcoli__ckDDC__2,0.6392002407,1.0444022165
pcoli__CNTF_belt__1,1.1683464714,0.1237847665
pcoli__CNTF_belt__2,1.1576841286,-0.46782186750000004
pcoli__cobPNMT__1,1.1451230711,0.09959868150000001
pcoli__cobPNMT__2,0.9530201266,0.0779690765
pcoli__cvPhhB__1,0.8215828274,0.4913106555
pcoli__cvPhhB__2,0.7442842205,0.7838035315
pcoli__ggAANAT__1,0.5922272636,0.1548503835
pcoli__ggAANAT__2,0.8093199418,0.2442548955
pcoli__ggTPH__1,0.6986844983,0.2727630005
pcoli__ggTPH__2,0.467270128,0.3430523755
pcoli__hsAANAT__1,1.2188035911,0.8476300145000001
pcoli__hsAANAT__2,1.1354553264,0.2853827465
pcoli__hsASMT__1,1.0888165847,0.46834169750000004
pcoli__hsASMT__2,0.6348874454,0.5205392505
pcoli__hsPNMT_mb__1,0.8108753628,0.2999363195
pcoli__hsPNMT_mb__2,0.8402044491,0.4256321925
pcoli__hsTPH__1,0.4559913112,0.2042808005
pcoli__hsTPH__2,0.40600279180000004,0.5710791605000001
pcoli__hsTPH_E2K__1,0.41044572630000004,0.8261483925
pcoli__hsTPH_E2K__2,0.850500601,1.1228627885
pcoli__hsTPH_E2K_N91I_P99C__1,0.6538355847,0.1324294445
pcoli__hsTPH_E2K_N91I_P99C__2,0.3087270583,0.38737005750000003
pcoli__hsTPH_N158trunc__1,0.1856413258,1.4958585305
pcoli__hsTPH_N158trunc__2,0.5520241354000001,1.4322778135
pcoli__hsTPH_N174trunc__1,0.33881855240000003,0.4206466555
pcoli__hsTPH_N174trunc__2,0.5459272138,0.9898154685
pcoli__hsTPH_Ntermtrunc__1,0.9835848191000001,1.2374372815
pcoli__hsTPH_Ntermtrunc__2,0.5462422987000001,0.6035146865000001
pcoli__hsTPH1__1,1.0769243448,0.1510995615
pcoli__hsTPH1__2,0.7916677841,0.0700046265
pcoli__MBP__1,1.0263385493,0.2999610095
pcoli__MBP__2,0.7553099413000001,0.6524627155
pcoli__msCOMT__1,0.7932085522000001,0.5263453595
pcoli__msCOMT__2,0.609264372,0.4345632205
pcoli__ocAANAT__1,0.5205325151,0.09039844450000001
pcoli__ocAANAT__2,0.5623798898,-0.011925656500000001
pcoli__osTDC_K374H__1,0.9917793793,0.0031904865
pcoli__osTDC_K374H__2,1.0612034344,0.1024146385
pcoli__osTDC_K374L__1,1.3743668885,0.3353545835
pcoli__osTDC_K374L__2,1.3768387864,0.6592686405
pcoli__osTDC_K374Q__1,0.6603237868,0.3404665865
pcoli__osTDC_K374Q__2,0.5770854136,0.1761835575
pcoli__osTDC_L360V__1,1.0581062015,0.2970541125
pcoli__osTDC_L360V__2,1.1687082566,0.7159311295
pcoli__pmTPH__1,0.9233613176000001,0.1042886085
pcoli__pmTPH__2,0.4913244255,0.6818461135
pcoli__RFC__1,0.8788829066,0.0748918655
pcoli__RFC__2,1.2785890643,0.1661573305
pcoli__RFCctrl__1,1.1834505144,0.5359602655
pcoli__RFCctrl__2,0.6855266515,0.5272003025
pcoli__RFCnopause__1,0.6996578152,0.7026916815
pcoli__RFCnopause__2,0.8321684273000001,0.9773318115
pcoli__RFCpluspause__1,1.2857630678,1.2384051455
pcoli__RFCpluspause__2,1.7119452341999999,1.1677717875
pcoli__rnCOMT_sol__1,0.6835834658000001,0.6822629235000001
pcoli__rnCOMT_sol__2,0.9828837840000001,0.4871187435
pcoli__rnPNMT__1,1.1381174242,0.4745804145
pcoli__rnPNMT__2,0.7516299689,0.6780955325
pcoli__rnTDC__1,0.8653778178,0.33710853550000003
pcoli__rnTDC__2,0.6561724776,0.1917764625
pcoli__rnTDC_trunc__1,1.0282738872,0.43155589250000004
pcoli__rnTDC_trunc__2,1.2625110166,0.7756545415
pcoli__saCOMT_T2A__1,0.1067637652,0.5499138095
pcoli__saCOMT_T2A__2,0.4328987486,0.31939162050000003
pcoli__sfCOMT__1,0.7665010856000001,0.1190660645
pcoli__sfCOMT__2,0.9281117606,-0.0130383365
pcoli__sgAANAT_D63G__1,0.7998075528,0.5459969375
pcoli__sgAANAT_D63G__2,1.1942425945,-0.1572719595
pcoli__ssDDC__1,0.6342870981000001,0.4081150215
pcoli__ssDDC__2,0.6090629914,0.6693065765
pcoli__TP53B__1,0.5008624198,0.4011539125
pcoli__TP53B__2,0.46212877630000004,0.7927965955
pcoli__WT__1,1.2673566669,0.9600472135
pcoli__WT__2,0.8450028306,0.8817948015
cck__glu_ale4__1,0.028459547800000002,0.1101851955
cck__glu_ale4__2,0.18766903980000002,-0.2572402225
cck__cck_ale1__1,0.6193348073,-0.5342597475
cck__cck_ale1__2,0.7579880128,-0.4654020605
cck__cck_ale2__1,0.3594259191,-0.3363933845
cck__cck_ale2__2,0.7054738029000001,-0.5038280485000001
cck_pgi__gmos_delpgi__1,1.8276008407000002,0.2880236255
cck_pgi__gmos_delpgi__2,1.9315521370000002,0.49916689350000004
cck_pgi__pgi_ale1__1,1.4810081705,0.0534654075
cck_pgi__pgi_ale1__2,0.9073489538,-0.0849911505
cck_pgi__pgi_ale2__2,1.2076682279,0.19948741350000002
cck_pgi__pgi_ale3__1,0.9493347932,0.0689355485
cck_pgi__pgi_ale3__2,0.380470501,-0.0698642725
cck_pgi__pgi_ale4__1,0.6921896476,-0.0935000835
cck_pgi__pgi_ale4__2,0.9111979806,-0.34447543150000004
cck_pgi__pgi_ale4__3,0.823303595,-0.1424993855
cck_pgi__pgi_ale5__1,1.3963820772,-0.0601806155
cck_pgi__pgi_ale5__2,1.9903652204000002,0.1676103985
cck_pgi__pgi_ale6__1,1.9261248249,0.11394989850000001
cck_pgi__pgi_ale6__2,0.7783730626,-0.11640007050000001
cck_pgi__pgi_ale7__1,1.9076677533000002,0.2659624855
cck_pgi__pgi_ale7__2,2.2802612505,0.034849661500000004
cck_pgi__pgi_ale8__1,0.39900874080000004,-0.2662424945
cck_pgi__pgi_ale8__2,0.7169907694000001,-0.06250438950000001
cck_sdh__gmos_delsdhCB__1,1.1567926486,0.1264328425
cck_sdh__gmos_delsdhCB__2,1.3632286205,0.1753286415
cck_sdh__sdh_ale1__1,1.1969152088000001,-0.0300350155
cck_sdh__sdh_ale1__2,0.5189817254,-0.2454320215
cck_sdh__sdh_ale2__1,0.3878818685,-0.15208736750000001
cck_sdh__sdh_ale3__2,0.3582552941,-0.2259383405
cck_sdh__sdh_ale3__1,0.30161498870000003,-0.17334784250000002
cck_sdh__sdh_ale3__3,0.8820562812,-0.22819057650000002
cck_pts__gmos_delptsHIcrr__2,2.2024973656,0.6160405895000001
cck_pts__gmos_delptsHIcrr__1,2.5487378209,-0.014761182500000001
cck_pts__pts_ale1__2,-0.2422499673,-0.0842077735
cck_pts__pts_ale1__1,-0.8210360114,-0.0842366925
cck_pts__pts_ale2__2,0.6164762236,-0.4974149805
cck_pts__pts_ale2__1,0.8876603657000001,-0.46301856950000003
cck_pts__pts_ale3__2,-0.0378458745,-0.7187608785
cck_pts__pts_ale3__1,0.35929996010000004,-0.45104147050000004
cck_pts__pts_ale4__2,0.3220745419,-0.27852696450000003
cck_pts__pts_ale4__1,0.24657120640000002,-0.2386125925
cck_gnd__gmos_delgnd__1,0.7607013259000001,-0.2102478315
cck_gnd__gmos_delgnd__2,1.4466740465,-0.5554074155000001
cck_gnd__gnd_ale1__1,0.4392094332,-0.4459387395
cck_gnd__gnd_ale1__2,0.24970793030000002,-0.5288311385
cck_gnd__gnd_ale2__1,0.3473862957,-0.49995894550000003
cck_gnd__gnd_ale2__2,0.5691111443,-0.38705343950000004
cck_gnd__gnd_ale3__1,-0.6246150697,-0.4514141735
cck_gnd__gnd_ale3__2,0.4149067844,-0.4684616975
cck_tpiA__gmos_deltpiA__1,1.2582319354,0.9124810505000001
cck_tpiA__gmos_deltpiA__2,2.0455962242,0.9521885065000001
cck_tpiA__tpiA_ale1__1,0.4061400402,0.13320919550000002
cck_tpiA__tpiA_ale1__2,0.6257464150000001,0.3014065825
cck_tpiA__tpiA_ale2__1,-0.1477730248,0.2322634855
cck_tpiA__tpiA_ale2__2,0.5555926918,-0.1497550675
cck_tpiA__tpiA_ale3__1,0.6944721652,0.4108051625
cck_tpiA__tpiA_ale3__2,0.49358465890000003,0.3705891965
cck_tpiA__tpiA_ale4__1,1.2427952845,0.0055485655
cck_tpiA__tpiA_ale4__2,1.405599094,-0.3474969545
acid_tale__acid_ale1_pH7__1,1.0029288287,-0.4265443605
acid_tale__acid_ale1_pH7__2,0.6437090638,-0.7138322015
acid_tale__acid_ale1_pH5__1,0.607718348,-0.6225388775
acid_tale__acid_ale1_pH5__2,0.3685699132,-0.5841511895
acid_tale__acid_ale2_pH7__1,1.0744557004,-0.4952514355
acid_tale__acid_ale2_pH7__2,1.1314920538,-0.5912064485
acid_tale__acid_ale2_pH5__1,0.4005536065,-0.5543074855
acid_tale__acid_ale2_pH5__2,0.8672123357,-0.3381669035
acid_tale__low_Mg_ale_pH7__1,0.9712379366,-0.5025928185
acid_tale__low_Mg_ale_pH7__2,0.9671274594,-0.44671845250000003
acid_tale__low_Mg_ale_pH5__1,0.24216229660000002,-0.3486664525
acid_tale__low_Mg_ale_pH5__2,-0.1705999041,-0.3257645155
acid_tale__MES_ale_pH7__1,1.2763673442,-0.7001736335000001
acid_tale__MES_ale_pH7__2,1.0886711301,-0.6088060025
acid_tale__MES_ale_pH5__1,0.9116386012000001,-0.5240352455
acid_tale__MES_ale_pH5__2,0.4549871948,-0.3519649865
acid_tale__gmos_pH7__1,0.8032345279,-0.44675429450000004
acid_tale__gmos_pH7__2,1.2648417473,-0.6113160865
acid_tale__gmos_pH5__1,0.8734301226000001,-0.3301816085
acid_tale__gmos_pH5__2,0.4179620667,-0.1438435635
adnB__wt_adn__1,0.8848943567,0.31485258050000003
adnB__wt_adn__2,0.7861582479,-0.4152543135
adnB__delydhB_adn__1,0.5691432825,0.1664576265
adnB__delydhB_adn__2,0.7288514809000001,0.5312470135
ytf2__wt_glc__1,0.0403516656,0.4071294515
ytf2__wt_glc__2,-0.1065516802,0.3270950615
ytf2__ybcM_glc__1,0.5572239931,-0.1104311315
ytf2__ybcM_glc__2,0.4629011442,0.1382724685
ytf2__ydhB_glc__1,0.8950278249,-0.2743274005
ytf2__ydhB_glc__2,0.3878156083,0.0520847205
ytf2__yfeC_glc__1,0.7784291644,0.07346554150000001
ytf2__yfeC_glc__2,0.7552719731,-0.3376389005
ytf2__yciT_glc__1,-0.0241075949,0.22619005150000002
ytf2__yciT_glc__2,-0.008351362900000001,0.1617533375
ytf2__ydiZ_glc__1,0.0457944303,0.3511072075
ytf2__ydiZ_glc__2,-0.3059390658,0.32370938450000003
ytf2__ynfL_glc__1,-0.06479567900000001,0.3234814985
ytf2__ynfL_glc__2,-0.20411386180000002,0.4416078355
misc2__dellon_glc__1,0.4686850363,0.5879089395
misc2__dellon_glc__2,0.6509429439000001,0.5594888465
ytf3__wt_glc2__1,-0.0517192483,-0.1081483345
ytf3__wt_glc2__2,-0.3970286387,0.2089412695
ytf3__wt_pH7_lactate__1,0.17890442180000002,-0.1280562415
ytf3__wt_pH7_lactate__2,-0.1506467471,-0.1083828025
ytf3__wt_pH55_lactate__1,-0.1471030174,-0.2248708245
ytf3__wt_pH55_lactate__2,0.2456738322,0.059689267500000004
ytf3__wt_pH55_HCl__1,0.1025300467,0.1574845095
ytf3__wt_pH55_HCl__2,-0.3657816962,0.1078680675
ytf3__dyieP_pH7__1,0.3439831071,0.0039023045000000003
ytf3__dyieP_pH7__2,0.1385972534,0.0305006115
ytf3__dyieP_pH55__1,-0.018015331000000002,-0.5649203315
ytf3__dyieP_pH55__2,0.18179162140000002,0.09668549550000001
