,A,PhoP
R2,,0.05755601550563727
xmin,,-4.577196616468914
xmid,,-0.11973294192416295
xmax,,2.4851887028228723
ystart,,1.3380531533275446
yend,,11.944496007569763
SRX8138083,2.1413291126130454,-0.21876048795455105
SRX8138084,-1.6018631407361044,-0.11540620999364393
SRX8138085,-0.5394659718769534,0.3341666979481959
SRX8138086,-1.891052500366196,-0.2546447530216982
SRX8138087,-1.0087724694011664,0.3914768849737271
SRX8138088,-1.5330109474567657,0.7503782081518144
ERX4111143,-0.3758721846208339,0.0905577008262517
ERX4111144,-0.2738207956686575,-0.6552000768118873
ERX4111145,-0.6360262571045732,0.12079137593840986
ERX4111146,-0.7455377506818014,-0.20490679546949853
ERX4111148,0.16564338808416354,0.049229808502848194
ERX4111149,-1.0453488750980382,-0.16937395251004084
ERX4111150,-1.3410675686483329,-0.10661129346889453
ERX4111151,0.3758721846208616,-0.0905577008262517
ERX4111152,0.6582012037513498,0.005556300294374593
ERX4111153,-1.5651121373424428,-0.09724914795968154
ERX4111154,-0.7533333840468565,-0.3098673745848615
ERX4111156,-0.14227940742049655,0.1010366644580536
ERX4111157,-1.662411172436267,-0.05638672564855352
ERX4111158,-0.7591840397757934,0.08518767389124537
SRX5577041,-0.9834240916471204,-0.18478827759213967
SRX5577042,0.7273649580273199,0.11184660513295164
SRX5577043,0.6464941367985794,0.07103497495940836
SRX5577044,-0.390435003178798,0.0019066974997814512
SRX5577045,-2.788836343563983,-0.4985722874302825
SRX5577046,-1.443865206830134,-0.225442111613714
SRX5577047,-2.4138678465058483,-0.2673119635503456
SRX5577048,-2.2312500214791764,-0.1805638630545285
SRX5577049,4.540487602352388,-0.5886277709784462
SRX5577050,4.294534210999898,-0.9052330773937792
SRX5577051,5.084611274438544,-0.6085503588689676
SRX5577052,5.966676352752295,-0.4416626090013054
SRX5577053,20.90158848504701,0.19399891620871568
SRX5577054,15.43643836806208,-0.12729184403010052
SRX5577055,22.90988415268397,0.2582075558967301
SRX5577056,22.966672964729604,0.1181609419125369
SRX5577057,14.83255588297566,0.02695165147573331
SRX5577058,27.935433266416997,0.2726167827263177
SRX5577059,22.398486219889303,0.009062566936171912
SRX5577060,26.83479630170772,0.13919750089467975
SRX5577061,23.532856808288752,0.5290760859475281
SRX5577062,30.739607283479945,0.3835745066367151
SRX5577063,30.676263321522146,0.4183893819446851
SRX5577064,25.292033706776493,0.12706584166615453
SRX5577065,27.155555545951618,0.5657545955306951
SRX5577066,21.736484409532686,0.3230731387019921
SRX5577067,21.2894367604262,0.6700253793105304
SRX5577068,23.212421061436793,0.5129881276377324
SRX533166,2.010571071183356,-0.08243920105539093
SRX533171,-2.010571071183347,0.08243920105539093
SRX533786,-0.27388915023304977,0.1830904027900244
SRX533787,-3.652661268275677,0.3454026725957746
SRX533789,-5.464472557104091,-0.14154680760014404
SRX533791,-5.991652360336787,-0.11983973588251473
SRX533792,-2.394066706439009,-0.06602898139522928
SRX533793,-4.916768954221476,0.09644748679668158
SRX533794,-7.8486092506082965,-0.1425223461254035
SRX533795,-2.019500481529706,-0.0892637458394816
SRX4703435,-0.012552248844773623,-0.03768812157726753
SRX4703436,0.09822344508759387,0.17039696678347216
SRX4703437,-0.0856711962427432,-0.13270884520620374
SRX4703438,-3.0273892148461403,-0.7546054081343421
SRX4703439,-4.0972290151768505,-0.9048817426479414
SRX4703440,-3.6405547308329735,-0.5557704461880961
SRX6902408,-1.1689019288519331,0.5062617531927279
SRX6902409,-3.2138183484408818,0.2266810492153404
SRX6902410,0.6213278207204374,0.15366639553206785
SRX6902411,-4.108581907808951,0.28693836407075146
SRX6902412,-3.2843243161670026,-0.0439521834114478
SRX6902413,-4.657957888542533,-0.11053956183274316
SRX6902414,-0.5580995762204161,-0.14060502231338212
SRX6902415,0.5580995762203914,0.14060502231338212
SRX5278698,-0.2944643782889048,-0.17840655252836246
SRX5278699,-0.17837264731888364,0.08310330855409909
SRX5278700,0.472837025607801,0.09530324397426516
SRX5278701,-0.34063151425976823,0.08239412449804195
SRX5278702,0.15754312243336496,0.3128411293193229
SRX5278703,-0.29954897270576025,0.019592913611623075
SRX5278704,4.619155835600752,-0.5087555320328327
SRX5278705,4.153246788393259,-1.4193535451431076
SRX5278707,-2.37222927076987,0.4161078093716064
SRX5278708,-1.5962498898206978,0.5418221047670588
SRX5278709,-0.4338318856243754,0.8050763460629096
SRX5278710,0.3997556255075471,0.14312332468453715
SRX5278711,0.12339644586602505,0.3886395288455473
SRX5278713,-0.9540300805406802,0.7395333106783104
SRX5278714,-1.5505976020343726,0.6667800073608223
SRX5278715,-3.6272655109094383,-0.34114161794759656
SRX5278716,1.2863147121376493,-0.3635091742822203
SRX5278717,0.8931398124822673,-0.10828276043743212
SRX5278718,1.459153040150339,-0.7635600710930763
SRX5278719,1.372133230724231,0.1887537675133597
SRX5278720,1.1562368596883383,-0.1682454127855113
SRX5278721,0.7178822676498658,-0.2985633753977241
SRX1254783,22.307228491475676,0.8462468835748593
SRX1254784,33.288826896089816,1.5152311710511297
SRX1254785,35.10622832139061,2.035923163923312
