,Value,list
TF,PhoP,
reg_genes,67,"['walM' 'tagA' 'srfAA' 'resE' 'skfC' 'skfF' 'srfAB' 'ykoL' 'resA' 'resC'
 'skfA' 'yycO' 'phoP' 'ydjN' 'phoR' 'tagG' 'resB' 'treA' 'tatCD' 'yycQ'
 'yjdB' 'glpT' 'srfAD' 'yfkN' 'tagE' 'resD' 'skfG' 'rapK' 'glpQA' 'srfAC'
 'comS' 'treP' 'tagH' 'tagD' 'tatAD' 'refZ' 'tagF' 'yxiO' 'ykzB' 'skfB'
 'bsnA' 'treR' 'yycP' 'vpr' 'skfE' 'tagB' 'phoA' 'skfH' 'hpf' 'phrK']"
comp_genes,18,['BSU_27786']
both_genes,17,"['phoD' 'tuaH' 'tuaAn' 'ydhF' 'tuaD' 'pstBB' 'tuaE' 'tuaC' 'tuaF' 'tuaG'
 'pstBA' 'pstA' 'pstS' 'phoB' 'tuaAc' 'tuaB' 'pstC']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
