,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-1.72252750685,0.31923243091975095,4.0,70.0,-1.7369367547999999,71.0,-2.1065271899,72.0,-1.7216911508,73.0,-1.3249549319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-4.625929269271485e-18,0.851288410122581,6.0,74.0,0.5578829743,75.0,0.8009227897000001,76.0,0.5942177038,86.0,-1.2962465848,88.0,-0.7875840604000001,90.0,0.1308071774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,5.16971588015,4.066708536331196,6.0,77.0,8.9170805094,78.0,8.2479052358,79.0,9.4266764855,87.0,1.2257297534,89.0,1.6914619443999999,91.0,1.5094413524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-2.5928162511333332,0.195458219888405,3.0,80.0,-2.8184318906,82.0,-2.4852144993,84.0,-2.4748023635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,5.410796295033333,0.9906346204285873,3.0,81.0,4.8008244491,83.0,4.8777442048,85.0,6.5538202312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,1.216533191144756,3.0,92.0,-0.3869324078,93.0,-0.9760061083,94.0,1.3629385161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-1.5748392661,0.9933784584870976,3.0,95.0,-2.4157363571,96.0,-1.8300162260000001,97.0,-0.47876521520000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-1.7513048042333335,0.7754782920664682,3.0,98.0,-2.5826852333,99.0,-1.6236623602,100.0,-1.0475668192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-1.4579561157333334,0.06879028863155824,3.0,101.0,-1.3985497909,102.0,-1.5333240374,103.0,-1.4419945189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,13.2537659263,0.17057562707225735,3.0,104.0,13.1030936031,105.0,13.2192411175,106.0,13.4389630583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,10.1248288971,0.34198608849943446,3.0,107.0,10.4850625871,108.0,9.8046111914,109.0,10.0848129128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,12.188077657,0.2026270414841832,3.0,110.0,12.4159081236,111.0,12.1202891709,112.0,12.0280356765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,10.928155870066668,0.6783118852010175,3.0,113.0,10.7182283058,114.0,10.3796253317,115.0,11.6866139727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
